,prey_male,prey_female,tuple,average_male,average_female,female-male
0,0.41421056,0.3403376,"('unsociable', 'sociable')",0.4142106,0.3403376,-0.073873
1,1.4720392,1.4278126,"('unfriendly', 'friendly')",1.4720392,1.4278126,-0.0442266
2,0.9155489,1.0294293,"('unlikable', 'likable')",0.9155489,1.0294293,0.1138804
3,1.2102423,1.3398752,"('repellent', 'pleasant')",1.2102423,1.3398752,0.1296329
4,-6.8845925,-6.8631926,"('disliked', 'liked')",-6.8845925,-6.8631926,0.0213999
5,-0.05987925,-0.0369916,"('distant', 'outgoing')",-0.0598793,-0.0369916,0.0228877
6,0.12933141,0.16891143,"('distant', 'open')",0.1293314,0.1689114,0.03958
7,1.8043957,1.7752633,"('insensitive', 'sensitive')",1.8043957,1.7752633,-0.0291324
8,0.9560396,0.93750995,"('unaffectionate', 'affectionate')",0.9560396,0.93751,-0.0185296
9,1.387652,1.4374939,"('unaffectionate', 'caring')",1.387652,1.4374939,0.0498419
10,1.6400514,1.6642978,"('unsympathetic', 'sympathetic')",1.6400514,1.6642978,0.0242464
11,2.1703663,2.1914062,"('unhelpful', 'helpful')",2.1703663,2.1914062,0.0210399
12,-0.8231928,-0.8045704,"('unsupportive', 'supportive')",-0.8231928,-0.8045704,0.0186224
13,0.44893447,0.3747641,"('impolite', 'polite')",0.4489345,0.3747641,-0.0741704
14,0.5526732,0.4269631,"('antisocial', 'social')",0.5526732,0.4269631,-0.1257101
15,0.23762262,0.25835085,"('boring', 'funny')",0.2376226,0.2583508,0.0207282
16,-0.48034552,-0.4149841,"('unpopular', 'popular')",-0.4803455,-0.4149841,0.0653614
17,-0.2440876,-0.24021073,"('nasty', 'nice')",-0.2440876,-0.2402107,0.0038769
18,0.017734118,-0.032211214,"('disagreeable', 'welcoming')",0.0177341,-0.0322112,-0.0499453
19,-0.2562918,-0.1816008,"('inhospitable', 'hospitable')",-0.2562918,-0.1816008,0.074691
20,0.89437175,0.80059135,"('rough', 'thoughtful')",0.8943717,0.8005913,-0.0937804
21,0.6680261,0.7292591,"('immoral', 'moral')",0.6680261,0.7292591,0.061233
22,0.282771,0.20656434,"('untrustworthy', 'trustworthy')",0.282771,0.2065643,-0.0762067
23,6.8733473,6.860728,"('insincere', 'sincere')",6.8733473,6.8607278,-0.0126195
24,2.3859854,2.3353076,"('dishonest', 'honest')",2.3859854,2.3353076,-0.0506778
25,0.3969446,0.31940094,"('egoistic', 'altruistic')",0.3969446,0.3194009,-0.0775437
26,-0.022308588,-0.019790962,"('hardhearted', 'benevolent')",-0.0223086,-0.019791,0.0025176
27,1.4872928,1.3755748,"('hardhearted', 'softhearted')",1.4872928,1.3755748,-0.111718
28,1.3873439,1.4051363,"('disloyal', 'loyal')",1.3873439,1.4051363,0.0177924
