,kingfish_male,kingfish_female,tuple,average_male,average_female,female-male
0,0.6568997,0.68072534,"('unsociable', 'sociable')",0.6568997,0.6807253,0.0238256
1,-0.5372634,-0.5036479,"('unfriendly', 'friendly')",-0.5372634,-0.5036479,0.0336155
2,0.64941216,0.59362215,"('unlikable', 'likable')",0.6494122,0.5936221,-0.0557901
3,-0.5584567,-0.4409109,"('repellent', 'pleasant')",-0.5584567,-0.4409109,0.1175458
4,-3.1478963,-3.2107172,"('disliked', 'liked')",-3.1478963,-3.2107172,-0.0628209
5,-1.5939369,-1.6823069,"('distant', 'outgoing')",-1.5939369,-1.6823069,-0.08837
6,-1.4593134,-1.5455797,"('distant', 'open')",-1.4593134,-1.5455797,-0.0862663
7,0.5154969,0.5653965,"('insensitive', 'sensitive')",0.5154969,0.5653965,0.0498996
8,-0.040246107,0.04085812,"('unaffectionate', 'affectionate')",-0.0402461,0.0408581,0.0811042
9,0.11667178,0.23840725,"('unaffectionate', 'caring')",0.1166718,0.2384073,0.1217355
10,0.08110276,0.19446285,"('unsympathetic', 'sympathetic')",0.0811028,0.1944629,0.1133601
11,0.8532795,0.96962106,"('unhelpful', 'helpful')",0.8532795,0.9696211,0.1163416
12,-0.85632515,-0.73998547,"('unsupportive', 'supportive')",-0.8563251,-0.7399855,0.1163396
13,0.5845124,0.5737374,"('impolite', 'polite')",0.5845124,0.5737374,-0.010775
14,1.0622946,1.107222,"('antisocial', 'social')",1.0622946,1.107222,0.0449274
15,0.34572116,0.27750647,"('boring', 'funny')",0.3457212,0.2775065,-0.0682147
16,-0.25528824,-0.28430212,"('unpopular', 'popular')",-0.2552882,-0.2843021,-0.0290139
17,-0.5158054,-0.46684974,"('nasty', 'nice')",-0.5158054,-0.4668497,0.0489557
18,-0.505379,-0.5512077,"('disagreeable', 'welcoming')",-0.505379,-0.5512077,-0.0458287
19,-1.123781,-1.1390777,"('inhospitable', 'hospitable')",-1.123781,-1.1390777,-0.0152967
20,-0.10457517,-0.10323879,"('rough', 'thoughtful')",-0.1045752,-0.1032388,0.0013364
21,-0.21417773,-0.16381705,"('immoral', 'moral')",-0.2141777,-0.163817,0.0503607
22,-0.18477505,-0.26723653,"('untrustworthy', 'trustworthy')",-0.1847751,-0.2672365,-0.0824614
23,3.0985408,3.193638,"('insincere', 'sincere')",3.0985408,3.1936381,0.0950973
24,0.6236996,0.6115373,"('dishonest', 'honest')",0.6236996,0.6115373,-0.0121623
25,0.40034473,0.40406203,"('egoistic', 'altruistic')",0.4003447,0.404062,0.0037173
26,0.10545854,0.009615399,"('hardhearted', 'benevolent')",0.1054585,0.0096154,-0.0958431
27,-0.40305343,-0.44402322,"('hardhearted', 'softhearted')",-0.4030534,-0.4440232,-0.0409698
28,1.1345577,1.1854067,"('disloyal', 'loyal')",1.1345577,1.1854067,0.050849
29,-0.5434749,-0.6144248,"('unfair', 'fair')",-0.5434749,-0.6144248,-0.0709499
30,1.1679268,1.2081741,"('intolerant', 'tolerant')",1.1679268,1.2081741,0.0402473
