,shaker_male,shaker_female,tuple,average_male,average_female,female-male
46,0.2457957,0.16771841,"('uncompetitive', 'competitive')",0.2457957,0.1677184,-0.0780773
47,2.270075,2.3371751,"('stupid', 'smart')",2.2700751,2.3371751,0.0671
48,-0.1357507,-0.11584364,"('unintelligent', 'intelligent')",-0.1357507,-0.1158436,0.0199071
49,-0.048114523,0.098175704,"('unable', 'able')",-0.0481145,0.0981757,0.1462902
50,-0.2066575,-0.23999375,"('clumsy', 'skillful')",-0.2066575,-0.2399938,-0.0333363
51,0.90918505,0.7369704,"('uneducated', 'educated')",0.9091851,0.7369704,-0.1722147
52,-1.0150467,-0.98367363,"('irrational', 'rational')",-1.0150467,-0.9836736,0.0313731
53,-1.0959195,-1.0809455,"('uncreative', 'creative')",-1.0959195,-1.0809455,0.014974
54,0.40716374,0.4124712,"('incapable', 'capable')",0.4071637,0.4124712,0.0053075
55,0.8033954,0.6724915,"('incompetent', 'clever')",0.8033954,0.6724915,-0.1309039
56,1.8411014,1.6849086,"('impractical', 'practical')",1.8411014,1.6849086,-0.1561928
57,-1.3980244,-1.4948214,"('unimaginative', 'imaginative')",-1.3980244,-1.4948214,-0.096797
58,0.16968158,0.09795685,"('undiscriminating', 'discriminating')",0.1696816,0.0979569,-0.0717247
59,0.1449645,0.19818404,"('foolish', 'wise')",0.1449645,0.198184,0.0532195
60,1.3895074,1.3282084,"('inefficient', 'efficient')",1.3895074,1.3282084,-0.061299
61,0.19449829,0.03851302,"('illogical', 'logical')",0.1944983,0.038513,-0.1559853
62,1.4598644,1.4449677,"('incompetent', 'brilliant')",1.4598644,1.4449677,-0.0148967
63,1.231259,1.1757638,"('unperceptive', 'insightful')",1.231259,1.1757638,-0.0554952
64,-1.8577875,-2.0540423,"('shy', 'confident')",-1.8577875,-2.0540423,-0.1962548
65,0.40176782,0.26384807,"('insecure', 'secure')",0.4017678,0.2638481,-0.1379197
66,-1.7796799,-1.8417758,"('inactive', 'active')",-1.7796799,-1.8417758,-0.0620959
67,0.76171124,0.75151885,"('doubtful', 'determined')",0.7617112,0.7515188,-0.0101924
68,-0.13444458,-0.27114505,"('dependent', 'independent')",-0.1344446,-0.271145,-0.1367004
69,-1.5237085,-1.4707146,"('lazy', 'industrious')",-1.5237085,-1.4707146,0.0529939
70,0.61105746,0.4056111,"('lethargic', 'energetic')",0.6110575,0.4056111,-0.2054464
71,0.9216821,0.9196656,"('diffident', 'self-confident')",0.9216821,0.9196656,-0.0020165
72,0.11291205,0.18425106,"('unambitious', 'ambitious')",0.1129121,0.1842511,0.071339
73,-1.1428443,-1.2078662,"('helpless', 'self-reliant')",-1.1428443,-1.2078662,-0.0650219
74,0.123796165,0.07860555,"('undedicated', 'dedicated')",0.1237962,0.0786055,-0.0451907
75,-1.3356344,-1.2392597,"('meek', 'impulsive')",-1.3356344,-1.2392597,0.0963747
76,0.31789,0.224912,"('anxious', 'daring')",0.31789,0.224912,-0.092978
77,-0.57394326,-0.5647861,"('unmotivated', 'motivated')",-0.5739433,-0.5647861,0.0091572
78,-0.30284983,-0.26871848,"('nonresilient', 'resilient')",-0.3028498,-0.2687185,0.0341313
79,-1.9377863,-1.9048998,"('wavering', 'unwavering')",-1.9377863,-1.9048998,0.0328865
80,0.67442966,0.52004963,"('dominated', 'dominating')",0.6744297,0.5200496,-0.1543801
81,0.86676633,0.7932906,"('submissive', 'aggressive')",0.8667663,0.7932906,-0.0734757
82,1.8637013,1.9093589,"('poor', 'rich')",1.8637013,1.9093589,0.0456576
83,-0.46161348,-0.6390881,"('powerless', 'powerful')",-0.4616135,-0.6390881,-0.1774746
84,-0.04828175,-0.047571614,"('inferior', 'superior')",-0.0482818,-0.0475716,0.0007102
85,-1.3491905,-1.2765708,"('insignificant', 'prestigious')",-1.3491905,-1.2765708,0.0726197
86,-0.17248017,-0.34312797,"('uninfluential', 'influential')",-0.1724802,-0.343128,-0.1706478
87,0.37744918,0.26276773,"('unsuccessful', 'successful')",0.3774492,0.2627677,-0.1146815
88,0.21937774,-0.00889253,"('low', 'eminent')",0.2193777,-0.0088925,-0.2282702
