,shaker_male,shaker_female,tuple,average_male,average_female,female-male
0,0.70237345,0.3604562,"('unsociable', 'sociable')",0.7023734,0.3604562,-0.3419172
1,-0.5648455,-0.4619815,"('unfriendly', 'friendly')",-0.5648455,-0.4619815,0.102864
2,0.496893,0.52427846,"('unlikable', 'likable')",0.496893,0.5242785,0.0273855
3,-0.11802532,-0.06390186,"('repellent', 'pleasant')",-0.1180253,-0.0639019,0.0541234
4,-2.2516053,-2.3644748,"('disliked', 'liked')",-2.2516053,-2.3644748,-0.1128695
5,-1.0459698,-0.90153646,"('distant', 'outgoing')",-1.0459698,-0.9015365,0.1444333
6,-1.4969872,-1.3181016,"('distant', 'open')",-1.4969872,-1.3181016,0.1788856
7,1.154492,1.0943106,"('insensitive', 'sensitive')",1.154492,1.0943106,-0.0601814
8,-0.8431026,-0.688966,"('unaffectionate', 'affectionate')",-0.8431026,-0.688966,0.1541366
9,0.11922094,0.18498811,"('unaffectionate', 'caring')",0.1192209,0.1849881,0.0657672
10,0.476082,0.45184875,"('unsympathetic', 'sympathetic')",0.476082,0.4518487,-0.0242333
11,2.018569,1.9450254,"('unhelpful', 'helpful')",2.018569,1.9450254,-0.0735436
12,0.0038849283,0.009423554,"('unsupportive', 'supportive')",0.0038849,0.0094236,0.0055387
13,1.3084276,1.1433154,"('impolite', 'polite')",1.3084276,1.1433154,-0.1651122
14,0.9845891,0.7774632,"('antisocial', 'social')",0.9845891,0.7774632,-0.2071259
15,0.4457838,0.27195108,"('boring', 'funny')",0.4457838,0.2719511,-0.1738327
16,-0.9929942,-1.0163766,"('unpopular', 'popular')",-0.9929942,-1.0163766,-0.0233824
17,-0.106683135,-0.10609476,"('nasty', 'nice')",-0.1066831,-0.1060948,0.0005883
18,-0.46970707,-0.5869462,"('disagreeable', 'welcoming')",-0.4697071,-0.5869462,-0.1172391
19,-1.213535,-1.1115242,"('inhospitable', 'hospitable')",-1.213535,-1.1115242,0.1020108
20,0.07759145,-0.011136338,"('rough', 'thoughtful')",0.0775914,-0.0111363,-0.0887277
21,1.0689957,1.0201907,"('immoral', 'moral')",1.0689957,1.0201907,-0.048805
22,0.69399095,0.48615628,"('untrustworthy', 'trustworthy')",0.6939909,0.4861563,-0.2078346
23,3.2794292,3.1987772,"('insincere', 'sincere')",3.2794292,3.1987772,-0.080652
24,0.5550992,0.53946805,"('dishonest', 'honest')",0.5550992,0.5394681,-0.0156311
25,-0.12833129,-0.17040025,"('egoistic', 'altruistic')",-0.1283313,-0.1704002,-0.0420689
26,0.18328507,0.09990456,"('hardhearted', 'benevolent')",0.1832851,0.0999046,-0.0833805
27,0.3284668,0.35394514,"('hardhearted', 'softhearted')",0.3284668,0.3539451,0.0254783
28,-0.32409456,-0.27268478,"('disloyal', 'loyal')",-0.3240946,-0.2726848,0.0514098
29,-0.49765894,-0.5715246,"('unfair', 'fair')",-0.4976589,-0.5715246,-0.0738657
30,1.0009537,0.9451383,"('intolerant', 'tolerant')",1.0009537,0.9451383,-0.0558154
31,-2.207323,-2.1327622,"('evil', 'good')",-2.2073231,-2.1327622,0.0745609
32,1.3265191,1.1685451,"('unkind', 'kind')",1.3265191,1.1685451,-0.157974
33,0.024006164,0.008088656,"('wrong', 'right')",0.0240062,0.0080887,-0.0159175
34,1.3507732,1.5725155,"('mean', 'honorable')",1.3507732,1.5725155,0.2217423
35,-1.1334771,-1.153145,"('corrupt', 'incorrupt')",-1.1334771,-1.153145,-0.0196679
36,-1.8143767,-1.7814765,"('hostile', 'amicable')",-1.8143767,-1.7814765,0.0329002
37,-0.029799402,-0.00016985089,"('fake', 'genuine')",-0.0297994,-0.0001699,0.0296295
38,0.91074914,0.9640816,"('untruthful', 'truthful')",0.9107491,0.9640816,0.0533325
39,0.7865192,0.7479925,"('exploitative', 'cooperative')",0.7865192,0.7479925,-0.0385267
40,-2.0742846,-2.0651572,"('stingy', 'generous')",-2.0742846,-2.0651572,0.0091274
41,0.61096275,0.6134332,"('unforgiving', 'forgiving')",0.6109627,0.6134332,0.0024705
42,-0.54720646,-0.64549583,"('unreliable', 'reliable')",-0.5472065,-0.6454958,-0.0982893
43,0.94087076,0.8237016,"('irresponsible', 'responsible')",0.9408708,0.8237016,-0.1171692
44,-0.3229509,-0.422113,"('prejudiced', 'unprejudiced')",-0.3229509,-0.422113,-0.0991621
45,0.40646613,0.38009524,"('incompetent', 'competent')",0.4064661,0.3800952,-0.0263709
