,fastenal_male,fastenal_female,tuple,company_male,company_female,average_male,average_female,female-male
0,0.4511017,0.36193436,"('unsociable', 'sociable')",0.59638,0.51150876,0.5237408,0.4367216,-0.0870192
1,-1.5871363,-1.6700559,"('unfriendly', 'friendly')",1.1167349,1.0272642,-0.2352007,-0.3213958,-0.0861951
2,1.053821,1.0529058,"('unlikable', 'likable')",0.5527395,0.770621,0.8032802,0.9117634,0.1084832
3,-0.40250334,-0.15493613,"('repellent', 'pleasant')",0.65798235,0.782575,0.1277395,0.3138194,0.1860799
4,-0.4703393,-0.55992925,"('disliked', 'liked')",-6.902993,-6.8121743,-3.6866663,-3.6860518,0.0006145
5,-0.47313628,-0.5227524,"('distant', 'outgoing')",-1.7214973,-1.647689,-1.0973167,-1.0852207,0.012096
6,-0.91880256,-0.9367042,"('distant', 'open')",-1.4191248,-1.4165599,-1.1689637,-1.176632,-0.0076683
7,0.12777619,0.19462647,"('insensitive', 'sensitive')",0.68608975,0.69152117,0.406933,0.4430738,0.0361408
8,-0.78849024,-0.7674238,"('unaffectionate', 'affectionate')",0.60634106,0.55136806,-0.0910746,-0.1080279,-0.0169533
9,-1.112837,-1.0852088,"('unaffectionate', 'caring')",0.90694714,0.89444035,-0.1029449,-0.0953842,0.0075607
10,-0.32241967,-0.23862287,"('unsympathetic', 'sympathetic')",0.7566831,0.7144664,0.2171317,0.2379218,0.0207901
11,-0.20329261,-0.0849641,"('unhelpful', 'helpful')",2.8614292,2.9154124,1.3290683,1.4152242,0.0861559
12,-0.48804525,-0.2907477,"('unsupportive', 'supportive')",-1.5630081,-1.4547375,-1.0255266,-0.8727427,0.1527839
13,0.6092525,0.54963917,"('impolite', 'polite')",0.32788783,0.46252567,0.4685702,0.5060824,0.0375122
14,1.4998605,1.5729698,"('antisocial', 'social')",0.80114955,0.76968074,1.1505051,1.1713252,0.0208201
15,0.4365393,0.13598537,"('boring', 'funny')",0.5673255,0.60480744,0.5019324,0.3703964,-0.131536
16,-0.40083885,-0.3855877,"('unpopular', 'popular')",0.38987005,0.39203915,-0.0054844,0.0032257,0.0087101
17,-0.003405653,0.11597367,"('nasty', 'nice')",-0.17499502,-0.12718104,-0.0892003,-0.0056037,0.0835966
18,-0.091473855,0.12009959,"('disagreeable', 'welcoming')",-0.7377146,-0.7263223,-0.4145942,-0.3031113,0.1114829
19,-0.5179148,-0.48930395,"('inhospitable', 'hospitable')",-0.85908645,-0.76711977,-0.6885006,-0.6282119,0.0602887
20,-0.28215408,-0.23212194,"('rough', 'thoughtful')",0.379425,0.4201931,0.0486355,0.0940356,0.0454001
21,0.36886162,0.534737,"('immoral', 'moral')",0.28916812,0.51516414,0.3290149,0.5249506,0.1959357
22,0.8748556,0.80102384,"('untrustworthy', 'trustworthy')",-0.47077563,-0.51110876,0.20204,0.1449575,-0.0570825
23,0.27397066,0.3637134,"('insincere', 'sincere')",6.532728,6.407493,3.4033494,3.3856032,-0.0177462
24,0.27882126,0.21976823,"('dishonest', 'honest')",0.94943124,0.84873426,0.6141263,0.5342512,-0.0798751
25,-0.2719959,-0.29626963,"('egoistic', 'altruistic')",0.59634197,0.5543435,0.162173,0.1290369,-0.0331361
26,-0.49051708,-0.71205145,"('hardhearted', 'benevolent')",1.4146129,1.2893429,0.4620479,0.2886457,-0.1734022
27,-0.7565,-0.8032473,"('hardhearted', 'softhearted')",0.73678994,0.6407317,-0.009855,-0.0812578,-0.0714028
28,-0.4223139,-0.47109994,"('disloyal', 'loyal')",1.4390174,1.3576313,0.5083517,0.4432657,-0.065086
29,0.01755152,-0.058815923,"('unfair', 'fair')",-1.2357476,-1.4559178,-0.609098,-0.7573669,-0.1482689
30,0.87429,0.9701719,"('intolerant', 'tolerant')",1.3669838,1.540999,1.1206369,1.2555854,0.1349485
31,-1.1609148,-1.2158281,"('evil', 'good')",-1.9046689,-2.098804,-1.5327919,-1.657316,-0.1245241
32,0.6272861,0.5363066,"('unkind', 'kind')",1.6762975,1.5597881,1.1517918,1.0480473,-0.1037445
33,0.08313136,0.023707174,"('wrong', 'right')",-0.5785153,-0.69981307,-0.247692,-0.338053,-0.090361
34,-0.18624505,0.06988894,"('mean', 'honorable')",5.0117683,5.18657,2.4127617,2.6282296,0.2154679
35,-0.514089,-0.76480305,"('corrupt', 'incorrupt')",-1.5328808,-1.8298622,-1.0234849,-1.2973326,-0.2738477
36,-1.4678122,-1.5295168,"('hostile', 'amicable')",-1.2683548,-1.441402,-1.3680835,-1.4854593,-0.1173758
37,0.6847236,0.67239875,"('fake', 'genuine')",0.26338038,0.17680266,0.474052,0.4246007,-0.0494513
38,-0.1836272,-0.1954788,"('untruthful', 'truthful')",0.2570567,0.26901862,0.0367148,0.0367699,5.51e-05
39,1.028062,1.1599027,"('exploitative', 'cooperative')",0.63720626,0.76522917,0.8326341,0.9625659,0.1299318
40,-0.15337749,-0.15887053,"('stingy', 'generous')",-2.4857714,-2.5534604,-1.3195745,-1.3561654,-0.0365909
41,0.38706613,0.5016477,"('unforgiving', 'forgiving')",0.52415246,0.58357304,0.4556093,0.5426104,0.0870011
42,0.98663604,1.0659115,"('unreliable', 'reliable')",-2.6914904,-2.5494637,-0.8524272,-0.7417761,0.1106511
43,0.37659466,0.5055212,"('irresponsible', 'responsible')",1.2896383,1.371042,0.8331165,0.9382816,0.1051651
44,0.27614808,0.23533617,"('prejudiced', 'unprejudiced')",-1.0359685,-1.1111561,-0.3799102,-0.43791,-0.0579998
45,0.6506308,0.6757994,"('incompetent', 'competent')",0.6583668,0.70191324,0.6544988,0.6888564,0.0343576
46,0.23633435,0.43682015,"('uncompetitive', 'competitive')",0.20057838,0.40604392,0.2184564,0.421432,0.2029756
47,0.76264846,0.8530499,"('stupid', 'smart')",5.4259253,5.499318,3.0942869,3.1761839,0.081897
48,-0.9363931,-0.8198291,"('unintelligent', 'intelligent')",0.3739413,0.4555925,-0.2812259,-0.1821183,0.0991076
49,-0.56710726,-0.41005465,"('unable', 'able')",-0.32698014,-0.22371888,-0.4470437,-0.3168868,0.1301569
50,0.07113678,0.06914888,"('clumsy', 'skillful')",-0.5753612,-0.6249314,-0.2521122,-0.2778912,-0.025779
51,0.26920798,0.22299944,"('uneducated', 'educated')",1.1033331,1.0419227,0.6862705,0.6324611,-0.0538094
52,-0.5853492,-0.687874,"('irrational', 'rational')",-0.12454365,-0.3057636,-0.3549464,-0.4968188,-0.1418724
53,-1.6129923,-1.5942767,"('uncreative', 'creative')",0.03670972,0.06948145,-0.7881413,-0.7623976,0.0257437
54,-0.28436726,-0.4593765,"('incapable', 'capable')",1.0772365,1.040169,0.3964346,0.2903962,-0.1060384
55,0.57075006,0.79887956,"('incompetent', 'clever')",1.1260349,1.2355224,0.8483925,1.0172009,0.1688084
56,1.4723543,1.5103843,"('impractical', 'practical')",1.476081,1.6134217,1.4742177,1.561903,0.0876853
57,-0.1376454,-0.2413761,"('unimaginative', 'imaginative')",-2.4888175,-2.4380703,-1.3132315,-1.3397232,-0.0264917
58,-0.61152893,-0.5992579,"('undiscriminating', 'discriminating')",-0.101974934,-0.06515624,-0.3567519,-0.3322071,0.0245448
59,-0.035645425,-0.121946335,"('foolish', 'wise')",-0.45324203,-0.5201714,-0.2444437,-0.3210589,-0.0766152
60,0.940928,1.1907374,"('inefficient', 'efficient')",1.038053,1.3287455,0.9894905,1.2597414,0.2702509
61,-0.026173735,-0.0785847,"('illogical', 'logical')",-0.0028440133,-0.17345521,-0.0145089,-0.12602,-0.1115111
62,0.78849566,0.9499626,"('incompetent', 'brilliant')",1.2165955,1.4460149,1.0025456,1.1979887,0.1954431
63,-0.12852584,0.027406838,"('unperceptive', 'insightful')",0.53201634,0.75616837,0.2017452,0.3917876,0.1900424
64,0.44798,0.41470686,"('shy', 'confident')",-5.4402432,-5.3397617,-2.4961317,-2.4625275,0.0336042
65,0.6917735,0.6783416,"('insecure', 'secure')",0.7289551,0.7359644,0.7103643,0.707153,-0.0032113
66,-0.5721855,-0.68887633,"('inactive', 'active')",-0.597446,-0.8232789,-0.5848157,-0.7560776,-0.1712619
67,0.8686321,0.8185303,"('doubtful', 'determined')",0.09146062,0.035107803,0.4800464,0.4268191,-0.0532273
68,-0.23403323,-0.1826493,"('dependent', 'independent')",-1.179955,-1.1316088,-0.7069941,-0.657129,0.0498651
69,-0.12711504,-0.14434144,"('lazy', 'industrious')",-1.9198889,-1.8322306,-1.023502,-0.988286,0.035216
70,0.66020644,0.7523803,"('lethargic', 'energetic')",0.9404002,0.9958666,0.8003033,0.8741235,0.0738202
71,-0.3904715,-0.42541224,"('diffident', 'self-confident')",0.056485217,0.050105028,-0.1669931,-0.1876536,-0.0206605
72,-0.43112147,-0.4560252,"('unambitious', 'ambitious')",0.088080265,0.07246046,-0.1715206,-0.1917824,-0.0202618
73,0.34136596,0.19087385,"('helpless', 'self-reliant')",-3.276196,-3.1619673,-1.467415,-1.4855467,-0.0181317
74,0.20290835,0.25154212,"('undedicated', 'dedicated')",0.27041426,0.30109906,0.2366613,0.2763206,0.0396593
75,-0.38307592,-0.50869936,"('meek', 'impulsive')",-0.9930806,-0.9346125,-0.6880783,-0.721656,-0.0335777
76,0.6019749,0.7656013,"('anxious', 'daring')",0.3071728,0.37599653,0.4545739,0.5707989,0.116225
77,-0.5549681,-0.34583497,"('unmotivated', 'motivated')",-1.0860854,-0.9321846,-0.8205268,-0.6390098,0.181517
78,-1.4112872,-1.2162008,"('nonresilient', 'resilient')",-0.46930882,-0.3293219,-0.940298,-0.7727613,0.1675367
79,-0.5765031,-0.7128251,"('wavering', 'unwavering')",-0.891489,-0.9743514,-0.733996,-0.8435882,-0.1095922
80,0.30102906,0.18534957,"('dominated', 'dominating')",-0.21614042,-0.26403725,0.0424443,-0.0393438,-0.0817881
81,1.0268974,0.9834349,"('submissive', 'aggressive')",0.5267054,0.6277453,0.7768014,0.8055901,0.0287887
82,0.6379952,0.6717467,"('poor', 'rich')",6.9068623,6.8210993,3.7724288,3.746423,-0.0260058
83,-0.54052985,-0.57455033,"('powerless', 'powerful')",-0.73603296,-0.7042242,-0.6382814,-0.6393872,-0.0011058
84,-0.4407141,-0.44249025,"('inferior', 'superior')",0.08671467,0.124426275,-0.1769997,-0.159032,0.0179677
85,-0.9671778,-1.0013634,"('insignificant', 'prestigious')",-0.951601,-0.9823756,-0.9593894,-0.9918695,-0.0324801
86,-0.9190168,-0.9472887,"('uninfluential', 'influential')",0.21123904,0.19722152,-0.3538889,-0.3750336,-0.0211447
87,0.25468093,0.050842796,"('unsuccessful', 'successful')",0.7565462,0.6663012,0.5056136,0.358572,-0.1470416
88,-0.44473293,-0.5906693,"('low', 'eminent')",0.52647674,0.44829214,0.0408719,-0.0711886,-0.1120605
