,maxim_male,maxim_female,tuple,integrated_male,integrated_female,products_male,products_female,inc_male,inc_female,average_male,average_female,female-male
0,1.1122676,1.0055172,"('unsociable', 'sociable')",0.40099967,0.25376752,-0.06701445,-0.16439325,-0.89561343,-1.0321547,0.1376598,0.0156842,-0.1219756
1,-0.34286225,-0.36346698,"('unfriendly', 'friendly')",0.1505565,0.014657998,0.09763921,-0.14718544,2.4759834,2.345142,0.5953292,0.4622869,-0.1330423
2,0.58104634,0.6484592,"('unlikable', 'likable')",0.6271511,0.8350504,0.20264496,0.23399755,0.50809675,0.60761815,0.4797348,0.5812813,0.1015465
3,0.15091859,0.23611192,"('repellent', 'pleasant')",-1.2755024,-1.2137027,0.24758367,0.3143431,0.00184495,0.011702079,-0.2187888,-0.1628864,0.0559024
4,-2.1551225,-2.1588056,"('disliked', 'liked')",-0.18665926,-0.18849808,-0.34343627,-0.3573683,-6.2941484,-6.4271097,-2.2448416,-2.2829454,-0.0381038
5,-1.4193406,-1.3516289,"('distant', 'outgoing')",0.46058634,0.61908627,-0.293753,-0.27428642,0.41707373,0.43111077,-0.2088584,-0.1439296,0.0649288
6,-2.1131048,-1.9964166,"('distant', 'open')",0.04471442,0.21656737,-0.60278094,-0.57705265,1.0630273,1.0771562,-0.402036,-0.3199364,0.0820996
7,0.9622808,0.94144714,"('insensitive', 'sensitive')",0.18958564,0.21368891,-0.6291078,-0.59346443,0.7221592,0.6778892,0.3112295,0.3098902,-0.0013393
8,0.060559787,0.12449248,"('unaffectionate', 'affectionate')",-0.45529383,-0.39327154,-1.0055407,-1.0132881,1.4627914,1.3918755,0.0156292,0.0274521,0.0118229
9,0.763918,0.79609525,"('unaffectionate', 'caring')",-0.015898786,0.025878036,-0.11055741,-0.17956066,1.6408769,1.6010782,0.5695847,0.5608727,-0.008712
10,1.6898091,1.5719432,"('unsympathetic', 'sympathetic')",-0.5683113,-0.64302546,-0.7980405,-0.77211446,-0.8841732,-0.9376002,-0.140179,-0.1951992,-0.0550202
11,0.26871127,0.28686884,"('unhelpful', 'helpful')",0.4729175,0.5826352,0.6901666,0.73634636,1.18397,1.3244785,0.6539413,0.7325822,0.0786409
12,1.5774678,1.6479888,"('unsupportive', 'supportive')",1.5030961,1.6746866,0.33402085,0.41939658,-1.6948442,-1.7532134,0.4299352,0.4972146,0.0672794
13,0.68228114,0.54413044,"('impolite', 'polite')",0.6088323,0.63611454,0.59475744,0.6097529,-0.647467,-0.6530215,0.3096009,0.2842441,-0.0253568
14,1.5239217,1.5019188,"('antisocial', 'social')",1.0749905,1.0219853,0.4408549,0.42528158,-0.9866184,-1.0558996,0.5132872,0.4733215,-0.0399657
15,-0.6096003,-0.7090342,"('boring', 'funny')",0.6109027,0.55108947,0.068942785,0.0074266167,0.8397419,0.7838395,0.2274968,0.1583304,-0.0691664
16,-2.3150685,-2.1757393,"('unpopular', 'popular')",-0.5911917,-0.6003436,0.05516982,0.08175871,0.62975603,0.699046,-0.5553336,-0.4988196,0.056514
17,-0.40646526,-0.41668802,"('nasty', 'nice')",-0.47732073,-0.37317854,0.18418628,0.2872518,-0.42884865,-0.36104274,-0.2821121,-0.2159144,0.0661977
18,0.043712296,0.06643028,"('disagreeable', 'welcoming')",0.25074401,0.39261577,-0.4748586,-0.43299478,-0.006817743,-0.07725129,-0.046805,-0.0128,0.034005
19,-1.0902674,-1.0154116,"('inhospitable', 'hospitable')",-0.453523,-0.35528564,-0.7283091,-0.70435464,0.6836861,0.76272154,-0.3971034,-0.3280826,0.0690208
20,0.622509,0.64010286,"('rough', 'thoughtful')",0.08834906,0.007803265,0.9248328,0.8993752,0.87818253,0.8090196,0.6284684,0.5890752,-0.0393932
21,0.7189198,0.612968,"('immoral', 'moral')",-0.20834558,-0.27481547,0.42940557,0.41248697,-1.0937121,-1.0890489,-0.0384331,-0.0846023,-0.0461692
22,0.95869064,0.922752,"('untrustworthy', 'trustworthy')",0.010922069,-0.05350602,-0.091756836,-0.1355809,-0.9308341,-0.99183464,-0.0132446,-0.0645424,-0.0512978
23,2.1010008,2.0972683,"('insincere', 'sincere')",0.43198517,0.46571857,0.466736,0.4162112,5.4495,5.4616876,2.1123056,2.1102214,-0.0020842
24,1.2046145,1.140262,"('dishonest', 'honest')",-0.13966416,0.014095005,-1.9329442,-1.9719082,0.7158843,0.6408364,-0.0380274,-0.0441787,-0.0061513
25,-0.88320374,-0.87594754,"('egoistic', 'altruistic')",0.43365607,0.5114789,1.2669464,1.2547578,1.9278224,1.8592881,0.6863053,0.6873943,0.001089
26,0.61204064,0.53851587,"('hardhearted', 'benevolent')",0.84153926,0.7416033,1.0303106,0.82986355,1.9619237,1.8232709,1.1114535,0.9833134,-0.1281401
27,0.05741484,0.023683453,"('hardhearted', 'softhearted')",-0.8626805,-0.69959676,-0.5028044,-0.5106435,1.9557259,1.7806627,0.161914,0.1485265,-0.0133875
