,expedia_male,expedia_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9868582,-1.0667117,"('unsociable', 'sociable')",0.32879493,0.18594803,-0.5776471,-0.6520993,-0.4119035,-0.5109543,-0.0990508
1,-1.630898,-1.6745166,"('unfriendly', 'friendly')",-0.3607895,-0.41956884,2.2200472,2.1608648,0.0761199,0.0222598,-0.0538601
2,0.25473663,0.32151887,"('unlikable', 'likable')",1.6004044,1.6512185,0.5852503,0.679943,0.8134638,0.8842268,0.070763
3,-0.70256805,-0.5737777,"('repellent', 'pleasant')",0.65371805,0.7634701,-0.008118926,0.078992315,-0.0189896,0.0895616,0.1085512
4,0.3293247,0.26875377,"('disliked', 'liked')",-0.05060946,-0.18195933,-6.3583193,-6.5132027,-2.0265347,-2.1421361,-0.1156014
5,0.04580468,0.11026581,"('distant', 'outgoing')",-1.3177663,-1.2614403,0.13518782,0.06130999,-0.3789246,-0.3632882,0.0156364
6,-0.41496146,-0.35666472,"('distant', 'open')",-1.605263,-1.5563812,0.7863449,0.68974227,-0.4112932,-0.4077679,0.0035253
7,-0.5501644,-0.52992713,"('insensitive', 'sensitive')",-0.28132865,-0.19214137,0.47699273,0.5434345,-0.1181668,-0.0595447,0.0586221
8,-1.6052405,-1.6524143,"('unaffectionate', 'affectionate')",-0.27874675,-0.26176983,1.1326722,1.0451821,-0.2504383,-0.2896673,-0.039229
9,-1.5059344,-1.5155058,"('unaffectionate', 'caring')",-0.28918123,-0.31032538,1.3678136,1.364161,-0.142434,-0.1538901,-0.0114561
10,-1.6115531,-1.6227802,"('unsympathetic', 'sympathetic')",-0.19806346,-0.17494349,-0.5521788,-0.46785146,-0.7872651,-0.7551917,0.0320734
11,-0.22612621,-0.21479078,"('unhelpful', 'helpful')",-0.2926805,-0.2533049,1.402003,1.5296127,0.2943988,0.353839,0.0594402
12,-0.6863293,-0.54451454,"('unsupportive', 'supportive')",0.49611935,0.6662364,-1.8574479,-1.8293,-0.6825526,-0.5691927,0.1133599
13,-0.53093624,-0.47603694,"('impolite', 'polite')",-0.15927507,-0.13097803,-0.78708994,-0.7387012,-0.4924337,-0.4485721,0.0438616
14,0.3519593,0.3352833,"('antisocial', 'social')",1.87317,1.873823,-0.63985384,-0.65253526,0.5284252,0.5188571,-0.0095681
15,0.17428814,0.028305035,"('boring', 'funny')",-0.7200885,-0.803115,0.7912639,0.71762073,0.0818212,-0.0190631,-0.1008843
16,-0.52645427,-0.54597354,"('unpopular', 'popular')",-0.26361144,-0.22828451,0.51617455,0.5026959,-0.0912971,-0.0905207,0.0007764
