,village_male,village_female,tuple,average_male,average_female,female-male
0,0.7132033,0.6591643,"('unsociable', 'sociable')",0.7132033,0.6591643,-0.054039
1,1.0803231,0.89340514,"('unfriendly', 'friendly')",1.0803231,0.8934051,-0.186918
2,0.2091367,0.26053914,"('unlikable', 'likable')",0.2091367,0.2605391,0.0514024
3,0.56747514,0.6398188,"('repellent', 'pleasant')",0.5674751,0.6398188,0.0723437
4,-7.2095065,-7.3123107,"('disliked', 'liked')",-7.2095065,-7.3123107,-0.1028042
5,-1.0057404,-1.1320353,"('distant', 'outgoing')",-1.0057404,-1.1320353,-0.1262949
6,-0.5265905,-0.6926274,"('distant', 'open')",-0.5265905,-0.6926274,-0.1660369
7,1.6753918,1.7264668,"('insensitive', 'sensitive')",1.6753918,1.7264668,0.051075
8,1.1117339,0.95389706,"('unaffectionate', 'affectionate')",1.1117339,0.9538971,-0.1578368
9,1.7246169,1.644734,"('unaffectionate', 'caring')",1.7246169,1.644734,-0.0798829
10,1.5178025,1.617799,"('unsympathetic', 'sympathetic')",1.5178025,1.617799,0.0999965
11,2.1127598,2.1525548,"('unhelpful', 'helpful')",2.1127598,2.1525548,0.039795
12,-1.0632586,-1.1029923,"('unsupportive', 'supportive')",-1.0632586,-1.1029923,-0.0397337
13,0.18684539,0.2877563,"('impolite', 'polite')",0.1868454,0.2877563,0.1009109
14,0.50907177,0.62944716,"('antisocial', 'social')",0.5090718,0.6294472,0.1203754
15,0.3922509,0.3173547,"('boring', 'funny')",0.3922509,0.3173547,-0.0748962
16,-0.3958221,-0.4065881,"('unpopular', 'popular')",-0.3958221,-0.4065881,-0.010766
17,-0.18011089,-0.20286335,"('nasty', 'nice')",-0.1801109,-0.2028634,-0.0227525
18,-0.8001679,-0.83655006,"('disagreeable', 'welcoming')",-0.8001679,-0.8365501,-0.0363822
19,-0.46777624,-0.5691875,"('inhospitable', 'hospitable')",-0.4677762,-0.5691875,-0.1014113
20,0.8838333,0.7962942,"('rough', 'thoughtful')",0.8838333,0.7962942,-0.0875391
21,0.120867126,0.22525108,"('immoral', 'moral')",0.1208671,0.2252511,0.104384
22,0.32296538,0.25427485,"('untrustworthy', 'trustworthy')",0.3229654,0.2542748,-0.0686906
23,6.4287453,6.4536414,"('insincere', 'sincere')",6.4287453,6.4536414,0.0248961
24,1.8362097,1.7781624,"('dishonest', 'honest')",1.8362097,1.7781624,-0.0580473
25,0.5704162,0.4215833,"('egoistic', 'altruistic')",0.5704162,0.4215833,-0.1488329
26,0.5755161,0.5329783,"('hardhearted', 'benevolent')",0.5755161,0.5329783,-0.0425378
27,1.5203991,1.3673143,"('hardhearted', 'softhearted')",1.5203991,1.3673143,-0.1530848
28,0.859816,0.81532,"('disloyal', 'loyal')",0.859816,0.81532,-0.044496
