,payee_male,payee_female,tuple,average_male,average_female,female-male
0,1.3581052,1.27841,"('unsociable', 'sociable')",1.3581052,1.27841,-0.0796952
1,-1.1806009,-1.1493263,"('unfriendly', 'friendly')",-1.1806009,-1.1493263,0.0312746
2,-0.088824555,0.16600557,"('unlikable', 'likable')",-0.0888246,0.1660056,0.2548302
3,-0.61649984,-0.44331983,"('repellent', 'pleasant')",-0.6164998,-0.4433198,0.17318
4,-2.7835963,-2.9094236,"('disliked', 'liked')",-2.7835963,-2.9094236,-0.1258273
5,-1.7911998,-1.8886683,"('distant', 'outgoing')",-1.7911998,-1.8886683,-0.0974685
6,-1.8125567,-2.01663,"('distant', 'open')",-1.8125567,-2.0166299,-0.2040732
7,0.47365665,0.6494893,"('insensitive', 'sensitive')",0.4736567,0.6494893,0.1758326
8,-1.5264,-1.4504784,"('unaffectionate', 'affectionate')",-1.5264,-1.4504784,0.0759216
9,-0.82460177,-0.7518636,"('unaffectionate', 'caring')",-0.8246018,-0.7518636,0.0727382
10,1.0085723,1.003209,"('unsympathetic', 'sympathetic')",1.0085723,1.003209,-0.0053633
11,0.9562358,1.1690199,"('unhelpful', 'helpful')",0.9562358,1.1690199,0.2127841
12,-1.1418169,-1.0389296,"('unsupportive', 'supportive')",-1.1418169,-1.0389296,0.1028873
13,0.81840515,0.9914449,"('impolite', 'polite')",0.8184052,0.9914449,0.1730397
14,1.0513357,1.3456228,"('antisocial', 'social')",1.0513357,1.3456228,0.2942871
15,-0.05656379,-0.11118106,"('boring', 'funny')",-0.0565638,-0.1111811,-0.0546173
16,-1.0736634,-0.9607822,"('unpopular', 'popular')",-1.0736634,-0.9607822,0.1128812
17,0.57366717,0.6435002,"('nasty', 'nice')",0.5736672,0.6435002,0.069833
18,-1.7309198,-1.4564642,"('disagreeable', 'welcoming')",-1.7309198,-1.4564642,0.2744556
19,-1.0919056,-1.2023144,"('inhospitable', 'hospitable')",-1.0919056,-1.2023144,-0.1104088
20,0.45903552,0.4996675,"('rough', 'thoughtful')",0.4590355,0.4996675,0.040632
21,0.2762752,0.6061511,"('immoral', 'moral')",0.2762752,0.6061511,0.3298759
22,-0.64943403,-0.5244787,"('untrustworthy', 'trustworthy')",-0.649434,-0.5244787,0.1249553
23,2.7455235,2.9185314,"('insincere', 'sincere')",2.7455235,2.9185314,0.1730079
24,0.0027405005,0.121925324,"('dishonest', 'honest')",0.0027405,0.1219253,0.1191848
25,0.08529141,-0.012330353,"('egoistic', 'altruistic')",0.0852914,-0.0123304,-0.0976218
26,1.3691038,1.2476017,"('hardhearted', 'benevolent')",1.3691038,1.2476017,-0.1215021
27,0.09511905,0.14845411,"('hardhearted', 'softhearted')",0.0951191,0.1484541,0.053335
28,0.94064635,0.84743357,"('disloyal', 'loyal')",0.9406464,0.8474336,-0.0932128
29,-1.6535451,-1.6523226,"('unfair', 'fair')",-1.6535451,-1.6523226,0.0012225
30,0.4651244,0.5586306,"('intolerant', 'tolerant')",0.4651244,0.5586306,0.0935062
31,-2.2268288,-2.3694828,"('evil', 'good')",-2.2268288,-2.3694828,-0.142654
32,1.1163542,1.2634697,"('unkind', 'kind')",1.1163542,1.2634697,0.1471155
33,-0.89261824,-0.89953256,"('wrong', 'right')",-0.8926182,-0.8995326,-0.0069144
34,1.9438442,2.2928004,"('mean', 'honorable')",1.9438442,2.2928004,0.3489562
35,-0.7700229,-1.1512446,"('corrupt', 'incorrupt')",-0.7700229,-1.1512446,-0.3812217
36,-0.02491612,-0.30898538,"('hostile', 'amicable')",-0.0249161,-0.3089854,-0.2840693
37,-0.22693789,-0.16156568,"('fake', 'genuine')",-0.2269379,-0.1615657,0.0653722
38,-0.31508014,-0.2366273,"('untruthful', 'truthful')",-0.3150801,-0.2366273,0.0784528
39,-0.07030043,0.093765035,"('exploitative', 'cooperative')",-0.0703004,0.093765,0.1640654
40,-1.1356554,-1.1271089,"('stingy', 'generous')",-1.1356554,-1.1271089,0.0085465
41,1.346517,1.316172,"('unforgiving', 'forgiving')",1.346517,1.316172,-0.030345
42,-0.15575556,-0.10348727,"('unreliable', 'reliable')",-0.1557556,-0.1034873,0.0522683
43,0.1629259,0.3940899,"('irresponsible', 'responsible')",0.1629259,0.3940899,0.231164
44,-1.2167996,-1.1487309,"('prejudiced', 'unprejudiced')",-1.2167996,-1.1487309,0.0680687
45,0.1789299,0.10333857,"('incompetent', 'competent')",0.1789299,0.1033386,-0.0755913
46,0.43046558,0.54140663,"('uncompetitive', 'competitive')",0.4304656,0.5414066,0.110941
47,2.9227479,3.0663016,"('stupid', 'smart')",2.9227479,3.0663016,0.1435537
48,-0.79658616,-0.74729437,"('unintelligent', 'intelligent')",-0.7965862,-0.7472944,0.0492918
49,-0.53922826,-0.38205078,"('unable', 'able')",-0.5392283,-0.3820508,0.1571775
50,0.122617036,0.121047914,"('clumsy', 'skillful')",0.122617,0.1210479,-0.0015691
51,-0.31754473,-0.31394896,"('uneducated', 'educated')",-0.3175447,-0.313949,0.0035957
52,-0.36671427,-0.6089062,"('irrational', 'rational')",-0.3667143,-0.6089062,-0.2421919
53,-1.2865368,-1.2500387,"('uncreative', 'creative')",-1.2865368,-1.2500387,0.0364981
54,0.21822774,0.2165762,"('incapable', 'capable')",0.2182277,0.2165762,-0.0016515
55,-0.63304496,-0.3834812,"('incompetent', 'clever')",-0.633045,-0.3834812,0.2495638
56,1.1447656,1.2608472,"('impractical', 'practical')",1.1447656,1.2608472,0.1160816
57,-0.5396497,-0.6752641,"('unimaginative', 'imaginative')",-0.5396497,-0.6752641,-0.1356144
58,0.7291679,0.6410075,"('undiscriminating', 'discriminating')",0.7291679,0.6410075,-0.0881604
59,-1.013262,-1.0803874,"('foolish', 'wise')",-1.013262,-1.0803874,-0.0671254
60,0.4873244,0.9000958,"('inefficient', 'efficient')",0.4873244,0.9000958,0.4127714
61,-0.1313363,-0.1379391,"('illogical', 'logical')",-0.1313363,-0.1379391,-0.0066028
62,0.064354874,0.35009915,"('incompetent', 'brilliant')",0.0643549,0.3500991,0.2857442
63,0.20236352,0.31414413,"('unperceptive', 'insightful')",0.2023635,0.3141441,0.1117806
64,-2.4606855,-2.4780183,"('shy', 'confident')",-2.4606855,-2.4780183,-0.0173328
65,0.6967367,0.86965764,"('insecure', 'secure')",0.6967367,0.8696576,0.1729209
66,-0.34306732,-0.40666988,"('inactive', 'active')",-0.3430673,-0.4066699,-0.0636026
67,0.4299393,0.5023464,"('doubtful', 'determined')",0.4299393,0.5023464,0.0724071
68,-1.8752798,-1.8150753,"('dependent', 'independent')",-1.8752798,-1.8150753,0.0602045
69,-0.6318547,-0.6855666,"('lazy', 'industrious')",-0.6318547,-0.6855666,-0.0537119
70,0.9049542,1.0318362,"('lethargic', 'energetic')",0.9049542,1.0318362,0.126882
71,-0.8745537,-0.72943664,"('diffident', 'self-confident')",-0.8745537,-0.7294366,0.1451171
72,0.5804716,0.6740576,"('unambitious', 'ambitious')",0.5804716,0.6740576,0.093586
73,-1.5317925,-1.4073869,"('helpless', 'self-reliant')",-1.5317925,-1.4073869,0.1244056
74,-0.22375467,-0.19763666,"('undedicated', 'dedicated')",-0.2237547,-0.1976367,0.026118
75,-0.61162287,-0.573621,"('meek', 'impulsive')",-0.6116229,-0.573621,0.0380019
76,0.11564252,0.2558353,"('anxious', 'daring')",0.1156425,0.2558353,0.1401928
77,0.20856905,0.21663271,"('unmotivated', 'motivated')",0.208569,0.2166327,0.0080637
