,payee_male,payee_female,tuple,average_male,average_female,female-male
78,-0.3440015,-0.27844518,"('nonresilient', 'resilient')",-0.3440015,-0.2784452,0.0655563
79,-0.37404105,-0.64506114,"('wavering', 'unwavering')",-0.3740411,-0.6450611,-0.27102
80,0.72807145,0.8098176,"('dominated', 'dominating')",0.7280715,0.8098176,0.0817461
81,1.1440014,1.3016176,"('submissive', 'aggressive')",1.1440014,1.3016176,0.1576162
82,1.938016,2.01639,"('poor', 'rich')",1.9380161,2.0163901,0.078374
83,0.21565363,0.18166196,"('powerless', 'powerful')",0.2156536,0.181662,-0.0339916
84,0.3732646,0.304685,"('inferior', 'superior')",0.3732646,0.304685,-0.0685796
85,-1.6661214,-1.761073,"('insignificant', 'prestigious')",-1.6661214,-1.761073,-0.0949516
86,-0.59616077,-0.75020605,"('uninfluential', 'influential')",-0.5961608,-0.7502061,-0.1540453
87,-0.007298976,0.08122227,"('unsuccessful', 'successful')",-0.007299,0.0812223,0.0885213
88,-0.27000543,-0.41986072,"('low', 'eminent')",-0.2700054,-0.4198607,-0.1498553
