,public_male,public_female,tuple,service_male,service_female,enterprise_male,enterprise_female,gp_male,gp_female,inc_male,inc_female,average_male,average_female,female-male
0,0.6916763,0.5102055,"('unsociable', 'sociable')",-0.3375547,-0.4269249,0.21719626,0.08722307,2.0697403,1.8631525,-0.13043222,-0.22901025,0.5021252,0.3609292,-0.141196
1,-1.0120336,-1.049946,"('unfriendly', 'friendly')",-1.440302,-1.4268534,-1.5634607,-1.4604822,0.09048634,0.1274336,1.605522,1.4796534,-0.4639576,-0.4660389,-0.0020813
2,1.0799406,1.1333963,"('unlikable', 'likable')",0.9926144,1.0766673,1.492019,1.6128541,1.4717098,1.4756558,0.8760528,0.83019197,1.1824674,1.2257531,0.0432857
3,0.080508016,0.06317813,"('repellent', 'pleasant')",0.3098099,0.42858496,0.9832274,1.0239993,1.3443847,1.3938345,0.66758835,0.7689675,0.6771036,0.7357129,0.0586093
4,-0.19245888,-0.23754871,"('disliked', 'liked')",0.016142061,-0.04754553,0.020997193,0.029715415,-0.5754637,-0.7280792,-6.56736,-6.7197742,-1.4596287,-1.5406465,-0.0810178
5,-0.51803875,-0.32139957,"('distant', 'outgoing')",0.13985845,0.21821912,-0.8814255,-0.6160384,-2.1912963,-1.9753392,-0.6683579,-0.7082068,-0.823852,-0.680553,0.143299
6,-0.37795448,-0.14895633,"('distant', 'open')",-0.17182706,0.0067153275,-1.2574642,-0.91063297,-2.2202218,-1.9636478,0.018657692,0.012009893,-0.801762,-0.6009024,0.2008596
7,1.3481772,1.3574202,"('insensitive', 'sensitive')",0.45210722,0.569958,1.2129619,1.3857018,1.6289227,1.7339486,1.1162783,1.1680945,1.1516894,1.2430246,0.0913352
8,-1.3915795,-1.4229667,"('unaffectionate', 'affectionate')",-0.849017,-0.8850047,-1.6039901,-1.4891802,-2.1827154,-2.1772604,0.40733427,0.37880892,-1.1239935,-1.1191206,0.0048729
9,-0.5226068,-0.5667046,"('unaffectionate', 'caring')",0.1803121,0.22533995,-0.9263486,-0.7504862,-0.22770281,-0.16853245,1.0723572,1.1022196,-0.0847978,-0.0316327,0.0531651
10,0.41036713,0.3599077,"('unsympathetic', 'sympathetic')",-0.059698127,0.065613106,0.51442885,0.6955189,0.95088786,0.94930524,-0.54365546,-0.44343695,0.2544661,0.3253816,0.0709155
11,1.8290833,1.7139666,"('unhelpful', 'helpful')",1.3193223,1.3192253,1.3688632,1.370763,1.3900708,1.3894465,1.885131,1.9692345,1.5584941,1.5525272,-0.0059669
12,1.6423255,1.7742871,"('unsupportive', 'supportive')",0.8666495,1.0702394,0.8326636,1.2605956,0.39761662,0.6340644,-2.2418962,-2.1748269,0.2994718,0.5128719,0.2134001
13,1.3763573,1.3397976,"('impolite', 'polite')",0.613402,0.67292315,1.3263203,1.3604228,1.2249064,1.1701922,-0.55226696,-0.5748021,0.7977438,0.7937068,-0.004037
14,2.761438,2.608682,"('antisocial', 'social')",1.4573961,1.3378668,2.0040572,1.9208459,2.1682289,2.0653658,-0.35719502,-0.37509823,1.606785,1.5115324,-0.0952526
15,0.14964518,0.140297,"('boring', 'funny')",0.54166365,0.4691155,0.23226571,0.12038916,0.231619,0.2676608,0.6868914,0.6159286,0.368417,0.3226782,-0.0457388
16,-1.804515,-1.9362421,"('unpopular', 'popular')",-1.7817135,-1.8136393,-0.76606256,-0.85201406,-1.0186155,-1.1039168,0.44052833,0.43493888,-0.9860757,-1.0541746,-0.0680989
17,0.72780883,0.823966,"('nasty', 'nice')",1.1906873,1.2602289,-0.084864914,-0.035204936,-0.46404684,-0.39703318,-0.58030033,-0.5617412,0.1578568,0.2180431,0.0601863
18,-0.3660258,-0.27095282,"('disagreeable', 'welcoming')",0.23005462,0.3532586,-0.09247121,0.11871144,-0.66641575,-0.5859682,-0.2975639,-0.34695458,-0.2384844,-0.1463811,0.0921033
19,-0.44963598,-0.39054275,"('inhospitable', 'hospitable')",0.76511467,0.8307116,-0.34115148,-0.2163379,-0.4401514,-0.30089512,-0.15153253,-0.17398831,-0.1234713,-0.0502105,0.0732608
20,0.3842466,0.36162412,"('rough', 'thoughtful')",0.9090002,0.90930283,0.55832124,0.52737874,0.4722971,0.48455802,0.5948693,0.60006404,0.5837469,0.5765856,-0.0071613
21,2.6448307,2.5384767,"('immoral', 'moral')",1.8749627,1.8907896,1.4009856,1.3346622,2.0780408,2.0382023,-0.16580068,-0.15067361,1.5666039,1.5302915,-0.0363124
22,0.92018676,0.9272346,"('untrustworthy', 'trustworthy')",0.7751771,0.8060875,1.2840071,1.38239,1.5462023,1.6074162,-0.37182426,-0.35713577,0.8307498,0.8731985,0.0424487
23,2.0865514,1.9952619,"('insincere', 'sincere')",1.1768792,1.2152287,0.98382884,0.9566221,2.4069064,2.4350195,6.7303286,6.6894517,2.676899,2.6583168,-0.0185822
24,0.5204721,0.5467369,"('dishonest', 'honest')",0.29596478,0.3033018,0.116892844,0.31078616,0.69847006,0.7622582,0.93910235,0.8726983,0.5141804,0.5591563,0.0449759
25,0.29926583,0.2654569,"('egoistic', 'altruistic')",1.3871053,1.3768626,-0.47886217,-0.5184309,-1.1815685,-1.2367643,1.4919297,1.3681997,0.303574,0.2510648,-0.0525092
26,1.1357094,1.0500114,"('hardhearted', 'benevolent')",0.33693266,0.296767,0.69282645,0.7186249,1.2733461,1.2450469,1.3890108,1.3017699,0.9655651,0.922444,-0.0431211
27,-0.7868576,-0.64927423,"('hardhearted', 'softhearted')",-0.10071031,0.08975603,-1.073879,-0.8374386,0.0016370267,0.12848487,1.4876257,1.4052643,-0.0944369,0.0273585,0.1217954
28,0.72617686,0.48538724,"('disloyal', 'loyal')",0.4830569,0.35348648,0.02669575,-0.10379796,0.06504118,-0.0863719,1.4119343,1.2549357,0.542581,0.3807279,-0.1618531
