,cigarette_male,cigarette_female,tuple,average_male,average_female,female-male
0,0.09016088,-0.021743946,"('unsociable', 'sociable')",0.0901609,-0.0217439,-0.1119048
1,1.569753,1.3844368,"('unfriendly', 'friendly')",1.5697531,1.3844368,-0.1853163
2,0.5735986,0.68275017,"('unlikable', 'likable')",0.5735986,0.6827502,0.1091516
3,0.2395073,0.5090739,"('repellent', 'pleasant')",0.2395073,0.5090739,0.2695666
4,-7.4499335,-7.3926334,"('disliked', 'liked')",-7.4499335,-7.3926334,0.0573001
5,0.13755418,0.033410423,"('distant', 'outgoing')",0.1375542,0.0334104,-0.1041438
6,0.3573842,0.25008732,"('distant', 'open')",0.3573842,0.2500873,-0.1072969
7,0.8046598,0.94921905,"('insensitive', 'sensitive')",0.8046598,0.949219,0.1445592
8,1.0852171,0.9574672,"('unaffectionate', 'affectionate')",1.0852171,0.9574672,-0.1277499
9,1.7923172,1.7725277,"('unaffectionate', 'caring')",1.7923172,1.7725277,-0.0197895
10,0.7047244,0.8697705,"('unsympathetic', 'sympathetic')",0.7047244,0.8697705,0.1650461
11,2.1584365,2.2588522,"('unhelpful', 'helpful')",2.1584365,2.2588522,0.1004157
12,-1.4226031,-1.3703918,"('unsupportive', 'supportive')",-1.4226031,-1.3703918,0.0522113
13,0.29121053,0.281979,"('impolite', 'polite')",0.2912105,0.281979,-0.0092315
14,0.09928891,0.1619769,"('antisocial', 'social')",0.0992889,0.1619769,0.062688
15,0.8576346,0.81721085,"('boring', 'funny')",0.8576346,0.8172109,-0.0404237
16,-0.45182794,-0.48962033,"('unpopular', 'popular')",-0.4518279,-0.4896203,-0.0377924
17,-0.24367759,-0.26835382,"('nasty', 'nice')",-0.2436776,-0.2683538,-0.0246762
18,-0.77258766,-0.84099543,"('disagreeable', 'welcoming')",-0.7725877,-0.8409954,-0.0684077
19,-0.21489297,-0.19427557,"('inhospitable', 'hospitable')",-0.214893,-0.1942756,0.0206174
20,0.6108279,0.5362149,"('rough', 'thoughtful')",0.6108279,0.5362149,-0.074613
21,0.09546952,0.26130465,"('immoral', 'moral')",0.0954695,0.2613046,0.1658351
22,-0.32546028,-0.19398376,"('untrustworthy', 'trustworthy')",-0.3254603,-0.1939838,0.1314765
23,6.9682736,7.007193,"('insincere', 'sincere')",6.9682736,7.0071931,0.0389195
24,2.0144777,2.0765562,"('dishonest', 'honest')",2.0144777,2.0765562,0.0620785
25,0.4999221,0.3107535,"('egoistic', 'altruistic')",0.4999221,0.3107535,-0.1891686
26,0.57552946,0.405065,"('hardhearted', 'benevolent')",0.5755295,0.405065,-0.1704645
27,1.1953743,1.1359488,"('hardhearted', 'softhearted')",1.1953743,1.1359488,-0.0594255
28,1.1190339,1.0733397,"('disloyal', 'loyal')",1.1190339,1.0733397,-0.0456942
29,-0.27343324,-0.41471532,"('unfair', 'fair')",-0.2734332,-0.4147153,-0.1412821
30,1.013206,1.0611486,"('intolerant', 'tolerant')",1.013206,1.0611486,0.0479426
31,-1.7456803,-1.8761463,"('evil', 'good')",-1.7456803,-1.8761463,-0.130466
32,1.0201355,0.9991805,"('unkind', 'kind')",1.0201355,0.9991805,-0.020955
33,-0.28279814,-0.38668126,"('wrong', 'right')",-0.2827981,-0.3866813,-0.1038832
34,4.503902,4.6036572,"('mean', 'honorable')",4.503902,4.6036572,0.0997552
35,-0.8668478,-1.0944912,"('corrupt', 'incorrupt')",-0.8668478,-1.0944912,-0.2276434
36,-0.8122925,-1.0223517,"('hostile', 'amicable')",-0.8122925,-1.0223517,-0.2100592
37,0.99038345,1.0328047,"('fake', 'genuine')",0.9903834,1.0328047,0.0424213
38,0.39590162,0.33108455,"('untruthful', 'truthful')",0.3959016,0.3310845,-0.0648171
39,0.06711749,0.101923265,"('exploitative', 'cooperative')",0.0671175,0.1019233,0.0348058
40,-1.7031431,-1.7374381,"('stingy', 'generous')",-1.7031431,-1.7374381,-0.034295
41,0.058829706,-0.056300327,"('unforgiving', 'forgiving')",0.0588297,-0.0563003,-0.11513
42,-2.4916217,-2.3011026,"('unreliable', 'reliable')",-2.4916217,-2.3011026,0.1905191
43,1.659308,1.6161164,"('irresponsible', 'responsible')",1.659308,1.6161164,-0.0431916
44,-1.2576652,-1.3641418,"('prejudiced', 'unprejudiced')",-1.2576652,-1.3641418,-0.1064766
45,0.22073519,0.32282776,"('incompetent', 'competent')",0.2207352,0.3228278,0.1020926
46,-0.74855655,-0.62034494,"('uncompetitive', 'competitive')",-0.7485566,-0.6203449,0.1282117
47,5.784449,5.972483,"('stupid', 'smart')",5.7844491,5.9724832,0.1880341
48,1.0210754,0.95462,"('unintelligent', 'intelligent')",1.0210754,0.95462,-0.0664554
49,-0.029933516,0.115912996,"('unable', 'able')",-0.0299335,0.115913,0.1458465
50,-0.32215706,-0.18079676,"('clumsy', 'skillful')",-0.3221571,-0.1807968,0.1413603
51,0.63928056,0.7896951,"('uneducated', 'educated')",0.6392806,0.7896951,0.1504145
52,-0.24385314,-0.3688925,"('irrational', 'rational')",-0.2438531,-0.3688925,-0.1250394
53,0.33520263,0.25560895,"('uncreative', 'creative')",0.3352026,0.2556089,-0.0795937
54,1.319374,1.4157951,"('incapable', 'capable')",1.319374,1.4157951,0.0964211
55,0.8914555,1.0439459,"('incompetent', 'clever')",0.8914555,1.0439459,0.1524904
56,0.9341026,1.0935991,"('impractical', 'practical')",0.9341026,1.0935991,0.1594965
57,-2.985499,-2.8527038,"('unimaginative', 'imaginative')",-2.9854989,-2.8527038,0.1327951
58,-0.20014992,-0.2346514,"('undiscriminating', 'discriminating')",-0.2001499,-0.2346514,-0.0345015
59,0.11084987,0.12451146,"('foolish', 'wise')",0.1108499,0.1245115,0.0136616
60,0.7999649,0.93637633,"('inefficient', 'efficient')",0.7999649,0.9363763,0.1364114
61,0.27151,0.14121886,"('illogical', 'logical')",0.27151,0.1412189,-0.1302911
62,1.3499297,1.5663428,"('incompetent', 'brilliant')",1.3499297,1.5663428,0.2164131
63,0.57749057,0.6412115,"('unperceptive', 'insightful')",0.5774906,0.6412115,0.0637209
64,-6.127049,-5.913122,"('shy', 'confident')",-6.127049,-5.9131222,0.2139268
65,0.60277706,0.7561496,"('insecure', 'secure')",0.6027771,0.7561496,0.1533725
66,-0.3302638,-0.43062717,"('inactive', 'active')",-0.3302638,-0.4306272,-0.1003634
67,-0.35180035,-0.35787886,"('doubtful', 'determined')",-0.3518004,-0.3578789,-0.0060785
68,-0.8110613,-0.78993535,"('dependent', 'independent')",-0.8110613,-0.7899354,0.0211259
69,-1.6257817,-1.7143455,"('lazy', 'industrious')",-1.6257817,-1.7143455,-0.0885638
70,0.9837003,1.2142433,"('lethargic', 'energetic')",0.9837003,1.2142433,0.230543
71,0.6535874,0.67027706,"('diffident', 'self-confident')",0.6535874,0.6702771,0.0166897
72,0.6700761,0.7278123,"('unambitious', 'ambitious')",0.6700761,0.7278123,0.0577362
73,-3.0113144,-2.901089,"('helpless', 'self-reliant')",-3.0113144,-2.901089,0.1102254
74,-0.05364517,-0.024931088,"('undedicated', 'dedicated')",-0.0536452,-0.0249311,0.0287141
75,-0.8275229,-0.7440664,"('meek', 'impulsive')",-0.8275229,-0.7440664,0.0834565
76,0.80032086,0.8344447,"('anxious', 'daring')",0.8003209,0.8344447,0.0341238
77,-1.0152537,-0.97226346,"('unmotivated', 'motivated')",-1.0152537,-0.9722635,0.0429902
78,-0.38060743,-0.43748796,"('nonresilient', 'resilient')",-0.3806074,-0.437488,-0.0568806
79,-0.05225372,-0.14656734,"('wavering', 'unwavering')",-0.0522537,-0.1465673,-0.0943136
80,0.044472747,0.12779029,"('dominated', 'dominating')",0.0444727,0.1277903,0.0833176
81,0.016915515,0.22241402,"('submissive', 'aggressive')",0.0169155,0.222414,0.2054985
82,6.3295155,6.500038,"('poor', 'rich')",6.3295155,6.5000381,0.1705226
83,-0.28364474,-0.30094627,"('powerless', 'powerful')",-0.2836447,-0.3009463,-0.0173016
84,0.23432791,0.1768297,"('inferior', 'superior')",0.2343279,0.1768297,-0.0574982
85,-0.97033465,-1.2261984,"('insignificant', 'prestigious')",-0.9703346,-1.2261984,-0.2558638
86,0.6142292,0.6894453,"('uninfluential', 'influential')",0.6142292,0.6894453,0.0752161
87,0.23936307,0.39215207,"('unsuccessful', 'successful')",0.2393631,0.3921521,0.152789
88,-0.43762717,-0.32980323,"('low', 'eminent')",-0.4376272,-0.3298032,0.107824
