,predecessor_male,predecessor_female,tuple,average_male,average_female,female-male
0,0.9043542,0.6045872,"('unsociable', 'sociable')",0.9043542,0.6045872,-0.299767
1,1.0360624,1.1236386,"('unfriendly', 'friendly')",1.0360624,1.1236386,0.0875762
2,0.1461096,0.37687612,"('unlikable', 'likable')",0.1461096,0.3768761,0.2307665
3,1.2498933,1.1579471,"('repellent', 'pleasant')",1.2498933,1.1579471,-0.0919462
4,-7.157707,-7.2243214,"('disliked', 'liked')",-7.1577072,-7.2243214,-0.0666142
5,-0.9417899,-0.59152496,"('distant', 'outgoing')",-0.9417899,-0.591525,0.3502649
6,-0.97988296,-0.64327854,"('distant', 'open')",-0.979883,-0.6432785,0.3366045
7,1.1911569,1.032739,"('insensitive', 'sensitive')",1.1911569,1.032739,-0.1584179
8,0.53400916,0.6516618,"('unaffectionate', 'affectionate')",0.5340092,0.6516618,0.1176526
9,1.4097788,1.4877925,"('unaffectionate', 'caring')",1.4097788,1.4877925,0.0780137
10,1.3980849,1.3235087,"('unsympathetic', 'sympathetic')",1.3980849,1.3235087,-0.0745762
11,2.3279302,2.3387003,"('unhelpful', 'helpful')",2.3279302,2.3387003,0.0107701
12,-1.3259835,-1.343863,"('unsupportive', 'supportive')",-1.3259835,-1.343863,-0.0178795
13,0.95744145,0.8162343,"('impolite', 'polite')",0.9574414,0.8162343,-0.1412071
14,0.37444437,0.0866396,"('antisocial', 'social')",0.3744444,0.0866396,-0.2878048
15,0.059403297,0.15938027,"('boring', 'funny')",0.0594033,0.1593803,0.099977
16,-0.46375734,-0.35265797,"('unpopular', 'popular')",-0.4637573,-0.352658,0.1110993
17,-0.49479404,-0.3753508,"('nasty', 'nice')",-0.494794,-0.3753508,0.1194432
18,-0.6033178,-0.6496459,"('disagreeable', 'welcoming')",-0.6033178,-0.6496459,-0.0463281
19,-1.240467,-1.0139456,"('inhospitable', 'hospitable')",-1.240467,-1.0139456,0.2265214
20,1.049351,0.8607725,"('rough', 'thoughtful')",1.049351,0.8607725,-0.1885785
21,0.47132078,0.37662613,"('immoral', 'moral')",0.4713208,0.3766261,-0.0946947
22,0.03537211,-0.023037136,"('untrustworthy', 'trustworthy')",0.0353721,-0.0230371,-0.0584092
23,6.679477,6.639169,"('insincere', 'sincere')",6.6794772,6.6391692,-0.040308
24,1.6404938,1.6296546,"('dishonest', 'honest')",1.6404938,1.6296546,-0.0108392
25,0.2779978,0.2935842,"('egoistic', 'altruistic')",0.2779978,0.2935842,0.0155864
26,0.7684688,0.52919525,"('hardhearted', 'benevolent')",0.7684688,0.5291952,-0.2392736
27,1.2805884,1.1162648,"('hardhearted', 'softhearted')",1.2805884,1.1162648,-0.1643236
28,1.233043,1.1790751,"('disloyal', 'loyal')",1.233043,1.1790751,-0.0539679
29,-0.9975369,-1.0144473,"('unfair', 'fair')",-0.9975369,-1.0144473,-0.0169104
30,0.87742877,0.7873065,"('intolerant', 'tolerant')",0.8774288,0.7873065,-0.0901223
31,-2.1065164,-1.9111781,"('evil', 'good')",-2.1065164,-1.9111781,0.1953383
32,1.5928168,1.4186958,"('unkind', 'kind')",1.5928168,1.4186958,-0.174121
33,-0.4817359,-0.4396875,"('wrong', 'right')",-0.4817359,-0.4396875,0.0420484
34,4.786516,4.945524,"('mean', 'honorable')",4.7865162,4.9455242,0.159008
35,-1.8564748,-1.8422519,"('corrupt', 'incorrupt')",-1.8564748,-1.8422519,0.0142229
36,-1.2915245,-1.2675157,"('hostile', 'amicable')",-1.2915245,-1.2675157,0.0240088
37,0.3993268,0.44918293,"('fake', 'genuine')",0.3993268,0.4491829,0.0498561
38,0.030092344,0.012858167,"('untruthful', 'truthful')",0.0300923,0.0128582,-0.0172341
39,0.5708716,0.41504896,"('exploitative', 'cooperative')",0.5708716,0.415049,-0.1558226
40,-1.7504268,-1.7932237,"('stingy', 'generous')",-1.7504268,-1.7932237,-0.0427969
41,0.20869535,0.07454801,"('unforgiving', 'forgiving')",0.2086954,0.074548,-0.1341474
42,-2.0004604,-1.9241663,"('unreliable', 'reliable')",-2.0004604,-1.9241663,0.0762941
43,1.3942671,1.3976531,"('irresponsible', 'responsible')",1.3942671,1.3976531,0.003386
44,-1.0984176,-1.1129174,"('prejudiced', 'unprejudiced')",-1.0984176,-1.1129174,-0.0144998
45,0.55173117,0.47276023,"('incompetent', 'competent')",0.5517312,0.4727602,-0.078971
46,-0.07162534,-0.20071457,"('uncompetitive', 'competitive')",-0.0716253,-0.2007146,-0.1290893
47,5.104511,5.329674,"('stupid', 'smart')",5.1045108,5.3296738,0.225163
48,1.3847439,1.1773006,"('unintelligent', 'intelligent')",1.3847439,1.1773006,-0.2074433
49,0.22336122,0.2700387,"('unable', 'able')",0.2233612,0.2700387,0.0466775
50,-0.35125577,-0.28720963,"('clumsy', 'skillful')",-0.3512558,-0.2872096,0.0640462
51,0.8475175,0.71139306,"('uneducated', 'educated')",0.8475175,0.7113931,-0.1361244
52,-1.2893035,-1.1921238,"('irrational', 'rational')",-1.2893035,-1.1921238,0.0971797
53,-0.057413425,-0.018127058,"('uncreative', 'creative')",-0.0574134,-0.0181271,0.0392863
54,0.83688796,1.0219675,"('incapable', 'capable')",0.836888,1.0219675,0.1850795
55,1.1901996,1.104984,"('incompetent', 'clever')",1.1901996,1.104984,-0.0852156
56,1.2879786,1.177161,"('impractical', 'practical')",1.2879786,1.177161,-0.1108176
57,-2.5982628,-2.5290236,"('unimaginative', 'imaginative')",-2.5982628,-2.5290236,0.0692392
58,-0.2887811,-0.29432034,"('undiscriminating', 'discriminating')",-0.2887811,-0.2943203,-0.0055392
59,-0.610847,-0.4296695,"('foolish', 'wise')",-0.610847,-0.4296695,0.1811775
60,1.479842,1.3711634,"('inefficient', 'efficient')",1.4798419,1.3711634,-0.1086785
61,0.5623525,0.24441999,"('illogical', 'logical')",0.5623525,0.24442,-0.3179325
62,1.4591672,1.5267388,"('incompetent', 'brilliant')",1.4591672,1.5267388,0.0675716
63,0.6531231,0.6951024,"('unperceptive', 'insightful')",0.6531231,0.6951024,0.0419793
64,-5.966898,-6.023441,"('shy', 'confident')",-5.966898,-6.0234408,-0.0565428
65,0.70769787,0.71009654,"('insecure', 'secure')",0.7076979,0.7100965,0.0023986
66,-0.58503586,-0.5524522,"('inactive', 'active')",-0.5850359,-0.5524522,0.0325837
67,-0.23854876,-0.20947176,"('doubtful', 'determined')",-0.2385488,-0.2094718,0.029077
68,-0.6988085,-0.6558423,"('dependent', 'independent')",-0.6988085,-0.6558423,0.0429662
69,-2.1667666,-2.0294142,"('lazy', 'industrious')",-2.1667666,-2.0294142,0.1373524
70,1.777788,1.7056103,"('lethargic', 'energetic')",1.777788,1.7056103,-0.0721777
71,0.3406231,0.46088976,"('diffident', 'self-confident')",0.3406231,0.4608898,0.1202667
72,0.9308321,1.0586476,"('unambitious', 'ambitious')",0.9308321,1.0586476,0.1278155
73,-2.9939988,-2.8758614,"('helpless', 'self-reliant')",-2.9939988,-2.8758614,0.1181374
74,0.1451072,-0.017217316,"('undedicated', 'dedicated')",0.1451072,-0.0172173,-0.1623245
75,-1.2890365,-0.9571001,"('meek', 'impulsive')",-1.2890365,-0.9571001,0.3319364
76,0.92154276,0.8865177,"('anxious', 'daring')",0.9215428,0.8865177,-0.0350251
77,-0.47947234,-0.59086925,"('unmotivated', 'motivated')",-0.4794723,-0.5908692,-0.1113969
78,-0.60529685,-0.58048296,"('nonresilient', 'resilient')",-0.6052969,-0.580483,0.0248139
79,-0.8460231,-0.6295067,"('wavering', 'unwavering')",-0.8460231,-0.6295067,0.2165164
80,0.20833842,-0.02697553,"('dominated', 'dominating')",0.2083384,-0.0269755,-0.2353139
81,0.48019576,0.4409519,"('submissive', 'aggressive')",0.4801958,0.4409519,-0.0392439
82,6.5367575,6.8580027,"('poor', 'rich')",6.5367575,6.8580027,0.3212452
83,-0.16592705,-0.23287979,"('powerless', 'powerful')",-0.1659271,-0.2328798,-0.0669527
84,0.33618277,0.34436822,"('inferior', 'superior')",0.3361828,0.3443682,0.0081854
85,-1.315861,-1.3692156,"('insignificant', 'prestigious')",-1.315861,-1.3692156,-0.0533546
86,1.2716624,1.0951166,"('uninfluential', 'influential')",1.2716624,1.0951166,-0.1765458
87,0.28358054,0.2048949,"('unsuccessful', 'successful')",0.2835805,0.2048949,-0.0786856
88,0.2402599,0.11569817,"('low', 'eminent')",0.2402599,0.1156982,-0.1245617
