,nickname_male,nickname_female,tuple,average_male,average_female,female-male
0,0.22984995,0.20063102,"('unsociable', 'sociable')",0.2298499,0.200631,-0.0292189
1,1.6539574,1.6213524,"('unfriendly', 'friendly')",1.6539574,1.6213524,-0.032605
2,0.6350629,0.7547459,"('unlikable', 'likable')",0.6350629,0.7547459,0.119683
3,0.95404476,1.103322,"('repellent', 'pleasant')",0.9540448,1.103322,0.1492772
4,-6.9446983,-6.9452443,"('disliked', 'liked')",-6.9446983,-6.9452443,-0.000546
5,-0.10917981,-0.028293299,"('distant', 'outgoing')",-0.1091798,-0.0282933,0.0808865
6,0.015832663,0.09512007,"('distant', 'open')",0.0158327,0.0951201,0.0792874
7,1.6712085,1.7221,"('insensitive', 'sensitive')",1.6712085,1.7221,0.0508915
8,1.1382457,1.1000656,"('unaffectionate', 'affectionate')",1.1382457,1.1000656,-0.0381801
9,1.4190899,1.5120772,"('unaffectionate', 'caring')",1.4190899,1.5120772,0.0929873
10,1.7173264,1.7511951,"('unsympathetic', 'sympathetic')",1.7173264,1.7511951,0.0338687
11,2.088778,2.0928547,"('unhelpful', 'helpful')",2.088778,2.0928547,0.0040767
12,-0.7562933,-0.6995571,"('unsupportive', 'supportive')",-0.7562933,-0.6995571,0.0567362
13,0.39434096,0.35949513,"('impolite', 'polite')",0.394341,0.3594951,-0.0348459
14,0.3153513,0.26791173,"('antisocial', 'social')",0.3153513,0.2679117,-0.0474396
15,0.2541956,0.2734397,"('boring', 'funny')",0.2541956,0.2734397,0.0192441
16,-0.7475789,-0.6069861,"('unpopular', 'popular')",-0.7475789,-0.6069861,0.1405928
17,-0.2521291,-0.26630265,"('nasty', 'nice')",-0.2521291,-0.2663026,-0.0141735
18,-0.03932553,-0.07656791,"('disagreeable', 'welcoming')",-0.0393255,-0.0765679,-0.0372424
19,-0.1950967,-0.1665223,"('inhospitable', 'hospitable')",-0.1950967,-0.1665223,0.0285744
20,0.84598047,0.726818,"('rough', 'thoughtful')",0.8459805,0.726818,-0.1191625
21,0.5055541,0.60358506,"('immoral', 'moral')",0.5055541,0.6035851,0.098031
22,0.27099615,0.25228724,"('untrustworthy', 'trustworthy')",0.2709962,0.2522872,-0.018709
23,6.7251654,6.79445,"('insincere', 'sincere')",6.7251654,6.7944498,0.0692844
24,2.281013,2.2916932,"('dishonest', 'honest')",2.281013,2.2916932,0.0106802
25,0.46460313,0.35508263,"('egoistic', 'altruistic')",0.4646031,0.3550826,-0.1095205
26,0.05416237,0.0054274723,"('hardhearted', 'benevolent')",0.0541624,0.0054275,-0.0487349
27,1.4822586,1.3999846,"('hardhearted', 'softhearted')",1.4822586,1.3999846,-0.082274
28,1.3792012,1.3892006,"('disloyal', 'loyal')",1.3792012,1.3892006,0.0099994
29,-0.29509827,-0.40201685,"('unfair', 'fair')",-0.2950983,-0.4020168,-0.1069185
30,1.1940622,1.1053872,"('intolerant', 'tolerant')",1.1940622,1.1053872,-0.088675
31,-1.5085156,-1.4983053,"('evil', 'good')",-1.5085156,-1.4983053,0.0102103
32,1.4656588,1.4093972,"('unkind', 'kind')",1.4656588,1.4093972,-0.0562616
33,-0.57723075,-0.53110534,"('wrong', 'right')",-0.5772308,-0.5311053,0.0461255
34,4.389233,4.577106,"('mean', 'honorable')",4.3892331,4.577106,0.1878729
35,-1.224669,-1.3257227,"('corrupt', 'incorrupt')",-1.224669,-1.3257227,-0.1010537
36,-1.110893,-1.1000525,"('hostile', 'amicable')",-1.110893,-1.1000525,0.0108405
37,1.0663931,1.0620992,"('fake', 'genuine')",1.0663931,1.0620992,-0.0042939
38,0.26394072,0.20944597,"('untruthful', 'truthful')",0.2639407,0.209446,-0.0544947
39,0.09076436,0.06323986,"('exploitative', 'cooperative')",0.0907644,0.0632399,-0.0275245
40,-0.7359448,-0.78025216,"('stingy', 'generous')",-0.7359448,-0.7802522,-0.0443074
41,0.011510432,-0.02737639,"('unforgiving', 'forgiving')",0.0115104,-0.0273764,-0.0388868
42,-1.301661,-1.3093783,"('unreliable', 'reliable')",-1.301661,-1.3093783,-0.0077173
43,1.6629267,1.6013439,"('irresponsible', 'responsible')",1.6629267,1.6013439,-0.0615828
44,-1.2946626,-1.4580606,"('prejudiced', 'unprejudiced')",-1.2946626,-1.4580606,-0.163398
45,0.5112465,0.597859,"('incompetent', 'competent')",0.5112465,0.597859,0.0866125
46,0.04677838,0.13086595,"('uncompetitive', 'competitive')",0.0467784,0.1308659,0.0840875
47,5.3678355,5.5793233,"('stupid', 'smart')",5.3678355,5.5793233,0.2114878
48,1.1848612,1.1828116,"('unintelligent', 'intelligent')",1.1848612,1.1828116,-0.0020496
49,0.38353515,0.5652461,"('unable', 'able')",0.3835351,0.5652461,0.181711
50,0.3386462,0.45340145,"('clumsy', 'skillful')",0.3386462,0.4534014,0.1147552
51,1.1330185,1.1495115,"('uneducated', 'educated')",1.1330185,1.1495115,0.016493
52,-0.5862641,-0.55121493,"('irrational', 'rational')",-0.5862641,-0.5512149,0.0350492
53,0.80916053,0.80059606,"('uncreative', 'creative')",0.8091605,0.8005961,-0.0085644
54,1.4878621,1.6366268,"('incapable', 'capable')",1.4878621,1.6366268,0.1487647
55,1.3350703,1.3265586,"('incompetent', 'clever')",1.3350703,1.3265586,-0.0085117
56,0.9684548,0.98547834,"('impractical', 'practical')",0.9684548,0.9854783,0.0170235
57,-2.0510223,-1.9784613,"('unimaginative', 'imaginative')",-2.0510223,-1.9784613,0.072561
58,-0.031478956,-0.01391785,"('undiscriminating', 'discriminating')",-0.031479,-0.0139179,0.0175611
59,0.08764398,0.22810191,"('foolish', 'wise')",0.087644,0.2281019,0.1404579
60,1.0202464,1.0093756,"('inefficient', 'efficient')",1.0202464,1.0093756,-0.0108708
61,0.4982607,0.44504648,"('illogical', 'logical')",0.4982607,0.4450465,-0.0532142
62,1.9126761,1.9725227,"('incompetent', 'brilliant')",1.9126761,1.9725227,0.0598466
63,1.4083401,1.5202264,"('unperceptive', 'insightful')",1.4083401,1.5202264,0.1118863
64,-5.02896,-5.02017,"('shy', 'confident')",-5.0289602,-5.0201702,0.00879
65,1.3821523,1.3372604,"('insecure', 'secure')",1.3821523,1.3372604,-0.0448919
66,-0.034186974,0.03186471,"('inactive', 'active')",-0.034187,0.0318647,0.0660517
67,-0.9862582,-0.96092033,"('doubtful', 'determined')",-0.9862582,-0.9609203,0.0253379
68,-0.13315713,-0.07560685,"('dependent', 'independent')",-0.1331571,-0.0756069,0.0575502
69,-1.6832871,-1.647995,"('lazy', 'industrious')",-1.6832871,-1.647995,0.0352921
70,1.9967657,2.0351937,"('lethargic', 'energetic')",1.9967657,2.0351937,0.038428
71,0.6664752,0.84240645,"('diffident', 'self-confident')",0.6664752,0.8424065,0.1759313
72,1.1534088,1.1744773,"('unambitious', 'ambitious')",1.1534088,1.1744773,0.0210685
73,-2.7609575,-2.7061145,"('helpless', 'self-reliant')",-2.7609575,-2.7061145,0.054843
74,0.46095267,0.3815834,"('undedicated', 'dedicated')",0.4609527,0.3815834,-0.0793693
75,-0.91628265,-0.7940769,"('meek', 'impulsive')",-0.9162827,-0.7940769,0.1222058
76,1.3161334,1.2192792,"('anxious', 'daring')",1.3161334,1.2192792,-0.0968542
77,-0.7580585,-0.7398139,"('unmotivated', 'motivated')",-0.7580585,-0.7398139,0.0182446
78,-0.064160764,-0.056234345,"('nonresilient', 'resilient')",-0.0641608,-0.0562343,0.0079265
79,-0.17271917,-0.06695001,"('wavering', 'unwavering')",-0.1727192,-0.06695,0.1057692
80,0.36254328,0.28144643,"('dominated', 'dominating')",0.3625433,0.2814464,-0.0810969
81,0.67976534,0.723614,"('submissive', 'aggressive')",0.6797653,0.723614,0.0438487
82,6.266995,6.556302,"('poor', 'rich')",6.266995,6.5563021,0.2893071
83,-0.19146334,-0.20354955,"('powerless', 'powerful')",-0.1914633,-0.2035495,-0.0120862
84,0.051941574,0.113234706,"('inferior', 'superior')",0.0519416,0.1132347,0.0612931
85,-1.2486348,-1.2568458,"('insignificant', 'prestigious')",-1.2486348,-1.2568458,-0.008211
86,0.77493393,0.87642044,"('uninfluential', 'influential')",0.7749339,0.8764204,0.1014865
87,0.10727995,0.32266623,"('unsuccessful', 'successful')",0.1072799,0.3226662,0.2153863
88,0.09525062,0.20347807,"('low', 'eminent')",0.0952506,0.2034781,0.1082275
