,pig_male,pig_female,tuple,average_male,average_female,female-male
0,-0.6641786,-0.6752864,"('unsociable', 'sociable')",-0.6641786,-0.6752864,-0.0111078
1,1.5618587,1.4787471,"('unfriendly', 'friendly')",1.5618587,1.4787471,-0.0831116
2,-0.115376204,-0.023518205,"('unlikable', 'likable')",-0.1153762,-0.0235182,0.091858
3,0.28214538,0.39838985,"('repellent', 'pleasant')",0.2821454,0.3983898,0.1162444
4,-7.3144197,-7.368602,"('disliked', 'liked')",-7.3144197,-7.3686018,-0.0541821
5,-0.18873131,-0.18205813,"('distant', 'outgoing')",-0.1887313,-0.1820581,0.0066732
6,0.49676818,0.4174791,"('distant', 'open')",0.4967682,0.4174791,-0.0792891
7,0.34362602,0.5031338,"('insensitive', 'sensitive')",0.343626,0.5031338,0.1595078
8,1.4100825,1.2159104,"('unaffectionate', 'affectionate')",1.4100825,1.2159104,-0.1941721
9,1.5307359,1.4565443,"('unaffectionate', 'caring')",1.5307359,1.4565443,-0.0741916
10,0.46788535,0.59758484,"('unsympathetic', 'sympathetic')",0.4678853,0.5975848,0.1296995
11,1.1457193,1.2570353,"('unhelpful', 'helpful')",1.1457193,1.2570353,0.111316
12,-2.0504665,-1.9877723,"('unsupportive', 'supportive')",-2.0504665,-1.9877723,0.0626942
13,-0.7867575,-0.6746516,"('impolite', 'polite')",-0.7867575,-0.6746516,0.1121059
14,-0.4759766,-0.40138167,"('antisocial', 'social')",-0.4759766,-0.4013817,0.0745949
15,0.07398819,0.020543838,"('boring', 'funny')",0.0739882,0.0205438,-0.0534444
16,-0.5980423,-0.53321457,"('unpopular', 'popular')",-0.5980423,-0.5332146,0.0648277
17,-0.28159806,-0.21838075,"('nasty', 'nice')",-0.2815981,-0.2183807,0.0632174
18,-0.2935745,-0.26338115,"('disagreeable', 'welcoming')",-0.2935745,-0.2633812,0.0301933
19,-0.3897205,-0.482733,"('inhospitable', 'hospitable')",-0.3897205,-0.482733,-0.0930125
20,0.8328053,0.8780872,"('rough', 'thoughtful')",0.8328053,0.8780872,0.0452819
21,-0.879914,-0.7209851,"('immoral', 'moral')",-0.879914,-0.7209851,0.1589289
22,-0.77447003,-0.69046855,"('untrustworthy', 'trustworthy')",-0.77447,-0.6904685,0.0840015
23,6.0848975,6.132911,"('insincere', 'sincere')",6.0848975,6.1329112,0.0480137
24,1.3657346,1.2486417,"('dishonest', 'honest')",1.3657346,1.2486417,-0.1170929
25,1.1947254,1.076878,"('egoistic', 'altruistic')",1.1947254,1.076878,-0.1178474
26,0.8197514,0.7593077,"('hardhearted', 'benevolent')",0.8197514,0.7593077,-0.0604437
27,1.7245133,1.5750378,"('hardhearted', 'softhearted')",1.7245133,1.5750378,-0.1494755
28,1.1766332,1.1315308,"('disloyal', 'loyal')",1.1766332,1.1315308,-0.0451024
29,-0.67733467,-0.72997034,"('unfair', 'fair')",-0.6773347,-0.7299703,-0.0526356
30,0.48503384,0.5151832,"('intolerant', 'tolerant')",0.4850338,0.5151832,0.0301494
31,-0.88825214,-0.94709384,"('evil', 'good')",-0.8882521,-0.9470938,-0.0588417
32,0.5898287,0.6107488,"('unkind', 'kind')",0.5898287,0.6107488,0.0209201
33,-0.43676475,-0.43588725,"('wrong', 'right')",-0.4367647,-0.4358872,0.0008775
34,4.440278,4.543103,"('mean', 'honorable')",4.4402781,4.5431032,0.1028251
35,-0.29998964,-0.5845725,"('corrupt', 'incorrupt')",-0.2999896,-0.5845725,-0.2845829
36,-0.1848984,-0.35191917,"('hostile', 'amicable')",-0.1848984,-0.3519192,-0.1670208
37,0.74741703,0.7740911,"('fake', 'genuine')",0.747417,0.7740911,0.0266741
38,-0.426619,-0.38319042,"('untruthful', 'truthful')",-0.426619,-0.3831904,0.0434286
