,goodness_male,goodness_female,tuple,average_male,average_female,female-male
0,0.16232453,0.04789067,"('unsociable', 'sociable')",0.1623245,0.0478907,-0.1144338
1,1.3620203,1.3967088,"('unfriendly', 'friendly')",1.3620203,1.3967088,0.0346885
2,0.617809,0.7027658,"('unlikable', 'likable')",0.617809,0.7027658,0.0849568
3,1.1698675,1.1467171,"('repellent', 'pleasant')",1.1698675,1.1467171,-0.0231504
4,-6.9747677,-7.022469,"('disliked', 'liked')",-6.9747677,-7.022469,-0.0477013
5,-0.061700262,0.038308524,"('distant', 'outgoing')",-0.0617003,0.0383085,0.1000088
6,0.21572843,0.3257318,"('distant', 'open')",0.2157284,0.3257318,0.1100034
7,1.6022912,1.5925554,"('insensitive', 'sensitive')",1.6022912,1.5925554,-0.0097358
8,0.93596464,0.923981,"('unaffectionate', 'affectionate')",0.9359646,0.923981,-0.0119836
9,1.5588635,1.6039838,"('unaffectionate', 'caring')",1.5588635,1.6039838,0.0451203
10,1.5281196,1.520488,"('unsympathetic', 'sympathetic')",1.5281196,1.520488,-0.0076316
11,2.2562962,2.3007243,"('unhelpful', 'helpful')",2.2562962,2.3007243,0.0444281
12,-1.0087788,-1.0268008,"('unsupportive', 'supportive')",-1.0087788,-1.0268008,-0.018022
13,0.45507067,0.39095336,"('impolite', 'polite')",0.4550707,0.3909534,-0.0641173
14,0.24652691,0.029281182,"('antisocial', 'social')",0.2465269,0.0292812,-0.2172457
15,0.5615329,0.5579547,"('boring', 'funny')",0.5615329,0.5579547,-0.0035782
16,-0.51254237,-0.47874835,"('unpopular', 'popular')",-0.5125424,-0.4787484,0.033794
17,0.20657676,0.25710592,"('nasty', 'nice')",0.2065768,0.2571059,0.0505291
18,-0.067953646,-0.11666693,"('disagreeable', 'welcoming')",-0.0679536,-0.1166669,-0.0487133
19,-0.0015670136,0.11184994,"('inhospitable', 'hospitable')",-0.001567,0.1118499,0.1134169
20,0.6677343,0.56795394,"('rough', 'thoughtful')",0.6677343,0.5679539,-0.0997804
21,0.46043614,0.45796156,"('immoral', 'moral')",0.4604361,0.4579616,-0.0024745
22,0.0027892962,-0.06592015,"('untrustworthy', 'trustworthy')",0.0027893,-0.0659202,-0.0687095
23,7.0304437,7.063322,"('insincere', 'sincere')",7.0304437,7.0633221,0.0328784
24,2.3165886,2.3394184,"('dishonest', 'honest')",2.3165886,2.3394184,0.0228298
25,0.10240054,0.042421408,"('egoistic', 'altruistic')",0.1024005,0.0424214,-0.0599791
26,0.05986493,0.07821671,"('hardhearted', 'benevolent')",0.0598649,0.0782167,0.0183518
27,1.7896534,1.6985415,"('hardhearted', 'softhearted')",1.7896534,1.6985415,-0.0911119
28,1.3223917,1.3612728,"('disloyal', 'loyal')",1.3223917,1.3612728,0.0388811
29,-0.19510886,-0.27953452,"('unfair', 'fair')",-0.1951089,-0.2795345,-0.0844256
30,1.2309403,1.1592002,"('intolerant', 'tolerant')",1.2309403,1.1592002,-0.0717401
31,-1.5403115,-1.556924,"('evil', 'good')",-1.5403115,-1.556924,-0.0166125
32,1.3493929,1.2985038,"('unkind', 'kind')",1.3493929,1.2985038,-0.0508891
33,-0.67097306,-0.59984565,"('wrong', 'right')",-0.6709731,-0.5998456,0.0711275
34,4.783799,4.93746,"('mean', 'honorable')",4.7837992,4.9374599,0.1536607
35,-0.8887446,-0.9088907,"('corrupt', 'incorrupt')",-0.8887446,-0.9088907,-0.0201461
36,-1.085228,-1.0237182,"('hostile', 'amicable')",-1.085228,-1.0237182,0.0615098
37,0.8513117,0.83855265,"('fake', 'genuine')",0.8513117,0.8385527,-0.012759
38,0.14696415,0.15593603,"('untruthful', 'truthful')",0.1469641,0.155936,0.0089719
39,0.16947678,0.12857983,"('exploitative', 'cooperative')",0.1694768,0.1285798,-0.040897
40,-0.96971333,-1.0654961,"('stingy', 'generous')",-0.9697133,-1.0654961,-0.0957828
41,-0.0034627803,-0.080500826,"('unforgiving', 'forgiving')",-0.0034628,-0.0805008,-0.077038
42,-1.3526295,-1.3460604,"('unreliable', 'reliable')",-1.3526295,-1.3460604,0.0065691
43,1.479469,1.4190048,"('irresponsible', 'responsible')",1.4794689,1.4190048,-0.0604641
44,-1.2397991,-1.3157401,"('prejudiced', 'unprejudiced')",-1.2397991,-1.3157401,-0.075941
45,0.8347653,0.777244,"('incompetent', 'competent')",0.8347653,0.777244,-0.0575213
46,-0.13171056,-0.17898601,"('uncompetitive', 'competitive')",-0.1317106,-0.178986,-0.0472754
47,5.3888507,5.5352054,"('stupid', 'smart')",5.3888507,5.5352054,0.1463547
48,1.0481155,1.0183164,"('unintelligent', 'intelligent')",1.0481155,1.0183164,-0.0297991
49,0.36406964,0.45142454,"('unable', 'able')",0.3640696,0.4514245,0.0873549
50,0.25023097,0.37368706,"('clumsy', 'skillful')",0.250231,0.3736871,0.1234561
51,0.9815075,0.98025525,"('uneducated', 'educated')",0.9815075,0.9802552,-0.0012523
52,-0.26139286,-0.17975707,"('irrational', 'rational')",-0.2613929,-0.1797571,0.0816358
53,0.46466044,0.46441582,"('uncreative', 'creative')",0.4646604,0.4644158,-0.0002446
54,1.272164,1.4148542,"('incapable', 'capable')",1.272164,1.4148542,0.1426902
55,1.3870426,1.263265,"('incompetent', 'clever')",1.3870426,1.263265,-0.1237776
56,1.1368068,1.09009,"('impractical', 'practical')",1.1368068,1.09009,-0.0467168
57,-2.2989638,-2.2623951,"('unimaginative', 'imaginative')",-2.2989638,-2.2623951,0.0365687
58,-0.4214242,-0.42442515,"('undiscriminating', 'discriminating')",-0.4214242,-0.4244252,-0.003001
59,0.2854995,0.46557492,"('foolish', 'wise')",0.2854995,0.4655749,0.1800754
60,1.0613137,0.99472684,"('inefficient', 'efficient')",1.0613137,0.9947268,-0.0665869
61,0.6790583,0.54792875,"('illogical', 'logical')",0.6790583,0.5479288,-0.1311295
62,2.0443933,2.015662,"('incompetent', 'brilliant')",2.0443933,2.015662,-0.0287313
63,1.2239268,1.2000986,"('unperceptive', 'insightful')",1.2239268,1.2000986,-0.0238282
64,-4.971005,-5.0543923,"('shy', 'confident')",-4.971005,-5.0543923,-0.0833873
65,1.3519171,1.2765204,"('insecure', 'secure')",1.3519171,1.2765204,-0.0753967
66,-0.018031998,-0.030877763,"('inactive', 'active')",-0.018032,-0.0308778,-0.0128458
67,-0.83509886,-0.77470064,"('doubtful', 'determined')",-0.8350989,-0.7747006,0.0603983
68,-0.11595796,-0.09988386,"('dependent', 'independent')",-0.115958,-0.0998839,0.0160741
69,-1.707468,-1.700901,"('lazy', 'industrious')",-1.707468,-1.700901,0.006567
70,1.9050578,1.8383354,"('lethargic', 'energetic')",1.9050578,1.8383354,-0.0667224
71,0.68958354,0.77277535,"('diffident', 'self-confident')",0.6895835,0.7727754,0.0831919
72,0.7649474,0.779682,"('unambitious', 'ambitious')",0.7649474,0.779682,0.0147346
73,-3.0068047,-2.9637582,"('helpless', 'self-reliant')",-3.0068047,-2.9637582,0.0430465
74,0.48927087,0.38702708,"('undedicated', 'dedicated')",0.4892709,0.3870271,-0.1022438
75,-0.98219895,-0.90400714,"('meek', 'impulsive')",-0.982199,-0.9040071,0.0781919
76,1.1925808,1.1159681,"('anxious', 'daring')",1.1925808,1.1159681,-0.0766127
77,-0.89060044,-0.9510489,"('unmotivated', 'motivated')",-0.8906004,-0.9510489,-0.0604485
78,-0.28762892,-0.31297165,"('nonresilient', 'resilient')",-0.2876289,-0.3129717,-0.0253428
79,-0.002981455,0.14450046,"('wavering', 'unwavering')",-0.0029815,0.1445005,0.147482
80,0.19119585,0.11274807,"('dominated', 'dominating')",0.1911958,0.1127481,-0.0784477
81,0.48134166,0.48604307,"('submissive', 'aggressive')",0.4813417,0.4860431,0.0047014
82,6.5226097,6.7423043,"('poor', 'rich')",6.5226097,6.7423043,0.2196946
83,-0.53326374,-0.54752296,"('powerless', 'powerful')",-0.5332637,-0.547523,-0.0142593
84,0.13933438,0.24541597,"('inferior', 'superior')",0.1393344,0.245416,0.1060816
85,-1.680042,-1.6693112,"('insignificant', 'prestigious')",-1.680042,-1.6693112,0.0107308
86,0.71133935,0.716022,"('uninfluential', 'influential')",0.7113394,0.716022,0.0046826
87,0.43992847,0.5373707,"('unsuccessful', 'successful')",0.4399285,0.5373707,0.0974422
88,0.07956758,0.171327,"('low', 'eminent')",0.0795676,0.171327,0.0917594
