,henry_male,henry_female,tuple,jack_male,jack_female,&_male,&_female,assoc_male,assoc_female,inc_male,inc_female,average_male,average_female,female-male
0,0.52384007,0.17732596,"('unsociable', 'sociable')",1.2600541,1.0156066,1.264189,1.0707583,-0.06772852,-0.2903214,-0.16133533,-0.33302116,0.5638039,0.3280697,-0.2357342
1,-0.9776013,-1.0748072,"('unfriendly', 'friendly')",-0.91171557,-1.0421344,-0.58358896,-0.6749013,-1.2932249,-1.4435802,2.1055348,1.9989775,-0.3321191,-0.4472891,-0.11517
2,0.7240438,0.90213746,"('unlikable', 'likable')",0.916003,0.8997953,0.9979378,0.97852457,1.0223851,0.9934873,0.7434661,0.7741238,0.8807672,0.9096137,0.0288465
3,-0.49744347,-0.4641945,"('repellent', 'pleasant')",0.376927,0.40749615,-0.22165108,-0.24059963,0.34898895,0.22642912,0.12392348,0.12902617,0.026149,0.0116315,-0.0145175
4,-1.0985588,-1.3672321,"('disliked', 'liked')",-0.8038443,-0.927593,0.053851053,0.007582955,0.25820237,0.19621,-6.0475645,-6.0185814,-1.5275828,-1.6219227,-0.0943399
5,-1.0682869,-0.95710766,"('distant', 'outgoing')",-1.5702075,-1.5061231,-0.31508112,-0.12827481,-0.4595875,-0.3089056,-0.25300366,-0.1691712,-0.7332334,-0.6139164,0.119317
6,-1.2999872,-1.0697265,"('distant', 'open')",-0.7794898,-0.59812117,-0.35315254,-0.1496263,-0.1516721,0.007310897,0.089471765,0.1732427,-0.498966,-0.3273841,0.1715819
7,0.028358487,-0.14231628,"('insensitive', 'sensitive')",1.4898914,1.3358152,-0.22658132,-0.26782206,-0.17771564,-0.25623757,0.9005495,0.8304429,0.4029005,0.2999764,-0.1029241
8,-0.6527209,-0.5332528,"('unaffectionate', 'affectionate')",-0.4033252,-0.40295166,-0.28280032,-0.22084123,-1.2247214,-1.2405037,0.9106228,0.86211026,-0.330589,-0.3070878,0.0235012
9,-0.3335577,-0.3071227,"('unaffectionate', 'caring')",-0.25313222,-0.3371826,-0.23768863,-0.27087623,-0.75791925,-0.82961696,1.338936,1.2568977,-0.0486724,-0.0975802,-0.0489078
10,0.6187854,0.36697006,"('unsympathetic', 'sympathetic')",1.2555534,1.006073,-0.1343438,-0.3440133,-0.5784446,-0.77994084,0.0011231564,-0.08766846,0.2325347,0.0322841,-0.2002506
11,0.22441304,0.10947658,"('unhelpful', 'helpful')",-0.48953408,-0.63635105,-0.6086177,-0.81008524,-0.23577927,-0.30151743,1.7737316,1.7271904,0.1328427,0.0177427,-0.1151
12,0.559275,0.5352388,"('unsupportive', 'supportive')",0.8764181,0.8774317,0.3547817,0.43220875,-0.27431908,-0.18066986,-1.4031117,-1.3518996,0.0226088,0.0624619,0.0398531
13,1.308052,1.1568643,"('impolite', 'polite')",0.172266,0.10244469,0.43603495,0.475398,0.5437948,0.5402563,-0.05957966,-0.14219558,0.4801136,0.4265535,-0.0535601
14,1.1281291,0.7676036,"('antisocial', 'social')",1.5841949,1.3412308,1.7202339,1.6580613,0.27788243,0.13828062,-0.4214745,-0.552417,0.8577932,0.6705518,-0.1872414
15,-0.33225673,-0.4106774,"('boring', 'funny')",0.27636477,0.26766613,0.08400119,0.1142044,0.1350013,0.119834,0.5576234,0.5510564,0.1441468,0.1284167,-0.0157301
16,-1.6977754,-1.6470373,"('unpopular', 'popular')",-0.91482294,-0.908977,-0.17063305,-0.13422403,0.14503859,0.15298744,0.42402235,0.46216094,-0.4428341,-0.415018,0.0278161
17,-0.5974839,-0.55620474,"('nasty', 'nice')",-0.9256054,-0.9105264,0.08384206,0.19111323,-0.07803663,0.027742364,-0.7855589,-0.65241754,-0.4605686,-0.3800586,0.08051
18,-0.295299,-0.4036797,"('disagreeable', 'welcoming')",-0.61010385,-0.71658236,0.291287,0.41928375,-0.73830503,-0.70034623,-0.36151844,-0.41783467,-0.3427878,-0.3638318,-0.021044
19,-0.24807072,-0.049138337,"('inhospitable', 'hospitable')",-0.42801043,-0.34161365,-1.1085981,-1.0301822,-0.7040706,-0.5936413,-0.11998901,-0.036001883,-0.5217478,-0.4101155,0.1116323
20,0.44172174,0.43414977,"('rough', 'thoughtful')",-0.4551298,-0.51828355,0.33693334,0.37074563,-0.32533926,-0.3804704,0.93912774,0.92896414,0.1874628,0.1670211,-0.0204417
21,1.636729,1.5110631,"('immoral', 'moral')",1.2880933,1.1297008,0.24114497,0.10426563,-0.6142429,-0.71478,-0.5176043,-0.58810323,0.406824,0.2884293,-0.1183947
22,0.3952712,0.095590994,"('untrustworthy', 'trustworthy')",0.90896744,0.7937626,0.77896696,0.62418383,-0.43431503,-0.4924388,-0.82655406,-0.91201556,0.1644673,0.0218166,-0.1426507
23,0.31450757,0.1351327,"('insincere', 'sincere')",0.94414145,0.7197485,-0.14498895,-0.33251125,-0.45961335,-0.628925,5.6281943,5.4328294,1.2564482,1.0652549,-0.1911933
24,1.0348612,1.0413276,"('dishonest', 'honest')",0.94160694,0.94284457,-0.027775627,-0.047081575,0.2044091,0.14432395,0.6820611,0.5815094,0.5670325,0.5325848,-0.0344477
25,-0.6278746,-0.5238674,"('egoistic', 'altruistic')",0.32117164,0.33472896,0.013511982,0.09408918,-0.8401378,-0.788517,1.2790886,1.320054,0.029152,0.0872976,0.0581456
26,0.27836987,0.123332754,"('hardhearted', 'benevolent')",0.0998698,-0.056882188,1.8740196,1.7219629,0.47056997,0.24435754,1.7478248,1.6285839,0.8941308,0.732271,-0.1618598
27,-0.39027858,-0.31423613,"('hardhearted', 'softhearted')",-0.056297604,-0.118867666,-1.3086756,-1.1609864,-0.67705876,-0.65755033,1.5116282,1.4576274,-0.1841365,-0.1588026,0.0253339
28,0.09972123,-0.16173354,"('disloyal', 'loyal')",0.06016627,-0.09362807,0.4223438,0.17442964,-0.78180736,-1.0144842,0.67712086,0.49663985,0.095509,-0.1197553,-0.2152643
29,-0.6920679,-0.65240556,"('unfair', 'fair')",0.13701342,0.102706805,-0.50428736,-0.5450812,-0.7044342,-0.6963019,-0.4709445,-0.59833443,-0.4469441,-0.4778832,-0.0309391
30,0.8948304,0.6475184,"('intolerant', 'tolerant')",0.098189496,-0.10010624,0.38372552,0.2890447,0.6739131,0.5400003,1.2824786,1.1626924,0.6666275,0.50783,-0.1587975
31,-1.5856768,-1.4539261,"('evil', 'good')",-1.509342,-1.361106,-0.6986963,-0.5863832,0.030657895,0.17947528,-0.6864169,-0.6307286,-0.8898949,-0.7705338,0.1193611
32,0.18127754,-0.04189011,"('unkind', 'kind')",0.10035935,-0.11242288,0.36264306,0.18659611,-0.22639304,-0.50159645,1.3700008,1.1506929,0.3575776,0.1362759,-0.2213017
33,0.33591646,0.35558087,"('wrong', 'right')",0.5062737,0.5866669,0.19802213,0.3212972,0.8410212,0.9295398,-0.25038695,-0.30266458,0.3261693,0.378084,0.0519147
34,-0.05046948,0.23021436,"('mean', 'honorable')",-0.89163095,-0.79300934,-0.17430428,-0.033706397,0.41976437,0.44550174,5.9527483,6.023611,1.0512217,1.1745223,0.1233006
35,-0.6349638,-0.5644689,"('corrupt', 'incorrupt')",-1.56386,-1.457109,-0.8135918,-0.73386306,0.8464622,0.8847381,-0.08452188,-0.2559662,-0.450095,-0.4253338,0.0247612
36,-1.6296294,-1.7108855,"('hostile', 'amicable')",-1.7926013,-1.9021573,-0.5876125,-0.6437224,-0.15413949,-0.22621864,0.2695992,0.035470538,-0.7788767,-0.8895027,-0.110626
37,0.79089403,0.84194607,"('fake', 'genuine')",0.26388824,0.34040606,-0.21220902,-0.068193235,0.67301226,0.77196604,0.5642537,0.5383712,0.4159678,0.4848992,0.0689314
38,-0.32539904,-0.36813843,"('untruthful', 'truthful')",-0.28843182,-0.25256628,-0.45940882,-0.5109813,0.2985967,0.30248702,0.4958064,0.44197208,-0.0557673,-0.0774454,-0.0216781
