,beam_male,beam_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.76606166,0.6237974,"('unsociable', 'sociable')",0.08297402,-0.03802641,0.4245178,0.2928855,-0.1316323
1,0.10090218,0.17973343,"('unfriendly', 'friendly')",1.473278,1.4244568,0.7870901,0.8020951,0.015005
2,-0.1545195,-0.088204026,"('unlikable', 'likable')",0.21914002,0.29013494,0.0323103,0.1009655,0.0686552
3,0.40311417,0.44002336,"('repellent', 'pleasant')",0.015789665,0.022193898,0.2094519,0.2311086,0.0216567
4,-1.3786104,-1.4267639,"('disliked', 'liked')",-5.786809,-5.9091897,-3.5827098,-3.6679769,-0.0852671
5,-1.5495741,-1.4725944,"('distant', 'outgoing')",-0.45373684,-0.46113878,-1.0016555,-0.9668666,0.0347889
6,-2.2469082,-2.143399,"('distant', 'open')",-0.41423374,-0.4415247,-1.3305709,-1.2924619,0.038109
7,1.4852673,1.485172,"('insensitive', 'sensitive')",0.5025999,0.5582356,0.9939336,1.0217038,0.0277702
8,-0.17827211,-0.09968279,"('unaffectionate', 'affectionate')",0.58043414,0.5271428,0.201081,0.21373,0.012649
9,0.6332263,0.74575233,"('unaffectionate', 'caring')",0.69555837,0.6890138,0.6643924,0.717383,0.0529906
10,1.693052,1.6726096,"('unsympathetic', 'sympathetic')",-0.5375261,-0.5778995,0.577763,0.5473551,-0.0304079
11,1.1379148,1.1709623,"('unhelpful', 'helpful')",1.7154517,1.7548541,1.4266832,1.4629083,0.0362251
12,1.5053554,1.5359937,"('unsupportive', 'supportive')",-1.6385537,-1.6359026,-0.0665992,-0.0499545,0.0166447
13,0.80407524,0.6889303,"('impolite', 'polite')",-0.6269977,-0.6515306,0.0885388,0.0186998,-0.069839
14,1.6684424,1.4801549,"('antisocial', 'social')",-0.18472923,-0.22672044,0.7418566,0.6267172,-0.1151394
15,-0.056700666,-0.048226535,"('boring', 'funny')",0.40561685,0.39197677,0.1744581,0.1718751,-0.002583
16,-1.7623087,-1.7635887,"('unpopular', 'popular')",0.36063284,0.38790894,-0.700838,-0.6878399,0.0129981
17,-0.38915735,-0.3542561,"('nasty', 'nice')",-0.41160798,-0.39670566,-0.4003827,-0.3754809,0.0249018
