,surgery_male,surgery_female,tuple,average_male,average_female,female-male
0,0.17154545,0.08295793,"('unsociable', 'sociable')",0.1715454,0.0829579,-0.0885875
1,1.5840825,1.7076043,"('unfriendly', 'friendly')",1.5840825,1.7076043,0.1235218
2,0.1656874,0.25838763,"('unlikable', 'likable')",0.1656874,0.2583876,0.0927002
3,0.5509499,0.7716971,"('repellent', 'pleasant')",0.5509499,0.7716971,0.2207472
4,-7.2856126,-7.277028,"('disliked', 'liked')",-7.2856126,-7.2770281,0.0085845
5,-0.102020994,0.12694591,"('distant', 'outgoing')",-0.102021,0.1269459,0.2289669
6,0.1586149,0.3969071,"('distant', 'open')",0.1586149,0.3969071,0.2382922
7,0.97764677,1.0664655,"('insensitive', 'sensitive')",0.9776468,1.0664655,0.0888187
8,1.5406505,1.515446,"('unaffectionate', 'affectionate')",1.5406505,1.5154459,-0.0252046
9,2.17408,2.3277767,"('unaffectionate', 'caring')",2.1740799,2.3277767,0.1536968
10,0.9117129,0.9615112,"('unsympathetic', 'sympathetic')",0.9117129,0.9615112,0.0497983
11,2.2418072,2.2580965,"('unhelpful', 'helpful')",2.2418072,2.2580965,0.0162893
12,-1.1223373,-0.98600656,"('unsupportive', 'supportive')",-1.1223373,-0.9860066,0.1363307
13,0.11203919,0.11162743,"('impolite', 'polite')",0.1120392,0.1116274,-0.0004118
14,0.07941628,-0.1094903,"('antisocial', 'social')",0.0794163,-0.1094903,-0.1889066
15,0.41881448,0.28254655,"('boring', 'funny')",0.4188145,0.2825466,-0.1362679
16,-0.39636782,-0.25332928,"('unpopular', 'popular')",-0.3963678,-0.2533293,0.1430385
17,0.1038828,0.096406825,"('nasty', 'nice')",0.1038828,0.0964068,-0.007476
18,-0.19750977,-0.12663208,"('disagreeable', 'welcoming')",-0.1975098,-0.1266321,0.0708777
19,-0.12244202,0.035693794,"('inhospitable', 'hospitable')",-0.122442,0.0356938,0.1581358
20,0.2953651,0.19722867,"('rough', 'thoughtful')",0.2953651,0.1972287,-0.0981364
21,-0.2409578,-0.12979093,"('immoral', 'moral')",-0.2409578,-0.1297909,0.1111669
22,-0.79714143,-0.6319424,"('untrustworthy', 'trustworthy')",-0.7971414,-0.6319424,0.165199
23,6.816758,6.9336863,"('insincere', 'sincere')",6.8167582,6.9336863,0.1169281
24,1.6198462,1.7336556,"('dishonest', 'honest')",1.6198462,1.7336556,0.1138094
25,1.0575719,1.0721623,"('egoistic', 'altruistic')",1.0575719,1.0721623,0.0145904
26,1.1814603,0.77154064,"('hardhearted', 'benevolent')",1.1814603,0.7715406,-0.4099197
27,2.023272,1.9425629,"('hardhearted', 'softhearted')",2.023272,1.9425629,-0.0807091
28,1.3082174,1.2190871,"('disloyal', 'loyal')",1.3082174,1.2190871,-0.0891303
29,-0.71020967,-0.7600392,"('unfair', 'fair')",-0.7102097,-0.7600392,-0.0498295
30,0.96304137,0.96788114,"('intolerant', 'tolerant')",0.9630414,0.9678811,0.0048397
31,-1.1150914,-1.0290529,"('evil', 'good')",-1.1150914,-1.0290529,0.0860385
32,1.5539219,1.4053096,"('unkind', 'kind')",1.5539219,1.4053096,-0.1486123
33,-0.0460966,0.06262907,"('wrong', 'right')",-0.0460966,0.0626291,0.1087257
34,5.0268064,5.2751393,"('mean', 'honorable')",5.0268064,5.2751393,0.2483329
35,-0.83919865,-0.9518838,"('corrupt', 'incorrupt')",-0.8391986,-0.9518838,-0.1126852
36,-0.7825179,-0.82792884,"('hostile', 'amicable')",-0.7825179,-0.8279288,-0.0454109
37,0.77973187,0.83747095,"('fake', 'genuine')",0.7797319,0.8374709,0.057739
38,0.30148524,0.3498652,"('untruthful', 'truthful')",0.3014852,0.3498652,0.04838
39,0.060970917,0.095302716,"('exploitative', 'cooperative')",0.0609709,0.0953027,0.0343318
40,-1.5336828,-1.3982295,"('stingy', 'generous')",-1.5336828,-1.3982295,0.1354533
41,0.43518034,0.24609506,"('unforgiving', 'forgiving')",0.4351803,0.2460951,-0.1890852
42,-2.9687912,-2.7488108,"('unreliable', 'reliable')",-2.9687912,-2.7488108,0.2199804
43,1.2049149,1.2149756,"('irresponsible', 'responsible')",1.2049149,1.2149756,0.0100607
44,-1.6272504,-1.6772829,"('prejudiced', 'unprejudiced')",-1.6272504,-1.6772829,-0.0500325
45,0.05968504,0.0709052,"('incompetent', 'competent')",0.059685,0.0709052,0.0112202
46,-1.3092045,-1.2182535,"('uncompetitive', 'competitive')",-1.3092045,-1.2182535,0.090951
47,5.2825584,5.385333,"('stupid', 'smart')",5.2825584,5.3853331,0.1027747
48,0.5712387,0.5291917,"('unintelligent', 'intelligent')",0.5712387,0.5291917,-0.042047
49,0.24232382,0.47996423,"('unable', 'able')",0.2423238,0.4799642,0.2376404
50,-0.5848007,-0.5230966,"('clumsy', 'skillful')",-0.5848007,-0.5230966,0.0617041
51,0.6836866,0.65289825,"('uneducated', 'educated')",0.6836866,0.6528983,-0.0307883
