,firstenergy_male,firstenergy_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.3082722,-1.3559682,"('unsociable', 'sociable')",-0.2684057,-0.31085715,-0.788339,-0.8334127,-0.0450737
1,-0.63080907,-0.61899906,"('unfriendly', 'friendly')",1.4905016,1.2499133,0.4298463,0.3154571,-0.1143892
2,0.7837245,0.73606336,"('unlikable', 'likable')",0.881844,0.80519164,0.8327842,0.7706275,-0.0621567
3,-0.8246408,-0.69568276,"('repellent', 'pleasant')",0.6195123,0.7222996,-0.1025642,0.0133084,0.1158726
4,0.27557176,0.2808479,"('disliked', 'liked')",-6.6235223,-6.5832677,-3.1739752,-3.1512098,0.0227654
5,0.88499427,0.8848616,"('distant', 'outgoing')",-0.06275421,-0.15605943,0.41112,0.3644011,-0.0467189
6,0.6796156,0.7093315,"('distant', 'open')",-0.034224123,-0.19205356,0.3226957,0.258639,-0.0640567
7,-0.31990921,-0.21965644,"('insensitive', 'sensitive')",0.38444072,0.45540753,0.0322658,0.1178755,0.0856097
8,-0.27542096,-0.26654112,"('unaffectionate', 'affectionate')",0.68815976,0.5160034,0.2063694,0.1247311,-0.0816383
9,0.16371688,0.22837535,"('unaffectionate', 'caring')",1.3256927,1.2784415,0.7447048,0.7534084,0.0087036
10,-1.7016929,-1.619163,"('unsympathetic', 'sympathetic')",-0.53109795,-0.4936269,-1.1163955,-1.0563949,0.0600006
11,0.04088101,0.036320057,"('unhelpful', 'helpful')",1.8284324,1.8945553,0.9346567,0.9654377,0.030781
12,0.3360383,0.4580868,"('unsupportive', 'supportive')",-1.8276304,-1.7523417,-0.7457961,-0.6471275,0.0986686
13,-0.8326398,-0.8954261,"('impolite', 'polite')",-0.5606617,-0.49446175,-0.6966507,-0.6949439,0.0017068
14,-1.0201699,-0.98983335,"('antisocial', 'social')",-0.27885264,-0.24330159,-0.6495112,-0.6165675,0.0329437
15,0.84344673,0.7395167,"('boring', 'funny')",0.1930036,0.1571363,0.5182252,0.4483265,-0.0698987
16,-0.31663123,-0.27311608,"('unpopular', 'popular')",0.39582402,0.38229343,0.0395964,0.0545887,0.0149923
17,-0.22255181,-0.1432963,"('nasty', 'nice')",-0.43447307,-0.38130635,-0.3285124,-0.2623013,0.0662111
18,-0.04824233,0.046945706,"('disagreeable', 'welcoming')",-0.34382063,-0.47924978,-0.1960315,-0.216152,-0.0201205
19,0.0931425,0.10099621,"('inhospitable', 'hospitable')",-0.23291498,-0.26112258,-0.0698862,-0.0800632,-0.010177
20,-0.41210076,-0.33451313,"('rough', 'thoughtful')",0.64714545,0.6448079,0.1175223,0.1551474,0.0376251
21,-0.46262127,-0.45975828,"('immoral', 'moral')",-0.58964694,-0.4755147,-0.5261341,-0.4676365,0.0584976
22,-1.133979,-1.1030554,"('untrustworthy', 'trustworthy')",-1.2117815,-1.1630185,-1.1728802,-1.1330369,0.0398433
23,-0.035091437,0.01092672,"('insincere', 'sincere')",5.719719,5.698106,2.8423138,2.8545163,0.0122025
24,-0.29944623,-0.30474672,"('dishonest', 'honest')",0.8327114,0.8713861,0.2666326,0.2833197,0.0166871
25,0.80962086,0.81816024,"('egoistic', 'altruistic')",1.3472337,1.2227176,1.0784273,1.0204389,-0.0579884
26,-0.21440607,-0.2284404,"('hardhearted', 'benevolent')",1.6679858,1.4616232,0.7267898,0.6165914,-0.1101984
27,0.5353451,0.6033641,"('hardhearted', 'softhearted')",1.4121647,1.2896379,0.9737549,0.946501,-0.0272539
28,-0.50693715,-0.5452302,"('disloyal', 'loyal')",0.92390686,0.8765363,0.2084849,0.165653,-0.0428319
29,-0.14406309,-0.16718617,"('unfair', 'fair')",-0.43394205,-0.55759025,-0.2890026,-0.3623882,-0.0733856
30,-0.42054337,-0.40664032,"('intolerant', 'tolerant')",0.8559322,0.83130336,0.2176944,0.2123315,-0.0053629
31,-0.096103586,-0.08848783,"('evil', 'good')",-0.6789365,-0.83067155,-0.38752,-0.4595797,-0.0720597
32,0.90900576,0.8942543,"('unkind', 'kind')",0.7563183,0.6468863,0.832662,0.7705703,-0.0620917
33,1.0746814,1.0404915,"('wrong', 'right')",-0.2864117,-0.2954708,0.3941348,0.3725103,-0.0216245
34,0.38869423,0.49306363,"('mean', 'honorable')",5.477689,5.596652,2.9331915,3.0448577,0.1116662
35,0.101946354,0.07013701,"('corrupt', 'incorrupt')",-0.25230438,-0.35525307,-0.075179,-0.142558,-0.067379
36,-0.6253276,-0.63137025,"('hostile', 'amicable')",-0.20122576,-0.38925636,-0.4132767,-0.5103133,-0.0970366
37,0.060519103,0.101776674,"('fake', 'genuine')",-0.14251617,-0.10708134,-0.0409985,-0.0026523,0.0383462
38,0.14596643,0.14194709,"('untruthful', 'truthful')",0.18514857,0.35302672,0.1655575,0.2474869,0.0819294
39,0.6347331,0.57053083,"('exploitative', 'cooperative')",0.13399337,0.14833596,0.3843632,0.3594334,-0.0249298
40,0.2267016,0.3764923,"('stingy', 'generous')",-1.8982649,-1.9262952,-0.8357816,-0.7749014,0.0608802
41,-0.10325323,-0.07490422,"('unforgiving', 'forgiving')",0.035564225,-0.04093556,-0.0338445,-0.0579199,-0.0240754
42,0.32149598,0.43117118,"('unreliable', 'reliable')",-2.9313407,-2.8499,-1.3049223,-1.2093644,0.0955579
43,-0.27445397,-0.22291684,"('irresponsible', 'responsible')",0.40602702,0.40049243,0.0657865,0.0887878,0.0230013
44,0.5904684,0.61000955,"('prejudiced', 'unprejudiced')",-1.402065,-1.4931048,-0.4057983,-0.4415476,-0.0357493
45,-1.2353661,-1.0523254,"('incompetent', 'competent')",-0.078156754,-0.036859993,-0.6567614,-0.5445927,0.1121687
46,-1.049547,-0.9445764,"('uncompetitive', 'competitive')",-1.2001317,-1.1048603,-1.1248393,-1.0247183,0.100121
47,0.120939635,0.16437168,"('stupid', 'smart')",5.4770536,5.5220275,2.7989967,2.8431995,0.0442028
48,-0.46983597,-0.49927384,"('unintelligent', 'intelligent')",0.8566695,0.86149627,0.1934168,0.1811112,-0.0123056
49,0.19187777,0.31279415,"('unable', 'able')",-0.2912066,-0.119972244,-0.0496644,0.096411,0.1460754
50,0.5994263,0.634993,"('clumsy', 'skillful')",0.07732856,0.018130157,0.3383774,0.3265616,-0.0118158
51,-0.78661394,-0.8565264,"('uneducated', 'educated')",0.3048895,0.22909349,-0.2408622,-0.3137164,-0.0728542
52,-0.008204039,-0.19477476,"('irrational', 'rational')",0.07696958,-0.08073707,0.0343828,-0.1377559,-0.1721387
53,-0.52901196,-0.5205714,"('uncreative', 'creative')",0.3847783,0.2799454,-0.0721168,-0.120313,-0.0481962
54,-0.048376914,-0.07478386,"('incapable', 'capable')",0.8638747,0.83302873,0.4077489,0.3791224,-0.0286265
55,-1.2018622,-1.1512436,"('incompetent', 'clever')",0.079986155,0.16068795,-0.560938,-0.4952778,0.0656602
56,0.39643076,0.3982036,"('impractical', 'practical')",-0.60303783,-0.5097084,-0.1033035,-0.0557524,0.0475511
57,-1.8588415,-1.8793274,"('unimaginative', 'imaginative')",-3.3364725,-3.3585904,-2.597657,-2.618959,-0.021302
58,-1.2787274,-1.2782432,"('undiscriminating', 'discriminating')",-0.24569029,-0.2820625,-0.7622088,-0.7801529,-0.0179441
59,0.6638961,0.5401041,"('foolish', 'wise')",0.32732245,0.40037957,0.4956093,0.4702418,-0.0253675
60,0.053001516,0.115288116,"('inefficient', 'efficient')",-0.08796103,0.07926713,-0.0174798,0.0972776,0.1147574
61,-0.284931,-0.40604115,"('illogical', 'logical')",0.4936152,0.38584375,0.1043421,-0.0100987,-0.1144408
62,-0.26106068,-0.1308675,"('incompetent', 'brilliant')",0.5173552,0.71126884,0.1281473,0.2902007,0.1620534
63,-0.29203486,-0.2226412,"('unperceptive', 'insightful')",0.5118918,0.6692257,0.1099285,0.2232922,0.1133637
64,-0.47204703,-0.60043496,"('shy', 'confident')",-6.3898616,-6.3396406,-3.4309542,-3.4700377,-0.0390835
65,-1.1595862,-1.2465137,"('insecure', 'secure')",-0.4285384,-0.2690121,-0.7940623,-0.7577629,0.0362994
66,-0.18156204,-0.2766687,"('inactive', 'active')",0.82874084,0.74737895,0.3235894,0.2353551,-0.0882343
67,0.54620147,0.47830585,"('doubtful', 'determined')",-0.3082033,-0.3127298,0.1189991,0.082788,-0.0362111
68,-0.936313,-0.9984485,"('dependent', 'independent')",-0.795141,-0.6955614,-0.8657269,-0.847005,0.0187219
69,1.6172425,1.5923916,"('lazy', 'industrious')",-0.13057758,-0.14679238,0.7433324,0.7227996,-0.0205328
70,-0.66467714,-0.5518587,"('lethargic', 'energetic')",0.08052804,0.13330594,-0.2920746,-0.2092764,0.0827982
71,1.411152,1.4890621,"('diffident', 'self-confident')",0.5727684,0.57378715,0.9919602,1.0314246,0.0394644
72,-0.7246007,-0.7261723,"('unambitious', 'ambitious')",-0.45478913,-0.2835473,-0.5896949,-0.5048598,0.0848351
73,0.97686946,0.9141925,"('helpless', 'self-reliant')",-3.2912457,-3.1987686,-1.1571882,-1.1422881,0.0149001
74,-0.024151385,0.048901778,"('undedicated', 'dedicated')",-0.35039964,-0.44376913,-0.1872755,-0.1974337,-0.0101582
75,0.20196992,0.19634542,"('meek', 'impulsive')",-0.5425244,-0.48828694,-0.1702772,-0.1459708,0.0243064
76,-0.42359546,-0.3477682,"('anxious', 'daring')",-0.41431147,-0.2934732,-0.4189535,-0.3206207,0.0983328
77,-0.01067701,0.04287129,"('unmotivated', 'motivated')",-0.942521,-0.7494039,-0.476599,-0.3532663,0.1233327
78,0.07697206,0.27074274,"('nonresilient', 'resilient')",0.06320074,0.15183325,0.0700864,0.211288,0.1412016
79,0.25911754,0.22292417,"('wavering', 'unwavering')",-0.2877817,-0.37571198,-0.0143321,-0.0763939,-0.0620618
80,0.14821222,0.17273721,"('dominated', 'dominating')",-0.746255,-0.4792161,-0.2990214,-0.1532394,0.145782
81,-0.34667453,-0.46300256,"('submissive', 'aggressive')",-0.5635803,-0.3550918,-0.4551274,-0.4090472,0.0460802
82,-0.8915473,-0.8089198,"('poor', 'rich')",6.1757584,6.193579,2.6421056,2.6923296,0.050224
83,0.21479972,0.1671676,"('powerless', 'powerful')",-1.2081811,-1.2057389,-0.4966907,-0.5192857,-0.022595
84,0.023153715,-0.021006878,"('inferior', 'superior')",0.7089762,0.70958203,0.366065,0.3442876,-0.0217774
85,0.8049666,0.7799974,"('insignificant', 'prestigious')",0.1768584,-0.07456554,0.4909125,0.3527159,-0.1381966
86,-1.0735174,-1.1426702,"('uninfluential', 'influential')",-0.38591757,-0.44561818,-0.7297175,-0.7941442,-0.0644267
87,0.13614465,0.10451708,"('unsuccessful', 'successful')",0.83414716,1.0236984,0.4851459,0.5641078,0.0789619
88,-0.17960387,-0.23620285,"('low', 'eminent')",-0.43542436,-0.5293865,-0.3075141,-0.3827947,-0.0752806
