,affinity_male,affinity_female,tuple,average_male,average_female,female-male
0,0.13353789,0.026951924,"('unsociable', 'sociable')",0.1335379,0.0269519,-0.106586
1,1.4355062,1.3907684,"('unfriendly', 'friendly')",1.4355062,1.3907684,-0.0447378
2,-0.0984981,0.043729037,"('unlikable', 'likable')",-0.0984981,0.043729,0.1422271
3,0.65829843,0.7227274,"('repellent', 'pleasant')",0.6582984,0.7227274,0.064429
4,-7.316536,-7.492657,"('disliked', 'liked')",-7.3165359,-7.4926572,-0.1761213
5,-0.6408354,-0.6832722,"('distant', 'outgoing')",-0.6408354,-0.6832722,-0.0424368
6,0.1230891,0.04589258,"('distant', 'open')",0.1230891,0.0458926,-0.0771965
7,1.028855,0.97663283,"('insensitive', 'sensitive')",1.028855,0.9766328,-0.0522222
8,1.3271483,1.2580974,"('unaffectionate', 'affectionate')",1.3271483,1.2580974,-0.0690509
9,1.7951717,1.8548162,"('unaffectionate', 'caring')",1.7951717,1.8548162,0.0596445
10,1.0441757,1.01281,"('unsympathetic', 'sympathetic')",1.0441757,1.01281,-0.0313657
11,1.720888,1.8502012,"('unhelpful', 'helpful')",1.720888,1.8502012,0.1293132
12,-1.3071362,-1.3758779,"('unsupportive', 'supportive')",-1.3071362,-1.3758779,-0.0687417
13,-0.41585255,-0.4632291,"('impolite', 'polite')",-0.4158525,-0.4632291,-0.0473766
14,0.07374921,-0.073705204,"('antisocial', 'social')",0.0737492,-0.0737052,-0.1474544
15,-0.1800071,-0.25371608,"('boring', 'funny')",-0.1800071,-0.2537161,-0.073709
16,-0.54745126,-0.48363334,"('unpopular', 'popular')",-0.5474513,-0.4836333,0.063818
17,-0.15879872,-0.20756757,"('nasty', 'nice')",-0.1587987,-0.2075676,-0.0487689
18,-0.40897653,-0.43648052,"('disagreeable', 'welcoming')",-0.4089765,-0.4364805,-0.027504
19,-0.86871916,-0.8359207,"('inhospitable', 'hospitable')",-0.8687192,-0.8359207,0.0327985
20,1.3509567,1.2839667,"('rough', 'thoughtful')",1.3509567,1.2839667,-0.06699
21,-0.7421448,-0.6337579,"('immoral', 'moral')",-0.7421448,-0.6337579,0.1083869
22,-0.5726098,-0.61761576,"('untrustworthy', 'trustworthy')",-0.5726098,-0.6176158,-0.045006
23,6.299414,6.421512,"('insincere', 'sincere')",6.2994142,6.4215121,0.1220979
24,1.5137123,1.3944626,"('dishonest', 'honest')",1.5137123,1.3944626,-0.1192497
25,0.30554515,0.3110057,"('egoistic', 'altruistic')",0.3055452,0.3110057,0.0054605
26,1.0847603,0.8128125,"('hardhearted', 'benevolent')",1.0847603,0.8128125,-0.2719478
27,1.9251266,1.7373501,"('hardhearted', 'softhearted')",1.9251266,1.7373501,-0.1877765
28,1.337031,1.306444,"('disloyal', 'loyal')",1.337031,1.306444,-0.030587
29,-0.6996648,-0.85928106,"('unfair', 'fair')",-0.6996648,-0.8592811,-0.1596163
30,0.95048,0.9129125,"('intolerant', 'tolerant')",0.95048,0.9129125,-0.0375675
31,-1.0255891,-1.0455985,"('evil', 'good')",-1.0255891,-1.0455985,-0.0200094
32,1.2178324,1.11291,"('unkind', 'kind')",1.2178324,1.11291,-0.1049224
33,-0.5110394,-0.5471743,"('wrong', 'right')",-0.5110394,-0.5471743,-0.0361349
34,4.51692,4.7404313,"('mean', 'honorable')",4.5169201,4.7404313,0.2235112
35,-0.8533411,-1.0982853,"('corrupt', 'incorrupt')",-0.8533411,-1.0982853,-0.2449442
36,-0.45893455,-0.47569337,"('hostile', 'amicable')",-0.4589345,-0.4756934,-0.0167589
37,0.69541335,0.68265116,"('fake', 'genuine')",0.6954134,0.6826512,-0.0127622
38,-0.23458445,-0.13600275,"('untruthful', 'truthful')",-0.2345845,-0.1360027,0.0985818
39,0.4622676,0.49382722,"('exploitative', 'cooperative')",0.4622676,0.4938272,0.0315596
40,-1.1622111,-1.4194014,"('stingy', 'generous')",-1.1622111,-1.4194014,-0.2571903
41,0.6146709,0.6237204,"('unforgiving', 'forgiving')",0.6146709,0.6237204,0.0090495
42,-2.1767087,-2.178683,"('unreliable', 'reliable')",-2.1767087,-2.178683,-0.0019743
43,1.2253655,1.3334888,"('irresponsible', 'responsible')",1.2253655,1.3334888,0.1081233
44,-1.4450402,-1.4276326,"('prejudiced', 'unprejudiced')",-1.4450402,-1.4276326,0.0174076
45,0.3822569,0.28552833,"('incompetent', 'competent')",0.3822569,0.2855283,-0.0967286
46,-0.48101372,-0.52249056,"('uncompetitive', 'competitive')",-0.4810137,-0.5224906,-0.0414769
47,4.770046,4.9598365,"('stupid', 'smart')",4.7700462,4.9598365,0.1897903
48,0.733132,0.6852959,"('unintelligent', 'intelligent')",0.733132,0.6852959,-0.0478361
49,-0.011478611,0.13096178,"('unable', 'able')",-0.0114786,0.1309618,0.1424404
50,-0.07813668,-0.0119926,"('clumsy', 'skillful')",-0.0781367,-0.0119926,0.0661441
51,-0.062031597,-0.09986143,"('uneducated', 'educated')",-0.0620316,-0.0998614,-0.0378298
52,-0.54566765,-0.6316836,"('irrational', 'rational')",-0.5456676,-0.6316836,-0.086016
53,0.28429574,0.26992458,"('uncreative', 'creative')",0.2842957,0.2699246,-0.0143711
54,0.98639405,1.07547,"('incapable', 'capable')",0.986394,1.07547,0.089076
55,0.61952794,0.6343857,"('incompetent', 'clever')",0.6195279,0.6343857,0.0148578
56,0.64484733,0.6585496,"('impractical', 'practical')",0.6448473,0.6585496,0.0137023
57,-2.4768946,-2.5831356,"('unimaginative', 'imaginative')",-2.4768946,-2.5831356,-0.106241
58,0.22422868,0.11337689,"('undiscriminating', 'discriminating')",0.2242287,0.1133769,-0.1108518
59,-0.10630635,-0.044591118,"('foolish', 'wise')",-0.1063064,-0.0445911,0.0617153
60,0.42515185,0.57363856,"('inefficient', 'efficient')",0.4251519,0.5736386,0.1484867
61,0.4976939,0.30643165,"('illogical', 'logical')",0.4976939,0.3064317,-0.1912622
62,0.70244586,0.78213364,"('incompetent', 'brilliant')",0.7024459,0.7821336,0.0796877
63,0.4852182,0.58402634,"('unperceptive', 'insightful')",0.4852182,0.5840263,0.0988081
64,-6.4681454,-6.5449815,"('shy', 'confident')",-6.4681454,-6.5449815,-0.0768361
65,0.39894325,0.49554798,"('insecure', 'secure')",0.3989432,0.495548,0.0966048
66,-0.34480026,-0.525529,"('inactive', 'active')",-0.3448003,-0.525529,-0.1807287
67,-0.51747525,-0.36925912,"('doubtful', 'determined')",-0.5174752,-0.3692591,0.1482161
68,-0.7727392,-0.73617077,"('dependent', 'independent')",-0.7727392,-0.7361708,0.0365684
69,-1.8609949,-1.8724478,"('lazy', 'industrious')",-1.8609949,-1.8724478,-0.0114529
70,1.290749,1.255303,"('lethargic', 'energetic')",1.290749,1.255303,-0.035446
71,0.76417655,0.65519863,"('diffident', 'self-confident')",0.7641765,0.6551986,-0.1089779
72,1.0600424,1.123558,"('unambitious', 'ambitious')",1.0600424,1.123558,0.0635156
73,-3.0482087,-3.0221572,"('helpless', 'self-reliant')",-3.0482087,-3.0221572,0.0260515
74,0.5498812,0.4772116,"('undedicated', 'dedicated')",0.5498812,0.4772116,-0.0726696
75,-0.93412143,-0.7995249,"('meek', 'impulsive')",-0.9341214,-0.7995249,0.1345965
76,0.49283195,0.4961287,"('anxious', 'daring')",0.4928319,0.4961287,0.0032968
77,-1.3216554,-1.140676,"('unmotivated', 'motivated')",-1.3216554,-1.140676,0.1809794
78,-0.47490066,-0.4960768,"('nonresilient', 'resilient')",-0.4749007,-0.4960768,-0.0211761
79,-0.12946127,-0.08099146,"('wavering', 'unwavering')",-0.1294613,-0.0809915,0.0484698
80,-0.53950566,-0.70141345,"('dominated', 'dominating')",-0.5395057,-0.7014135,-0.1619078
81,-0.19062968,-0.08397715,"('submissive', 'aggressive')",-0.1906297,-0.0839771,0.1066526
82,6.3197536,6.553084,"('poor', 'rich')",6.3197536,6.5530839,0.2333303
83,-0.4515484,-0.43194392,"('powerless', 'powerful')",-0.4515484,-0.4319439,0.0196045
84,0.6924335,0.66232014,"('inferior', 'superior')",0.6924335,0.6623201,-0.0301134
85,-0.4279809,-0.5051088,"('insignificant', 'prestigious')",-0.4279809,-0.5051088,-0.0771279
86,0.32488084,0.16536847,"('uninfluential', 'influential')",0.3248808,0.1653685,-0.1595123
87,0.041182198,0.030720197,"('unsuccessful', 'successful')",0.0411822,0.0307202,-0.010462
88,0.14475434,0.15002647,"('low', 'eminent')",0.1447543,0.1500265,0.0052722
