,device_male,device_female,tuple,average_male,average_female,female-male
0,0.305876,-0.044752847,"('unsociable', 'sociable')",0.305876,-0.0447528,-0.3506288
1,0.5195942,0.5503608,"('unfriendly', 'friendly')",0.5195942,0.5503608,0.0307666
2,-0.0029937774,0.13916203,"('unlikable', 'likable')",-0.0029938,0.139162,0.1421558
3,0.37518442,0.3312632,"('repellent', 'pleasant')",0.3751844,0.3312632,-0.0439212
4,-7.137661,-7.231472,"('disliked', 'liked')",-7.137661,-7.231472,-0.093811
5,-1.3672868,-1.1343256,"('distant', 'outgoing')",-1.3672868,-1.1343256,0.2329612
6,-0.964164,-0.684526,"('distant', 'open')",-0.964164,-0.684526,0.279638
7,0.84875965,0.81899124,"('insensitive', 'sensitive')",0.8487597,0.8189912,-0.0297685
8,0.7081734,0.8319864,"('unaffectionate', 'affectionate')",0.7081734,0.8319864,0.123813
9,1.6435733,1.7426217,"('unaffectionate', 'caring')",1.6435733,1.7426217,0.0990484
10,1.4069549,1.3256618,"('unsympathetic', 'sympathetic')",1.4069549,1.3256618,-0.0812931
11,2.670591,2.652968,"('unhelpful', 'helpful')",2.6705911,2.6529679,-0.0176232
12,-1.4366969,-1.5146681,"('unsupportive', 'supportive')",-1.4366969,-1.5146681,-0.0779712
13,0.62570906,0.39197755,"('impolite', 'polite')",0.6257091,0.3919775,-0.2337316
14,0.18634361,-0.17313014,"('antisocial', 'social')",0.1863436,-0.1731301,-0.3594737
15,0.23042077,0.2252239,"('boring', 'funny')",0.2304208,0.2252239,-0.0051969
16,-0.21161625,-0.22406846,"('unpopular', 'popular')",-0.2116162,-0.2240685,-0.0124523
17,-0.6450185,-0.6585997,"('nasty', 'nice')",-0.6450185,-0.6585997,-0.0135812
18,-1.1428138,-1.2499841,"('disagreeable', 'welcoming')",-1.1428138,-1.2499841,-0.1071703
19,-1.4904517,-1.3032216,"('inhospitable', 'hospitable')",-1.4904517,-1.3032216,0.1872301
20,0.91336936,0.79630405,"('rough', 'thoughtful')",0.9133694,0.796304,-0.1170654
21,0.22361939,0.11019665,"('immoral', 'moral')",0.2236194,0.1101967,-0.1134227
22,-0.6705841,-0.72765803,"('untrustworthy', 'trustworthy')",-0.6705841,-0.727658,-0.0570739
23,6.1557536,6.1327195,"('insincere', 'sincere')",6.1557536,6.1327195,-0.0230341
24,1.1491879,1.1846408,"('dishonest', 'honest')",1.1491879,1.1846408,0.0354529
25,0.08233904,0.06326163,"('egoistic', 'altruistic')",0.082339,0.0632616,-0.0190774
26,0.6650306,0.5005044,"('hardhearted', 'benevolent')",0.6650306,0.5005044,-0.1645262
27,1.1749533,1.1047493,"('hardhearted', 'softhearted')",1.1749533,1.1047493,-0.070204
28,1.4461071,1.3758205,"('disloyal', 'loyal')",1.4461071,1.3758205,-0.0702866
29,-0.9989818,-0.99866223,"('unfair', 'fair')",-0.9989818,-0.9986622,0.0003196
30,1.5098739,1.3702266,"('intolerant', 'tolerant')",1.5098739,1.3702266,-0.1396473
31,-2.632843,-2.4947379,"('evil', 'good')",-2.632843,-2.4947379,0.1381051
32,1.2078658,1.0870554,"('unkind', 'kind')",1.2078658,1.0870554,-0.1208104
33,-0.5310018,-0.4448945,"('wrong', 'right')",-0.5310018,-0.4448945,0.0861073
34,4.6825013,4.839106,"('mean', 'honorable')",4.6825013,4.8391061,0.1566048
35,-1.4251678,-1.3674159,"('corrupt', 'incorrupt')",-1.4251678,-1.3674159,0.0577519
36,-1.2445385,-1.2033716,"('hostile', 'amicable')",-1.2445385,-1.2033716,0.0411669
37,0.23066889,0.2683521,"('fake', 'genuine')",0.2306689,0.2683521,0.0376832
38,0.15578148,0.18956593,"('untruthful', 'truthful')",0.1557815,0.1895659,0.0337844
39,0.078079455,0.015193715,"('exploitative', 'cooperative')",0.0780795,0.0151937,-0.0628858
40,-2.2154841,-2.3560634,"('stingy', 'generous')",-2.2154841,-2.3560634,-0.1405793
41,0.29902297,0.1354178,"('unforgiving', 'forgiving')",0.299023,0.1354178,-0.1636052
42,-2.9405477,-2.8863575,"('unreliable', 'reliable')",-2.9405477,-2.8863575,0.0541902
43,1.1900896,1.141016,"('irresponsible', 'responsible')",1.1900896,1.141016,-0.0490736
44,-1.7658088,-1.754556,"('prejudiced', 'unprejudiced')",-1.7658088,-1.7545559,0.0112529
45,0.084659316,0.017344672,"('incompetent', 'competent')",0.0846593,0.0173447,-0.0673146
46,-0.24632171,-0.3322011,"('uncompetitive', 'competitive')",-0.2463217,-0.3322011,-0.0858794
47,5.1345034,5.2884235,"('stupid', 'smart')",5.1345034,5.2884235,0.1539201
48,1.585444,1.415953,"('unintelligent', 'intelligent')",1.585444,1.415953,-0.169491
49,0.26496968,0.3574541,"('unable', 'able')",0.2649697,0.3574541,0.0924844
50,-0.30042404,-0.22261108,"('clumsy', 'skillful')",-0.300424,-0.2226111,0.0778129
51,0.40924668,0.26590034,"('uneducated', 'educated')",0.4092467,0.2659003,-0.1433464
52,-1.2239739,-1.2067468,"('irrational', 'rational')",-1.2239739,-1.2067468,0.0172271
53,0.056069467,0.13048227,"('uncreative', 'creative')",0.0560695,0.1304823,0.0744128
54,0.19588965,0.41517228,"('incapable', 'capable')",0.1958897,0.4151723,0.2192826
55,1.2418092,1.0762713,"('incompetent', 'clever')",1.2418092,1.0762713,-0.1655379
56,1.2897344,1.151006,"('impractical', 'practical')",1.2897344,1.151006,-0.1387284
57,-2.7433138,-2.730325,"('unimaginative', 'imaginative')",-2.7433138,-2.730325,0.0129888
58,-0.15620065,-0.12681891,"('undiscriminating', 'discriminating')",-0.1562006,-0.1268189,0.0293817
59,-0.6673949,-0.54121083,"('foolish', 'wise')",-0.6673949,-0.5412108,0.1261841
60,1.7206576,1.6081064,"('inefficient', 'efficient')",1.7206576,1.6081064,-0.1125512
61,0.20676202,-0.015660135,"('illogical', 'logical')",0.206762,-0.0156601,-0.2224221
62,1.3334646,1.369902,"('incompetent', 'brilliant')",1.3334646,1.369902,0.0364374
63,0.26060724,0.25186792,"('unperceptive', 'insightful')",0.2606072,0.2518679,-0.0087393
64,-6.2080503,-6.3060966,"('shy', 'confident')",-6.2080503,-6.3060966,-0.0980463
65,0.6554418,0.49481612,"('insecure', 'secure')",0.6554418,0.4948161,-0.1606257
66,-1.2735362,-1.2568449,"('inactive', 'active')",-1.2735362,-1.2568449,0.0166913
67,-0.13317311,-0.16984342,"('doubtful', 'determined')",-0.1331731,-0.1698434,-0.0366703
68,-0.86884844,-0.9157964,"('dependent', 'independent')",-0.8688484,-0.9157964,-0.046948
69,-2.2539423,-2.1527853,"('lazy', 'industrious')",-2.2539423,-2.1527853,0.101157
70,0.78310925,0.73790026,"('lethargic', 'energetic')",0.7831092,0.7379003,-0.0452089
71,0.14958446,0.17007056,"('diffident', 'self-confident')",0.1495845,0.1700706,0.0204861
72,0.6324858,0.6785869,"('unambitious', 'ambitious')",0.6324858,0.6785869,0.0461011
73,-3.251135,-3.1983604,"('helpless', 'self-reliant')",-3.2511351,-3.1983604,0.0527747
74,0.16879594,0.040779274,"('undedicated', 'dedicated')",0.1687959,0.0407793,-0.1280166
75,-1.4076856,-1.1404418,"('meek', 'impulsive')",-1.4076856,-1.1404418,0.2672438
76,0.4716949,0.38587084,"('anxious', 'daring')",0.4716949,0.3858708,-0.0858241
77,-0.8283723,-0.860995,"('unmotivated', 'motivated')",-0.8283723,-0.860995,-0.0326227
78,-0.3191676,-0.35280466,"('nonresilient', 'resilient')",-0.3191676,-0.3528047,-0.0336371
79,-1.0930928,-0.96125793,"('wavering', 'unwavering')",-1.0930928,-0.9612579,0.1318349
80,0.110106826,-0.05280818,"('dominated', 'dominating')",0.1101068,-0.0528082,-0.162915
81,0.48407155,0.39919457,"('submissive', 'aggressive')",0.4840716,0.3991946,-0.084877
82,5.9501333,6.1279,"('poor', 'rich')",5.9501333,6.1279001,0.1777668
83,-0.14872521,-0.22140181,"('powerless', 'powerful')",-0.1487252,-0.2214018,-0.0726766
84,0.3017482,0.3542754,"('inferior', 'superior')",0.3017482,0.3542754,0.0525272
85,-1.3861451,-1.3849648,"('insignificant', 'prestigious')",-1.3861451,-1.3849648,0.0011803
86,0.31353202,0.20372218,"('uninfluential', 'influential')",0.313532,0.2037222,-0.1098098
87,-0.2934567,-0.278551,"('unsuccessful', 'successful')",-0.2934567,-0.278551,0.0149057
88,0.34327802,0.23985884,"('low', 'eminent')",0.343278,0.2398588,-0.1034192
