,aquifer_male,aquifer_female,tuple,average_male,average_female,female-male
0,-0.74763316,-0.8500122,"('unsociable', 'sociable')",-0.7476332,-0.8500122,-0.102379
1,-0.51872313,-0.76948905,"('unfriendly', 'friendly')",-0.5187231,-0.769489,-0.2507659
2,-0.29875028,-0.010838883,"('unlikable', 'likable')",-0.2987503,-0.0108389,0.2879114
3,-1.001385,-0.74356544,"('repellent', 'pleasant')",-1.001385,-0.7435654,0.2578196
4,-0.6199121,-0.69231224,"('disliked', 'liked')",-0.6199121,-0.6923122,-0.0724001
5,0.15525924,-0.13388039,"('distant', 'outgoing')",0.1552592,-0.1338804,-0.2891396
6,0.29155576,-0.031728327,"('distant', 'open')",0.2915558,-0.0317283,-0.3232841
7,-0.42569646,-0.18807334,"('insensitive', 'sensitive')",-0.4256965,-0.1880733,0.2376232
8,-0.9241678,-1.2257255,"('unaffectionate', 'affectionate')",-0.9241678,-1.2257255,-0.3015577
9,-0.40653092,-0.59545463,"('unaffectionate', 'caring')",-0.4065309,-0.5954546,-0.1889237
10,-1.4666381,-1.3822099,"('unsympathetic', 'sympathetic')",-1.4666381,-1.3822099,0.0844282
11,-0.70887715,-0.4226893,"('unhelpful', 'helpful')",-0.7088771,-0.4226893,0.2861878
12,-0.6650592,-0.5471607,"('unsupportive', 'supportive')",-0.6650592,-0.5471607,0.1178985
13,-1.0685338,-0.74195963,"('impolite', 'polite')",-1.0685338,-0.7419596,0.3265742
14,-0.4330475,-0.102121286,"('antisocial', 'social')",-0.4330475,-0.1021213,0.3309262
15,1.1741982,0.8876027,"('boring', 'funny')",1.1741982,0.8876027,-0.2865955
16,0.49959,0.31381023,"('unpopular', 'popular')",0.49959,0.3138102,-0.1857798
17,-0.33209413,-0.20060465,"('nasty', 'nice')",-0.3320941,-0.2006046,0.1314895
18,-1.2114185,-0.9722541,"('disagreeable', 'welcoming')",-1.2114185,-0.9722541,0.2391644
19,-1.8199451,-1.8290752,"('inhospitable', 'hospitable')",-1.8199451,-1.8290752,-0.0091301
20,-0.82472086,-0.7344922,"('rough', 'thoughtful')",-0.8247209,-0.7344922,0.0902287
21,-1.5619122,-1.0451632,"('immoral', 'moral')",-1.5619122,-1.0451632,0.516749
22,-0.18131791,0.009267744,"('untrustworthy', 'trustworthy')",-0.1813179,0.0092677,0.1905856
23,-0.009555757,0.10875106,"('insincere', 'sincere')",-0.0095558,0.1087511,0.1183069
24,-0.26257056,-0.07516983,"('dishonest', 'honest')",-0.2625706,-0.0751698,0.1874008
25,0.3623874,0.32713503,"('egoistic', 'altruistic')",0.3623874,0.327135,-0.0352524
26,1.5652924,1.1388652,"('hardhearted', 'benevolent')",1.5652924,1.1388652,-0.4264272
27,0.13879329,0.052710153,"('hardhearted', 'softhearted')",0.1387933,0.0527102,-0.0860831
28,-0.5186644,-0.61813456,"('disloyal', 'loyal')",-0.5186644,-0.6181346,-0.0994702
29,-0.42104843,-0.3998714,"('unfair', 'fair')",-0.4210484,-0.3998714,0.021177
30,-0.4611762,-0.15838008,"('intolerant', 'tolerant')",-0.4611762,-0.1583801,0.3027961
31,0.5743314,0.35338926,"('evil', 'good')",0.5743314,0.3533893,-0.2209421
32,-0.5225962,-0.4393038,"('unkind', 'kind')",-0.5225962,-0.4393038,0.0832924
33,0.7384308,0.6965111,"('wrong', 'right')",0.7384308,0.6965111,-0.0419197
34,0.639766,0.80161124,"('mean', 'honorable')",0.639766,0.8016112,0.1618452
35,1.2555066,0.90699685,"('corrupt', 'incorrupt')",1.2555066,0.9069968,-0.3485098
36,0.63058025,0.1541122,"('hostile', 'amicable')",0.6305802,0.1541122,-0.476468
37,-0.1774243,-0.10823363,"('fake', 'genuine')",-0.1774243,-0.1082336,0.0691907
38,-0.05181174,-0.10435321,"('untruthful', 'truthful')",-0.0518117,-0.1043532,-0.0525415
39,-0.63489205,-0.13991913,"('exploitative', 'cooperative')",-0.634892,-0.1399191,0.4949729
40,0.063419074,0.09093952,"('stingy', 'generous')",0.0634191,0.0909395,0.0275204
41,-0.28816763,-0.28098017,"('unforgiving', 'forgiving')",-0.2881676,-0.2809802,0.0071874
42,-1.0665538,-0.773153,"('unreliable', 'reliable')",-1.0665538,-0.773153,0.2934008
43,-1.4035296,-1.0960103,"('irresponsible', 'responsible')",-1.4035296,-1.0960103,0.3075193
44,0.0769862,0.26472583,"('prejudiced', 'unprejudiced')",0.0769862,0.2647258,0.1877396
45,0.448452,0.4121014,"('incompetent', 'competent')",0.448452,0.4121014,-0.0363506
46,-1.7327476,-1.4962593,"('uncompetitive', 'competitive')",-1.7327476,-1.4962593,0.2364883
47,1.6191071,1.6514237,"('stupid', 'smart')",1.6191071,1.6514237,0.0323166
48,-0.8024303,-0.6885589,"('unintelligent', 'intelligent')",-0.8024303,-0.6885589,0.1138714
49,-0.62460625,-0.484233,"('unable', 'able')",-0.6246063,-0.484233,0.1403733
50,-0.026001131,-0.1851716,"('clumsy', 'skillful')",-0.0260011,-0.1851716,-0.1591705
51,-1.7636721,-1.5419499,"('uneducated', 'educated')",-1.7636721,-1.5419499,0.2217222
52,0.057694398,-0.22612992,"('irrational', 'rational')",0.0576944,-0.2261299,-0.2838243
53,-1.2330443,-1.3580797,"('uncreative', 'creative')",-1.2330443,-1.3580797,-0.1250354
54,-0.41299355,-0.5245139,"('incapable', 'capable')",-0.4129936,-0.5245139,-0.1115203
55,-0.69062155,-0.35981768,"('incompetent', 'clever')",-0.6906216,-0.3598177,0.3308039
56,-0.8399307,-0.5032634,"('impractical', 'practical')",-0.8399307,-0.5032634,0.3366673
57,-0.94861954,-1.119882,"('unimaginative', 'imaginative')",-0.9486195,-1.119882,-0.1712625
58,-0.059183054,-0.17841136,"('undiscriminating', 'discriminating')",-0.0591831,-0.1784114,-0.1192283
59,1.0684044,0.93612325,"('foolish', 'wise')",1.0684044,0.9361233,-0.1322811
60,-2.0221484,-1.3848338,"('inefficient', 'efficient')",-2.0221484,-1.3848338,0.6373146
61,-0.394688,-0.40323514,"('illogical', 'logical')",-0.394688,-0.4032351,-0.0085471
62,-0.76549375,-0.30199248,"('incompetent', 'brilliant')",-0.7654938,-0.3019925,0.4635013
63,-0.98887897,-0.8238723,"('unperceptive', 'insightful')",-0.988879,-0.8238723,0.1650067
64,-1.89672,-1.4513009,"('shy', 'confident')",-1.8967201,-1.4513009,0.4454192
65,-1.0427611,-0.7769558,"('insecure', 'secure')",-1.0427611,-0.7769558,0.2658053
66,0.07687029,-0.07165833,"('inactive', 'active')",0.0768703,-0.0716583,-0.1485286
67,-0.1890707,-0.08719418,"('doubtful', 'determined')",-0.1890707,-0.0871942,0.1018765
68,-1.1418711,-0.96432996,"('dependent', 'independent')",-1.1418711,-0.96433,0.1775411
69,1.4789406,1.2456145,"('lazy', 'industrious')",1.4789406,1.2456145,-0.2333261
70,-0.88865376,-0.739663,"('lethargic', 'energetic')",-0.8886538,-0.739663,0.1489908
71,0.23609687,0.24761981,"('diffident', 'self-confident')",0.2360969,0.2476198,0.0115229
72,-0.7678171,-0.7529827,"('unambitious', 'ambitious')",-0.7678171,-0.7529827,0.0148344
73,0.09940533,0.18797855,"('helpless', 'self-reliant')",0.0994053,0.1879786,0.0885733
74,-0.7045072,-0.6487687,"('undedicated', 'dedicated')",-0.7045072,-0.6487687,0.0557385
75,0.1414472,-0.022343088,"('meek', 'impulsive')",0.1414472,-0.0223431,-0.1637903
76,-0.81731,-0.37425762,"('anxious', 'daring')",-0.81731,-0.3742576,0.4430524
77,-1.4047431,-1.0803452,"('unmotivated', 'motivated')",-1.4047431,-1.0803452,0.3243979
78,-0.797453,-0.8785986,"('nonresilient', 'resilient')",-0.797453,-0.8785986,-0.0811456
79,-0.16675,-0.49334103,"('wavering', 'unwavering')",-0.16675,-0.493341,-0.326591
80,0.033391356,0.16009611,"('dominated', 'dominating')",0.0333914,0.1600961,0.1267047
81,-1.1860992,-0.76217365,"('submissive', 'aggressive')",-1.1860992,-0.7621737,0.4239255
82,1.4942983,1.4324828,"('poor', 'rich')",1.4942983,1.4324828,-0.0618155
83,-0.85310274,-0.8179972,"('powerless', 'powerful')",-0.8531027,-0.8179972,0.0351055
84,0.25421804,0.21787657,"('inferior', 'superior')",0.254218,0.2178766,-0.0363414
85,0.5622823,0.32309228,"('insignificant', 'prestigious')",0.5622823,0.3230923,-0.23919
86,-1.1781564,-1.3318117,"('uninfluential', 'influential')",-1.1781564,-1.3318117,-0.1536553
87,0.8939472,1.0012201,"('unsuccessful', 'successful')",0.8939472,1.0012201,0.1072729
88,-0.43572894,-0.49683142,"('low', 'eminent')",-0.4357289,-0.4968314,-0.0611025
