,mettler_male,mettler_female,tuple,toledo_male,toledo_female,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,0.060247537,0.09506382,"('unsociable', 'sociable')",0.40136686,0.27414042,0.13337255,-0.0055024996,-0.39772293,-0.53043,0.049316,-0.0416821,-0.0909981
1,-1.9068784,-1.8425457,"('unfriendly', 'friendly')",1.4946933,1.5020205,0.137261,-0.0007732287,2.1099045,1.9055922,0.4587451,0.3910734,-0.0676717
2,0.77486575,0.83069235,"('unlikable', 'likable')",1.3951864,1.3983461,1.6315972,1.7372186,0.63466334,0.7752066,1.1090782,1.1853659,0.0762877
3,-0.3328643,-0.18627991,"('repellent', 'pleasant')",0.08615418,0.21693534,0.293509,0.33321086,0.31010488,0.3825822,0.0892259,0.1866121,0.0973862
4,-0.1843603,-0.11211956,"('disliked', 'liked')",-1.0969865,-1.0690162,-1.0197178,-0.9467555,-6.3316345,-6.4301825,-2.1581748,-2.1395185,0.0186563
5,-0.8305087,-0.7320118,"('distant', 'outgoing')",0.06598582,0.12659366,-0.40103987,-0.23664251,-0.30569592,-0.20890337,-0.3678147,-0.262741,0.1050737
6,-1.4692912,-1.3504549,"('distant', 'open')",0.6743232,0.8064475,-0.2555918,-0.10231902,0.40940824,0.474935,-0.1602879,-0.0428479,0.11744
7,-0.15093309,0.042677123,"('insensitive', 'sensitive')",1.2265772,1.2762827,0.4194515,0.40513593,0.98143166,1.0236305,0.6191318,0.6869316,0.0677998
8,-1.740641,-1.7821677,"('unaffectionate', 'affectionate')",0.5196287,0.59843427,-0.6318649,-0.6960802,0.8438245,0.6946947,-0.2522632,-0.2962797,-0.0440165
9,-1.365842,-1.296504,"('unaffectionate', 'caring')",1.4125936,1.4466864,0.23204198,0.2301726,1.2659488,1.1932465,0.3861856,0.3934004,0.0072148
10,-0.72100806,-0.6250416,"('unsympathetic', 'sympathetic')",1.2424717,1.2668589,-0.6343286,-0.7028835,-0.021105552,-0.08845499,-0.0334926,-0.0373803,-0.0038877
11,-0.19787261,-0.11426371,"('unhelpful', 'helpful')",0.45310077,0.48806685,0.31322038,0.3443274,1.6841581,1.7447966,0.5631517,0.6157318,0.0525801
12,0.2629996,0.5652859,"('unsupportive', 'supportive')",1.2665486,1.4423523,0.28759715,0.49691194,-1.3949976,-1.3450841,0.1055369,0.2898665,0.1843296
13,0.8783439,0.9532792,"('impolite', 'polite')",0.7256111,0.6459607,1.1575924,1.1136631,-0.10305938,-0.04001578,0.6646221,0.6682218,0.0035997
14,0.39621508,0.4777388,"('antisocial', 'social')",-0.054667257,-0.07701443,0.9240478,0.9374322,-0.7580553,-0.6950339,0.1268851,0.1607807,0.0338956
15,-0.2728569,-0.3156455,"('boring', 'funny')",0.053505387,-0.028851295,0.015890732,-0.047545623,0.31668773,0.39619425,0.0283067,0.001038,-0.0272687
16,0.072037056,0.17126258,"('unpopular', 'popular')",-1.6142821,-1.6807024,-0.1400939,-0.15567271,0.37106642,0.3566193,-0.3278181,-0.3271233,0.0006948
17,0.08482211,0.2573738,"('nasty', 'nice')",-1.3101492,-1.2207319,-1.785127,-1.7484902,-1.0333785,-0.92249876,-1.0109582,-0.9085867,0.1023715
18,-0.622409,-0.47022462,"('disagreeable', 'welcoming')",0.7168988,0.89507973,0.6675184,0.73985183,-0.3384614,-0.3517121,0.1058867,0.2032487,0.097362
19,-0.80001026,-0.6487296,"('inhospitable', 'hospitable')",0.13141209,0.22374824,-0.8173795,-0.7176833,-0.15086448,-0.06165322,-0.4092105,-0.3010795,0.108131
20,0.23665223,0.30126566,"('rough', 'thoughtful')",0.42492884,0.45641148,-0.05181498,-0.08325035,1.0826576,0.97598726,0.4231059,0.4126035,-0.0105024
21,0.0562401,0.16594811,"('immoral', 'moral')",0.44215208,0.32668197,0.35080656,0.3378189,-0.7965708,-0.7501438,0.013157,0.0200763,0.0069193
22,0.21063046,0.2601401,"('untrustworthy', 'trustworthy')",1.126307,1.1268286,0.4092819,0.36493486,-0.65322214,-0.6408775,0.2732493,0.2777565,0.0045072
23,0.3367166,0.4289166,"('insincere', 'sincere')",1.5913857,1.6167872,0.5025448,0.4314776,5.5464363,5.463556,1.9942708,1.9851843,-0.0090865
24,-0.2568902,-0.2021708,"('dishonest', 'honest')",1.8014388,1.7775944,0.27243322,0.24627458,1.0789008,0.9873209,0.7239707,0.7022548,-0.0217159
25,-0.292095,-0.3262553,"('egoistic', 'altruistic')",0.8255556,0.86607754,0.5889945,0.540465,1.9080181,1.7847527,0.7576183,0.71626,-0.0413583
26,-0.4471051,-0.4765177,"('hardhearted', 'benevolent')",1.4692916,1.3875424,1.3529671,1.3140548,1.8858805,1.7591468,1.0652585,0.9960566,-0.0692019
27,-0.40126586,-0.43652445,"('hardhearted', 'softhearted')",0.84152895,0.893832,-0.122004576,-0.15267587,1.3728472,1.2895945,0.4227764,0.3985566,-0.0242198
28,-1.5561634,-1.5949885,"('disloyal', 'loyal')",-0.30026847,-0.45103315,-0.5823545,-0.7817906,1.099877,0.82855505,-0.3347274,-0.4998143,-0.1650869
29,-0.22842939,-0.25316316,"('unfair', 'fair')",0.24555728,0.1597812,-0.5128614,-0.5772282,-0.058885843,-0.18181889,-0.1386548,-0.2131073,-0.0744525
30,0.4124294,0.50318485,"('intolerant', 'tolerant')",0.9180969,0.94627047,0.6186727,0.57164997,0.966033,1.0637076,0.728808,0.7712032,0.0423952
31,-0.9538885,-0.84283376,"('evil', 'good')",-0.8716877,-0.77350646,-0.7834109,-0.7346387,-0.86119425,-0.93176216,-0.8675454,-0.8206853,0.0468601
32,0.09453808,0.12858775,"('unkind', 'kind')",1.2890226,1.221551,0.02949094,-0.015329465,1.0634434,0.9575241,0.6191238,0.5730833,-0.0460405
33,0.06935126,0.079410255,"('wrong', 'right')",0.9562345,0.89441305,0.7960946,0.8340294,-0.17349121,-0.22529747,0.4120473,0.3956388,-0.0164085
34,0.5551329,0.8010469,"('mean', 'honorable')",-0.1177323,-0.047464713,0.6790595,0.7405685,5.6129556,5.7470374,1.682354,1.810297,0.127943
35,0.15845679,0.020305995,"('corrupt', 'incorrupt')",-1.1740222,-1.2274337,-1.0266759,-1.0768597,-0.20851009,-0.3644933,-0.5626879,-0.6621202,-0.0994323
36,-0.588814,-0.63139164,"('hostile', 'amicable')",-1.3754579,-1.3622111,-0.13680428,-0.23278445,0.07585731,-0.051180325,-0.5063047,-0.5693919,-0.0630872
37,0.620054,0.7229875,"('fake', 'genuine')",0.82320386,0.884828,-0.047383483,-0.06912565,0.83299255,0.7797871,0.5572168,0.5796192,0.0224024
38,0.011241443,0.13566531,"('untruthful', 'truthful')",0.6048297,0.656344,-0.5562008,-0.48165947,-0.14002727,-0.1543013,-0.0200392,0.0390121,0.0590513
