,ptc_male,ptc_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.26386595,0.12703545,"('unsociable', 'sociable')",0.012628108,-0.11872247,0.138247,0.0041565,-0.1340905
1,-0.59536314,-0.8483011,"('unfriendly', 'friendly')",1.6193798,1.4456087,0.5120083,0.2986538,-0.2133545
2,1.344606,1.3251992,"('unlikable', 'likable')",0.65615064,0.7188793,1.0003784,1.0220393,0.0216609
3,0.26496908,0.37574813,"('repellent', 'pleasant')",0.49305487,0.5623791,0.379012,0.4690636,0.0900516
4,0.61824733,0.47364503,"('disliked', 'liked')",-6.591022,-6.6094046,-2.9863873,-3.0678797,-0.0814924
5,-0.84785944,-1.0151467,"('distant', 'outgoing')",-0.47175056,-0.5719255,-0.659805,-0.7935361,-0.1337311
6,-1.1818272,-1.3585166,"('distant', 'open')",0.07860493,-0.049299486,-0.5516111,-0.703908,-0.1522969
7,0.29959178,0.36599255,"('insensitive', 'sensitive')",1.0548401,1.0739218,0.6772159,0.7199572,0.0427413
8,-1.164623,-1.2330195,"('unaffectionate', 'affectionate')",0.57767326,0.4517319,-0.2934749,-0.3906438,-0.0971689
9,-0.5769273,-0.6682768,"('unaffectionate', 'caring')",1.2070383,1.1469821,0.3150555,0.2393526,-0.0757029
10,-0.23677829,-0.09334054,"('unsympathetic', 'sympathetic')",-0.06182652,-0.044754684,-0.1493024,-0.0690476,0.0802548
11,0.8414992,0.8920886,"('unhelpful', 'helpful')",1.9700671,2.0272367,1.4057832,1.4596627,0.0538795
12,0.41838074,0.4885449,"('unsupportive', 'supportive')",-1.9093004,-1.8878961,-0.7454599,-0.6996756,0.0457843
13,0.31066385,0.34774917,"('impolite', 'polite')",-0.20406249,-0.14402951,0.0533007,0.1018598,0.0485591
14,1.2091237,1.2069118,"('antisocial', 'social')",0.08957316,0.06987864,0.6493484,0.6383952,-0.0109532
15,0.67834115,0.5243255,"('boring', 'funny')",0.71562797,0.64002824,0.6969845,0.5821769,-0.1148076
16,-0.6563357,-0.60498154,"('unpopular', 'popular')",0.31238666,0.35257402,-0.1719745,-0.1262038,0.0457707
17,0.044262633,0.10458494,"('nasty', 'nice')",-0.54897904,-0.5257675,-0.2523582,-0.2105913,0.0417669
18,-1.1219968,-1.0428752,"('disagreeable', 'welcoming')",-0.4429547,-0.4863974,-0.7824757,-0.7646363,0.0178394
19,0.12747315,0.06548375,"('inhospitable', 'hospitable')",-0.16077036,-0.18572906,-0.0166486,-0.0601227,-0.0434741
20,0.2807487,0.36641443,"('rough', 'thoughtful')",0.9838029,0.96355116,0.6322758,0.6649828,0.032707
21,0.46255878,0.62196267,"('immoral', 'moral')",-0.5582595,-0.41352835,-0.0478504,0.1042172,0.1520676
22,0.43446785,0.49133974,"('untrustworthy', 'trustworthy')",-0.55463696,-0.5515102,-0.0600846,-0.0300852,0.0299994
23,0.032895535,0.024091177,"('insincere', 'sincere')",6.2190914,6.1044626,3.1259935,3.0642769,-0.0617166
24,-0.2289519,-0.2589451,"('dishonest', 'honest')",1.0184356,0.9752948,0.3947418,0.3581749,-0.0365669
25,-0.47533864,-0.57307374,"('egoistic', 'altruistic')",1.3655009,1.2889107,0.4450811,0.3579185,-0.0871626
26,0.7681685,0.56068516,"('hardhearted', 'benevolent')",1.9529957,1.9097924,1.3605821,1.2352388,-0.1253433
27,-0.42274463,-0.41510075,"('hardhearted', 'softhearted')",1.267721,1.1676633,0.4224882,0.3762813,-0.0462069
28,-0.28355634,-0.35981598,"('disloyal', 'loyal')",0.81768,0.7127712,0.2670618,0.1764776,-0.0905842
29,-0.10411487,-0.13574162,"('unfair', 'fair')",-0.810088,-1.0280877,-0.4571014,-0.5819147,-0.1248133
30,1.5950782,1.5996234,"('intolerant', 'tolerant')",1.5526212,1.5670251,1.5738497,1.5833242,0.0094745
31,-0.7441261,-0.8842904,"('evil', 'good')",-0.964742,-1.1730436,-0.854434,-1.028667,-0.174233
32,0.36794427,0.26759112,"('unkind', 'kind')",0.879112,0.7703302,0.6235281,0.5189607,-0.1045674
33,-0.052850448,-0.13256548,"('wrong', 'right')",-0.67609316,-0.7234245,-0.3644718,-0.427995,-0.0635232
34,0.30098054,0.3966819,"('mean', 'honorable')",6.0283985,6.1319976,3.1646895,3.2643397,0.0996502
35,-0.74726766,-1.0108894,"('corrupt', 'incorrupt')",-0.26521674,-0.47302377,-0.5062422,-0.7419566,-0.2357144
36,-0.60586464,-0.81948787,"('hostile', 'amicable')",0.28402817,0.04990122,-0.1609182,-0.3847933,-0.2238751
37,0.007199321,0.035056107,"('fake', 'genuine')",0.35955068,0.36037692,0.183375,0.1977165,0.0143415
38,-0.12695637,-0.1594533,"('untruthful', 'truthful')",0.035961118,0.084402956,-0.0454976,-0.0375252,0.0079724
39,0.79810655,0.9750336,"('exploitative', 'cooperative')",0.10334852,0.15379341,0.4507275,0.5644135,0.113686
40,-0.21608382,-0.20009975,"('stingy', 'generous')",-1.6413406,-1.6956905,-0.9287122,-0.9478951,-0.0191829
41,0.00435677,0.02179439,"('unforgiving', 'forgiving')",0.45358464,0.40004507,0.2289707,0.2109197,-0.018051
42,1.2467884,1.3566976,"('unreliable', 'reliable')",-2.7691777,-2.6476235,-0.7611946,-0.645463,0.1157316
43,0.546957,0.63186765,"('irresponsible', 'responsible')",1.0704288,1.069609,0.8086929,0.8507383,0.0420454
44,-0.3395843,-0.24353911,"('prejudiced', 'unprejudiced')",-1.6141816,-1.5747043,-0.9768829,-0.9091217,0.0677612
45,0.71709174,0.7081602,"('incompetent', 'competent')",0.2889373,0.25582963,0.5030145,0.4819949,-0.0210196
46,0.2036237,0.38330287,"('uncompetitive', 'competitive')",-0.57566375,-0.50149065,-0.18602,-0.0590939,0.1269261
47,0.6349304,0.6779634,"('stupid', 'smart')",5.803119,5.833769,3.2190247,3.2558661,0.0368414
48,-0.25613797,-0.20091896,"('unintelligent', 'intelligent')",0.55041873,0.53408945,0.1471404,0.1665852,0.0194448
49,-0.63582087,-0.5182585,"('unable', 'able')",-0.4953256,-0.42432836,-0.5655732,-0.4712934,0.0942798
50,-0.49827048,-0.48103544,"('clumsy', 'skillful')",-0.11071271,-0.08809605,-0.3044916,-0.2845657,0.0199259
51,0.630312,0.49057713,"('uneducated', 'educated')",0.70476675,0.70298845,0.6675394,0.5967828,-0.0707566
52,-0.62890226,-0.8113241,"('irrational', 'rational')",-0.31673667,-0.46248147,-0.4728194,-0.6369028,-0.1640834
53,0.051963024,-0.02596967,"('uncreative', 'creative')",0.9439393,0.8953451,0.4979512,0.4346877,-0.0632635
54,0.31936568,0.19670598,"('incapable', 'capable')",1.1520422,1.1036352,0.7357039,0.6501706,-0.0855333
55,0.15159652,0.34897336,"('incompetent', 'clever')",0.19149894,0.24296361,0.1715477,0.2959685,0.1244208
56,1.8533803,1.8172984,"('impractical', 'practical')",0.3118069,0.34455812,1.0825936,1.0809283,-0.0016653
57,0.7864,0.67945325,"('unimaginative', 'imaginative')",-2.5417213,-2.5623553,-0.8776606,-0.941451,-0.0637904
