,allegion_male,allegion_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-1.7917577,-1.7640778,"('unsociable', 'sociable')",-0.43403488,-0.5941876,-1.1128963,-1.1791327,-0.0662364
1,-1.895882,-2.0921595,"('unfriendly', 'friendly')",2.3865037,2.166115,0.2453108,0.0369778,-0.208333
2,0.16355896,0.27359998,"('unlikable', 'likable')",0.51008344,0.65208906,0.3368212,0.4628445,0.1260233
3,-1.1644858,-0.97666794,"('repellent', 'pleasant')",-0.12481785,-0.059941098,-0.6446518,-0.5183045,0.1263473
4,0.5059036,0.33156738,"('disliked', 'liked')",-5.2896166,-5.5465765,-2.3918564,-2.6075046,-0.2156482
5,0.13890675,-0.009675413,"('distant', 'outgoing')",0.6051104,0.51829094,0.3720086,0.2543077,-0.1177009
6,-0.014863782,-0.18035756,"('distant', 'open')",0.6104533,0.5491392,0.2977948,0.1843908,-0.113404
7,-0.99711764,-0.89241135,"('insensitive', 'sensitive')",0.38053334,0.37362283,-0.3082922,-0.2593943,0.0488979
8,-0.6932705,-0.8122439,"('unaffectionate', 'affectionate')",1.1240213,0.955051,0.2153754,0.0714036,-0.1439718
9,-1.2803534,-1.3713106,"('unaffectionate', 'caring')",1.3786848,1.2526882,0.0491657,-0.0593112,-0.1084769
10,-2.5544713,-2.348723,"('unsympathetic', 'sympathetic')",-0.46012726,-0.449956,-1.5072993,-1.3993394,0.1079599
11,-1.2284595,-1.1264211,"('unhelpful', 'helpful')",1.2715735,1.2745961,0.021557,0.0740875,0.0525305
12,-1.4269118,-1.3275733,"('unsupportive', 'supportive')",-1.291561,-1.3485165,-1.3592365,-1.3380449,0.0211916
13,-1.6980605,-1.6057519,"('impolite', 'polite')",-0.79009116,-0.81636035,-1.2440758,-1.2110561,0.0330197
14,-0.82738286,-0.6311391,"('antisocial', 'social')",0.35140333,0.3181102,-0.2379898,-0.1565145,0.0814753
15,0.5872989,0.40398058,"('boring', 'funny')",0.08708513,0.06296676,0.337192,0.2334737,-0.1037183
16,-0.38776988,-0.35718596,"('unpopular', 'popular')",0.034340777,0.007703595,-0.1767146,-0.1747412,0.0019734
17,-0.12065418,-0.1368419,"('nasty', 'nice')",-0.7136223,-0.75526375,-0.4171382,-0.4460528,-0.0289146
18,-0.6102227,-0.46739316,"('disagreeable', 'welcoming')",-0.69442457,-0.6307251,-0.6523236,-0.5490592,0.1032644
19,-0.93928087,-1.0157655,"('inhospitable', 'hospitable')",-0.105978034,-0.13266711,-0.5226294,-0.5742163,-0.0515869
20,-0.639878,-0.51386905,"('rough', 'thoughtful')",1.289973,1.2639407,0.3250475,0.3750358,0.0499883
21,-1.4346694,-1.1609764,"('immoral', 'moral')",-1.3195903,-1.1347059,-1.3771298,-1.1478412,0.2292886
22,-1.3592939,-1.3244808,"('untrustworthy', 'trustworthy')",-0.59677327,-0.69826806,-0.9780336,-1.0113745,-0.0333409
23,-1.3792814,-1.339478,"('insincere', 'sincere')",5.2486687,5.221313,1.9346936,1.9409175,0.0062239
24,-1.0177935,-0.99316597,"('dishonest', 'honest')",0.8439337,0.71919614,-0.0869299,-0.1369849,-0.050055
25,-0.00508029,-0.07887015,"('egoistic', 'altruistic')",1.508758,1.3846186,0.7518388,0.6528742,-0.0989646
26,-0.021036875,-0.13161403,"('hardhearted', 'benevolent')",2.509588,2.2615855,1.2442756,1.0649858,-0.1792898
27,-0.37457675,-0.38289052,"('hardhearted', 'softhearted')",0.88171315,0.66650647,0.2535682,0.141808,-0.1117602
28,-0.82092124,-0.8420802,"('disloyal', 'loyal')",1.2688689,1.1013535,0.2239738,0.1296367,-0.0943371
29,-0.14532173,-0.23691557,"('unfair', 'fair')",-0.3629058,-0.61844015,-0.2541138,-0.4276779,-0.1735641
30,-0.53360856,-0.44421333,"('intolerant', 'tolerant')",0.4855944,0.56737673,-0.0240071,0.0615817,0.0855888
31,-0.09890694,-0.16794041,"('evil', 'good')",-0.03645581,-0.1809977,-0.0676814,-0.1744691,-0.1067877
32,-1.0932013,-1.0294493,"('unkind', 'kind')",0.62514323,0.45338592,-0.234029,-0.2880317,-0.0540027
33,0.17363323,0.054466423,"('wrong', 'right')",0.29381073,0.093359776,0.233722,0.0739131,-0.1598089
34,-0.3509331,-0.14814113,"('mean', 'honorable')",4.640122,4.9259334,2.1445944,2.3888962,0.2443018
35,1.0417906,0.8042727,"('corrupt', 'incorrupt')",-0.11435524,-0.2280343,0.4637177,0.2881192,-0.1755985
36,-0.19475564,-0.40384868,"('hostile', 'amicable')",0.9009132,0.6696313,0.3530788,0.1328913,-0.2201875
37,0.46287847,0.48732784,"('fake', 'genuine')",0.62687933,0.62064916,0.5448789,0.5539885,0.0091096
38,-0.7878597,-0.86758095,"('untruthful', 'truthful')",0.48629314,0.49460816,-0.1507833,-0.1864864,-0.0357031
39,-0.038650893,0.0032692458,"('exploitative', 'cooperative')",0.2747694,0.24176204,0.1180592,0.1225156,0.0044564
40,0.095204204,0.10569417,"('stingy', 'generous')",-1.534674,-1.7860312,-0.7197349,-0.8401685,-0.1204336
41,-1.0529766,-0.9261502,"('unforgiving', 'forgiving')",0.5581343,0.5494721,-0.2474211,-0.1883391,0.059082
42,-0.072434954,0.13431123,"('unreliable', 'reliable')",-2.4307265,-2.518135,-1.2515807,-1.1919119,0.0596688
43,-1.5317733,-1.3608755,"('irresponsible', 'responsible')",1.0165665,1.0351994,-0.2576034,-0.162838,0.0947654
44,1.3168287,1.3421904,"('prejudiced', 'unprejudiced')",-1.4462866,-1.4002064,-0.0647289,-0.029008,0.0357209
45,-1.5345875,-1.4151134,"('incompetent', 'competent')",0.9178826,0.85193896,-0.3083524,-0.2815872,0.0267652
46,-1.5265187,-1.3525255,"('uncompetitive', 'competitive')",-0.642923,-0.7056035,-1.0847208,-1.0290644,0.0556564
47,-0.94023246,-0.8981736,"('stupid', 'smart')",5.4292073,5.620805,2.2444875,2.3613157,0.1168282
48,-0.7839611,-0.64337885,"('unintelligent', 'intelligent')",0.020704731,0.071844205,-0.3816282,-0.2857673,0.0958609
49,-0.11680017,0.033131238,"('unable', 'able')",-0.31152388,-0.11132251,-0.214162,-0.0390956,0.1750664
50,-0.004448734,0.0028259736,"('clumsy', 'skillful')",-0.24708137,-0.31388882,-0.1257651,-0.1555314,-0.0297663
51,-1.4112041,-1.3533636,"('uneducated', 'educated')",0.13051882,0.094258085,-0.6403427,-0.6295528,0.0107899
52,0.54563487,0.31327423,"('irrational', 'rational')",0.19022743,0.045366123,0.3679312,0.1793202,-0.188611
53,-2.1822374,-2.174197,"('uncreative', 'creative')",1.0801668,0.89897454,-0.5510353,-0.6376112,-0.0865759
54,-1.7849762,-1.856092,"('incapable', 'capable')",0.9995853,0.9635651,-0.3926955,-0.4462634,-0.0535679
55,-1.587897,-1.3185074,"('incompetent', 'clever')",-0.124249965,0.008911684,-0.8560734,-0.6547979,0.2012755
56,-0.49234435,-0.39424056,"('impractical', 'practical')",0.45134223,0.5691344,-0.0205011,0.0874469,0.107948
57,-1.6034675,-1.6250087,"('unimaginative', 'imaginative')",-1.5840049,-1.7341712,-1.5937362,-1.67959,-0.0858538
58,0.045553975,0.08740714,"('undiscriminating', 'discriminating')",0.8559106,0.8743818,0.4507323,0.4808944,0.0301621
59,0.26025686,0.10171993,"('foolish', 'wise')",0.26867607,0.19277059,0.2644665,0.1472453,-0.1172212
60,-0.73211336,-0.44585395,"('inefficient', 'efficient')",-0.19973822,0.068126574,-0.4659258,-0.1888637,0.2770621
61,-0.5393286,-0.5849734,"('illogical', 'logical')",0.89389277,0.6286352,0.1772821,0.0218309,-0.1554512
62,-0.4784698,-0.26271993,"('incompetent', 'brilliant')",0.42272493,0.56978023,-0.0278724,0.1535302,0.1814026
63,-1.7727762,-1.6062088,"('unperceptive', 'insightful')",1.034029,1.0696476,-0.3693736,-0.2682806,0.101093
64,0.30497596,0.3062491,"('shy', 'confident')",-5.515698,-5.6035523,-2.605361,-2.6486516,-0.0432906
65,-0.8088366,-0.75996166,"('insecure', 'secure')",0.0758376,0.09807145,-0.3664995,-0.3309451,0.0355544
66,-0.39882788,-0.5354983,"('inactive', 'active')",0.9858821,0.8343726,0.2935271,0.1494371,-0.14409
67,0.39691982,0.40181035,"('doubtful', 'determined')",-0.63449633,-0.5658293,-0.1187883,-0.0820095,0.0367788
68,-0.29331797,-0.2623226,"('dependent', 'independent')",-0.81506884,-0.7286824,-0.5541934,-0.4955025,0.0586909
69,0.9594126,0.8153345,"('lazy', 'industrious')",-0.2252379,-0.24260578,0.3670873,0.2863644,-0.0807229
70,-1.1129206,-1.0129085,"('lethargic', 'energetic')",0.24586985,0.24143845,-0.4335254,-0.385735,0.0477904
71,-0.17853478,-0.22689933,"('diffident', 'self-confident')",0.8239748,0.6262466,0.32272,0.1996736,-0.1230464
72,-0.28630176,-0.18314336,"('unambitious', 'ambitious')",0.7894527,0.756908,0.2515755,0.2868823,0.0353068
73,1.2913756,1.1880186,"('helpless', 'self-reliant')",-2.7193925,-2.7627594,-0.7140085,-0.7873704,-0.0733619
74,-1.1523668,-1.055657,"('undedicated', 'dedicated')",0.70055753,0.65822023,-0.2259046,-0.1987184,0.0271862
75,0.89317197,0.76503766,"('meek', 'impulsive')",-0.77531195,-0.7237378,0.05893,0.0206499,-0.0382801
76,-0.6217694,-0.33842057,"('anxious', 'daring')",-0.36944738,-0.21455166,-0.4956084,-0.2764861,0.2191223
77,-0.86390007,-0.6753074,"('unmotivated', 'motivated')",-1.0317851,-0.95411795,-0.9478426,-0.8147126,0.13313
78,-1.424194,-1.2964619,"('nonresilient', 'resilient')",0.5711116,0.47662064,-0.4265412,-0.4099206,0.0166206
79,-0.06724446,-0.22445288,"('wavering', 'unwavering')",0.0870447,0.039657496,0.0099001,-0.0923977,-0.1022978
80,-0.005208671,0.03269862,"('dominated', 'dominating')",-0.4140786,-0.39918482,-0.2096436,-0.1832431,0.0264005
