,kamikaze_male,kamikaze_female,tuple,average_male,average_female,female-male
0,-2.0576766,-2.115009,"('unsociable', 'sociable')",-2.0576766,-2.1150091,-0.0573325
1,0.36886296,0.15301284,"('unfriendly', 'friendly')",0.368863,0.1530128,-0.2158502
2,-0.27097505,-0.23634207,"('unlikable', 'likable')",-0.2709751,-0.2363421,0.034633
3,-1.2089854,-1.1007322,"('repellent', 'pleasant')",-1.2089854,-1.1007322,0.1082532
4,-0.89826494,-0.8878183,"('disliked', 'liked')",-0.8982649,-0.8878183,0.0104466
5,0.524594,0.43665928,"('distant', 'outgoing')",0.524594,0.4366593,-0.0879347
6,0.71705264,0.6168059,"('distant', 'open')",0.7170526,0.6168059,-0.1002467
7,-1.1963081,-1.1327261,"('insensitive', 'sensitive')",-1.1963081,-1.1327261,0.063582
8,1.2156237,1.0502858,"('unaffectionate', 'affectionate')",1.2156237,1.0502858,-0.1653379
9,-0.25252208,-0.3695881,"('unaffectionate', 'caring')",-0.2525221,-0.3695881,-0.117066
10,-2.7843182,-2.7016342,"('unsympathetic', 'sympathetic')",-2.7843182,-2.7016342,0.082684
11,-1.3033136,-1.3170773,"('unhelpful', 'helpful')",-1.3033136,-1.3170773,-0.0137637
12,-1.0022912,-0.9699334,"('unsupportive', 'supportive')",-1.0022912,-0.9699334,0.0323578
13,-2.7242963,-2.7671854,"('impolite', 'polite')",-2.7242963,-2.7671854,-0.0428891
14,-2.0712075,-1.9616342,"('antisocial', 'social')",-2.0712075,-1.9616342,0.1095733
15,1.2215366,1.0601356,"('boring', 'funny')",1.2215366,1.0601356,-0.161401
16,0.15052035,0.12700753,"('unpopular', 'popular')",0.1505204,0.1270075,-0.0235129
17,-0.8651546,-0.8705696,"('nasty', 'nice')",-0.8651546,-0.8705696,-0.005415
18,-0.49047536,-0.5306072,"('disagreeable', 'welcoming')",-0.4904754,-0.5306072,-0.0401318
19,-0.14189093,-0.10594755,"('inhospitable', 'hospitable')",-0.1418909,-0.1059475,0.0359434
20,0.12337947,0.08015643,"('rough', 'thoughtful')",0.1233795,0.0801564,-0.0432231
21,-2.044625,-1.9126852,"('immoral', 'moral')",-2.044625,-1.9126852,0.1319398
22,-1.6299903,-1.520015,"('untrustworthy', 'trustworthy')",-1.6299903,-1.520015,0.1099753
23,-0.6283894,-0.64488506,"('insincere', 'sincere')",-0.6283894,-0.6448851,-0.0164957
24,-2.8483684,-2.8185241,"('dishonest', 'honest')",-2.8483684,-2.8185241,0.0298443
25,1.2709128,1.0394975,"('egoistic', 'altruistic')",1.2709128,1.0394975,-0.2314153
26,1.3306556,1.0853895,"('hardhearted', 'benevolent')",1.3306556,1.0853895,-0.2452661
27,-0.34908637,-0.5334407,"('hardhearted', 'softhearted')",-0.3490864,-0.5334407,-0.1843543
28,-0.3839624,-0.4442832,"('disloyal', 'loyal')",-0.3839624,-0.4442832,-0.0603208
29,-0.26820984,-0.2050847,"('unfair', 'fair')",-0.2682098,-0.2050847,0.0631251
30,-2.325152,-2.4038908,"('intolerant', 'tolerant')",-2.3251519,-2.4038908,-0.0787389
31,0.27018452,0.279131,"('evil', 'good')",0.2701845,0.279131,0.0089465
32,-1.5488911,-1.5610943,"('unkind', 'kind')",-1.5488911,-1.5610943,-0.0122032
33,1.1191903,1.0183531,"('wrong', 'right')",1.1191903,1.0183531,-0.1008372
34,-0.58570135,-0.55408067,"('mean', 'honorable')",-0.5857013,-0.5540807,0.0316206
35,1.2935783,1.2369654,"('corrupt', 'incorrupt')",1.2935783,1.2369654,-0.0566129
36,1.2851547,1.2129277,"('hostile', 'amicable')",1.2851547,1.2129277,-0.072227
37,-1.2400442,-1.196276,"('fake', 'genuine')",-1.2400442,-1.1962759,0.0437683
38,-0.8458778,-0.8862858,"('untruthful', 'truthful')",-0.8458778,-0.8862858,-0.040408
39,-0.8365127,-0.790542,"('exploitative', 'cooperative')",-0.8365127,-0.790542,0.0459707
40,-1.292642,-1.2832917,"('stingy', 'generous')",-1.292642,-1.2832917,0.0093503
41,-0.99497926,-1.0120368,"('unforgiving', 'forgiving')",-0.9949793,-1.0120368,-0.0170575
42,-1.7002769,-1.4679409,"('unreliable', 'reliable')",-1.7002769,-1.4679409,0.232336
43,-2.2970319,-2.2858646,"('irresponsible', 'responsible')",-2.2970319,-2.2858646,0.0111673
44,-0.9485293,-0.8701968,"('prejudiced', 'unprejudiced')",-0.9485293,-0.8701968,0.0783325
45,-2.3161232,-2.2516618,"('incompetent', 'competent')",-2.3161232,-2.2516618,0.0644614
46,-2.1371605,-2.0843885,"('uncompetitive', 'competitive')",-2.1371605,-2.0843885,0.052772
47,-0.23898375,-0.27572316,"('stupid', 'smart')",-0.2389838,-0.2757232,-0.0367394
48,-0.46071115,-0.4800055,"('unintelligent', 'intelligent')",-0.4607112,-0.4800055,-0.0192943
49,-0.8458031,-0.6818414,"('unable', 'able')",-0.8458031,-0.6818414,0.1639617
50,0.6453241,0.7257596,"('clumsy', 'skillful')",0.6453241,0.7257596,0.0804355
51,-0.4793796,-0.45372674,"('uneducated', 'educated')",-0.4793796,-0.4537267,0.0256529
52,0.41681644,0.30407944,"('irrational', 'rational')",0.4168164,0.3040794,-0.112737
53,0.015783712,-0.027292345,"('uncreative', 'creative')",0.0157837,-0.0272923,-0.043076
54,0.9963125,0.9446743,"('incapable', 'capable')",0.9963125,0.9446743,-0.0516382
55,-1.6504766,-1.6059396,"('incompetent', 'clever')",-1.6504766,-1.6059396,0.044537
56,-1.2109638,-1.2091247,"('impractical', 'practical')",-1.2109638,-1.2091247,0.0018391
57,-1.0102422,-1.0184686,"('unimaginative', 'imaginative')",-1.0102422,-1.0184686,-0.0082264
58,-0.2270882,-0.26502255,"('undiscriminating', 'discriminating')",-0.2270882,-0.2650225,-0.0379343
59,0.2747025,0.3309761,"('foolish', 'wise')",0.2747025,0.3309761,0.0562736
60,-2.1983898,-2.1013343,"('inefficient', 'efficient')",-2.1983898,-2.1013343,0.0970555
61,-1.0137616,-1.0393862,"('illogical', 'logical')",-1.0137616,-1.0393862,-0.0256246
62,-1.5814935,-1.5022827,"('incompetent', 'brilliant')",-1.5814935,-1.5022827,0.0792108
63,-0.35444218,-0.31556,"('unperceptive', 'insightful')",-0.3544422,-0.31556,0.0388822
64,-2.6633253,-2.524778,"('shy', 'confident')",-2.6633253,-2.5247779,0.1385474
65,-2.5963984,-2.4679492,"('insecure', 'secure')",-2.5963984,-2.4679492,0.1284492
66,-0.9314274,-0.9206386,"('inactive', 'active')",-0.9314274,-0.9206386,0.0107888
67,-0.046016913,-0.0083106235,"('doubtful', 'determined')",-0.0460169,-0.0083106,0.0377063
68,-0.6324024,-0.57260907,"('dependent', 'independent')",-0.6324024,-0.5726091,0.0597933
69,1.1004949,1.0821695,"('lazy', 'industrious')",1.1004949,1.0821695,-0.0183254
70,-1.5859017,-1.5256467,"('lethargic', 'energetic')",-1.5859017,-1.5256467,0.060255
71,0.22627549,0.19120699,"('diffident', 'self-confident')",0.2262755,0.191207,-0.0350685
72,-0.8556557,-0.8265659,"('unambitious', 'ambitious')",-0.8556557,-0.8265659,0.0290898
73,-0.28862512,-0.23642896,"('helpless', 'self-reliant')",-0.2886251,-0.236429,0.0521961
74,0.10458869,0.11448808,"('undedicated', 'dedicated')",0.1045887,0.1144881,0.0098994
75,1.5120975,1.5196499,"('meek', 'impulsive')",1.5120975,1.5196499,0.0075524
76,-1.4187044,-1.2655078,"('anxious', 'daring')",-1.4187044,-1.2655078,0.1531966
77,-0.03349582,0.050170533,"('unmotivated', 'motivated')",-0.0334958,0.0501705,0.0836663
78,0.88045305,0.90412486,"('nonresilient', 'resilient')",0.8804531,0.9041249,0.0236718
79,0.7470292,0.78759974,"('wavering', 'unwavering')",0.7470292,0.7875997,0.0405705
80,-1.1278183,-0.991314,"('dominated', 'dominating')",-1.1278183,-0.991314,0.1365043
81,-1.7067864,-1.5636948,"('submissive', 'aggressive')",-1.7067864,-1.5636948,0.1430916
82,0.3147054,0.3012787,"('poor', 'rich')",0.3147054,0.3012787,-0.0134267
83,-0.33624905,-0.3601116,"('powerless', 'powerful')",-0.3362491,-0.3601116,-0.0238625
84,0.37173527,0.31075525,"('inferior', 'superior')",0.3717353,0.3107553,-0.06098
85,2.2337427,2.1369615,"('insignificant', 'prestigious')",2.2337427,2.1369615,-0.0967812
86,-0.7360144,-0.82504207,"('uninfluential', 'influential')",-0.7360144,-0.8250421,-0.0890277
87,-1.6655726,-1.576071,"('unsuccessful', 'successful')",-1.6655726,-1.576071,0.0895016
88,-0.2525963,-0.35308802,"('low', 'eminent')",-0.2525963,-0.353088,-0.1004917
