,t_male,t_female,tuple,mobile_male,mobile_female,u_male,u_female,s_male,s_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.8761438,-1.0982352,"('unsociable', 'sociable')",0.38032,0.4667691,-0.38218996,-0.4945063,-0.32833755,-0.5721238,-0.2414662,-0.34378865,-0.2895635,-0.408377,-0.1188135
1,-0.054877073,0.050029144,"('unfriendly', 'friendly')",-0.83079076,-0.92952263,-0.8355099,-0.7751965,-1.1348678,-1.1039685,1.3279591,1.1907059,-0.3056173,-0.3135905,-0.0079732
2,1.4906026,1.4703625,"('unlikable', 'likable')",-0.43302917,-0.45689163,1.6982886,1.841893,1.6031947,1.664103,0.6040292,0.67074984,0.9926171,1.0380433,0.0454262
3,-0.61488444,-0.57169676,"('repellent', 'pleasant')",-0.4759901,-0.24232063,0.3926111,0.58994836,1.2801889,1.3076739,0.896881,0.9501678,0.2957613,0.4067545,0.1109932
4,0.3082372,0.3958145,"('disliked', 'liked')",-0.057481423,-0.1941575,-0.23318475,-0.34266073,0.121593475,0.06498553,-6.9900293,-7.036969,-1.370173,-1.4225975,-0.0524245
5,0.077965304,0.3946553,"('distant', 'outgoing')",-0.5506034,-0.7334119,-0.19232564,-0.035935715,-1.1579752,-0.9223233,-0.7394181,-0.7425214,-0.5124714,-0.4079074,0.104564
6,-0.0651481,0.2720307,"('distant', 'open')",-0.8819095,-1.0002142,-0.01225308,0.21153754,-1.1238023,-0.78799975,0.113802396,0.14391506,-0.3938621,-0.2321461,0.161716
7,-0.83420664,-0.9941389,"('insensitive', 'sensitive')",-0.09816004,0.08326996,0.07464409,0.076362945,-0.13923055,-0.0811972,0.49878237,0.49096495,-0.0996342,-0.0849476,0.0146866
8,-0.024252735,0.031923648,"('unaffectionate', 'affectionate')",-0.41144684,-0.5887661,-1.2976193,-1.2586069,-1.8660643,-1.744282,0.04349176,-0.020247767,-0.7111783,-0.7159958,-0.0048175
9,0.55140275,0.5904745,"('unaffectionate', 'caring')",-0.19525969,-0.25566047,-0.5292171,-0.45773882,-0.94837314,-0.8181851,0.7280869,0.7189962,-0.0786721,-0.0444227,0.0342494
10,-1.2315257,-1.4798673,"('unsympathetic', 'sympathetic')",-0.971342,-0.6283874,-0.43781775,-0.31724268,-0.3980575,-0.32628766,-0.37547237,-0.33304358,-0.6828431,-0.6169657,0.0658774
11,0.51195407,0.3624993,"('unhelpful', 'helpful')",0.9137836,0.9517457,1.1214935,1.1898,0.9276215,0.9501258,1.7603488,1.908357,1.0470403,1.0725056,0.0254653
12,0.49849036,0.66952795,"('unsupportive', 'supportive')",0.457587,0.62336046,-0.48237696,-0.21196625,-0.7835889,-0.5121385,-2.6081758,-2.4847054,-0.5836129,-0.3831844,0.2004285
13,-0.9609734,-1.2052957,"('impolite', 'polite')",0.15207015,0.2807374,0.46036616,0.36165443,0.5245977,0.3741032,0.26581976,0.23038682,0.0883761,0.0083172,-0.0800589
14,0.02873895,-0.24194059,"('antisocial', 'social')",-0.07430408,-0.061001934,-0.38276485,-0.36409378,1.0178826,0.8850946,-0.5343906,-0.5596306,0.0110324,-0.0683145,-0.0793469
15,0.92461234,0.75275517,"('boring', 'funny')",0.26385075,0.100675575,1.0410639,0.88071126,1.2819544,1.1547779,0.54654044,0.44484767,0.8116043,0.6667535,-0.1448508
16,-0.14055783,0.015801966,"('unpopular', 'popular')",0.29224485,0.3839697,-0.16098127,-0.18979067,0.6364715,0.65443736,1.2955587,1.2579118,0.3845472,0.424466,0.0399188
17,0.41834316,0.5007301,"('nasty', 'nice')",0.16925512,0.32610676,-0.3436057,-0.16129914,-0.31703737,-0.15773565,-0.34709978,-0.2909527,-0.0840289,0.0433699,0.1273988
18,-0.25267857,-0.055606317,"('disagreeable', 'welcoming')",-1.0509948,-1.1614515,-0.5420026,-0.32022876,-0.730674,-0.54657227,-0.6085177,-0.64843214,-0.6369735,-0.5464581,0.0905154
19,0.5172106,0.73093283,"('inhospitable', 'hospitable')",-1.3222529,-1.2746024,0.058333322,0.24306795,0.1211124,0.26789746,-0.45954365,-0.4081591,-0.217028,-0.0881727,0.1288553
20,-0.37193137,-0.33603713,"('rough', 'thoughtful')",0.039462868,0.17606768,0.087993726,0.18089283,0.12149967,0.13636541,1.0903419,1.0790074,0.1934734,0.2472592,0.0537858
21,0.75819355,0.46535194,"('immoral', 'moral')",-0.5205333,-0.41019052,0.51622134,0.5816328,1.6549731,1.5927254,-0.11652392,-0.10511307,0.4584661,0.4248813,-0.0335848
22,-0.2698089,-0.46586508,"('untrustworthy', 'trustworthy')",-0.6313917,-0.5953548,-0.13973153,-0.14292325,0.06919082,-0.053051177,-1.1724849,-1.2702237,-0.4288453,-0.5054836,-0.0766383
23,-0.36615184,-0.5561748,"('insincere', 'sincere')",0.5531795,0.70201135,0.97999823,1.0790498,0.35424584,0.31093833,6.468903,6.386353,1.598035,1.5844356,-0.0135994
24,0.42407516,0.26335308,"('dishonest', 'honest')",-0.4419944,-0.5090367,0.3852271,0.38502008,-0.9690287,-0.98277503,0.73006296,0.60550624,0.0256684,-0.0475865,-0.0732549
25,-0.18210934,-0.22459757,"('egoistic', 'altruistic')",-1.411344,-1.5345162,-0.5389683,-0.75430906,-0.73836315,-0.8636602,0.9452354,0.95371777,-0.3851099,-0.4846731,-0.0995632
26,0.003513962,0.0059452727,"('hardhearted', 'benevolent')",-0.1892663,-0.30166802,-0.37678075,-0.42992264,-0.030837733,0.005910814,0.621127,0.49118063,0.0055512,-0.0457108,-0.051262
27,-0.53432286,-0.40009147,"('hardhearted', 'softhearted')",-1.0409487,-0.9968072,-0.8336216,-0.727276,-0.822555,-0.7181979,0.97072995,0.9159338,-0.4521437,-0.3852878,0.0668559
28,0.028590765,-0.21828581,"('disloyal', 'loyal')",0.3917463,0.2993535,0.36887828,0.3347056,-0.15056801,-0.25680068,1.2138845,1.0539073,0.3705064,0.242576,-0.1279304
29,0.36977732,0.35147935,"('unfair', 'fair')",-0.056995116,-0.0928863,-0.26316735,-0.3067881,-1.0605795,-1.232085,-0.7760952,-0.8922306,-0.357412,-0.4345021,-0.0770901
30,-0.1469732,-0.30351016,"('intolerant', 'tolerant')",0.57384175,0.6435564,1.1599585,1.0808259,0.9069551,0.7723454,0.9575159,0.89004636,0.6902596,0.6166528,-0.0736068
31,0.22795564,0.68945897,"('evil', 'good')",-0.8658828,-0.9324922,-0.8581959,-0.5783943,-1.047147,-0.87937665,-1.1529697,-1.2217733,-0.739248,-0.5845155,0.1547325
32,0.77986264,0.47026488,"('unkind', 'kind')",0.40324435,0.3661412,0.30839673,0.16281752,0.663166,0.55757964,0.7165756,0.517548,0.5742491,0.4148703,-0.1593788
33,0.2144595,0.23778778,"('wrong', 'right')",-0.35551542,-0.5458933,0.27548704,0.15910055,-0.6761079,-0.67186624,-1.0706722,-1.1241384,-0.3224698,-0.3890019,-0.0665321
34,0.35573485,0.5574305,"('mean', 'honorable')",1.095926,1.3785449,0.8372866,1.0656338,0.41192466,0.52823067,6.4874115,6.5768495,1.8376568,2.0213379,0.1836811
35,0.28884363,0.46140203,"('corrupt', 'incorrupt')",-0.845211,-1.0796704,-0.5274434,-0.68355304,-1.0865015,-1.1146117,-0.5748895,-0.69947726,-0.5490404,-0.6231821,-0.0741417
