,icon_male,icon_female,tuple,average_male,average_female,female-male
0,0.12940304,0.117844306,"('unsociable', 'sociable')",0.129403,0.1178443,-0.0115587
1,0.84880453,0.9175426,"('unfriendly', 'friendly')",0.8488045,0.9175426,0.0687381
2,-0.14835963,-0.08890726,"('unlikable', 'likable')",-0.1483596,-0.0889073,0.0594523
3,0.712401,0.7422329,"('repellent', 'pleasant')",0.712401,0.7422329,0.0298319
4,-7.2529488,-7.435172,"('disliked', 'liked')",-7.2529488,-7.4351721,-0.1822233
5,-0.8720185,-0.8212543,"('distant', 'outgoing')",-0.8720185,-0.8212543,0.0507642
6,-0.25982335,-0.28388977,"('distant', 'open')",-0.2598234,-0.2838898,-0.0240664
7,0.93293786,1.0199311,"('insensitive', 'sensitive')",0.9329379,1.0199311,0.0869932
8,0.79622245,0.8299631,"('unaffectionate', 'affectionate')",0.7962224,0.8299631,0.0337407
9,0.9852969,1.1009732,"('unaffectionate', 'caring')",0.9852969,1.1009732,0.1156763
10,1.4731635,1.4427645,"('unsympathetic', 'sympathetic')",1.4731635,1.4427645,-0.030399
11,1.3312362,1.341872,"('unhelpful', 'helpful')",1.3312362,1.341872,0.0106358
12,-1.8072076,-1.8446913,"('unsupportive', 'supportive')",-1.8072076,-1.8446913,-0.0374837
13,0.05436836,0.0625003,"('impolite', 'polite')",0.0543684,0.0625003,0.0081319
14,0.51300585,0.40553162,"('antisocial', 'social')",0.5130059,0.4055316,-0.1074743
15,0.026934173,-0.019003049,"('boring', 'funny')",0.0269342,-0.019003,-0.0459372
16,-0.8340076,-0.77674514,"('unpopular', 'popular')",-0.8340076,-0.7767451,0.0572625
17,-0.5375097,-0.48207402,"('nasty', 'nice')",-0.5375097,-0.482074,0.0554357
18,-0.068725675,-0.10556246,"('disagreeable', 'welcoming')",-0.0687257,-0.1055625,-0.0368368
19,-1.0543327,-1.0561076,"('inhospitable', 'hospitable')",-1.0543327,-1.0561076,-0.0017749
20,0.9236834,0.8831495,"('rough', 'thoughtful')",0.9236834,0.8831495,-0.0405339
21,-0.12998725,-0.07432486,"('immoral', 'moral')",-0.1299873,-0.0743249,0.0556624
22,-0.013074018,-0.06920573,"('untrustworthy', 'trustworthy')",-0.013074,-0.0692057,-0.0561317
23,5.9812818,6.079186,"('insincere', 'sincere')",5.9812818,6.079186,0.0979042
24,1.6020052,1.5026634,"('dishonest', 'honest')",1.6020052,1.5026634,-0.0993418
25,0.5487869,0.51925707,"('egoistic', 'altruistic')",0.5487869,0.5192571,-0.0295298
26,0.74259,0.6496747,"('hardhearted', 'benevolent')",0.74259,0.6496747,-0.0929153
27,1.8033699,1.707954,"('hardhearted', 'softhearted')",1.8033699,1.707954,-0.0954159
28,1.021938,1.0261383,"('disloyal', 'loyal')",1.021938,1.0261383,0.0042003
29,-0.7690391,-0.87146854,"('unfair', 'fair')",-0.7690391,-0.8714685,-0.1024294
30,1.2320309,1.208619,"('intolerant', 'tolerant')",1.2320309,1.208619,-0.0234119
31,-1.7069654,-1.6785808,"('evil', 'good')",-1.7069654,-1.6785808,0.0283846
32,0.93000877,0.86070174,"('unkind', 'kind')",0.9300088,0.8607017,-0.0693071
33,-0.79421765,-0.8290317,"('wrong', 'right')",-0.7942176,-0.8290317,-0.0348141
34,4.2417564,4.4269676,"('mean', 'honorable')",4.2417564,4.4269676,0.1852112
35,-0.92088926,-1.127502,"('corrupt', 'incorrupt')",-0.9208893,-1.127502,-0.2066127
36,-1.1085123,-1.1437258,"('hostile', 'amicable')",-1.1085123,-1.1437258,-0.0352135
