,regions_male,regions_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,female-male
0,0.38671428,0.30684775,"('unsociable', 'sociable')",-0.17214793,-0.31807947,0.28140983,0.1350503,0.1653254,0.0412729,-0.1240525
1,-1.4906889,-1.5090075,"('unfriendly', 'friendly')",1.1619122,1.0939293,0.75957227,0.71028894,0.1435985,0.0984036,-0.0451949
2,0.55596656,0.52496153,"('unlikable', 'likable')",2.4740353,2.551113,1.0685694,1.0450344,1.3661904,1.373703,0.0075126
3,0.5703614,0.68887573,"('repellent', 'pleasant')",-0.5180104,-0.44889724,1.0649455,1.083484,0.3724322,0.4411542,0.068722
4,-1.0140406,-1.1334679,"('disliked', 'liked')",0.40870523,0.32043284,-6.6141944,-6.868441,-2.4065099,-2.560492,-0.1539821
5,-1.855435,-1.8958187,"('distant', 'outgoing')",0.7489544,0.73286885,-1.5688688,-1.5697948,-0.8917831,-0.9109149,-0.0191318
6,-1.9717317,-1.9503655,"('distant', 'open')",-0.090152,-0.06047695,-1.5024165,-1.4757212,-1.1881,-1.1621879,0.0259121
7,1.8877691,1.9415739,"('insensitive', 'sensitive')",0.5395415,0.56059396,0.8903444,0.94376105,1.1058849,1.1486429,0.042758
8,-0.955321,-0.9864852,"('unaffectionate', 'affectionate')",0.20168164,0.18011416,-0.12475006,-0.12855689,-0.2927965,-0.3116426,-0.0188461
9,0.3136719,0.26773545,"('unaffectionate', 'caring')",1.116674,1.085093,0.7163565,0.7600642,0.7155674,0.7042975,-0.0112699
10,1.882223,1.9553769,"('unsympathetic', 'sympathetic')",-1.0465298,-0.991382,0.30830014,0.3618133,0.3813311,0.4419361,0.060605
11,0.8732745,0.85885525,"('unhelpful', 'helpful')",0.3229701,0.3142704,2.4951308,2.546193,1.2304584,1.2397728,0.0093144
12,1.6615697,1.7574377,"('unsupportive', 'supportive')",0.89428765,1.0166653,-2.1368413,-2.1360936,0.139672,0.2126698,0.0729978
13,1.5715911,1.5447098,"('impolite', 'polite')",0.13700835,0.19645916,-0.30055952,-0.31917512,0.4693466,0.473998,0.0046514
14,2.0690377,1.9885114,"('antisocial', 'social')",1.8721589,1.862525,0.7349455,0.5824416,1.5587139,1.4778261,-0.0808878
