,vornado_male,vornado_female,tuple,realty_male,realty_female,trust_male,trust_female,average_male,average_female,female-male
0,-0.9158718,-1.0496293,"('unsociable', 'sociable')",-0.6686466,-0.77193266,0.9305903,0.815962,-0.2179761,-0.3352,-0.1172239
1,-1.5023849,-1.5385523,"('unfriendly', 'friendly')",-0.083548814,-0.105640545,1.4560294,1.3767622,-0.0433014,-0.0891436,-0.0458422
2,0.808295,0.85357213,"('unlikable', 'likable')",1.1589981,1.2259321,1.2247692,1.2761803,1.0640208,1.1185615,0.0545407
3,0.110051416,0.18606192,"('repellent', 'pleasant')",-0.83283854,-0.7046516,0.90892756,0.9407913,0.0620468,0.1407339,0.0786871
4,-0.061990954,-0.06331982,"('disliked', 'liked')",0.83190835,0.81505847,-7.216965,-7.2194695,-2.1490159,-2.1559103,-0.0068944
5,-0.9424901,-0.93079513,"('distant', 'outgoing')",0.6085527,0.62986845,-0.7662611,-0.75245124,-0.3667328,-0.351126,0.0156068
6,-1.0366843,-0.9851692,"('distant', 'open')",0.61405104,0.6672192,-0.43744466,-0.43404955,-0.2866926,-0.2506665,0.0360261
7,-0.2303946,-0.22519459,"('insensitive', 'sensitive')",-0.6501354,-0.5699847,1.3507018,1.3984303,0.1567239,0.2010837,0.0443598
8,-1.3271803,-1.3379116,"('unaffectionate', 'affectionate')",0.071473435,0.06646049,0.6106489,0.55425775,-0.2150193,-0.2390645,-0.0240452
9,-1.2126228,-1.211209,"('unaffectionate', 'caring')",0.2674906,0.27766746,1.7636052,1.7853453,0.2728244,0.2839346,0.0111102
10,-0.6943631,-0.74884236,"('unsympathetic', 'sympathetic')",-2.01238,-1.9846438,0.9224844,0.9641462,-0.5947529,-0.58978,0.0049729
11,-0.27450955,-0.3227958,"('unhelpful', 'helpful')",-0.5926159,-0.61002296,2.8371806,2.825095,0.656685,0.6307587,-0.0259263
12,-0.45738676,-0.448941,"('unsupportive', 'supportive')",0.33308837,0.4335294,-1.34219,-1.3144227,-0.4888295,-0.4432781,0.0455514
13,0.5060868,0.36239153,"('impolite', 'polite')",-0.52437747,-0.59966266,1.2241024,1.1973761,0.4019372,0.320035,-0.0819022
14,-0.016322576,0.0016735792,"('antisocial', 'social')",-0.12164872,-0.08210486,0.8481486,0.8422403,0.2367258,0.2539363,0.0172105
15,-0.16356033,-0.24517386,"('boring', 'funny')",1.1093743,0.9915161,0.12385621,0.08206388,0.3565567,0.2761354,-0.0804213
16,-0.28187242,-0.31599635,"('unpopular', 'popular')",0.7282098,0.7016257,0.40109667,0.4181078,0.282478,0.2679124,-0.0145656
17,-0.06738098,-0.050010353,"('nasty', 'nice')",0.740184,0.76507276,0.20251617,0.17593193,0.2917731,0.2969981,0.005225
18,0.45738584,0.47856486,"('disagreeable', 'welcoming')",0.6136594,0.6830438,-0.68706745,-0.6651798,0.1279926,0.1654763,0.0374837
19,-1.0074078,-1.0152993,"('inhospitable', 'hospitable')",-0.6552587,-0.62978506,-1.1008981,-1.1111345,-0.9211882,-0.9187396,0.0024486
