,tsunami_male,tsunami_female,tuple,average_male,average_female,female-male
0,0.071726,0.04496483,"('unsociable', 'sociable')",0.071726,0.0449648,-0.0267612
1,0.5432598,0.5451235,"('unfriendly', 'friendly')",0.5432598,0.5451235,0.0018637
2,-0.2105806,-0.14028797,"('unlikable', 'likable')",-0.2105806,-0.140288,0.0702926
3,0.88894296,0.9179248,"('repellent', 'pleasant')",0.888943,0.9179248,0.0289818
4,-7.331531,-7.531156,"('disliked', 'liked')",-7.331531,-7.5311561,-0.1996251
5,-1.018193,-0.9773922,"('distant', 'outgoing')",-1.018193,-0.9773922,0.0408008
6,-0.47621167,-0.51610357,"('distant', 'open')",-0.4762117,-0.5161036,-0.0398919
7,0.83960444,0.90651184,"('insensitive', 'sensitive')",0.8396044,0.9065118,0.0669074
8,0.62920094,0.5807905,"('unaffectionate', 'affectionate')",0.6292009,0.5807905,-0.0484104
9,0.93339145,0.9976987,"('unaffectionate', 'caring')",0.9333915,0.9976987,0.0643072
10,1.3496832,1.3599006,"('unsympathetic', 'sympathetic')",1.3496832,1.3599006,0.0102174
11,1.3205177,1.3548125,"('unhelpful', 'helpful')",1.3205177,1.3548125,0.0342948
12,-1.8650217,-1.9027941,"('unsupportive', 'supportive')",-1.8650217,-1.9027941,-0.0377724
13,-0.064464524,-0.033901237,"('impolite', 'polite')",-0.0644645,-0.0339012,0.0305633
14,0.6372846,0.57228595,"('antisocial', 'social')",0.6372846,0.572286,-0.0649986
15,-0.15769729,-0.24540217,"('boring', 'funny')",-0.1576973,-0.2454022,-0.0877049
16,-0.7899418,-0.7943215,"('unpopular', 'popular')",-0.7899418,-0.7943215,-0.0043797
17,-0.28535384,-0.20061737,"('nasty', 'nice')",-0.2853538,-0.2006174,0.0847364
18,-0.25101265,-0.32882276,"('disagreeable', 'welcoming')",-0.2510127,-0.3288228,-0.0778101
19,-1.0931852,-1.1261069,"('inhospitable', 'hospitable')",-1.0931852,-1.1261069,-0.0329217
20,0.86034346,0.8261173,"('rough', 'thoughtful')",0.8603435,0.8261173,-0.0342262
21,-0.180315,-0.09439278,"('immoral', 'moral')",-0.180315,-0.0943928,0.0859222
22,-0.14506471,-0.18557319,"('untrustworthy', 'trustworthy')",-0.1450647,-0.1855732,-0.0405085
23,6.0178375,6.118644,"('insincere', 'sincere')",6.0178375,6.1186442,0.1008067
24,1.3554376,1.2714355,"('dishonest', 'honest')",1.3554376,1.2714355,-0.0840021
25,0.5263896,0.45325756,"('egoistic', 'altruistic')",0.5263896,0.4532576,-0.073132
26,0.6824268,0.58735627,"('hardhearted', 'benevolent')",0.6824268,0.5873563,-0.0950705
27,1.5672759,1.4130585,"('hardhearted', 'softhearted')",1.5672759,1.4130585,-0.1542174
28,0.9082333,0.90168613,"('disloyal', 'loyal')",0.9082333,0.9016861,-0.0065472
29,-0.6459022,-0.7228725,"('unfair', 'fair')",-0.6459022,-0.7228725,-0.0769703
30,1.0943574,1.0814812,"('intolerant', 'tolerant')",1.0943574,1.0814812,-0.0128762
31,-1.6124032,-1.5946388,"('evil', 'good')",-1.6124032,-1.5946388,0.0177644
32,0.85008454,0.77192205,"('unkind', 'kind')",0.8500845,0.7719221,-0.0781624
33,-0.6688885,-0.67313254,"('wrong', 'right')",-0.6688885,-0.6731325,-0.004244
34,4.2242923,4.383463,"('mean', 'honorable')",4.2242923,4.3834629,0.1591706
35,-0.9050131,-1.1219361,"('corrupt', 'incorrupt')",-0.9050131,-1.1219361,-0.216923
36,-1.0240201,-1.078478,"('hostile', 'amicable')",-1.0240201,-1.078478,-0.0544579
37,0.8133411,0.8054108,"('fake', 'genuine')",0.8133411,0.8054108,-0.0079303
38,-0.5419931,-0.4741145,"('untruthful', 'truthful')",-0.5419931,-0.4741145,0.0678786
39,0.6099646,0.56052303,"('exploitative', 'cooperative')",0.6099646,0.560523,-0.0494416
40,-1.2522957,-1.4545215,"('stingy', 'generous')",-1.2522957,-1.4545215,-0.2022258
41,0.12880947,0.11189014,"('unforgiving', 'forgiving')",0.1288095,0.1118901,-0.0169194
42,-1.9291424,-2.0507944,"('unreliable', 'reliable')",-1.9291424,-2.0507944,-0.121652
43,0.9055747,0.944174,"('irresponsible', 'responsible')",0.9055747,0.944174,0.0385993
44,-0.55850875,-0.58131427,"('prejudiced', 'unprejudiced')",-0.5585088,-0.5813143,-0.0228055
45,0.06830657,0.05184188,"('incompetent', 'competent')",0.0683066,0.0518419,-0.0164647
46,-0.28857356,-0.3323561,"('uncompetitive', 'competitive')",-0.2885736,-0.3323561,-0.0437825
47,4.832845,5.0056214,"('stupid', 'smart')",4.8328452,5.0056214,0.1727762
48,0.16357058,0.19526823,"('unintelligent', 'intelligent')",0.1635706,0.1952682,0.0316976
49,-0.13138339,-0.07129595,"('unable', 'able')",-0.1313834,-0.0712959,0.0600875
50,-0.73892415,-0.7742654,"('clumsy', 'skillful')",-0.7389241,-0.7742654,-0.0353413
51,0.48360327,0.3615953,"('uneducated', 'educated')",0.4836033,0.3615953,-0.122008
52,-0.8009005,-0.8938654,"('irrational', 'rational')",-0.8009005,-0.8938654,-0.0929649
53,-0.59537274,-0.65736204,"('uncreative', 'creative')",-0.5953727,-0.657362,-0.0619893
54,0.65415657,0.7108835,"('incapable', 'capable')",0.6541566,0.7108835,0.0567269
