,caesars_male,caesars_female,tuple,entertainment_male,entertainment_female,inc_male,inc_female,de_male,de_female,average_male,average_female,female-male
0,0.7123934,0.57190317,"('unsociable', 'sociable')",1.4418129,1.2528611,-0.077961996,-0.21218634,-0.30699515,-0.36584368,0.4423123,0.3116836,-0.1306287
1,0.06578537,0.008948831,"('unfriendly', 'friendly')",0.4226089,0.43167588,0.46564212,0.2587739,1.8194894,1.7412219,0.6933814,0.6101551,-0.0832263
2,1.5741343,1.6291032,"('unlikable', 'likable')",1.2841941,1.431021,1.5118077,1.7265364,-0.028393738,0.07832339,1.0854356,1.216246,0.1308104
3,-1.2728676,-1.2920234,"('repellent', 'pleasant')",-0.18994364,-0.017492998,-0.25894186,-0.19860561,0.68293154,0.70188254,-0.2597054,-0.2015599,0.0581455
4,0.31327847,0.39462295,"('disliked', 'liked')",-0.53512263,-0.49621695,0.40248048,0.34808534,-7.3889356,-7.5002837,-1.8020748,-1.8134481,-0.0113733
5,-0.1599803,-0.061456997,"('distant', 'outgoing')",0.0040225387,0.08233498,0.2712686,0.21598537,-0.39643842,-0.4299822,-0.0702819,-0.0482797,0.0220022
6,-0.27856356,-0.19533484,"('distant', 'open')",-0.5764967,-0.47792962,-0.1448991,-0.20401403,0.4622008,0.4298163,-0.1344396,-0.1118655,0.0225741
7,-0.6512669,-0.7427392,"('insensitive', 'sensitive')",-0.07746959,-0.019735053,-0.1986945,-0.24353652,0.41694123,0.37003604,-0.1276224,-0.1589937,-0.0313713
8,0.314067,0.29273313,"('unaffectionate', 'affectionate')",0.6818812,0.7110585,-0.43551522,-0.499342,0.70566964,0.6189399,0.3165256,0.2808474,-0.0356782
9,-0.107429475,-0.12517601,"('unaffectionate', 'caring')",0.9401016,0.97051644,-0.14340426,-0.1930948,0.7701298,0.73531127,0.3648494,0.3468892,-0.0179602
10,-2.0520651,-2.218429,"('unsympathetic', 'sympathetic')",-1.0696095,-0.958399,-1.1843965,-1.247688,-0.9005137,-0.8904634,-1.3016462,-1.3287449,-0.0270987
11,-1.9345889,-2.0669096,"('unhelpful', 'helpful')",0.011961503,0.015259447,0.086084045,0.12013867,0.5979161,0.6443966,-0.3096568,-0.3217787,-0.0121219
12,0.054441955,0.06903861,"('unsupportive', 'supportive')",0.33299935,0.47052705,0.26027328,0.33248147,-2.5035107,-2.5466585,-0.463949,-0.4186528,0.0452962
13,-0.24116898,-0.28230652,"('impolite', 'polite')",0.05983273,0.022106435,-0.24496509,-0.23628227,-0.5778909,-0.58160007,-0.2510481,-0.2695206,-0.0184725
14,0.17100371,0.10854953,"('antisocial', 'social')",1.6790559,1.6354985,0.34837317,0.37530422,-0.510678,-0.5570905,0.4219387,0.3905655,-0.0313732
15,0.31784996,0.2863026,"('boring', 'funny')",0.95183426,0.82773817,0.5602798,0.511635,0.23805527,0.18671872,0.5170048,0.4530986,-0.0639062
