,underpass_male,underpass_female,tuple,average_male,average_female,female-male
0,0.69485664,0.50527185,"('unsociable', 'sociable')",0.6948566,0.5052719,-0.1895847
1,-1.4918447,-1.6130704,"('unfriendly', 'friendly')",-1.4918447,-1.6130704,-0.1212257
2,0.04988439,0.04898771,"('unlikable', 'likable')",0.0498844,0.0489877,-0.0008967
3,-0.4587605,-0.29342738,"('repellent', 'pleasant')",-0.4587605,-0.2934274,0.1653331
4,-2.290634,-2.270007,"('disliked', 'liked')",-2.2906339,-2.2700069,0.020627
5,-1.3961725,-1.3885161,"('distant', 'outgoing')",-1.3961725,-1.3885161,0.0076564
6,-1.4557813,-1.423761,"('distant', 'open')",-1.4557813,-1.423761,0.0320203
7,0.6008548,0.65540373,"('insensitive', 'sensitive')",0.6008548,0.6554037,0.0545489
8,-2.0655923,-2.0215456,"('unaffectionate', 'affectionate')",-2.0655923,-2.0215456,0.0440467
9,-1.2232112,-1.1822813,"('unaffectionate', 'caring')",-1.2232112,-1.1822813,0.0409299
10,0.014770071,0.07224479,"('unsympathetic', 'sympathetic')",0.0147701,0.0722448,0.0574747
11,1.2657073,1.3149215,"('unhelpful', 'helpful')",1.2657073,1.3149215,0.0492142
12,-1.020258,-0.93200755,"('unsupportive', 'supportive')",-1.0202579,-0.9320076,0.0882503
13,0.6464595,0.6791995,"('impolite', 'polite')",0.6464595,0.6791995,0.03274
14,0.5919177,0.52544564,"('antisocial', 'social')",0.5919177,0.5254456,-0.0664721
15,0.94650596,0.6747216,"('boring', 'funny')",0.946506,0.6747216,-0.2717844
16,0.025095306,-0.13141021,"('unpopular', 'popular')",0.0250953,-0.1314102,-0.1565055
17,-0.20231129,-0.19482988,"('nasty', 'nice')",-0.2023113,-0.1948299,0.0074814
18,-1.1941328,-1.1214368,"('disagreeable', 'welcoming')",-1.1941328,-1.1214368,0.072696
19,-2.2935472,-2.2331283,"('inhospitable', 'hospitable')",-2.2935472,-2.2331283,0.0604189
20,-0.39166066,-0.34708503,"('rough', 'thoughtful')",-0.3916607,-0.347085,0.0445757
21,0.40569472,0.4630948,"('immoral', 'moral')",0.4056947,0.4630948,0.0574001
22,-0.13059947,-0.16784364,"('untrustworthy', 'trustworthy')",-0.1305995,-0.1678436,-0.0372441
23,2.0708497,1.9827693,"('insincere', 'sincere')",2.0708497,1.9827693,-0.0880804
24,-0.12435304,-0.17105836,"('dishonest', 'honest')",-0.124353,-0.1710584,-0.0467054
25,-0.5896321,-0.72666675,"('egoistic', 'altruistic')",-0.5896321,-0.7266667,-0.1370346
26,0.05062551,-0.06333273,"('hardhearted', 'benevolent')",0.0506255,-0.0633327,-0.1139582
27,-0.21319726,-0.0973104,"('hardhearted', 'softhearted')",-0.2131973,-0.0973104,0.1158869
28,-0.30414382,-0.35244936,"('disloyal', 'loyal')",-0.3041438,-0.3524494,-0.0483056
29,-0.684442,-0.800079,"('unfair', 'fair')",-0.684442,-0.800079,-0.115637
30,1.3048985,1.2233378,"('intolerant', 'tolerant')",1.3048985,1.2233378,-0.0815607
31,-2.7100344,-2.819638,"('evil', 'good')",-2.7100344,-2.819638,-0.1096036
32,0.012063552,-0.07856048,"('unkind', 'kind')",0.0120636,-0.0785605,-0.0906241
33,-0.6801678,-0.7029392,"('wrong', 'right')",-0.6801678,-0.7029392,-0.0227714
34,1.6549056,1.6528401,"('mean', 'honorable')",1.6549056,1.6528401,-0.0020655
35,-1.3489022,-1.5912962,"('corrupt', 'incorrupt')",-1.3489022,-1.5912962,-0.242394
36,-1.6931411,-1.850596,"('hostile', 'amicable')",-1.6931411,-1.850596,-0.1574549
37,-0.504231,-0.53304243,"('fake', 'genuine')",-0.504231,-0.5330424,-0.0288114
38,-0.023061499,-0.091316916,"('untruthful', 'truthful')",-0.0230615,-0.0913169,-0.0682554
39,0.007936906,0.093095854,"('exploitative', 'cooperative')",0.0079369,0.0930959,0.085159
40,-1.601021,-1.5300837,"('stingy', 'generous')",-1.6010211,-1.5300837,0.0709374
41,0.05219328,-0.08856638,"('unforgiving', 'forgiving')",0.0521933,-0.0885664,-0.1407597
42,-0.4949349,-0.47019228,"('unreliable', 'reliable')",-0.4949349,-0.4701923,0.0247426
43,0.3387741,0.3658428,"('irresponsible', 'responsible')",0.3387741,0.3658428,0.0270687
44,0.049841303,0.11275849,"('prejudiced', 'unprejudiced')",0.0498413,0.1127585,0.0629172
45,0.56694496,0.5281709,"('incompetent', 'competent')",0.566945,0.5281709,-0.0387741
46,0.22706681,0.26860976,"('uncompetitive', 'competitive')",0.2270668,0.2686098,0.041543
47,1.8551056,1.8918073,"('stupid', 'smart')",1.8551056,1.8918073,0.0367017
48,-0.060372476,-0.089830846,"('unintelligent', 'intelligent')",-0.0603725,-0.0898308,-0.0294583
