,harman_male,harman_female,tuple,intl_male,intl_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.65376306,-0.7991561,"('unsociable', 'sociable')",-0.79608893,-0.97590417,-0.15367164,-0.26575595,-0.14868854,-0.35135674,-0.438053,-0.5980433,-0.1599903
1,-1.1388285,-1.184534,"('unfriendly', 'friendly')",-1.9749558,-2.0499158,-1.762993,-1.8636025,1.4367027,1.3663304,-0.8600186,-0.9329305,-0.0729119
2,0.80203193,0.7904238,"('unlikable', 'likable')",0.9865934,1.0325483,0.7825444,0.8334563,0.48953092,0.6076175,0.7651752,0.8160114,0.0508362
3,-1.5844525,-1.5185398,"('repellent', 'pleasant')",-0.4032729,-0.40486187,-0.06634076,-0.02943225,0.30095145,0.32860917,-0.4382787,-0.4060562,0.0322225
4,0.46208945,0.34701428,"('disliked', 'liked')",-0.5367251,-0.57327104,-1.0188756,-1.1329798,-6.0805755,-6.1630993,-1.7935216,-1.880584,-0.0870624
5,0.67684054,0.7118114,"('distant', 'outgoing')",-0.7596921,-0.70675737,-1.3607471,-1.341182,-0.5056956,-0.45108867,-0.4873236,-0.4468042,0.0405194
6,0.46819144,0.52388144,"('distant', 'open')",-0.996998,-0.9413899,-1.3158323,-1.3110299,-0.091279864,-0.043262824,-0.4839797,-0.4429503,0.0410294
7,-1.3368211,-1.3832633,"('insensitive', 'sensitive')",-0.6973296,-0.7004228,-0.1618209,-0.12460872,0.35278574,0.3591924,-0.4607964,-0.4622756,-0.0014792
8,0.3188748,0.3061384,"('unaffectionate', 'affectionate')",-1.9731061,-2.0566561,-2.427239,-2.4377356,0.19147807,0.14458336,-0.9724981,-1.0109175,-0.0384194
9,-0.117714256,-0.15111086,"('unaffectionate', 'caring')",-1.9099894,-1.9807543,-1.791172,-1.8120399,0.82808924,0.80976146,-0.7476966,-0.7835358,-0.0358392
10,-1.5956911,-1.6609727,"('unsympathetic', 'sympathetic')",-1.5696324,-1.6733437,-0.8269397,-0.82345426,-0.19360888,-0.27946877,-1.046468,-1.1093099,-0.0628419
11,0.02241391,-0.063866444,"('unhelpful', 'helpful')",-0.50552285,-0.56106675,-0.072374284,-0.14122644,1.9610839,1.9214389,0.3514002,0.2888198,-0.0625804
12,0.053364754,0.07337548,"('unsupportive', 'supportive')",-2.032657,-2.023401,-1.4915354,-1.4720652,-2.2185004,-2.202821,-1.422332,-1.4062279,0.0161041
13,-0.26310536,-0.303648,"('impolite', 'polite')",0.48363495,0.48040637,1.3647361,1.4147257,-0.058042295,-0.07050851,0.3818058,0.3802439,-0.0015619
