,intent_male,intent_female,tuple,average_male,average_female,female-male
0,0.13887525,-0.02202341,"('unsociable', 'sociable')",0.1388752,-0.0220234,-0.1608986
1,1.0790936,1.0781665,"('unfriendly', 'friendly')",1.0790936,1.0781665,-0.0009271
2,0.4300362,0.6096568,"('unlikable', 'likable')",0.4300362,0.6096568,0.1796206
3,0.876785,1.0187355,"('repellent', 'pleasant')",0.876785,1.0187355,0.1419505
4,-7.56293,-7.4332943,"('disliked', 'liked')",-7.5629301,-7.4332943,0.1296358
5,-0.57992995,-0.27152222,"('distant', 'outgoing')",-0.5799299,-0.2715222,0.3084077
6,-0.29431,-0.0007271506,"('distant', 'open')",-0.29431,-0.0007272,0.2935828
7,0.85360044,0.8671409,"('insensitive', 'sensitive')",0.8536004,0.8671409,0.0135405
8,1.0038933,0.9953198,"('unaffectionate', 'affectionate')",1.0038933,0.9953198,-0.0085735
9,1.5408252,1.6460575,"('unaffectionate', 'caring')",1.5408252,1.6460575,0.1052323
10,1.4900368,1.4910741,"('unsympathetic', 'sympathetic')",1.4900368,1.4910741,0.0010373
11,2.1058078,2.1418765,"('unhelpful', 'helpful')",2.1058078,2.1418765,0.0360687
12,-1.4922451,-1.4607619,"('unsupportive', 'supportive')",-1.4922451,-1.4607619,0.0314832
13,0.44338536,0.3076252,"('impolite', 'polite')",0.4433854,0.3076252,-0.1357602
14,-0.02967567,-0.21160735,"('antisocial', 'social')",-0.0296757,-0.2116074,-0.1819317
15,0.28226498,0.23247436,"('boring', 'funny')",0.282265,0.2324744,-0.0497906
16,-0.4579006,-0.2954625,"('unpopular', 'popular')",-0.4579006,-0.2954625,0.1624381
17,-0.468932,-0.40393937,"('nasty', 'nice')",-0.468932,-0.4039394,0.0649926
18,-0.6060852,-0.74595916,"('disagreeable', 'welcoming')",-0.6060852,-0.7459592,-0.139874
19,-0.80115294,-0.56323457,"('inhospitable', 'hospitable')",-0.8011529,-0.5632346,0.2379183
20,0.9545022,0.78762925,"('rough', 'thoughtful')",0.9545022,0.7876292,-0.166873
21,0.13170375,0.22379103,"('immoral', 'moral')",0.1317037,0.223791,0.0920873
22,-0.39670733,-0.42903098,"('untrustworthy', 'trustworthy')",-0.3967073,-0.429031,-0.0323237
23,6.5568576,6.491264,"('insincere', 'sincere')",6.5568576,6.4912639,-0.0655937
24,1.7470542,1.7159879,"('dishonest', 'honest')",1.7470542,1.7159879,-0.0310663
25,0.3222756,0.2648824,"('egoistic', 'altruistic')",0.3222756,0.2648824,-0.0573932
26,0.030150842,-0.104038596,"('hardhearted', 'benevolent')",0.0301508,-0.1040386,-0.1341894
27,1.4819416,1.3458376,"('hardhearted', 'softhearted')",1.4819416,1.3458376,-0.136104
28,1.2911677,1.2586517,"('disloyal', 'loyal')",1.2911677,1.2586517,-0.032516
29,-0.6343272,-0.71654963,"('unfair', 'fair')",-0.6343272,-0.7165496,-0.0822224
30,0.95292866,0.91125697,"('intolerant', 'tolerant')",0.9529287,0.911257,-0.0416717
31,-1.9070648,-1.7202072,"('evil', 'good')",-1.9070648,-1.7202072,0.1868576
32,1.4188092,1.332284,"('unkind', 'kind')",1.4188092,1.332284,-0.0865252
33,-0.39137322,-0.30491513,"('wrong', 'right')",-0.3913732,-0.3049151,0.0864581
34,4.6218495,4.8049626,"('mean', 'honorable')",4.6218495,4.8049626,0.1831131
35,-1.4064642,-1.4191238,"('corrupt', 'incorrupt')",-1.4064642,-1.4191238,-0.0126596
36,-1.2633482,-1.2174959,"('hostile', 'amicable')",-1.2633482,-1.2174959,0.0458523
37,1.0971738,1.0732974,"('fake', 'genuine')",1.0971738,1.0732974,-0.0238764
38,-0.24017343,-0.17173672,"('untruthful', 'truthful')",-0.2401734,-0.1717367,0.0684367
39,0.22454907,0.109802365,"('exploitative', 'cooperative')",0.2245491,0.1098024,-0.1147467
40,-1.5920205,-1.7850854,"('stingy', 'generous')",-1.5920205,-1.7850854,-0.1930649
41,0.13512291,0.08588112,"('unforgiving', 'forgiving')",0.1351229,0.0858811,-0.0492418
42,-1.8950675,-1.8998095,"('unreliable', 'reliable')",-1.8950675,-1.8998095,-0.004742
43,1.3586327,1.351334,"('irresponsible', 'responsible')",1.3586327,1.351334,-0.0072987
44,-1.0889204,-1.1841211,"('prejudiced', 'unprejudiced')",-1.0889204,-1.1841211,-0.0952007
45,0.31083328,0.38499242,"('incompetent', 'competent')",0.3108333,0.3849924,0.0741591
46,-0.2768507,-0.32011652,"('uncompetitive', 'competitive')",-0.2768507,-0.3201165,-0.0432658
47,5.424611,5.606207,"('stupid', 'smart')",5.4246111,5.6062069,0.1815958
48,0.70577395,0.54870546,"('unintelligent', 'intelligent')",0.7057739,0.5487055,-0.1570684
49,0.26524484,0.482554,"('unable', 'able')",0.2652448,0.482554,0.2173092
50,-0.048747674,-0.00010089856,"('clumsy', 'skillful')",-0.0487477,-0.0001009,0.0486468
51,0.6195714,0.57841253,"('uneducated', 'educated')",0.6195714,0.5784125,-0.0411589
52,-0.7649948,-0.643065,"('irrational', 'rational')",-0.7649948,-0.643065,0.1219298
53,0.046185743,0.095470674,"('uncreative', 'creative')",0.0461857,0.0954707,0.049285
54,1.09393,1.3792819,"('incapable', 'capable')",1.09393,1.3792819,0.2853519
55,0.977383,0.8598987,"('incompetent', 'clever')",0.977383,0.8598987,-0.1174843
56,0.8439296,0.86731833,"('impractical', 'practical')",0.8439296,0.8673183,0.0233887
57,-2.3796835,-2.3166475,"('unimaginative', 'imaginative')",-2.3796835,-2.3166475,0.063036
58,-0.16392453,-0.24020456,"('undiscriminating', 'discriminating')",-0.1639245,-0.2402046,-0.0762801
59,-0.25546405,-0.04734043,"('foolish', 'wise')",-0.255464,-0.0473404,0.2081236
60,1.2756925,1.1819772,"('inefficient', 'efficient')",1.2756925,1.1819772,-0.0937153
61,0.22723418,0.04430489,"('illogical', 'logical')",0.2272342,0.0443049,-0.1829293
62,1.3410225,1.4596356,"('incompetent', 'brilliant')",1.3410225,1.4596356,0.1186131
63,0.5887793,0.6632668,"('unperceptive', 'insightful')",0.5887793,0.6632668,0.0744875
64,-5.857165,-5.6986327,"('shy', 'confident')",-5.8571649,-5.6986327,0.1585322
65,0.8093875,0.69152516,"('insecure', 'secure')",0.8093875,0.6915252,-0.1178623
66,-0.09834143,0.0039131716,"('inactive', 'active')",-0.0983414,0.0039132,0.1022546
67,-0.29990536,-0.24795993,"('doubtful', 'determined')",-0.2999054,-0.2479599,0.0519455
68,-0.4966936,-0.44219717,"('dependent', 'independent')",-0.4966936,-0.4421972,0.0544964
69,-2.0822098,-1.877981,"('lazy', 'industrious')",-2.0822098,-1.8779809,0.2042289
70,1.605269,1.6484681,"('lethargic', 'energetic')",1.605269,1.6484681,0.0431991
71,0.1934605,0.3032786,"('diffident', 'self-confident')",0.1934605,0.3032786,0.1098181
72,1.1419563,1.1867377,"('unambitious', 'ambitious')",1.1419563,1.1867377,0.0447814
73,-3.0883427,-3.0268617,"('helpless', 'self-reliant')",-3.0883427,-3.0268617,0.061481
74,0.034138516,-0.096569926,"('undedicated', 'dedicated')",0.0341385,-0.0965699,-0.1307084
75,-0.82205826,-0.54763246,"('meek', 'impulsive')",-0.8220583,-0.5476325,0.2744258
76,0.8438623,0.6929109,"('anxious', 'daring')",0.8438623,0.6929109,-0.1509514
77,-0.9227359,-0.77298945,"('unmotivated', 'motivated')",-0.9227359,-0.7729895,0.1497464
78,-0.6038304,-0.60953444,"('nonresilient', 'resilient')",-0.6038304,-0.6095344,-0.005704
79,-0.6933113,-0.3828544,"('wavering', 'unwavering')",-0.6933113,-0.3828544,0.3104569
80,-0.028020626,-0.08327684,"('dominated', 'dominating')",-0.0280206,-0.0832768,-0.0552562
81,0.59439635,0.5571845,"('submissive', 'aggressive')",0.5943964,0.5571845,-0.0372119
82,6.889881,7.1254754,"('poor', 'rich')",6.8898811,7.1254754,0.2355943
83,-0.21465564,-0.18289728,"('powerless', 'powerful')",-0.2146556,-0.1828973,0.0317583
84,0.2019864,0.2977134,"('inferior', 'superior')",0.2019864,0.2977134,0.095727
85,-1.6099473,-1.5840745,"('insignificant', 'prestigious')",-1.6099473,-1.5840745,0.0258728
86,0.45414415,0.56279767,"('uninfluential', 'influential')",0.4541442,0.5627977,0.1086535
87,-0.20898749,0.043175068,"('unsuccessful', 'successful')",-0.2089875,0.0431751,0.2521626
88,0.013330455,0.075849265,"('low', 'eminent')",0.0133305,0.0758493,0.0625188
