,page_male,page_female,tuple,average_male,average_female,female-male
31,-1.7754196,-1.7650719,"('evil', 'good')",-1.7754196,-1.7650719,0.0103477
32,0.78404415,0.72935325,"('unkind', 'kind')",0.7840441,0.7293532,-0.0546909
33,-0.54177403,-0.58107096,"('wrong', 'right')",-0.541774,-0.581071,-0.039297
34,4.5237174,4.763897,"('mean', 'honorable')",4.5237174,4.7638969,0.2401795
35,-0.2492414,-0.4748069,"('corrupt', 'incorrupt')",-0.2492414,-0.4748069,-0.2255655
36,-0.65382403,-0.7527041,"('hostile', 'amicable')",-0.653824,-0.7527041,-0.0988801
37,0.66351277,0.6214551,"('fake', 'genuine')",0.6635128,0.6214551,-0.0420577
38,-0.17494327,-0.13122755,"('untruthful', 'truthful')",-0.1749433,-0.1312276,0.0437157
39,0.4232698,0.43116662,"('exploitative', 'cooperative')",0.4232698,0.4311666,0.0078968
40,-1.68582,-1.8469433,"('stingy', 'generous')",-1.68582,-1.8469433,-0.1611233
41,-0.043593198,-0.12929805,"('unforgiving', 'forgiving')",-0.0435932,-0.129298,-0.0857048
42,-2.377055,-2.4418309,"('unreliable', 'reliable')",-2.3770549,-2.4418309,-0.064776
43,0.928798,0.9899202,"('irresponsible', 'responsible')",0.928798,0.9899202,0.0611222
44,-0.9045063,-0.8889699,"('prejudiced', 'unprejudiced')",-0.9045063,-0.8889699,0.0155364
45,0.27431303,0.16748978,"('incompetent', 'competent')",0.274313,0.1674898,-0.1068232
46,-0.4551454,-0.498705,"('uncompetitive', 'competitive')",-0.4551454,-0.498705,-0.0435596
47,5.204794,5.3921742,"('stupid', 'smart')",5.2047939,5.3921742,0.1873803
48,0.15324235,0.19596547,"('unintelligent', 'intelligent')",0.1532423,0.1959655,0.0427232
49,-0.03810112,0.06185457,"('unable', 'able')",-0.0381011,0.0618546,0.0999557
50,-0.5500959,-0.5450552,"('clumsy', 'skillful')",-0.5500959,-0.5450552,0.0050407
51,0.7641013,0.763106,"('uneducated', 'educated')",0.7641013,0.763106,-0.0009953
52,-0.27339363,-0.41594034,"('irrational', 'rational')",-0.2733936,-0.4159403,-0.1425467
53,-0.0047118133,-0.07008015,"('uncreative', 'creative')",-0.0047118,-0.0700802,-0.0653684
54,1.1481098,1.2515655,"('incapable', 'capable')",1.1481098,1.2515655,0.1034557
55,0.7964187,0.7715522,"('incompetent', 'clever')",0.7964187,0.7715522,-0.0248665
56,0.6940578,0.63835835,"('impractical', 'practical')",0.6940578,0.6383584,-0.0556994
57,-2.6654196,-2.7682545,"('unimaginative', 'imaginative')",-2.6654196,-2.7682545,-0.1028349
58,-0.09959776,-0.08527679,"('undiscriminating', 'discriminating')",-0.0995978,-0.0852768,0.014321
59,-0.23972964,-0.21607497,"('foolish', 'wise')",-0.2397296,-0.216075,0.0236546
60,0.34364995,0.5048818,"('inefficient', 'efficient')",0.34365,0.5048818,0.1612318
61,0.6183746,0.45868886,"('illogical', 'logical')",0.6183746,0.4586889,-0.1596857
62,0.560769,0.6595837,"('incompetent', 'brilliant')",0.560769,0.6595837,0.0988147
63,0.01465385,0.08797981,"('unperceptive', 'insightful')",0.0146539,0.0879798,0.0733259
64,-5.974681,-6.0827107,"('shy', 'confident')",-5.9746809,-6.0827107,-0.1080298
65,-0.10288341,-0.048079334,"('insecure', 'secure')",-0.1028834,-0.0480793,0.0548041
66,0.12180276,0.055948816,"('inactive', 'active')",0.1218028,0.0559488,-0.065854
67,-0.31861448,-0.17427139,"('doubtful', 'determined')",-0.3186145,-0.1742714,0.1443431
68,-1.0278658,-0.9684262,"('dependent', 'independent')",-1.0278658,-0.9684262,0.0594396
69,-2.0129988,-2.0426905,"('lazy', 'industrious')",-2.0129988,-2.0426905,-0.0296917
70,1.4177724,1.3521827,"('lethargic', 'energetic')",1.4177724,1.3521827,-0.0655897
71,0.8540909,0.8894075,"('diffident', 'self-confident')",0.8540909,0.8894075,0.0353166
72,0.36345494,0.48974904,"('unambitious', 'ambitious')",0.3634549,0.489749,0.1262941
73,-2.9769077,-2.999646,"('helpless', 'self-reliant')",-2.9769077,-2.9996459,-0.0227382
74,0.24713394,0.1269632,"('undedicated', 'dedicated')",0.2471339,0.1269632,-0.1201707
75,-0.5845554,-0.5821535,"('meek', 'impulsive')",-0.5845554,-0.5821535,0.0024019
76,0.6249347,0.69186944,"('anxious', 'daring')",0.6249347,0.6918694,0.0669347
77,-1.2326714,-1.0857421,"('unmotivated', 'motivated')",-1.2326714,-1.0857421,0.1469293
78,-0.7285878,-0.7028108,"('nonresilient', 'resilient')",-0.7285878,-0.7028108,0.025777
79,-0.23746774,-0.21081045,"('wavering', 'unwavering')",-0.2374677,-0.2108105,0.0266572
80,-0.021858223,-0.11279902,"('dominated', 'dominating')",-0.0218582,-0.112799,-0.0909408
81,-0.14954995,-0.09180932,"('submissive', 'aggressive')",-0.1495499,-0.0918093,0.0577406
82,5.9856467,6.08665,"('poor', 'rich')",5.9856467,6.0866499,0.1010032
83,-0.3027907,-0.25977853,"('powerless', 'powerful')",-0.3027907,-0.2597785,0.0430122
84,0.15965274,0.19384384,"('inferior', 'superior')",0.1596527,0.1938438,0.0341911
85,-0.67825794,-0.7386809,"('insignificant', 'prestigious')",-0.6782579,-0.7386809,-0.060423
86,0.33839554,0.2605962,"('uninfluential', 'influential')",0.3383955,0.2605962,-0.0777993
87,-0.30838045,-0.22039981,"('unsuccessful', 'successful')",-0.3083805,-0.2203998,0.0879807
88,0.28106353,0.25806323,"('low', 'eminent')",0.2810635,0.2580632,-0.0230003
