,page_male,page_female,tuple,average_male,average_female,female-male
0,0.14162415,0.1002558,"('unsociable', 'sociable')",0.1416242,0.1002558,-0.0413684
1,0.860346,0.8668721,"('unfriendly', 'friendly')",0.860346,0.8668721,0.0065261
2,-0.09757132,-0.03880459,"('unlikable', 'likable')",-0.0975713,-0.0388046,0.0587667
3,0.5254742,0.56321895,"('repellent', 'pleasant')",0.5254742,0.563219,0.0377448
4,-7.2275023,-7.3884215,"('disliked', 'liked')",-7.2275023,-7.3884215,-0.1609192
5,-1.1898046,-1.0442884,"('distant', 'outgoing')",-1.1898046,-1.0442884,0.1455162
6,-0.26081452,-0.23736264,"('distant', 'open')",-0.2608145,-0.2373626,0.0234519
7,1.1126239,1.0788621,"('insensitive', 'sensitive')",1.1126239,1.0788621,-0.0337618
8,0.9940962,0.9494083,"('unaffectionate', 'affectionate')",0.9940962,0.9494083,-0.0446879
9,1.3305767,1.3281144,"('unaffectionate', 'caring')",1.3305767,1.3281144,-0.0024623
10,0.71474814,0.6954146,"('unsympathetic', 'sympathetic')",0.7147481,0.6954146,-0.0193335
11,1.4320041,1.5577521,"('unhelpful', 'helpful')",1.4320041,1.5577521,0.125748
12,-1.9485533,-1.9560417,"('unsupportive', 'supportive')",-1.9485533,-1.9560417,-0.0074884
13,-0.3606063,-0.34015292,"('impolite', 'polite')",-0.3606063,-0.3401529,0.0204534
14,0.09648277,0.07702372,"('antisocial', 'social')",0.0964828,0.0770237,-0.0194591
15,-0.12401095,-0.18012355,"('boring', 'funny')",-0.124011,-0.1801236,-0.0561126
16,-0.43889785,-0.43201777,"('unpopular', 'popular')",-0.4388978,-0.4320178,0.00688
17,-0.12859719,-0.037649795,"('nasty', 'nice')",-0.1285972,-0.0376498,0.0909474
18,-0.7628566,-0.71433634,"('disagreeable', 'welcoming')",-0.7628566,-0.7143363,0.0485203
19,-0.77367824,-0.709126,"('inhospitable', 'hospitable')",-0.7736782,-0.709126,0.0645522
20,0.9251918,0.8671974,"('rough', 'thoughtful')",0.9251918,0.8671974,-0.0579944
21,-0.59930027,-0.5267855,"('immoral', 'moral')",-0.5993003,-0.5267855,0.0725148
22,-0.165624,-0.25555533,"('untrustworthy', 'trustworthy')",-0.165624,-0.2555553,-0.0899313
23,6.325937,6.451698,"('insincere', 'sincere')",6.3259368,6.4516978,0.125761
24,1.4510878,1.3693968,"('dishonest', 'honest')",1.4510878,1.3693968,-0.081691
25,0.6518112,0.5724879,"('egoistic', 'altruistic')",0.6518112,0.5724879,-0.0793233
26,1.0912403,0.9739177,"('hardhearted', 'benevolent')",1.0912403,0.9739177,-0.1173226
27,1.4298168,1.2429827,"('hardhearted', 'softhearted')",1.4298168,1.2429827,-0.1868341
28,0.92360485,0.86620164,"('disloyal', 'loyal')",0.9236048,0.8662016,-0.0574032
29,-0.633332,-0.70533687,"('unfair', 'fair')",-0.633332,-0.7053369,-0.0720049
30,0.501029,0.5317424,"('intolerant', 'tolerant')",0.501029,0.5317424,0.0307134
