,affair_male,affair_female,tuple,average_male,average_female,female-male
0,0.2995983,0.21440347,"('unsociable', 'sociable')",0.2995983,0.2144035,-0.0851948
1,0.3220535,0.26850858,"('unfriendly', 'friendly')",0.3220535,0.2685086,-0.0535449
2,-0.24560295,-0.15524271,"('unlikable', 'likable')",-0.245603,-0.1552427,0.0903603
3,0.8793366,0.98327553,"('repellent', 'pleasant')",0.8793366,0.9832755,0.1039389
4,-7.5950594,-7.738463,"('disliked', 'liked')",-7.5950594,-7.7384629,-0.1434035
5,-1.3556626,-1.3255451,"('distant', 'outgoing')",-1.3556626,-1.3255451,0.0301175
6,-0.8270504,-0.881019,"('distant', 'open')",-0.8270504,-0.881019,-0.0539686
7,1.5911655,1.5963266,"('insensitive', 'sensitive')",1.5911655,1.5963266,0.0051611
8,0.46870947,0.3838243,"('unaffectionate', 'affectionate')",0.4687095,0.3838243,-0.0848852
9,0.85312855,0.874441,"('unaffectionate', 'caring')",0.8531286,0.874441,0.0213124
10,1.4061936,1.4746726,"('unsympathetic', 'sympathetic')",1.4061936,1.4746726,0.068479
11,1.8479042,1.9730315,"('unhelpful', 'helpful')",1.8479042,1.9730315,0.1251273
12,-1.7718109,-1.7403533,"('unsupportive', 'supportive')",-1.7718109,-1.7403533,0.0314576
13,0.13862048,0.25706095,"('impolite', 'polite')",0.1386205,0.2570609,0.1184404
14,0.82406354,0.76167995,"('antisocial', 'social')",0.8240635,0.7616799,-0.0623836
15,0.30553102,0.2162661,"('boring', 'funny')",0.305531,0.2162661,-0.0892649
16,-1.1737919,-1.1498256,"('unpopular', 'popular')",-1.1737919,-1.1498256,0.0239663
17,-0.24456625,-0.25426513,"('nasty', 'nice')",-0.2445662,-0.2542651,-0.0096989
18,-1.2176365,-1.1724375,"('disagreeable', 'welcoming')",-1.2176365,-1.1724375,0.045199
19,-1.187122,-1.1091075,"('inhospitable', 'hospitable')",-1.187122,-1.1091075,0.0780145
20,0.91165876,0.7788807,"('rough', 'thoughtful')",0.9116588,0.7788807,-0.1327781
21,0.2305174,0.40153217,"('immoral', 'moral')",0.2305174,0.4015322,0.1710148
22,0.07673551,0.11285874,"('untrustworthy', 'trustworthy')",0.0767355,0.1128587,0.0361232
23,6.368793,6.4958234,"('insincere', 'sincere')",6.368793,6.4958234,0.1270304
24,1.6482133,1.6106787,"('dishonest', 'honest')",1.6482133,1.6106787,-0.0375346
25,0.34760648,0.2824768,"('egoistic', 'altruistic')",0.3476065,0.2824768,-0.0651297
26,1.1858226,0.9889979,"('hardhearted', 'benevolent')",1.1858226,0.9889979,-0.1968247
27,1.5801558,1.3653781,"('hardhearted', 'softhearted')",1.5801558,1.3653781,-0.2147777
28,1.3002478,1.2182485,"('disloyal', 'loyal')",1.3002478,1.2182485,-0.0819993
29,-0.51956666,-0.7496725,"('unfair', 'fair')",-0.5195667,-0.7496725,-0.2301058
30,1.0813849,1.1770566,"('intolerant', 'tolerant')",1.0813849,1.1770566,0.0956717
31,-2.054489,-2.141272,"('evil', 'good')",-2.0544889,-2.1412721,-0.0867832
32,1.0736314,0.9931206,"('unkind', 'kind')",1.0736314,0.9931206,-0.0805108
33,-0.8488321,-0.93018806,"('wrong', 'right')",-0.8488321,-0.9301881,-0.081356
34,4.5309963,4.8325067,"('mean', 'honorable')",4.5309963,4.8325067,0.3015104
35,-1.5651168,-1.815927,"('corrupt', 'incorrupt')",-1.5651168,-1.815927,-0.2508102
36,-1.5727555,-1.6944326,"('hostile', 'amicable')",-1.5727555,-1.6944326,-0.1216771
37,1.0790536,0.99384904,"('fake', 'genuine')",1.0790536,0.993849,-0.0852046
38,-0.38122088,-0.28839076,"('untruthful', 'truthful')",-0.3812209,-0.2883908,0.0928301
39,0.38032347,0.4220621,"('exploitative', 'cooperative')",0.3803235,0.4220621,0.0417386
40,-1.5739106,-1.713743,"('stingy', 'generous')",-1.5739106,-1.713743,-0.1398324
41,0.18577296,0.0635913,"('unforgiving', 'forgiving')",0.185773,0.0635913,-0.1221817
42,-2.2019923,-2.1923323,"('unreliable', 'reliable')",-2.2019923,-2.1923323,0.00966
43,1.4608388,1.5648037,"('irresponsible', 'responsible')",1.4608388,1.5648037,0.1039649
44,-1.2293671,-1.2368938,"('prejudiced', 'unprejudiced')",-1.2293671,-1.2368938,-0.0075267
45,0.8012991,0.60883164,"('incompetent', 'competent')",0.8012991,0.6088316,-0.1924675
46,0.081575215,0.08916769,"('uncompetitive', 'competitive')",0.0815752,0.0891677,0.0075925
47,4.730766,4.8897753,"('stupid', 'smart')",4.7307658,4.8897753,0.1590095
48,0.555426,0.57891273,"('unintelligent', 'intelligent')",0.555426,0.5789127,0.0234867
49,-0.21418539,-0.04791681,"('unable', 'able')",-0.2141854,-0.0479168,0.1662686
50,-0.9753717,-0.95093614,"('clumsy', 'skillful')",-0.9753717,-0.9509361,0.0244356
51,0.67059815,0.70478636,"('uneducated', 'educated')",0.6705981,0.7047864,0.0341883
52,-0.8105993,-1.0147218,"('irrational', 'rational')",-0.8105993,-1.0147218,-0.2041225
53,-0.4344549,-0.5170303,"('uncreative', 'creative')",-0.4344549,-0.5170303,-0.0825754
