,servitude_male,servitude_female,tuple,average_male,average_female,female-male
0,-1.2859364,-1.3776937,"('unsociable', 'sociable')",-1.2859364,-1.3776937,-0.0917573
1,-0.51921344,-0.5982168,"('unfriendly', 'friendly')",-0.5192134,-0.5982168,-0.0790034
2,0.41751918,0.46256295,"('unlikable', 'likable')",0.4175192,0.4625629,0.0450437
3,-1.6452229,-1.544497,"('repellent', 'pleasant')",-1.6452229,-1.544497,0.1007259
4,-1.087239,-1.0195494,"('disliked', 'liked')",-1.087239,-1.0195494,0.0676896
5,0.6032775,0.6700783,"('distant', 'outgoing')",0.6032775,0.6700783,0.0668008
6,0.8743807,0.9427114,"('distant', 'open')",0.8743807,0.9427114,0.0683307
7,-1.5077702,-1.5545526,"('insensitive', 'sensitive')",-1.5077702,-1.5545526,-0.0467824
8,0.18050939,0.15329504,"('unaffectionate', 'affectionate')",0.1805094,0.153295,-0.0272144
9,-0.57980925,-0.60398066,"('unaffectionate', 'caring')",-0.5798092,-0.6039807,-0.0241715
10,-2.5432074,-2.6027002,"('unsympathetic', 'sympathetic')",-2.5432074,-2.6027002,-0.0594928
11,-1.1865786,-1.2655388,"('unhelpful', 'helpful')",-1.1865786,-1.2655388,-0.0789602
12,-2.034002,-1.9418738,"('unsupportive', 'supportive')",-2.0340021,-1.9418738,0.0921283
13,-1.7215403,-1.857031,"('impolite', 'polite')",-1.7215403,-1.857031,-0.1354907
14,-1.6640699,-1.7292315,"('antisocial', 'social')",-1.6640699,-1.7292315,-0.0651616
15,0.71135545,0.58470356,"('boring', 'funny')",0.7113554,0.5847036,-0.1266518
16,-0.28289655,-0.30759493,"('unpopular', 'popular')",-0.2828965,-0.3075949,-0.0246984
17,0.0065075625,0.060619377,"('nasty', 'nice')",0.0065076,0.0606194,0.0541118
18,-0.22687978,-0.2624684,"('disagreeable', 'welcoming')",-0.2268798,-0.2624684,-0.0355886
