,contract_male,contract_female,tuple,average_male,average_female,female-male
26,1.190296,1.2036694,"('hardhearted', 'benevolent')",1.1902961,1.2036694,0.0133733
27,1.5167094,1.395006,"('hardhearted', 'softhearted')",1.5167094,1.3950059,-0.1217035
28,1.2873948,1.2854415,"('disloyal', 'loyal')",1.2873948,1.2854415,-0.0019533
29,-0.87803876,-0.9638239,"('unfair', 'fair')",-0.8780388,-0.9638239,-0.0857851
30,1.1637931,1.1316433,"('intolerant', 'tolerant')",1.1637931,1.1316433,-0.0321498
31,-2.1039693,-2.0178134,"('evil', 'good')",-2.1039693,-2.0178134,0.0861559
32,1.3299676,1.282181,"('unkind', 'kind')",1.3299676,1.282181,-0.0477866
33,-0.3923186,-0.4821264,"('wrong', 'right')",-0.3923186,-0.4821264,-0.0898078
34,4.7192693,4.888927,"('mean', 'honorable')",4.7192693,4.888927,0.1696577
35,-1.2133018,-1.3820542,"('corrupt', 'incorrupt')",-1.2133018,-1.3820542,-0.1687524
36,-0.7641247,-0.8024418,"('hostile', 'amicable')",-0.7641247,-0.8024418,-0.0383171
37,0.4813685,0.4364591,"('fake', 'genuine')",0.4813685,0.4364591,-0.0449094
38,0.17160127,0.19752052,"('untruthful', 'truthful')",0.1716013,0.1975205,0.0259192
39,0.64546496,0.6469427,"('exploitative', 'cooperative')",0.645465,0.6469427,0.0014777
40,-1.9831346,-2.1322641,"('stingy', 'generous')",-1.9831346,-2.1322641,-0.1491295
41,0.56842893,0.49580362,"('unforgiving', 'forgiving')",0.5684289,0.4958036,-0.0726253
42,-2.3864245,-2.4500124,"('unreliable', 'reliable')",-2.3864245,-2.4500124,-0.0635879
43,1.2152573,1.2367,"('irresponsible', 'responsible')",1.2152573,1.2367001,0.0214428
44,-1.3433423,-1.3498638,"('prejudiced', 'unprejudiced')",-1.3433423,-1.3498638,-0.0065215
45,0.19305767,0.17873624,"('incompetent', 'competent')",0.1930577,0.1787362,-0.0143215
46,-0.22136083,-0.2656706,"('uncompetitive', 'competitive')",-0.2213608,-0.2656706,-0.0443098
47,5.0182834,5.1772985,"('stupid', 'smart')",5.0182834,5.1772985,0.1590151
48,0.71138805,0.6607528,"('unintelligent', 'intelligent')",0.7113881,0.6607528,-0.0506353
49,0.25432396,0.24715489,"('unable', 'able')",0.254324,0.2471549,-0.0071691
50,-0.51357436,-0.6191927,"('clumsy', 'skillful')",-0.5135744,-0.6191927,-0.1056183
51,0.47083813,0.35880682,"('uneducated', 'educated')",0.4708381,0.3588068,-0.1120313
52,-1.0493761,-1.1671219,"('irrational', 'rational')",-1.0493761,-1.1671219,-0.1177458
53,-0.10589848,-0.14266476,"('uncreative', 'creative')",-0.1058985,-0.1426648,-0.0367663
54,0.81132144,0.8414204,"('incapable', 'capable')",0.8113214,0.8414204,0.030099
55,1.0009822,0.9964416,"('incompetent', 'clever')",1.0009822,0.9964416,-0.0045406
56,1.2864393,1.2542739,"('impractical', 'practical')",1.2864393,1.2542739,-0.0321654
57,-2.5945592,-2.58405,"('unimaginative', 'imaginative')",-2.5945592,-2.5840499,0.0105093
58,0.34474766,0.37091875,"('undiscriminating', 'discriminating')",0.3447477,0.3709188,0.0261711
59,-0.5463112,-0.57203007,"('foolish', 'wise')",-0.5463112,-0.5720301,-0.0257189
60,1.0546963,1.0853031,"('inefficient', 'efficient')",1.0546963,1.0853031,0.0306068
61,0.5092823,0.3422499,"('illogical', 'logical')",0.5092823,0.3422499,-0.1670324
62,0.6192564,0.6434981,"('incompetent', 'brilliant')",0.6192564,0.6434981,0.0242417
63,0.06078686,0.10336868,"('unperceptive', 'insightful')",0.0607869,0.1033687,0.0425818
64,-5.571413,-5.620134,"('shy', 'confident')",-5.571413,-5.6201339,-0.0487209
65,0.796147,0.804641,"('insecure', 'secure')",0.796147,0.804641,0.008494
66,-0.2600278,-0.27901393,"('inactive', 'active')",-0.2600278,-0.2790139,-0.0189861
67,0.24040394,0.2773651,"('doubtful', 'determined')",0.2404039,0.2773651,0.0369612
68,-0.95332766,-0.97139245,"('dependent', 'independent')",-0.9533277,-0.9713925,-0.0180648
69,-2.0769706,-2.0826347,"('lazy', 'industrious')",-2.0769706,-2.0826347,-0.0056641
70,1.2312756,1.1648706,"('lethargic', 'energetic')",1.2312756,1.1648706,-0.066405
71,0.36907163,0.36069942,"('diffident', 'self-confident')",0.3690716,0.3606994,-0.0083722
72,0.84699446,0.8963249,"('unambitious', 'ambitious')",0.8469945,0.8963249,0.0493304
73,-3.400277,-3.4320457,"('helpless', 'self-reliant')",-3.4002769,-3.4320457,-0.0317688
74,0.22564855,0.14816698,"('undedicated', 'dedicated')",0.2256486,0.148167,-0.0774816
75,-1.4147952,-1.3196526,"('meek', 'impulsive')",-1.4147952,-1.3196526,0.0951426
76,0.56071407,0.52031595,"('anxious', 'daring')",0.5607141,0.5203159,-0.0403982
77,-0.811254,-0.6913452,"('unmotivated', 'motivated')",-0.811254,-0.6913452,0.1199088
78,-0.24805145,-0.30952516,"('nonresilient', 'resilient')",-0.2480514,-0.3095252,-0.0614738
79,-0.5173197,-0.5059115,"('wavering', 'unwavering')",-0.5173197,-0.5059115,0.0114082
80,-0.09018029,-0.14806241,"('dominated', 'dominating')",-0.0901803,-0.1480624,-0.0578821
81,0.14614181,0.17687547,"('submissive', 'aggressive')",0.1461418,0.1768755,0.0307337
82,5.3611617,5.4013042,"('poor', 'rich')",5.3611617,5.4013042,0.0401425
83,-0.12135602,-0.1630003,"('powerless', 'powerful')",-0.121356,-0.1630003,-0.0416443
84,0.8483984,0.7966651,"('inferior', 'superior')",0.8483984,0.7966651,-0.0517333
85,-0.79624534,-0.81078994,"('insignificant', 'prestigious')",-0.7962453,-0.8107899,-0.0145446
86,0.37648946,0.27896294,"('uninfluential', 'influential')",0.3764895,0.2789629,-0.0975266
87,0.21301217,0.27700546,"('unsuccessful', 'successful')",0.2130122,0.2770055,0.0639933
88,0.3098814,0.28121698,"('low', 'eminent')",0.3098814,0.281217,-0.0286644
