,contract_male,contract_female,tuple,average_male,average_female,female-male
0,0.7227714,0.6173195,"('unsociable', 'sociable')",0.7227714,0.6173195,-0.1054519
1,0.8435751,0.8211515,"('unfriendly', 'friendly')",0.8435751,0.8211515,-0.0224236
2,0.50882125,0.5288113,"('unlikable', 'likable')",0.5088212,0.5288113,0.0199901
3,0.6622196,0.6458719,"('repellent', 'pleasant')",0.6622196,0.6458719,-0.0163477
4,-7.2012467,-7.2872987,"('disliked', 'liked')",-7.2012467,-7.2872987,-0.086052
5,-1.5441998,-1.5912521,"('distant', 'outgoing')",-1.5441998,-1.5912521,-0.0470523
6,-0.96716994,-1.0041335,"('distant', 'open')",-0.9671699,-1.0041335,-0.0369636
7,1.1662949,1.163649,"('insensitive', 'sensitive')",1.1662949,1.163649,-0.0026459
8,0.6026876,0.50453347,"('unaffectionate', 'affectionate')",0.6026876,0.5045335,-0.0981541
9,1.5472099,1.517153,"('unaffectionate', 'caring')",1.5472099,1.517153,-0.0300569
10,1.3515785,1.319379,"('unsympathetic', 'sympathetic')",1.3515785,1.319379,-0.0321995
11,1.7643235,1.7700299,"('unhelpful', 'helpful')",1.7643235,1.7700299,0.0057064
12,-1.466852,-1.5470834,"('unsupportive', 'supportive')",-1.4668519,-1.5470834,-0.0802315
13,0.33223563,0.27556702,"('impolite', 'polite')",0.3322356,0.275567,-0.0566686
14,0.7384168,0.64059526,"('antisocial', 'social')",0.7384168,0.6405953,-0.0978215
15,-0.083823964,-0.14515226,"('boring', 'funny')",-0.083824,-0.1451523,-0.0613283
16,-0.61229074,-0.6348294,"('unpopular', 'popular')",-0.6122907,-0.6348294,-0.0225387
17,-0.27340358,-0.3122252,"('nasty', 'nice')",-0.2734036,-0.3122252,-0.0388216
18,-0.8105212,-0.89465135,"('disagreeable', 'welcoming')",-0.8105212,-0.8946514,-0.0841302
19,-1.0162655,-1.0630448,"('inhospitable', 'hospitable')",-1.0162655,-1.0630448,-0.0467793
20,0.70013183,0.6627456,"('rough', 'thoughtful')",0.7001318,0.6627456,-0.0373862
21,0.34929788,0.334247,"('immoral', 'moral')",0.3492979,0.334247,-0.0150509
22,-0.15659797,-0.16269626,"('untrustworthy', 'trustworthy')",-0.156598,-0.1626963,-0.0060983
23,6.6284394,6.6508303,"('insincere', 'sincere')",6.6284394,6.6508303,0.0223909
24,1.584808,1.5198445,"('dishonest', 'honest')",1.584808,1.5198445,-0.0649635
25,0.76352483,0.72864723,"('egoistic', 'altruistic')",0.7635248,0.7286472,-0.0348776
