,cemetery_male,cemetery_female,tuple,average_male,average_female,female-male
0,1.0284064,0.8567686,"('unsociable', 'sociable')",1.0284064,0.8567686,-0.1716378
1,0.8469001,0.8984903,"('unfriendly', 'friendly')",0.8469001,0.8984903,0.0515902
2,0.15142907,0.5107727,"('unlikable', 'likable')",0.1514291,0.5107727,0.3593436
3,0.08051511,0.3183343,"('repellent', 'pleasant')",0.0805151,0.3183343,0.2378192
4,-5.0759435,-5.80471,"('disliked', 'liked')",-5.0759435,-5.8047099,-0.7287664
5,-1.5861313,-1.6174066,"('distant', 'outgoing')",-1.5861313,-1.6174066,-0.0312753
6,-1.2903233,-1.3962275,"('distant', 'open')",-1.2903233,-1.3962275,-0.1059042
7,1.6090478,1.7929534,"('insensitive', 'sensitive')",1.6090478,1.7929534,0.1839056
8,0.040043578,0.01778812,"('unaffectionate', 'affectionate')",0.0400436,0.0177881,-0.0222555
9,1.0938985,1.2479383,"('unaffectionate', 'caring')",1.0938985,1.2479383,0.1540398
10,1.0064073,1.095597,"('unsympathetic', 'sympathetic')",1.0064073,1.095597,0.0891897
11,1.4325714,1.6827649,"('unhelpful', 'helpful')",1.4325714,1.6827649,0.2501935
12,-0.47424546,-0.5890425,"('unsupportive', 'supportive')",-0.4742455,-0.5890425,-0.114797
13,0.8000121,0.859137,"('impolite', 'polite')",0.8000121,0.859137,0.0591249
14,1.3091412,1.2635326,"('antisocial', 'social')",1.3091412,1.2635326,-0.0456086
15,0.3322445,0.2788252,"('boring', 'funny')",0.3322445,0.2788252,-0.0534193
16,-0.48966601,-0.4671959,"('unpopular', 'popular')",-0.489666,-0.4671959,0.0224701
17,-0.365047,-0.55652046,"('nasty', 'nice')",-0.365047,-0.5565205,-0.1914735
18,-0.22847325,-0.14503329,"('disagreeable', 'welcoming')",-0.2284732,-0.1450333,0.0834399
19,-1.058163,-1.0780898,"('inhospitable', 'hospitable')",-1.058163,-1.0780898,-0.0199268
20,0.5810851,0.65737444,"('rough', 'thoughtful')",0.5810851,0.6573744,0.0762893
21,0.54404026,0.7474318,"('immoral', 'moral')",0.5440403,0.7474318,0.2033915
22,0.66163874,0.6627788,"('untrustworthy', 'trustworthy')",0.6616387,0.6627788,0.0011401
23,4.881064,5.5724187,"('insincere', 'sincere')",4.8810639,5.5724187,0.6913548
24,1.7295526,1.9092747,"('dishonest', 'honest')",1.7295526,1.9092747,0.1797221
25,0.49117625,0.5673591,"('egoistic', 'altruistic')",0.4911762,0.5673591,0.0761829
26,2.393123,1.9257127,"('hardhearted', 'benevolent')",2.3931229,1.9257127,-0.4674102
27,0.5181924,0.70936155,"('hardhearted', 'softhearted')",0.5181924,0.7093616,0.1911692
28,0.9539605,0.87339413,"('disloyal', 'loyal')",0.9539605,0.8733941,-0.0805664
29,-0.42266598,-0.53962386,"('unfair', 'fair')",-0.422666,-0.5396239,-0.1169579
30,1.4230407,1.4668707,"('intolerant', 'tolerant')",1.4230407,1.4668707,0.04383
31,-2.0295637,-2.2433574,"('evil', 'good')",-2.0295637,-2.2433574,-0.2137937
32,1.4220701,1.4248906,"('unkind', 'kind')",1.4220701,1.4248906,0.0028205
33,0.21467805,0.023505127,"('wrong', 'right')",0.214678,0.0235051,-0.1911729
34,3.7675683,4.3430195,"('mean', 'honorable')",3.7675683,4.3430195,0.5754512
35,-1.0916718,-1.4820905,"('corrupt', 'incorrupt')",-1.0916718,-1.4820905,-0.3904187
36,-0.99376297,-1.2149153,"('hostile', 'amicable')",-0.993763,-1.2149153,-0.2211523
37,0.13321316,0.33344528,"('fake', 'genuine')",0.1332132,0.3334453,0.2002321
38,0.6595684,0.5984868,"('untruthful', 'truthful')",0.6595684,0.5984868,-0.0610816
39,0.6457309,0.7656726,"('exploitative', 'cooperative')",0.6457309,0.7656726,0.1199417
40,-0.32060292,-0.63916624,"('stingy', 'generous')",-0.3206029,-0.6391662,-0.3185633
41,1.3434644,1.1594666,"('unforgiving', 'forgiving')",1.3434644,1.1594666,-0.1839978
42,-1.6341435,-1.7804358,"('unreliable', 'reliable')",-1.6341435,-1.7804358,-0.1462923
43,1.2450395,1.5409656,"('irresponsible', 'responsible')",1.2450395,1.5409656,0.2959261
44,-1.4479386,-1.364516,"('prejudiced', 'unprejudiced')",-1.4479386,-1.364516,0.0834226
45,1.0901449,1.085553,"('incompetent', 'competent')",1.0901449,1.0855531,-0.0045918
46,-0.14447223,-0.038486853,"('uncompetitive', 'competitive')",-0.1444722,-0.0384869,0.1059853
47,4.059783,4.7968636,"('stupid', 'smart')",4.059783,4.7968636,0.7370806
48,1.0779413,1.2176253,"('unintelligent', 'intelligent')",1.0779413,1.2176253,0.139684
49,-0.7268731,-0.4369808,"('unable', 'able')",-0.7268731,-0.4369808,0.2898923
50,-1.3396326,-1.0895752,"('clumsy', 'skillful')",-1.3396326,-1.0895752,0.2500574
51,0.49702764,0.692145,"('uneducated', 'educated')",0.4970276,0.692145,0.1951174
52,-0.7441306,-0.72669154,"('irrational', 'rational')",-0.7441306,-0.7266915,0.0174391
53,-0.03490758,0.00758639,"('uncreative', 'creative')",-0.0349076,0.0075864,0.042494
54,0.124286495,0.3665093,"('incapable', 'capable')",0.1242865,0.3665093,0.2422228
55,1.3826034,1.6085842,"('incompetent', 'clever')",1.3826034,1.6085842,0.2259808
56,1.3972737,1.4635102,"('impractical', 'practical')",1.3972737,1.4635102,0.0662365
57,-1.2036759,-1.5220653,"('unimaginative', 'imaginative')",-1.2036759,-1.5220653,-0.3183894
58,0.2870045,0.18785492,"('undiscriminating', 'discriminating')",0.2870045,0.1878549,-0.0991496
59,-0.3841198,-0.39451626,"('foolish', 'wise')",-0.3841198,-0.3945163,-0.0103965
60,0.9495481,1.4633586,"('inefficient', 'efficient')",0.9495481,1.4633586,0.5138105
61,0.40952796,0.3772144,"('illogical', 'logical')",0.409528,0.3772144,-0.0323136
62,1.0804874,1.5101274,"('incompetent', 'brilliant')",1.0804874,1.5101274,0.42964
63,0.6678357,0.82208484,"('unperceptive', 'insightful')",0.6678357,0.8220848,0.1542491
64,-4.4866695,-4.7507844,"('shy', 'confident')",-4.4866695,-4.7507844,-0.2641149
