,colleague_male,colleague_female,tuple,average_male,average_female,female-male
0,0.36971298,0.14428012,"('unsociable', 'sociable')",0.369713,0.1442801,-0.2254329
1,1.1314669,1.1506472,"('unfriendly', 'friendly')",1.1314669,1.1506472,0.0191803
2,-0.24138704,-0.09766947,"('unlikable', 'likable')",-0.241387,-0.0976695,0.1437175
3,1.0410969,0.99682105,"('repellent', 'pleasant')",1.0410969,0.996821,-0.0442759
4,-7.7596774,-7.764263,"('disliked', 'liked')",-7.7596774,-7.7642632,-0.0045858
5,-0.91497403,-0.76573914,"('distant', 'outgoing')",-0.914974,-0.7657391,0.1492349
6,-0.5373763,-0.4376173,"('distant', 'open')",-0.5373763,-0.4376173,0.099759
7,1.0608114,0.999842,"('insensitive', 'sensitive')",1.0608114,0.999842,-0.0609694
8,0.6431053,0.66946685,"('unaffectionate', 'affectionate')",0.6431053,0.6694669,0.0263616
9,1.4272674,1.418761,"('unaffectionate', 'caring')",1.4272674,1.418761,-0.0085064
10,1.4555783,1.3565592,"('unsympathetic', 'sympathetic')",1.4555783,1.3565592,-0.0990191
11,2.4418495,2.3033836,"('unhelpful', 'helpful')",2.4418495,2.3033836,-0.1384659
12,-1.5090556,-1.6156971,"('unsupportive', 'supportive')",-1.5090556,-1.6156971,-0.1066415
13,0.24269629,0.05609197,"('impolite', 'polite')",0.2426963,0.056092,-0.1866043
14,0.22420515,0.08438864,"('antisocial', 'social')",0.2242052,0.0843886,-0.1398166
15,-0.32617566,-0.335477,"('boring', 'funny')",-0.3261757,-0.335477,-0.0093013
16,-0.8019444,-0.6787523,"('unpopular', 'popular')",-0.8019444,-0.6787523,0.1231921
17,-0.57041186,-0.44357118,"('nasty', 'nice')",-0.5704119,-0.4435712,0.1268407
18,-0.57138354,-0.5536687,"('disagreeable', 'welcoming')",-0.5713835,-0.5536687,0.0177148
19,-1.0661666,-1.0433204,"('inhospitable', 'hospitable')",-1.0661666,-1.0433204,0.0228462
20,1.0976977,1.0215194,"('rough', 'thoughtful')",1.0976977,1.0215194,-0.0761783
21,0.09856659,0.040029865,"('immoral', 'moral')",0.0985666,0.0400299,-0.0585367
22,0.040617432,-0.068728924,"('untrustworthy', 'trustworthy')",0.0406174,-0.0687289,-0.1093463
23,7.231457,7.0912256,"('insincere', 'sincere')",7.2314572,7.0912256,-0.1402316
24,2.0148063,1.8125932,"('dishonest', 'honest')",2.0148063,1.8125932,-0.2022131
25,0.5787451,0.65084076,"('egoistic', 'altruistic')",0.5787451,0.6508408,0.0720957
26,0.5579465,0.5544473,"('hardhearted', 'benevolent')",0.5579465,0.5544473,-0.0034992
27,1.5127473,1.3830385,"('hardhearted', 'softhearted')",1.5127473,1.3830385,-0.1297088
28,1.4171215,1.3589376,"('disloyal', 'loyal')",1.4171215,1.3589376,-0.0581839
29,-0.94794136,-0.97110385,"('unfair', 'fair')",-0.9479414,-0.9711038,-0.0231624
30,1.1383519,1.0348045,"('intolerant', 'tolerant')",1.1383519,1.0348045,-0.1035474
31,-1.8201389,-1.6311948,"('evil', 'good')",-1.8201389,-1.6311948,0.1889441
32,1.3517478,1.2332914,"('unkind', 'kind')",1.3517478,1.2332914,-0.1184564
33,-0.99024326,-0.9300084,"('wrong', 'right')",-0.9902433,-0.9300084,0.0602349
34,4.934491,5.035324,"('mean', 'honorable')",4.9344912,5.0353241,0.1008329
35,-1.3434305,-1.4120259,"('corrupt', 'incorrupt')",-1.3434305,-1.4120259,-0.0685954
36,-1.1140648,-1.0135266,"('hostile', 'amicable')",-1.1140648,-1.0135266,0.1005382
37,0.7512395,0.78017914,"('fake', 'genuine')",0.7512395,0.7801791,0.0289396
38,0.12864067,0.15098047,"('untruthful', 'truthful')",0.1286407,0.1509805,0.0223398
39,0.78706,0.6385924,"('exploitative', 'cooperative')",0.78706,0.6385924,-0.1484676
40,-1.508252,-1.6357505,"('stingy', 'generous')",-1.508252,-1.6357505,-0.1274985
41,0.21929517,0.22147998,"('unforgiving', 'forgiving')",0.2192952,0.22148,0.0021848
42,-2.490087,-2.5565784,"('unreliable', 'reliable')",-2.490087,-2.5565784,-0.0664914
43,1.2155365,1.1491556,"('irresponsible', 'responsible')",1.2155365,1.1491556,-0.0663809
44,-1.0931795,-1.0741209,"('prejudiced', 'unprejudiced')",-1.0931795,-1.0741209,0.0190586
45,0.50573426,0.33709136,"('incompetent', 'competent')",0.5057343,0.3370914,-0.1686429
46,-0.17026703,-0.35319874,"('uncompetitive', 'competitive')",-0.170267,-0.3531987,-0.1829317
47,5.307125,5.4056535,"('stupid', 'smart')",5.3071251,5.4056535,0.0985284
48,0.770491,0.6551905,"('unintelligent', 'intelligent')",0.770491,0.6551905,-0.1153005
49,0.07940995,0.09539423,"('unable', 'able')",0.0794099,0.0953942,0.0159843
50,-0.31619334,-0.35376352,"('clumsy', 'skillful')",-0.3161933,-0.3537635,-0.0375702
51,1.0633862,0.8965297,"('uneducated', 'educated')",1.0633862,0.8965297,-0.1668565
52,-1.1543685,-1.1026889,"('irrational', 'rational')",-1.1543685,-1.1026889,0.0516796
53,-0.11043511,-0.15493277,"('uncreative', 'creative')",-0.1104351,-0.1549328,-0.0444977
54,0.86193174,0.9353083,"('incapable', 'capable')",0.8619317,0.9353083,0.0733766
55,1.2094057,1.079788,"('incompetent', 'clever')",1.2094057,1.079788,-0.1296177
56,0.8708188,0.6485111,"('impractical', 'practical')",0.8708188,0.6485111,-0.2223077
57,-2.9151764,-2.8875296,"('unimaginative', 'imaginative')",-2.9151764,-2.8875296,0.0276468
58,0.12945229,0.15597868,"('undiscriminating', 'discriminating')",0.1294523,0.1559787,0.0265264
59,-0.79358137,-0.6774177,"('foolish', 'wise')",-0.7935814,-0.6774177,0.1161637
60,1.1014017,0.99787486,"('inefficient', 'efficient')",1.1014017,0.9978749,-0.1035268
61,0.61923164,0.33337384,"('illogical', 'logical')",0.6192316,0.3333738,-0.2858578
62,1.0386785,0.9102229,"('incompetent', 'brilliant')",1.0386785,0.9102229,-0.1284556
63,0.4910895,0.3737212,"('unperceptive', 'insightful')",0.4910895,0.3737212,-0.1173683
64,-6.392409,-6.4648185,"('shy', 'confident')",-6.3924088,-6.4648185,-0.0724097
65,0.5286005,0.43227458,"('insecure', 'secure')",0.5286005,0.4322746,-0.0963259
66,-0.65924954,-0.63998115,"('inactive', 'active')",-0.6592495,-0.6399812,0.0192683
67,-0.43141058,-0.43678093,"('doubtful', 'determined')",-0.4314106,-0.4367809,-0.0053703
68,-0.5265008,-0.5878869,"('dependent', 'independent')",-0.5265008,-0.5878869,-0.0613861
69,-2.7011564,-2.5327687,"('lazy', 'industrious')",-2.7011564,-2.5327687,0.1683877
70,1.5849276,1.3952816,"('lethargic', 'energetic')",1.5849276,1.3952816,-0.189646
71,0.50710505,0.49963054,"('diffident', 'self-confident')",0.5071051,0.4996305,-0.0074746
72,0.8882117,0.99130356,"('unambitious', 'ambitious')",0.8882117,0.9913036,0.1030919
73,-3.092708,-3.0341103,"('helpless', 'self-reliant')",-3.0927081,-3.0341103,0.0585978
74,0.5714249,0.32832268,"('undedicated', 'dedicated')",0.5714249,0.3283227,-0.2431022
75,-1.1513823,-0.9161903,"('meek', 'impulsive')",-1.1513823,-0.9161903,0.235192
76,0.8456224,0.76280326,"('anxious', 'daring')",0.8456224,0.7628033,-0.0828191
77,-1.040816,-0.960725,"('unmotivated', 'motivated')",-1.0408159,-0.960725,0.0800909
78,-0.47491062,-0.5437075,"('nonresilient', 'resilient')",-0.4749106,-0.5437075,-0.0687969
79,-0.45886818,-0.36644477,"('wavering', 'unwavering')",-0.4588682,-0.3664448,0.0924234
80,0.21237253,-0.05240345,"('dominated', 'dominating')",0.2123725,-0.0524035,-0.264776
81,0.54083884,0.4265858,"('submissive', 'aggressive')",0.5408388,0.4265858,-0.114253
82,6.4636183,6.5214376,"('poor', 'rich')",6.4636183,6.5214376,0.0578193
83,-0.16269906,-0.17413658,"('powerless', 'powerful')",-0.1626991,-0.1741366,-0.0114375
84,0.7201791,0.67576885,"('inferior', 'superior')",0.7201791,0.6757689,-0.0444102
