,tournament_male,tournament_female,tuple,average_male,average_female,female-male
0,0.77562964,0.639867,"('unsociable', 'sociable')",0.7756296,0.639867,-0.1357626
1,1.6981778,1.7083467,"('unfriendly', 'friendly')",1.6981778,1.7083467,0.0101689
2,0.98626006,1.1050081,"('unlikable', 'likable')",0.9862601,1.1050081,0.118748
3,0.82755536,0.9867464,"('repellent', 'pleasant')",0.8275554,0.9867464,0.159191
4,-7.1856313,-7.1385503,"('disliked', 'liked')",-7.1856313,-7.1385503,0.047081
5,-0.68524724,-0.7316232,"('distant', 'outgoing')",-0.6852472,-0.7316232,-0.046376
6,-0.41396347,-0.47149312,"('distant', 'open')",-0.4139635,-0.4714931,-0.0575296
7,1.9886785,2.097924,"('insensitive', 'sensitive')",1.9886785,2.097924,0.1092455
8,1.0696106,1.119872,"('unaffectionate', 'affectionate')",1.0696106,1.119872,0.0502614
9,1.6539294,1.7169464,"('unaffectionate', 'caring')",1.6539294,1.7169464,0.063017
10,1.4566404,1.5506537,"('unsympathetic', 'sympathetic')",1.4566404,1.5506537,0.0940133
11,2.3231225,2.3196719,"('unhelpful', 'helpful')",2.3231225,2.3196719,-0.0034506
12,-1.1180235,-1.0412799,"('unsupportive', 'supportive')",-1.1180235,-1.0412799,0.0767436
13,0.95430577,0.81237304,"('impolite', 'polite')",0.9543058,0.812373,-0.1419328
14,0.7648829,0.7343917,"('antisocial', 'social')",0.7648829,0.7343917,-0.0304912
15,0.80089426,0.79242575,"('boring', 'funny')",0.8008943,0.7924258,-0.0084685
16,-0.5853255,-0.53664374,"('unpopular', 'popular')",-0.5853255,-0.5366437,0.0486818
17,-1.200077,-1.1666552,"('nasty', 'nice')",-1.2000771,-1.1666552,0.0334219
18,-0.26961783,-0.27930814,"('disagreeable', 'welcoming')",-0.2696178,-0.2793081,-0.0096903
19,-0.38564083,-0.35542625,"('inhospitable', 'hospitable')",-0.3856408,-0.3554263,0.0302145
20,1.1267264,1.0727073,"('rough', 'thoughtful')",1.1267264,1.0727073,-0.0540191
21,0.98732793,1.0195464,"('immoral', 'moral')",0.9873279,1.0195464,0.0322185
22,0.5289718,0.5500851,"('untrustworthy', 'trustworthy')",0.5289718,0.5500851,0.0211133
23,6.717554,6.7822666,"('insincere', 'sincere')",6.7175541,6.7822666,0.0647125
24,2.1512833,2.1992862,"('dishonest', 'honest')",2.1512833,2.1992862,0.0480029
25,0.37315315,0.34811977,"('egoistic', 'altruistic')",0.3731532,0.3481198,-0.0250334
26,0.42845708,0.34680307,"('hardhearted', 'benevolent')",0.4284571,0.3468031,-0.081654
27,1.4760337,1.482847,"('hardhearted', 'softhearted')",1.4760337,1.482847,0.0068133
28,1.2993212,1.2902156,"('disloyal', 'loyal')",1.2993212,1.2902156,-0.0091056
29,-0.18642277,-0.23520507,"('unfair', 'fair')",-0.1864228,-0.2352051,-0.0487823
30,1.1429338,1.0975478,"('intolerant', 'tolerant')",1.1429338,1.0975478,-0.045386
31,-1.9232129,-1.8662378,"('evil', 'good')",-1.9232129,-1.8662378,0.0569751
32,1.1972922,1.1300203,"('unkind', 'kind')",1.1972922,1.1300203,-0.0672719
33,-0.12838033,-0.20680468,"('wrong', 'right')",-0.1283803,-0.2068047,-0.0784244
34,4.125398,4.347748,"('mean', 'honorable')",4.1253982,4.3477478,0.2223496
35,-1.4524949,-1.5572901,"('corrupt', 'incorrupt')",-1.4524949,-1.5572901,-0.1047952
