,avalonbay_male,avalonbay_female,tuple,communities_male,communities_female,inc_male,inc_female,average_male,average_female,female-male
0,0.5200924,0.5639739,"('unsociable', 'sociable')",1.0260583,0.9853122,-0.37994376,-0.44240862,0.3887357,0.3689592,-0.0197765
1,-0.32026318,-0.39043742,"('unfriendly', 'friendly')",-0.13898039,-0.21271989,1.4445432,1.2116102,0.3284332,0.2028176,-0.1256156
2,0.2536804,0.22841007,"('unlikable', 'likable')",0.21154483,0.249441,0.52468294,0.5703995,0.3299694,0.3494169,0.0194475
3,0.3870921,0.5660563,"('repellent', 'pleasant')",0.63441515,0.7076038,0.3435637,0.4405022,0.4550236,0.5713874,0.1163638
4,-0.9267641,-1.022673,"('disliked', 'liked')",-0.6445604,-0.77675056,-6.4900627,-6.373633,-2.687129,-2.7243522,-0.0372232
5,-1.2493075,-1.3735876,"('distant', 'outgoing')",-0.44859785,-0.5233437,-0.1793614,-0.24978793,-0.6257555,-0.7155731,-0.0898176
6,-1.4985559,-1.5838373,"('distant', 'open')",-1.4586046,-1.5465949,0.3304602,0.21357995,-0.8755668,-0.9722841,-0.0967173
7,1.5891324,1.7430279,"('insensitive', 'sensitive')",1.3575284,1.5902644,1.0009137,1.0459677,1.3158582,1.4597534,0.1438952
8,-0.7881471,-0.8375812,"('unaffectionate', 'affectionate')",-0.7525394,-0.76858354,0.476072,0.27242798,-0.3548715,-0.4445789,-0.0897074
9,0.21397465,0.18229379,"('unaffectionate', 'caring')",0.927158,0.9565239,1.1791798,1.0926682,0.7734375,0.7438286,-0.0296089
10,0.8120165,1.0228796,"('unsympathetic', 'sympathetic')",0.7167244,0.8543788,0.045974016,0.12449579,0.524905,0.6672514,0.1423464
11,1.0002087,1.0943199,"('unhelpful', 'helpful')",1.9949516,2.136284,2.3431947,2.40137,1.7794517,1.8773247,0.097873
12,1.2067305,1.2883822,"('unsupportive', 'supportive')",2.1886344,2.3870618,-1.3808386,-1.2745602,0.6715087,0.8002946,0.1287859
13,1.9840322,2.0049996,"('impolite', 'polite')",1.8031374,1.8284584,0.091926634,0.06255543,1.293032,1.2986711,0.0056391
14,1.1597023,1.2960416,"('antisocial', 'social')",2.0380054,2.1217854,-0.46344697,-0.38152435,0.9114202,1.0121009,0.1006807
15,0.059749357,-0.017832696,"('boring', 'funny')",0.16226792,0.1819679,0.54854894,0.56469643,0.2568554,0.2429439,-0.0139115
16,-1.0521405,-1.0768604,"('unpopular', 'popular')",-0.4065243,-0.3792948,0.22411719,0.23676974,-0.4115159,-0.4064619,0.005054
17,-0.34444964,-0.264186,"('nasty', 'nice')",0.55756164,0.61253566,0.03283169,0.06255526,0.0819812,0.1369683,0.0549871
18,0.51495075,0.5438662,"('disagreeable', 'welcoming')",0.32595956,0.44238538,-0.23041509,-0.29872054,0.2034984,0.229177,0.0256786
19,-1.8007437,-1.8245175,"('inhospitable', 'hospitable')",-1.4739869,-1.4966257,-0.13964611,-0.15510125,-1.1381256,-1.1587481,-0.0206225
20,-0.42076772,-0.27274904,"('rough', 'thoughtful')",-0.11826094,-0.064259,0.9187914,0.9445583,0.1265876,0.2025168,0.0759292
21,1.171175,1.3080413,"('immoral', 'moral')",1.4901865,1.5238731,-0.4481509,-0.31917343,0.7377369,0.8375804,0.0998435
22,0.9785285,1.0571408,"('untrustworthy', 'trustworthy')",1.039328,1.0871484,-0.52942985,-0.52875346,0.4961422,0.5385119,0.0423697
23,1.0216273,1.1193867,"('insincere', 'sincere')",1.8345448,1.932182,6.0279408,5.8365655,2.9613711,2.9627113,0.0013402
24,0.74840057,0.7895132,"('dishonest', 'honest')",0.49897048,0.48545593,0.90309626,0.8039627,0.7168225,0.6929773,-0.0238452
25,-0.74012715,-0.8311422,"('egoistic', 'altruistic')",0.2570212,0.22693542,1.5583565,1.489783,0.3584169,0.2951921,-0.0632248
26,0.048308995,-0.023066446,"('hardhearted', 'benevolent')",0.43342775,0.4522466,1.4028637,1.3020952,0.6282002,0.5770918,-0.0511084
27,-0.08928911,-0.04834315,"('hardhearted', 'softhearted')",1.0504607,1.1622025,1.439883,1.3672459,0.8003515,0.8270351,0.0266836
28,0.36674535,0.3602566,"('disloyal', 'loyal')",0.9354756,0.88127023,0.7817791,0.60172653,0.6946667,0.6144178,-0.0802489
29,-0.38295764,-0.43294087,"('unfair', 'fair')",-0.50420105,-0.5092493,-0.39392084,-0.57290435,-0.4270265,-0.5050315,-0.078005
30,1.5788279,1.6973339,"('intolerant', 'tolerant')",2.2123616,2.2908545,1.3407019,1.363583,1.7106304,1.7839238,0.0732934
31,-2.0493975,-2.1121876,"('evil', 'good')",-1.5937351,-1.6141284,-1.0791421,-1.2010905,-1.5740916,-1.6424688,-0.0683772
32,0.28294316,0.29296678,"('unkind', 'kind')",0.7214482,0.7553818,1.0427833,0.94785,0.6823915,0.6653996,-0.0169919
33,0.4547785,0.31996655,"('wrong', 'right')",0.62587804,0.5674162,-0.33685502,-0.39907634,0.2479338,0.1627688,-0.085165
34,-0.41975015,-0.32730004,"('mean', 'honorable')",0.6281843,0.7265532,5.927726,5.880545,2.0453866,2.0932662,0.0478796
35,-1.9135679,-2.116815,"('corrupt', 'incorrupt')",-1.7050837,-1.8715144,-0.38324264,-0.59442574,-1.3339648,-1.527585,-0.1936202
36,-2.1571283,-2.28557,"('hostile', 'amicable')",-2.1287587,-2.277614,-0.18997297,-0.3875838,-1.4919532,-1.6502558,-0.1583026
37,0.19135067,0.2628213,"('fake', 'genuine')",0.51796305,0.5823307,0.3445572,0.32354188,0.3512903,0.3895646,0.0382743
38,0.10955788,0.11692431,"('untruthful', 'truthful')",0.55198514,0.5603748,0.22370699,0.21803564,0.2950833,0.2984449,0.0033616
39,1.3780925,1.4302895,"('exploitative', 'cooperative')",2.1662865,2.2077298,0.74527234,0.7516015,1.4298838,1.4632069,0.0333231
40,0.49319515,0.49344632,"('stingy', 'generous')",1.2265803,1.2991607,-1.203669,-1.2065115,0.1720355,0.1953652,0.0233297
41,0.70249933,0.72110325,"('unforgiving', 'forgiving')",0.5959657,0.6439051,0.1030144,0.058965176,0.4671598,0.4746579,0.0074981
42,0.55846846,0.6512304,"('unreliable', 'reliable')",0.55861187,0.6596903,-2.4266305,-2.2192366,-0.4365167,-0.302772,0.1337447
43,1.2941645,1.4093541,"('irresponsible', 'responsible')",1.4230307,1.5484896,0.74110216,0.7624618,1.1527658,1.2401018,0.087336
44,-0.40377176,-0.40700874,"('prejudiced', 'unprejudiced')",-0.8085351,-0.8404807,-1.0759163,-1.0667514,-0.7627411,-0.7714136,-0.0086725
45,0.89963895,1.0560997,"('incompetent', 'competent')",1.5779172,1.6862772,-0.06937492,-0.038130958,0.8027271,0.9014153,0.0986882
46,1.1074309,1.3013091,"('uncompetitive', 'competitive')",1.0322386,1.1959184,-0.7646157,-0.62570083,0.4583512,0.6238423,0.1654911
47,0.39287105,0.4665951,"('stupid', 'smart')",0.5598356,0.54318297,5.651065,5.5322013,2.2012572,2.1806598,-0.0205974
48,0.71769625,0.74827623,"('unintelligent', 'intelligent')",0.51240945,0.4966169,0.53627753,0.5151681,0.5887944,0.586687,-0.0021074
49,-0.887614,-0.77790815,"('unable', 'able')",-0.9434974,-0.8466332,-0.41471323,-0.3150565,-0.7486082,-0.6465326,0.1020756
50,-1.0078936,-0.9787447,"('clumsy', 'skillful')",-0.44325054,-0.42548844,-0.10949972,-0.13003728,-0.5202146,-0.5114235,0.0087911
51,-0.18085742,-0.17762682,"('uneducated', 'educated')",-0.36049503,-0.42280373,-0.19828013,-0.25025234,-0.2465442,-0.283561,-0.0370168
52,-0.8202273,-1.0016423,"('irrational', 'rational')",-0.4022878,-0.62472874,-0.3682328,-0.5600452,-0.5302493,-0.7288055,-0.1985562
53,0.14393726,0.1430279,"('uncreative', 'creative')",0.47266763,0.47900346,1.025913,0.94896245,0.547506,0.5236646,-0.0238414
54,-0.0884164,-0.14400068,"('incapable', 'capable')",-0.7106738,-0.77159834,0.9613097,0.8940846,0.0540732,-0.0071715,-0.0612447
55,1.2440109,1.4874634,"('incompetent', 'clever')",0.7779252,0.96531695,0.049301405,0.121352136,0.6904125,0.8580441,0.1676316
56,1.8169621,1.9237993,"('impractical', 'practical')",2.2357767,2.2957757,0.2595167,0.355881,1.4374185,1.525152,0.0877335
57,1.0216097,1.1417872,"('unimaginative', 'imaginative')",0.5970604,0.64349556,-2.1696904,-2.0215828,-0.1836735,-0.0787667,0.1049068
58,-0.50272936,-0.42793104,"('undiscriminating', 'discriminating')",-0.2978525,-0.2622939,-0.30683944,-0.31229278,-0.3691404,-0.3341726,0.0349678
59,-0.49597508,-0.6278199,"('foolish', 'wise')",-0.12857686,-0.16115534,0.39780226,0.30399537,-0.0755832,-0.16166,-0.0860768
60,1.7332032,1.9667917,"('inefficient', 'efficient')",2.3668995,2.5331366,0.17580527,0.3614784,1.4253025,1.6204689,0.1951664
61,0.4384047,0.37552556,"('illogical', 'logical')",0.21345906,0.09291415,0.169611,0.007739296,0.2738249,0.1587263,-0.1150986
