,ameriprise_male,ameriprise_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9737253,-1.0372728,"('unsociable', 'sociable')",0.7846523,0.64496225,-0.38630682,-0.512879,-0.1917933,-0.3017299,-0.1099366
1,-2.6318948,-2.6281207,"('unfriendly', 'friendly')",0.91220474,0.70367986,2.1170857,1.956204,0.1324652,0.0105877,-0.1218775
2,0.90509534,0.9343146,"('unlikable', 'likable')",2.1937966,2.2514322,0.6622456,0.74651223,1.2537125,1.3107529,0.0570404
3,-0.50824183,-0.43577838,"('repellent', 'pleasant')",-0.019850459,0.020414714,-0.20633468,-0.09639402,-0.244809,-0.1705859,0.0742231
4,-0.3556357,-0.3445497,"('disliked', 'liked')",-0.09036126,-0.11265223,-5.474347,-5.5292997,-1.973448,-1.9955006,-0.0220526
5,-0.789374,-0.80224943,"('distant', 'outgoing')",0.3867275,0.34125972,0.22267115,0.17847613,-0.0599918,-0.0941712,-0.0341794
6,-0.8239898,-0.80993783,"('distant', 'open')",-0.61069274,-0.67616975,0.5558339,0.47577608,-0.2929496,-0.3367772,-0.0438276
7,-0.22765431,-0.21170363,"('insensitive', 'sensitive')",0.56311643,0.6011549,0.7981369,0.8072877,0.3778663,0.398913,0.0210467
8,-2.4241667,-2.3646605,"('unaffectionate', 'affectionate')",-0.4354743,-0.43781066,0.46563405,0.37137073,-0.7980023,-0.8103668,-0.0123645
9,-2.1151125,-2.0919893,"('unaffectionate', 'caring')",1.030373,0.98570406,1.1308033,1.0907675,0.0153546,-0.0051726,-0.0205272
10,-0.86945504,-0.8664036,"('unsympathetic', 'sympathetic')",-0.5620358,-0.5064647,-0.27655187,-0.32029098,-0.5693476,-0.5643864,0.0049612
11,-0.6278888,-0.6093104,"('unhelpful', 'helpful')",0.67364883,0.71632755,2.0388577,2.080271,0.6948725,0.7290961,0.0342236
12,-1.6240182,-1.5610228,"('unsupportive', 'supportive')",1.1083308,1.1983023,-1.5899969,-1.5780567,-0.7018948,-0.6469257,0.0549691
13,0.20422652,0.13833423,"('impolite', 'polite')",0.90436995,0.9231501,0.17549726,0.20754239,0.4280312,0.4230089,-0.0050223
14,0.35365844,0.393424,"('antisocial', 'social')",2.042573,2.0896177,-0.5970566,-0.56952274,0.5997249,0.6378397,0.0381148
15,0.43089116,0.3768376,"('boring', 'funny')",0.2419728,0.23778215,0.7556151,0.6746146,0.4761597,0.4297448,-0.0464149
16,-0.92118275,-0.8400295,"('unpopular', 'popular')",-0.48726243,-0.4925921,0.46266055,0.4848951,-0.3152615,-0.2825755,0.032686
17,0.15779328,0.1965378,"('nasty', 'nice')",-0.120085016,-0.066421255,-0.2751797,-0.2197633,-0.0791571,-0.0298823,0.0492748
18,-0.38961717,-0.2722892,"('disagreeable', 'welcoming')",-0.64734054,-0.63552594,-0.21872145,-0.23676339,-0.4185597,-0.3815262,0.0370335
19,-1.1440692,-1.1054025,"('inhospitable', 'hospitable')",-0.73251,-0.7820326,0.12885377,0.107639454,-0.5825751,-0.5932652,-0.0106901
20,0.12979493,0.13562314,"('rough', 'thoughtful')",-0.02929786,-0.038401492,0.53599566,0.5262645,0.2121642,0.2078287,-0.0043355
21,0.12569731,0.043318562,"('immoral', 'moral')",0.7845088,0.8299957,-0.73688143,-0.6522131,0.0577749,0.0737004,0.0159255
22,-0.05708576,-0.07268712,"('untrustworthy', 'trustworthy')",-0.41066408,-0.465167,-1.1267049,-1.1209345,-0.5314849,-0.5529295,-0.0214446
23,-0.50491714,-0.5341902,"('insincere', 'sincere')",0.92296904,0.91857964,5.6603174,5.6665273,2.026123,2.0169722,-0.0091508
24,-0.5014353,-0.5183182,"('dishonest', 'honest')",0.076342344,0.07889224,1.0203698,0.98708767,0.1984256,0.1825539,-0.0158717
25,-1.1771349,-1.1563321,"('egoistic', 'altruistic')",-0.3460658,-0.34207898,1.4683661,1.382904,-0.0182782,-0.0385024,-0.0202242
26,-0.31737348,-0.30459484,"('hardhearted', 'benevolent')",0.96126187,0.9435843,1.4670944,1.3611339,0.703661,0.6667078,-0.0369532
27,-0.60308236,-0.4924548,"('hardhearted', 'softhearted')",-0.705535,-0.7398094,1.4220325,1.320714,0.037805,0.0294833,-0.0083217
28,-0.9722717,-1.0493869,"('disloyal', 'loyal')",0.26174724,0.18967398,0.85020083,0.78041685,0.0465588,-0.026432,-0.0729908
29,-0.14384916,-0.17583498,"('unfair', 'fair')",-0.50479436,-0.5441264,-0.86025834,-1.0118724,-0.5029673,-0.5772779,-0.0743106
30,1.053977,1.0805161,"('intolerant', 'tolerant')",0.9559972,0.96344507,1.5648956,1.5324224,1.1916233,1.1921279,0.0005046
31,-1.6150059,-1.5765693,"('evil', 'good')",-1.0861666,-1.1471194,-0.92664725,-1.0181165,-1.2092732,-1.2472684,-0.0379952
32,-0.20722385,-0.2204651,"('unkind', 'kind')",0.21460412,0.25107363,1.0757545,1.0179796,0.3610449,0.3495294,-0.0115155
33,-0.31528288,-0.3553922,"('wrong', 'right')",0.8806707,0.8371706,-0.5331688,-0.55124944,0.0107397,-0.023157,-0.0338967
34,0.02869619,0.09095099,"('mean', 'honorable')",0.492851,0.52258605,5.871668,5.9512615,2.1310717,2.1882661,0.0571944
35,0.012345108,-0.017627055,"('corrupt', 'incorrupt')",-1.2623997,-1.2895617,-0.081604,-0.21890427,-0.4438862,-0.5086977,-0.0648115
36,-1.0538441,-1.0516788,"('hostile', 'amicable')",-0.40841147,-0.5762447,-0.013858106,-0.18665017,-0.4920379,-0.6048579,-0.11282
37,0.51108223,0.5353438,"('fake', 'genuine')",-1.0353255,-0.9700317,0.2975578,0.31273925,-0.0755618,-0.0406495,0.0349123
38,-0.80281156,-0.8106268,"('untruthful', 'truthful')",0.7847066,0.7857202,0.5012032,0.6025438,0.1610327,0.1925457,0.031513
39,-0.0024341606,-0.004245477,"('exploitative', 'cooperative')",0.9764307,1.0395206,0.1217942,0.12071417,0.3652636,0.3853298,0.0200662
40,-0.23903248,-0.22035454,"('stingy', 'generous')",0.8332096,0.82175404,-1.4260259,-1.5055084,-0.2772829,-0.3013696,-0.0240867
41,-0.12631367,-0.09579763,"('unforgiving', 'forgiving')",1.1355613,1.0688286,0.054611042,-0.0061271866,0.3546196,0.3223012,-0.0323184
42,1.5302227,1.595308,"('unreliable', 'reliable')",0.5693403,0.6032505,-2.5736854,-2.5147011,-0.1580408,-0.1053809,0.0526599
43,-0.5090619,-0.5074192,"('irresponsible', 'responsible')",1.033621,1.0552548,0.6514214,0.6273763,0.3919935,0.3917373,-0.0002562
44,1.5516131,1.529908,"('prejudiced', 'unprejudiced')",-0.35313806,-0.32412207,-1.5074686,-1.519734,-0.1029979,-0.1046494,-0.0016515
45,-0.4856892,-0.46393225,"('incompetent', 'competent')",-0.23492463,-0.25036463,-0.4024491,-0.39987147,-0.3743543,-0.3713895,0.0029648
46,-0.844179,-0.8579703,"('uncompetitive', 'competitive')",0.8267456,0.84382546,-0.6602921,-0.63517344,-0.2259085,-0.2164394,0.0094691
47,0.18015218,0.22434206,"('stupid', 'smart')",1.0740328,1.089743,5.2927327,5.375672,2.182306,2.229919,0.047613
48,-1.0688885,-1.0788214,"('unintelligent', 'intelligent')",-0.7336187,-0.7354124,0.2806166,0.2567523,-0.5072968,-0.5191605,-0.0118637
49,-0.048484206,0.030607328,"('unable', 'able')",-0.8521068,-0.7672918,-0.14197943,0.005672263,-0.3475235,-0.2436707,0.1038528
50,0.48164022,0.5792292,"('clumsy', 'skillful')",0.12002695,0.16243465,-0.04535699,0.0036759898,0.1854367,0.2484466,0.0630099
51,0.07711169,0.032393247,"('uneducated', 'educated')",0.027809992,-0.027566206,0.65655166,0.59254587,0.2538245,0.1991243,-0.0547002
52,-0.9783488,-1.0258518,"('irrational', 'rational')",-0.2715713,-0.4396295,-0.23341243,-0.365554,-0.4944442,-0.6103451,-0.1159009
53,-1.87373,-1.8439124,"('uncreative', 'creative')",1.032724,0.9067919,0.8670908,0.75491333,0.008695,-0.0607357,-0.0694307
54,-0.88155687,-0.8908115,"('incapable', 'capable')",0.6411243,0.5924816,1.1272823,1.139453,0.2956166,0.2803744,-0.0152422
55,-0.73128384,-0.7094821,"('incompetent', 'clever')",-0.34637898,-0.32385677,-0.3881998,-0.37293977,-0.4886209,-0.4687595,0.0198614
56,0.943859,0.89888203,"('impractical', 'practical')",1.0832133,1.1304077,0.22872417,0.26896644,0.7519322,0.7660854,0.0141532
57,-1.3722879,-1.3660816,"('unimaginative', 'imaginative')",-0.2463054,-0.29559416,-2.4896853,-2.5529592,-1.3694261,-1.4048783,-0.0354522
58,-0.7643196,-0.740469,"('undiscriminating', 'discriminating')",1.1626132,1.0510688,0.12047942,0.045947753,0.1729243,0.1188492,-0.0540751
59,-0.47847468,-0.47913888,"('foolish', 'wise')",0.4115965,0.36175656,0.5934123,0.57954323,0.1755114,0.1540536,-0.0214578
60,0.61215556,0.6112421,"('inefficient', 'efficient')",0.7318535,0.7946663,-0.0061642043,0.09233348,0.4459483,0.4994139,0.0534656
61,-0.5421,-0.5774278,"('illogical', 'logical')",1.4329989,1.3341494,0.2122566,0.13394918,0.3677185,0.2968902,-0.0708283
62,0.026085408,0.09681012,"('incompetent', 'brilliant')",0.9421048,1.1023214,0.37898925,0.5784848,0.4490598,0.5925388,0.143479
63,-0.7992043,-0.75797755,"('unperceptive', 'insightful')",1.3178544,1.3215687,1.1491954,1.2242358,0.5559485,0.5959423,0.0399938
64,0.5760077,0.48166803,"('shy', 'confident')",0.73664427,0.6929269,-6.3926854,-6.3933277,-1.6933444,-1.7395776,-0.0462332
65,0.26372918,0.20187591,"('insecure', 'secure')",-0.1258469,-0.12670012,-0.6326545,-0.6343707,-0.1649241,-0.1863983,-0.0214742
66,0.27256805,0.2230371,"('inactive', 'active')",0.8351457,0.7557635,1.2422252,1.140373,0.783313,0.7063912,-0.0769218
67,0.7162138,0.63744706,"('doubtful', 'determined')",0.4284654,0.46733576,-0.22689798,-0.20800814,0.3059271,0.2989249,-0.0070022
68,0.038730063,0.022123344,"('dependent', 'independent')",-1.789734,-1.8837408,-0.52546465,-0.53693724,-0.7588229,-0.7995183,-0.0406954
69,0.7959026,0.79663,"('lazy', 'industrious')",0.8004452,0.7522911,-0.20414996,-0.20416312,0.4640659,0.4482527,-0.0158132
