,yum_male,yum_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.8254492,-1.0497762,"('unsociable', 'sociable')",1.1963186,0.95458686,-0.060759418,-0.25737467,0.10337,-0.1175213,-0.2208913
1,-0.81593573,-0.66972125,"('unfriendly', 'friendly')",0.061166294,0.13583168,1.2451893,1.1430001,0.1634733,0.2030369,0.0395636
2,0.7046099,0.64171547,"('unlikable', 'likable')",0.6419071,0.696014,0.7229025,0.8277991,0.6898065,0.7218428,0.0320363
3,-1.201989,-1.04934,"('repellent', 'pleasant')",-0.57144463,-0.34966376,-0.19672209,-0.08680217,-0.6567186,-0.4952686,0.16145
4,0.5367481,0.6131736,"('disliked', 'liked')",-0.15597315,-0.046530396,-5.5680246,-5.564265,-1.7290832,-1.6658738,0.0632094
5,-0.246661,-0.09766328,"('distant', 'outgoing')",-0.05813606,0.1678252,-0.10416295,-0.05522888,-0.13632,0.0049777,0.1412977
6,-0.8819274,-0.6734195,"('distant', 'open')",-0.9223155,-0.7115791,0.041049313,0.0609292,-0.5877312,-0.4413565,0.1463747
7,-0.49716926,-0.5241258,"('insensitive', 'sensitive')",0.51894104,0.52468395,0.535869,0.5039005,0.1858803,0.1681529,-0.0177274
8,-1.0665597,-0.9718998,"('unaffectionate', 'affectionate')",-0.6892426,-0.58480847,0.03338761,-0.032612488,-0.5741382,-0.5297736,0.0443646
9,-1.1745672,-1.0906243,"('unaffectionate', 'caring')",0.25250062,0.31368443,0.62869155,0.5977792,-0.0977917,-0.0597202,0.0380715
10,-1.3972427,-1.4430091,"('unsympathetic', 'sympathetic')",0.26168275,0.129819,-0.222255,-0.34668148,-0.452605,-0.5532905,-0.1006855
11,-0.5408248,-0.63249546,"('unhelpful', 'helpful')",0.70886296,0.6632593,2.2581124,2.203022,0.8087169,0.7445953,-0.0641216
12,-0.4290052,-0.30089352,"('unsupportive', 'supportive')",0.7877971,1.0171574,-1.3487843,-1.2853278,-0.3299975,-0.189688,0.1403095
13,0.07092453,-0.08874817,"('impolite', 'polite')",1.1311065,0.91626877,0.2933321,0.2619469,0.4984544,0.3631558,-0.1352986
14,-0.90848714,-1.0097922,"('antisocial', 'social')",0.7735119,0.68445534,-0.5469627,-0.59770495,-0.2273126,-0.3076806,-0.080368
15,0.87547827,0.7499132,"('boring', 'funny')",0.45021704,0.32427284,0.62349,0.56872106,0.6497284,0.5476357,-0.1020927
16,0.20954081,0.32757315,"('unpopular', 'popular')",-0.22956146,-0.032459386,0.8308158,0.87644416,0.270265,0.3905193,0.1202543
