,cigarette_male,cigarette_female,tuple,average_male,average_female,female-male
0,0.29609975,0.28978238,"('unsociable', 'sociable')",0.2960998,0.2897824,-0.0063174
1,2.1370118,2.0147939,"('unfriendly', 'friendly')",2.1370118,2.0147939,-0.1222179
2,0.21476912,0.26375523,"('unlikable', 'likable')",0.2147691,0.2637552,0.0489861
3,-0.43265298,-0.25422707,"('repellent', 'pleasant')",-0.432653,-0.2542271,0.1784259
4,-7.321353,-7.3715506,"('disliked', 'liked')",-7.321353,-7.3715506,-0.0501976
5,0.13314882,0.036977835,"('distant', 'outgoing')",0.1331488,0.0369778,-0.096171
6,0.66761005,0.5701821,"('distant', 'open')",0.66761,0.5701821,-0.0974279
7,0.5908596,0.6428018,"('insensitive', 'sensitive')",0.5908596,0.6428018,0.0519422
8,1.4738783,1.3001852,"('unaffectionate', 'affectionate')",1.4738783,1.3001852,-0.1736931
9,1.9639825,1.8616953,"('unaffectionate', 'caring')",1.9639825,1.8616953,-0.1022872
10,0.43508574,0.54043394,"('unsympathetic', 'sympathetic')",0.4350857,0.5404339,0.1053482
11,1.7942898,1.8667017,"('unhelpful', 'helpful')",1.7942898,1.8667017,0.0724119
12,-1.7033968,-1.7123259,"('unsupportive', 'supportive')",-1.7033968,-1.7123259,-0.0089291
13,-0.1288173,-0.11874443,"('impolite', 'polite')",-0.1288173,-0.1187444,0.0100729
14,0.1879361,0.22586574,"('antisocial', 'social')",0.1879361,0.2258657,0.0379296
15,0.7480445,0.623647,"('boring', 'funny')",0.7480445,0.623647,-0.1243975
16,-0.40773436,-0.50502676,"('unpopular', 'popular')",-0.4077344,-0.5050268,-0.0972924
17,-0.19082981,-0.20080213,"('nasty', 'nice')",-0.1908298,-0.2008021,-0.0099723
18,-0.6570823,-0.7248553,"('disagreeable', 'welcoming')",-0.6570823,-0.7248553,-0.067773
19,-0.30030137,-0.36268464,"('inhospitable', 'hospitable')",-0.3003014,-0.3626846,-0.0623832
20,0.9066465,0.88391364,"('rough', 'thoughtful')",0.9066465,0.8839136,-0.0227329
21,-0.4048885,-0.24669765,"('immoral', 'moral')",-0.4048885,-0.2466976,0.1581909
22,-0.67137265,-0.6227875,"('untrustworthy', 'trustworthy')",-0.6713727,-0.6227875,0.0485852
23,6.693019,6.7062044,"('insincere', 'sincere')",6.6930189,6.7062044,0.0131855
24,1.7629668,1.6937264,"('dishonest', 'honest')",1.7629668,1.6937264,-0.0692404
25,0.8258338,0.6889933,"('egoistic', 'altruistic')",0.8258338,0.6889933,-0.1368405
26,2.1137938,2.004624,"('hardhearted', 'benevolent')",2.1137938,2.0046239,-0.1091699
27,1.3453761,1.1561339,"('hardhearted', 'softhearted')",1.3453761,1.1561339,-0.1892422
28,1.3924699,1.3101927,"('disloyal', 'loyal')",1.3924699,1.3101927,-0.0822772
29,-0.66508484,-0.77376634,"('unfair', 'fair')",-0.6650848,-0.7737663,-0.1086815
30,0.8704236,0.96024334,"('intolerant', 'tolerant')",0.8704236,0.9602433,0.0898197
31,-1.5901567,-1.6804674,"('evil', 'good')",-1.5901567,-1.6804674,-0.0903107
32,0.8170644,0.7806165,"('unkind', 'kind')",0.8170644,0.7806165,-0.0364479
33,-0.18225005,-0.3136017,"('wrong', 'right')",-0.1822501,-0.3136017,-0.1313516
34,4.722493,4.8165584,"('mean', 'honorable')",4.7224932,4.8165584,0.0940652
35,-0.54691267,-0.80106753,"('corrupt', 'incorrupt')",-0.5469127,-0.8010675,-0.2541548
36,-0.35664424,-0.5837244,"('hostile', 'amicable')",-0.3566442,-0.5837244,-0.2270802
37,1.0042089,1.0095009,"('fake', 'genuine')",1.0042089,1.0095009,0.005292
38,0.3547236,0.34012187,"('untruthful', 'truthful')",0.3547236,0.3401219,-0.0146017
39,0.7610386,0.7835174,"('exploitative', 'cooperative')",0.7610386,0.7835174,0.0224788
40,-1.7774509,-1.9012418,"('stingy', 'generous')",-1.7774509,-1.9012418,-0.1237909
41,0.4393847,0.36061466,"('unforgiving', 'forgiving')",0.4393847,0.3606147,-0.07877
42,-3.1928802,-3.0937939,"('unreliable', 'reliable')",-3.1928802,-3.0937939,0.0990863
43,1.7273728,1.7747449,"('irresponsible', 'responsible')",1.7273728,1.7747449,0.0473721
44,-1.2784921,-1.2019004,"('prejudiced', 'unprejudiced')",-1.2784921,-1.2019004,0.0765917
45,0.13713938,0.21049775,"('incompetent', 'competent')",0.1371394,0.2104978,0.0733584
46,-0.8418616,-0.75514525,"('uncompetitive', 'competitive')",-0.8418616,-0.7551453,0.0867163
47,5.8686924,5.965722,"('stupid', 'smart')",5.8686924,5.9657221,0.0970297
48,0.6696424,0.66038877,"('unintelligent', 'intelligent')",0.6696424,0.6603888,-0.0092536
49,-0.27067444,-0.24891597,"('unable', 'able')",-0.2706744,-0.248916,0.0217584
50,-0.7546678,-0.80052555,"('clumsy', 'skillful')",-0.7546678,-0.8005255,-0.0458577
51,-0.033092275,-0.048564494,"('uneducated', 'educated')",-0.0330923,-0.0485645,-0.0154722
52,-0.071441375,-0.2193851,"('irrational', 'rational')",-0.0714414,-0.2193851,-0.1479437
53,0.43231124,0.33941668,"('uncreative', 'creative')",0.4323112,0.3394167,-0.0928945
54,1.2655908,1.2914369,"('incapable', 'capable')",1.2655908,1.2914369,0.0258461
55,0.40438235,0.5404672,"('incompetent', 'clever')",0.4043823,0.5404672,0.1360849
56,0.64095604,0.7814006,"('impractical', 'practical')",0.640956,0.7814006,0.1404446
57,-2.8402874,-2.715954,"('unimaginative', 'imaginative')",-2.8402874,-2.7159541,0.1243333
58,-8.1799924e-05,0.013883658,"('undiscriminating', 'discriminating')",-8.18e-05,0.0138837,0.0139655
59,0.0874241,0.00534242,"('foolish', 'wise')",0.0874241,0.0053424,-0.0820817
60,0.5693727,0.7703976,"('inefficient', 'efficient')",0.5693727,0.7703976,0.2010249
61,0.14947742,0.039387718,"('illogical', 'logical')",0.1494774,0.0393877,-0.1100897
62,0.4256565,0.6133416,"('incompetent', 'brilliant')",0.4256565,0.6133416,0.1876851
63,0.0034515634,0.06284087,"('unperceptive', 'insightful')",0.0034516,0.0628409,0.0593893
64,-7.0190063,-6.9054956,"('shy', 'confident')",-7.0190063,-6.9054956,0.1135107
65,-0.0935681,0.0076740906,"('insecure', 'secure')",-0.0935681,0.0076741,0.1012422
66,-0.07666781,-0.19583875,"('inactive', 'active')",-0.0766678,-0.1958387,-0.1191709
67,-0.15658887,-0.08832181,"('doubtful', 'determined')",-0.1565889,-0.0883218,0.0682671
68,-1.391853,-1.4264133,"('dependent', 'independent')",-1.391853,-1.4264133,-0.0345603
69,-1.8461797,-1.9983755,"('lazy', 'industrious')",-1.8461797,-1.9983755,-0.1521958
70,0.526521,0.61444783,"('lethargic', 'energetic')",0.526521,0.6144478,0.0879268
71,1.2617646,1.2371285,"('diffident', 'self-confident')",1.2617646,1.2371285,-0.0246361
72,0.29660714,0.36843544,"('unambitious', 'ambitious')",0.2966071,0.3684354,0.0718283
73,-3.086428,-3.0281367,"('helpless', 'self-reliant')",-3.0864279,-3.0281367,0.0582912
74,0.2067542,0.19201292,"('undedicated', 'dedicated')",0.2067542,0.1920129,-0.0147413
75,-0.8803766,-0.84104836,"('meek', 'impulsive')",-0.8803766,-0.8410484,0.0393282
76,0.18164977,0.2751742,"('anxious', 'daring')",0.1816498,0.2751742,0.0935244
77,-1.3746512,-1.2338868,"('unmotivated', 'motivated')",-1.3746512,-1.2338868,0.1407644
78,-0.14662153,-0.19284067,"('nonresilient', 'resilient')",-0.1466215,-0.1928407,-0.0462192
79,0.042208806,-0.078243166,"('wavering', 'unwavering')",0.0422088,-0.0782432,-0.120452
80,-0.28374517,-0.22248869,"('dominated', 'dominating')",-0.2837452,-0.2224887,0.0612565
81,-0.41203427,-0.22701123,"('submissive', 'aggressive')",-0.4120343,-0.2270112,0.1850231
82,5.936109,5.9558444,"('poor', 'rich')",5.9361091,5.9558444,0.0197353
83,-0.20284232,-0.16658995,"('powerless', 'powerful')",-0.2028423,-0.1665899,0.0362524
84,0.31911913,0.24464661,"('inferior', 'superior')",0.3191191,0.2446466,-0.0744725
85,0.3632383,0.18822382,"('insignificant', 'prestigious')",0.3632383,0.1882238,-0.1750145
86,0.560345,0.51854527,"('uninfluential', 'influential')",0.560345,0.5185453,-0.0417997
87,-0.14891069,-0.10087604,"('unsuccessful', 'successful')",-0.1489107,-0.100876,0.0480347
88,-0.36056536,-0.34375602,"('low', 'eminent')",-0.3605654,-0.343756,0.0168094
