,trustee_male,trustee_female,tuple,average_male,average_female,female-male
0,0.68239397,0.5579811,"('unsociable', 'sociable')",0.682394,0.5579811,-0.1244129
1,0.83909374,0.76448655,"('unfriendly', 'friendly')",0.8390937,0.7644866,-0.0746071
2,0.26399472,0.29450884,"('unlikable', 'likable')",0.2639947,0.2945088,0.0305141
3,0.3853004,0.4870678,"('repellent', 'pleasant')",0.3853004,0.4870678,0.1017674
4,-6.8380938,-6.8592625,"('disliked', 'liked')",-6.8380938,-6.8592625,-0.0211687
5,-1.5934641,-1.578998,"('distant', 'outgoing')",-1.5934641,-1.578998,0.0144661
6,-0.7912339,-0.7987321,"('distant', 'open')",-0.7912339,-0.7987321,-0.0074982
7,1.561702,1.5761715,"('insensitive', 'sensitive')",1.561702,1.5761715,0.0144695
8,0.7985586,0.6807607,"('unaffectionate', 'affectionate')",0.7985586,0.6807607,-0.1177979
9,1.6630554,1.5929141,"('unaffectionate', 'caring')",1.6630554,1.5929141,-0.0701413
10,1.4427038,1.4362895,"('unsympathetic', 'sympathetic')",1.4427038,1.4362895,-0.0064143
11,2.2003417,2.2285829,"('unhelpful', 'helpful')",2.2003417,2.2285829,0.0282412
12,-1.0454935,-1.0559958,"('unsupportive', 'supportive')",-1.0454935,-1.0559958,-0.0105023
13,-0.016499307,-0.018412437,"('impolite', 'polite')",-0.0164993,-0.0184124,-0.0019131
14,0.6844822,0.6462472,"('antisocial', 'social')",0.6844822,0.6462472,-0.038235
15,-0.086878106,-0.16589844,"('boring', 'funny')",-0.0868781,-0.1658984,-0.0790203
16,-0.60265696,-0.59984946,"('unpopular', 'popular')",-0.602657,-0.5998495,0.0028075
17,0.095327936,0.10285711,"('nasty', 'nice')",0.0953279,0.1028571,0.0075292
18,-0.991249,-1.0453548,"('disagreeable', 'welcoming')",-0.991249,-1.0453548,-0.0541058
19,-0.7984202,-0.7762224,"('inhospitable', 'hospitable')",-0.7984202,-0.7762224,0.0221978
20,1.423565,1.4015564,"('rough', 'thoughtful')",1.423565,1.4015564,-0.0220086
21,0.3563395,0.43669125,"('immoral', 'moral')",0.3563395,0.4366913,0.0803518
