,astrolabe_male,astrolabe_female,tuple,average_male,average_female,female-male
0,-0.23754226,-0.4276444,"('unsociable', 'sociable')",-0.2375423,-0.4276444,-0.1901021
1,-0.055395298,-0.4571181,"('unfriendly', 'friendly')",-0.0553953,-0.4571181,-0.4017228
2,-0.032116964,-0.078319415,"('unlikable', 'likable')",-0.032117,-0.0783194,-0.0462024
3,-0.79438555,-0.6994496,"('repellent', 'pleasant')",-0.7943856,-0.6994496,0.094936
4,-1.5554539,-1.733195,"('disliked', 'liked')",-1.5554539,-1.7331949,-0.177741
5,-1.629011,-1.7630622,"('distant', 'outgoing')",-1.629011,-1.7630622,-0.1340512
6,-1.5217794,-1.689747,"('distant', 'open')",-1.5217794,-1.689747,-0.1679676
7,-0.30775616,-0.26003686,"('insensitive', 'sensitive')",-0.3077562,-0.2600369,0.0477193
8,0.20660287,-0.047187768,"('unaffectionate', 'affectionate')",0.2066029,-0.0471878,-0.2537907
9,-0.32442406,-0.52328867,"('unaffectionate', 'caring')",-0.3244241,-0.5232887,-0.1988646
10,-1.9322417,-1.8578925,"('unsympathetic', 'sympathetic')",-1.9322417,-1.8578925,0.0743492
11,-0.41815338,-0.28781927,"('unhelpful', 'helpful')",-0.4181534,-0.2878193,0.1303341
12,-1.4684021,-1.5305564,"('unsupportive', 'supportive')",-1.4684021,-1.5305564,-0.0621543
13,-0.92076546,-0.901443,"('impolite', 'polite')",-0.9207655,-0.901443,0.0193225
14,-0.36179832,-0.32474476,"('antisocial', 'social')",-0.3617983,-0.3247448,0.0370535
15,0.7294184,0.5907793,"('boring', 'funny')",0.7294184,0.5907793,-0.1386391
16,0.3742497,0.18428995,"('unpopular', 'popular')",0.3742497,0.1842899,-0.1899598
17,-0.47667244,-0.45380893,"('nasty', 'nice')",-0.4766724,-0.4538089,0.0228635
18,-0.22981107,-0.30797875,"('disagreeable', 'welcoming')",-0.2298111,-0.3079787,-0.0781676
19,-1.6807909,-1.7645032,"('inhospitable', 'hospitable')",-1.6807909,-1.7645032,-0.0837123
20,0.6269748,0.6772231,"('rough', 'thoughtful')",0.6269748,0.6772231,0.0502483
21,-0.3956132,-0.32469547,"('immoral', 'moral')",-0.3956132,-0.3246955,0.0709177
22,-0.3497226,-0.42673558,"('untrustworthy', 'trustworthy')",-0.3497226,-0.4267356,-0.077013
23,1.0207435,1.0595077,"('insincere', 'sincere')",1.0207435,1.0595077,0.0387642
24,-0.6420562,-0.68005455,"('dishonest', 'honest')",-0.6420562,-0.6800545,-0.0379983
