,sunedison_male,sunedison_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.95541227,-1.149213,"('unsociable', 'sociable')",-0.3152497,-0.49211207,-0.635331,-0.8206625,-0.1853315
1,-1.95662,-1.9990293,"('unfriendly', 'friendly')",1.6085246,1.4315765,-0.1740477,-0.2837264,-0.1096787
2,-0.14648634,-0.035333168,"('unlikable', 'likable')",0.36935315,0.41092324,0.1114334,0.187795,0.0763616
3,-0.15293391,-0.033141643,"('repellent', 'pleasant')",0.37415925,0.4443097,0.1106127,0.205584,0.0949713
4,-0.40248197,-0.45731807,"('disliked', 'liked')",-5.641578,-5.731351,-3.0220301,-3.0943346,-0.0723045
5,-1.3247523,-1.1313658,"('distant', 'outgoing')",-0.5442307,-0.49906716,-0.9344915,-0.8152165,0.119275
6,-1.845086,-1.5913923,"('distant', 'open')",-0.4125835,-0.3974349,-1.1288347,-0.9944136,0.1344211
7,-0.36759007,-0.25375116,"('insensitive', 'sensitive')",0.65322715,0.80202085,0.1428185,0.2741348,0.1313163
8,-1.6770887,-1.6142617,"('unaffectionate', 'affectionate')",0.6298284,0.53091407,-0.5236301,-0.5416738,-0.0180437
9,-1.760064,-1.6684732,"('unaffectionate', 'caring')",0.8947955,0.9128656,-0.4326343,-0.3778038,0.0548305
10,-1.3156642,-1.3746848,"('unsympathetic', 'sympathetic')",-0.60491407,-0.5967859,-0.9602891,-0.9857354,-0.0254463
11,-0.5808129,-0.62679195,"('unhelpful', 'helpful')",1.5515199,1.7567633,0.4853535,0.5649857,0.0796322
12,-0.9804428,-0.81238866,"('unsupportive', 'supportive')",-1.6055298,-1.5161428,-1.2929863,-1.1642658,0.1287205
13,-0.33155966,-0.4958056,"('impolite', 'polite')",-0.61234903,-0.5619112,-0.4719543,-0.5288584,-0.0569041
14,0.29922342,0.39456144,"('antisocial', 'social')",-0.2514042,-0.27404705,0.0239096,0.0602572,0.0363476
15,0.13095666,-0.03761755,"('boring', 'funny')",0.5910911,0.50564545,0.3610239,0.2340139,-0.12701
16,-0.6744331,-0.646747,"('unpopular', 'popular')",0.34708795,0.37380147,-0.1636726,-0.1364728,0.0271998
17,-0.42116702,-0.37054002,"('nasty', 'nice')",-0.3088902,-0.26544228,-0.3650286,-0.3179911,0.0470375
18,0.06803721,0.2856108,"('disagreeable', 'welcoming')",-0.23701471,-0.26157564,-0.0844887,0.0120176,0.0965063
19,-1.1052946,-1.0066769,"('inhospitable', 'hospitable')",-0.13524124,-0.12319161,-0.6202679,-0.5649343,0.0553336
20,0.4304029,0.4986529,"('rough', 'thoughtful')",1.2187812,1.1389503,0.8245921,0.8188016,-0.0057905
21,0.18048106,-0.01676793,"('immoral', 'moral')",-0.3660012,-0.4085429,-0.0927601,-0.2126554,-0.1198953
22,-0.016047016,0.07051873,"('untrustworthy', 'trustworthy')",-0.6312039,-0.65593696,-0.3236254,-0.2927091,0.0309163
23,-0.007551551,-0.03331527,"('insincere', 'sincere')",5.3428454,5.484278,2.6676469,2.7254815,0.0578346
24,-0.5487037,-0.53106666,"('dishonest', 'honest')",0.34962294,0.4181796,-0.0995404,-0.0564435,0.0430969
25,-0.48271155,-0.39876673,"('egoistic', 'altruistic')",1.6111542,1.5491198,0.5642213,0.5751765,0.0109552
26,0.05381964,-0.032117616,"('hardhearted', 'benevolent')",1.6642132,1.3114333,0.8590164,0.6396579,-0.2193585
27,-0.8067334,-0.5738282,"('hardhearted', 'softhearted')",1.2465932,1.1648343,0.2199299,0.295503,0.0755731
28,-0.6111452,-0.73269576,"('disloyal', 'loyal')",0.8477243,0.813329,0.1182896,0.0403166,-0.077973
29,-0.3670382,-0.41004243,"('unfair', 'fair')",-0.30308935,-0.47308698,-0.3350638,-0.4415647,-0.1065009
30,0.94678617,0.89164215,"('intolerant', 'tolerant')",1.4807374,1.487254,1.2137618,1.1894481,-0.0243137
31,-1.1715375,-1.0647044,"('evil', 'good')",-0.93684113,-1.0853088,-1.0541893,-1.0750066,-0.0208173
32,-0.20012498,-0.24406378,"('unkind', 'kind')",0.8084144,0.6217403,0.3041447,0.1888382,-0.1153065
33,-0.27729395,-0.25993395,"('wrong', 'right')",-0.57522255,-0.6353351,-0.4262583,-0.4476345,-0.0213762
34,0.020711359,0.070255175,"('mean', 'honorable')",5.439716,5.663672,2.7302136,2.8669636,0.13675
35,-0.52189195,-0.49164084,"('corrupt', 'incorrupt')",-0.16289906,-0.28238088,-0.3423955,-0.3870109,-0.0446154
36,-1.5913348,-1.5321923,"('hostile', 'amicable')",0.0053987727,-0.31195003,-0.792968,-0.9220712,-0.1291032
37,-0.032965153,0.023956489,"('fake', 'genuine')",0.18133245,0.22100483,0.0741837,0.1224807,0.048297
38,-0.90795076,-0.8813253,"('untruthful', 'truthful')",-0.12866032,0.01760522,-0.5183055,-0.43186,0.0864455
39,0.63090944,0.58811384,"('exploitative', 'cooperative')",0.15847085,0.12230398,0.3946902,0.3552089,-0.0394813
40,-0.018504016,0.025289493,"('stingy', 'generous')",-0.99753404,-1.048945,-0.508019,-0.5118277,-0.0038087
41,-0.29690844,-0.3175076,"('unforgiving', 'forgiving')",0.22892807,0.038166363,-0.0339902,-0.1396706,-0.1056804
42,0.06497803,0.3095681,"('unreliable', 'reliable')",-3.2774885,-3.1394947,-1.6062552,-1.4149632,0.191292
43,-0.7879315,-0.7247397,"('irresponsible', 'responsible')",0.18757936,0.18824802,-0.3001761,-0.2682458,0.0319303
44,0.40998784,0.3256759,"('prejudiced', 'unprejudiced')",-1.609507,-1.6321316,-0.5997596,-0.6532278,-0.0534682
45,-0.6818254,-0.7166858,"('incompetent', 'competent')",-0.111714296,-0.114866756,-0.3967699,-0.4157763,-0.0190064
46,-0.81049573,-0.88586426,"('uncompetitive', 'competitive')",-0.51650584,-0.52710944,-0.6635008,-0.7064868,-0.042986
