,mgm_male,mgm_female,tuple,resorts_male,resorts_female,international_male,international_female,average_male,average_female,female-male
0,2.029255,1.850199,"('unsociable', 'sociable')",1.1222202,0.9998104,0.57804215,0.5506945,1.2431723,1.133568,-0.1096043
1,0.66591096,0.6444987,"('unfriendly', 'friendly')",1.9549184,2.059831,1.1706597,1.0887417,1.2638297,1.2643571,0.0005274
2,0.97677004,1.0283358,"('unlikable', 'likable')",1.4710318,1.4844084,0.472255,0.5518651,0.9733523,1.0215364,0.0481841
3,-0.47882837,-0.46771744,"('repellent', 'pleasant')",-1.2776194,-1.2199794,0.9387461,1.0239929,-0.2725672,-0.2212346,0.0513326
4,-0.3528266,-0.32554457,"('disliked', 'liked')",0.28811473,0.31438175,-7.2735357,-7.114764,-2.4460826,-2.375309,0.0707736
5,0.23513159,0.3571322,"('distant', 'outgoing')",1.6967192,1.7860961,-0.41156122,-0.32833415,0.5067632,0.6049647,0.0982015
6,0.53579503,0.65477437,"('distant', 'open')",1.4857373,1.619571,-0.10729177,-0.053431652,0.6380802,0.7403045,0.1022243
7,0.9891073,0.92971504,"('insensitive', 'sensitive')",0.29485196,0.35580298,0.22399506,0.24655518,0.5026515,0.5106911,0.0080396
8,1.0841451,1.1190681,"('unaffectionate', 'affectionate')",1.5443634,1.5016761,0.42222902,0.36347014,1.0169125,0.9947381,-0.0221744
9,2.1067023,2.126111,"('unaffectionate', 'caring')",2.2276967,2.2085125,1.5798213,1.5573802,1.9714069,1.9640012,-0.0074057
10,0.8348138,0.6916265,"('unsympathetic', 'sympathetic')",-1.763487,-1.7705438,0.026796326,0.04302481,-0.3006256,-0.3452975,-0.0446719
11,0.113090046,0.087734744,"('unhelpful', 'helpful')",-0.7312883,-0.7668755,2.97823,2.9677567,0.7866772,0.762872,-0.0238052
12,1.749707,1.7326336,"('unsupportive', 'supportive')",1.1511683,1.1934298,-1.8173397,-1.7514744,0.3611786,0.3915297,0.0303511
13,0.5835806,0.42901373,"('impolite', 'polite')",-0.26715183,-0.3414264,0.9225686,0.8539157,0.4129992,0.3138343,-0.0991649
14,1.5487373,1.4432484,"('antisocial', 'social')",0.5780611,0.5494273,-0.051490203,-0.052449297,0.6917694,0.6467421,-0.0450273
15,0.18071803,0.15271635,"('boring', 'funny')",0.80235475,0.7006682,0.027036697,0.06767952,0.3367031,0.3070214,-0.0296817
16,0.30618787,0.4006981,"('unpopular', 'popular')",2.364637,2.4419708,1.1673343,1.2794118,1.2793864,1.3740269,0.0946405
17,-0.91990817,-0.85428244,"('nasty', 'nice')",-0.38135624,-0.3457795,-1.0201408,-0.9867782,-0.7738017,-0.7289467,0.044855
18,1.1305078,1.1359,"('disagreeable', 'welcoming')",1.1072699,1.1786191,-0.5123365,-0.5056776,0.5751471,0.6029472,0.0278001
19,-1.3620918,-1.2670792,"('inhospitable', 'hospitable')",-1.3574891,-1.2961864,-0.63323385,-0.50632155,-1.1176049,-1.0231957,0.0944092
20,-0.35383397,-0.371703,"('rough', 'thoughtful')",-0.7704595,-0.7352794,0.28619462,0.26796794,-0.2793663,-0.2796715,-0.0003052
21,0.4315673,0.28219932,"('immoral', 'moral')",-1.324385,-1.3807292,-0.2049335,-0.15410092,-0.3659171,-0.4175436,-0.0516265
22,-1.0970947,-1.1692146,"('untrustworthy', 'trustworthy')",-0.7742921,-0.758568,-1.0622407,-1.1257585,-0.9778759,-1.0178471,-0.0399712
23,1.265246,1.1531055,"('insincere', 'sincere')",-0.19524577,-0.20920771,6.3271785,6.0795126,2.4657262,2.3411368,-0.1245894
24,0.7874901,0.6973832,"('dishonest', 'honest')",-0.9040269,-0.9178698,0.39240813,0.18780723,0.0919571,-0.0108931,-0.1028502
25,0.13042137,0.1832019,"('egoistic', 'altruistic')",1.4173441,1.427414,0.5788702,0.51728594,0.7088785,0.7093006,0.0004221
26,1.1487962,1.1031604,"('hardhearted', 'benevolent')",1.673715,1.8152428,0.58416015,0.50554645,1.1355571,1.1413166,0.0057595
27,0.25578478,0.2238722,"('hardhearted', 'softhearted')",0.09561811,0.055100955,0.5566891,0.38561517,0.3026973,0.2215294,-0.0811679
28,0.32447246,0.19681036,"('disloyal', 'loyal')",-0.1005355,-0.08895478,0.7365495,0.54046804,0.3201622,0.2161079,-0.1040543
29,-0.39352453,-0.3833305,"('unfair', 'fair')",0.18846264,0.2245845,-1.0824864,-1.2180461,-0.4291828,-0.4589307,-0.0297479
30,1.5980712,1.4650992,"('intolerant', 'tolerant')",0.7153163,0.67226505,0.17564371,0.021913683,0.829677,0.7197594,-0.1099176
31,-1.8431451,-1.6741176,"('evil', 'good')",-0.0841717,0.107954785,-2.350052,-2.3864112,-1.4257897,-1.3175247,0.108265
32,1.2595882,1.1569754,"('unkind', 'kind')",0.54809743,0.4710623,0.23821601,0.024828833,0.6819672,0.5509555,-0.1310117
33,1.0634631,1.0340878,"('wrong', 'right')",1.464864,1.4509114,-0.5199819,-0.55759186,0.6694484,0.6424691,-0.0269793
34,-0.0580548,0.012242526,"('mean', 'honorable')",-0.10951718,-0.076347604,6.0334053,6.00321,1.9552778,1.9797017,0.0244239
35,-1.6088395,-1.5076703,"('corrupt', 'incorrupt')",0.0040001585,0.036473654,-0.6348978,-0.6909793,-0.746579,-0.7207253,0.0258537
36,-0.6081508,-0.5077745,"('hostile', 'amicable')",1.0247896,1.1520028,0.45707452,0.48876655,0.2912378,0.377665,0.0864272
37,-0.36498874,-0.42405108,"('fake', 'genuine')",-1.3852118,-1.4819663,0.08013064,0.03714405,-0.55669,-0.6229577,-0.0662677
38,0.54577345,0.5823137,"('untruthful', 'truthful')",-0.28830063,-0.26971805,0.7980662,0.8054033,0.3518463,0.3726663,0.02082
39,0.37665153,0.40932658,"('exploitative', 'cooperative')",0.5920368,0.6170347,-0.114656374,-0.26776654,0.2846773,0.2528649,-0.0318124
40,1.0287975,0.99387664,"('stingy', 'generous')",0.99193954,1.02992,-2.4668772,-2.3945346,-0.1487134,-0.1235793,0.0251341
41,0.7215751,0.7019071,"('unforgiving', 'forgiving')",0.50292593,0.5375871,-0.01351922,-0.05966028,0.4036606,0.393278,-0.0103826
42,0.8932385,0.88214195,"('unreliable', 'reliable')",0.50691086,0.528196,-2.937576,-2.8588872,-0.5124756,-0.4828498,0.0296258
43,0.7849243,0.70905393,"('irresponsible', 'responsible')",-0.56940156,-0.5845159,0.36157882,0.27898496,0.1923672,0.1345077,-0.0578595
44,-1.3623599,-1.2919576,"('prejudiced', 'unprejudiced')",-0.59158224,-0.5855788,-0.7105107,-0.64874613,-0.8881509,-0.8420942,0.0460567
45,-0.82552123,-0.8925164,"('incompetent', 'competent')",-1.6010228,-1.4965963,-0.26985657,-0.29838344,-0.8988002,-0.8958321,0.0029681
46,1.0049158,0.91575766,"('uncompetitive', 'competitive')",-0.5620917,-0.538436,0.69141144,0.86288476,0.3780785,0.4134022,0.0353237
47,0.15577933,0.08610716,"('stupid', 'smart')",-0.13974056,-0.10954845,5.3423004,5.2332864,1.7861131,1.736615,-0.0494981
48,0.9721466,0.8685613,"('unintelligent', 'intelligent')",-0.25946432,-0.2927572,0.27559432,0.25208202,0.3294255,0.275962,-0.0534635
49,-0.72754365,-0.7027542,"('unable', 'able')",-0.97366256,-0.9233184,-0.27091026,-0.17527092,-0.6573722,-0.6004479,0.0569243
50,-0.49734643,-0.49247256,"('clumsy', 'skillful')",0.3672822,0.33436978,0.17385034,0.18685192,0.0145954,0.009583,-0.0050124
51,-0.13703063,-0.3081438,"('uneducated', 'educated')",-0.49459285,-0.5808541,0.69364935,0.6651355,0.0206753,-0.0746208,-0.0952961
52,0.3673488,0.38290265,"('irrational', 'rational')",1.2139202,1.1881871,-0.7779764,-0.8754598,0.2677642,0.2318767,-0.0358875
53,1.4270381,1.3965263,"('uncreative', 'creative')",2.0994978,2.232961,0.7030159,0.6964424,1.4098506,1.4419765,0.0321259
54,0.24243097,0.2251215,"('incapable', 'capable')",0.9383945,0.97598517,0.90160555,1.0284145,0.6941437,0.7431738,0.0490301
55,0.8917894,0.7870389,"('incompetent', 'clever')",-0.6056638,-0.60196394,-0.12698221,-0.1158873,0.0530478,0.0230626,-0.0299852
56,1.2362375,1.0976729,"('impractical', 'practical')",-0.6251343,-0.7161313,0.14558959,0.1047976,0.2522309,0.1621131,-0.0901178
57,0.4762851,0.38887864,"('unimaginative', 'imaginative')",-0.6964833,-0.690836,-3.1498678,-3.0331578,-1.1233553,-1.1117051,0.0116502
58,0.7526461,0.78954995,"('undiscriminating', 'discriminating')",0.20391089,0.27525508,-0.40044028,-0.43680573,0.1853722,0.2093331,0.0239609
