,snap_male,snap_female,tuple,on_male,on_female,inc_male,inc_female,average_male,average_female,female-male
0,0.6311023,0.52478004,"('unsociable', 'sociable')",-0.35857195,-0.552009,-0.1265744,-0.26926306,0.048652,-0.0988307,-0.1474827
1,0.7349385,0.8404254,"('unfriendly', 'friendly')",-0.8717026,-0.8622588,2.1819503,2.0915928,0.6817288,0.6899198,0.008191
2,-0.28284854,-0.21415009,"('unlikable', 'likable')",-0.55373067,-0.50542384,0.43307984,0.5312239,-0.1344998,-0.0627833,0.0717165
3,-0.99909246,-0.9115018,"('repellent', 'pleasant')",-0.19027267,-0.12491548,-0.02252696,0.074479446,-0.403964,-0.3206459,0.0833181
4,-0.34539306,-0.38850468,"('disliked', 'liked')",-0.47019216,-0.5390206,-6.5214953,-6.6235037,-2.4456935,-2.5170097,-0.0713162
5,1.3308213,1.4690931,"('distant', 'outgoing')",-0.01279908,0.10656752,0.4584787,0.53520936,0.592167,0.7036233,0.1114563
6,0.7488578,0.8773258,"('distant', 'open')",-0.16485702,-0.06292921,0.67216337,0.75230485,0.4187214,0.5222338,0.1035124
7,0.042722054,0.13846043,"('insensitive', 'sensitive')",-0.9483193,-0.8476334,0.15695778,0.23413816,-0.2495465,-0.1583449,0.0912016
8,-0.593398,-0.48718652,"('unaffectionate', 'affectionate')",-0.72254187,-0.5956128,0.89291084,0.914665,-0.1410097,-0.0560448,0.0849649
9,0.27467158,0.36956918,"('unaffectionate', 'caring')",-1.1470343,-1.0426085,1.5047269,1.5919755,0.2107881,0.306312,0.0955239
10,-0.51326,-0.5334213,"('unsympathetic', 'sympathetic')",-1.10417,-1.1311039,-0.86658764,-0.80680317,-0.8280059,-0.8237761,0.0042298
11,0.37556413,0.45242128,"('unhelpful', 'helpful')",0.23796459,0.27714783,2.0703385,2.135628,0.8946224,0.9550657,0.0604433
12,0.6322798,0.7311152,"('unsupportive', 'supportive')",-0.36153543,-0.28269684,-1.647444,-1.6446567,-0.4588999,-0.3987461,0.0601538
13,0.35589728,0.2529465,"('impolite', 'polite')",-0.22318101,-0.3650074,-0.52237636,-0.48283675,-0.1298867,-0.1982992,-0.0684125
14,0.7537708,0.6764523,"('antisocial', 'social')",0.38153172,0.37088084,-0.9985376,-1.0597347,0.0455883,-0.0041339,-0.0497222
15,1.1301762,1.1561395,"('boring', 'funny')",-0.24548146,-0.23844448,0.272927,0.20696488,0.3858739,0.3748866,-0.0109873
16,-1.0393596,-0.93966985,"('unpopular', 'popular')",-0.8567741,-0.8467752,0.68957865,0.6693059,-0.402185,-0.3723797,0.0298053
17,-1.3374392,-1.2572229,"('nasty', 'nice')",-0.7975924,-0.7402359,-0.62872773,-0.5640041,-0.9212531,-0.853821,0.0674321
18,-0.4283902,-0.39939588,"('disagreeable', 'welcoming')",-0.14779252,-0.14803717,-0.125408,-0.1831229,-0.2338636,-0.2435186,-0.009655
19,-0.952685,-0.8198614,"('inhospitable', 'hospitable')",-1.1960753,-1.0861361,0.014368579,0.10531889,-0.7114639,-0.6002262,0.1112377
20,-0.8666695,-0.82257366,"('rough', 'thoughtful')",-0.56589836,-0.5691285,0.9882497,1.0219035,-0.148106,-0.1232662,0.0248398
21,0.6880408,0.67651063,"('immoral', 'moral')",0.51721627,0.46276465,-0.931731,-0.8926601,0.0911754,0.0822051,-0.0089703
22,0.38142294,0.4244346,"('untrustworthy', 'trustworthy')",0.3396823,0.34765396,-1.0096111,-0.9852556,-0.0961686,-0.0710557,0.0251129
23,0.769148,0.75289,"('insincere', 'sincere')",-0.22629358,-0.254097,6.252527,6.364176,2.2651272,2.2876563,0.0225291
