,divorce_male,divorce_female,tuple,average_male,average_female,female-male
0,-0.07753432,-0.26275474,"('unsociable', 'sociable')",-0.0775343,-0.2627547,-0.1852204
1,1.0431067,1.3075063,"('unfriendly', 'friendly')",1.0431067,1.3075063,0.2643996
2,-0.17314145,-0.077111855,"('unlikable', 'likable')",-0.1731414,-0.0771119,0.0960295
3,0.863697,0.80035996,"('repellent', 'pleasant')",0.863697,0.80036,-0.063337
4,-7.5396495,-7.5628366,"('disliked', 'liked')",-7.5396495,-7.5628366,-0.0231871
5,-0.5560626,-0.32005456,"('distant', 'outgoing')",-0.5560626,-0.3200546,0.236008
6,0.037662394,0.25978425,"('distant', 'open')",0.0376624,0.2597843,0.2221219
7,0.8598393,0.71169084,"('insensitive', 'sensitive')",0.8598393,0.7116908,-0.1481485
8,0.9297228,1.131222,"('unaffectionate', 'affectionate')",0.9297228,1.131222,0.2014992
9,1.1354337,1.3739151,"('unaffectionate', 'caring')",1.1354337,1.3739151,0.2384814
10,1.0077602,0.7234685,"('unsympathetic', 'sympathetic')",1.0077602,0.7234685,-0.2842917
11,1.231564,1.1511657,"('unhelpful', 'helpful')",1.231564,1.1511657,-0.0803983
12,-1.9788325,-2.0682356,"('unsupportive', 'supportive')",-1.9788325,-2.0682356,-0.0894031
13,-0.14503103,-0.40501824,"('impolite', 'polite')",-0.145031,-0.4050182,-0.2599872
14,0.264295,-0.13272734,"('antisocial', 'social')",0.264295,-0.1327273,-0.3970223
15,-0.14205864,-0.15767741,"('boring', 'funny')",-0.1420586,-0.1576774,-0.0156188
16,-0.7462731,-0.5972651,"('unpopular', 'popular')",-0.7462731,-0.5972651,0.149008
17,-0.31930742,-0.20327303,"('nasty', 'nice')",-0.3193074,-0.203273,0.1160344
18,-0.301102,-0.3632577,"('disagreeable', 'welcoming')",-0.301102,-0.3632577,-0.0621557
19,-0.88219225,-0.67897135,"('inhospitable', 'hospitable')",-0.8821923,-0.6789714,0.2032209
20,0.92779577,0.7962493,"('rough', 'thoughtful')",0.9277958,0.7962493,-0.1315465
21,-0.39846554,-0.6023226,"('immoral', 'moral')",-0.3984655,-0.6023226,-0.2038571
22,-0.3900012,-0.5689587,"('untrustworthy', 'trustworthy')",-0.3900012,-0.5689587,-0.1789575
23,6.307006,6.3266273,"('insincere', 'sincere')",6.3070059,6.3266273,0.0196214
24,1.4469538,1.2768341,"('dishonest', 'honest')",1.4469538,1.2768341,-0.1701197
25,0.5841727,0.6904326,"('egoistic', 'altruistic')",0.5841727,0.6904326,0.1062599
26,0.69563603,0.6639495,"('hardhearted', 'benevolent')",0.695636,0.6639495,-0.0316865
27,1.6990469,1.6260211,"('hardhearted', 'softhearted')",1.6990469,1.6260211,-0.0730258
28,0.9601523,0.95074,"('disloyal', 'loyal')",0.9601523,0.95074,-0.0094123
29,-0.39685446,-0.49223936,"('unfair', 'fair')",-0.3968545,-0.4922394,-0.0953849
30,0.8617845,0.6485338,"('intolerant', 'tolerant')",0.8617845,0.6485338,-0.2132507
31,-1.4989221,-1.1915658,"('evil', 'good')",-1.4989221,-1.1915658,0.3073563
32,0.86200726,0.75637877,"('unkind', 'kind')",0.8620073,0.7563788,-0.1056285
33,-0.6849232,-0.5804114,"('wrong', 'right')",-0.6849232,-0.5804114,0.1045118
34,4.6036716,4.7472286,"('mean', 'honorable')",4.6036716,4.7472286,0.143557
35,-0.61170506,-0.5001699,"('corrupt', 'incorrupt')",-0.6117051,-0.5001699,0.1115352
36,-0.72287846,-0.38783786,"('hostile', 'amicable')",-0.7228785,-0.3878379,0.3350406
37,0.78298295,0.73904294,"('fake', 'genuine')",0.7829829,0.7390429,-0.04394
38,-0.46121588,-0.29561245,"('untruthful', 'truthful')",-0.4612159,-0.2956125,0.1656034
39,0.4686949,0.377028,"('exploitative', 'cooperative')",0.4686949,0.377028,-0.0916669
40,-1.3592573,-1.5773369,"('stingy', 'generous')",-1.3592573,-1.5773369,-0.2180796
41,-0.014747221,-0.054875933,"('unforgiving', 'forgiving')",-0.0147472,-0.0548759,-0.0401287
42,-2.4102514,-2.7159154,"('unreliable', 'reliable')",-2.4102514,-2.7159154,-0.305664
43,0.92526716,0.79936326,"('irresponsible', 'responsible')",0.9252672,0.7993633,-0.1259039
44,-0.7004028,-0.8156637,"('prejudiced', 'unprejudiced')",-0.7004028,-0.8156637,-0.1152609
