,ipg_male,ipg_female,tuple,photonics_male,photonics_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.3454145,-0.4935572,"('unsociable', 'sociable')",-0.2587751,-0.34485653,-0.02556942,-0.18035021,-0.2099197,-0.339588,-0.1296683
1,-1.9883183,-2.1537292,"('unfriendly', 'friendly')",-0.2982178,-0.50433016,1.1330538,1.0347139,-0.3844941,-0.5411152,-0.1566211
2,1.3854095,1.3131701,"('unlikable', 'likable')",0.6950479,0.67406446,0.85163397,0.802294,0.9773638,0.9298429,-0.0475209
3,0.3524279,0.35549474,"('repellent', 'pleasant')",-0.6852222,-0.6190105,1.1298934,1.1269237,0.2656997,0.2878026,0.0221029
4,-0.054316875,-0.08932872,"('disliked', 'liked')",0.3364764,0.2846956,-7.134657,-7.3816223,-2.2841659,-2.3954185,-0.1112526
5,-1.6442504,-1.5948918,"('distant', 'outgoing')",-1.0932959,-1.0180888,-1.0034672,-0.9139127,-1.2470045,-1.1756311,0.0713734
6,-1.8976829,-1.8162549,"('distant', 'open')",-1.587777,-1.5370057,-0.90388024,-0.7898118,-1.4631133,-1.381024,0.0820893
7,-0.09008153,-0.114942685,"('insensitive', 'sensitive')",-0.1085413,-0.12702855,0.6029111,0.54368764,0.1347628,0.1005721,-0.0341907
8,-1.5172856,-1.6230477,"('unaffectionate', 'affectionate')",-0.5984439,-0.7123177,0.61230326,0.61541945,-0.5011421,-0.5733153,-0.0721732
9,-1.2855885,-1.390349,"('unaffectionate', 'caring')",-0.5336915,-0.6314987,1.1454275,1.1762433,-0.2246175,-0.2818681,-0.0572506
10,-1.2430937,-1.2683278,"('unsympathetic', 'sympathetic')",-1.4709933,-1.533717,-0.35025197,-0.31902003,-1.0214463,-1.040355,-0.0189087
11,0.30048668,0.26555157,"('unhelpful', 'helpful')",0.14125353,0.100079596,1.799909,1.819783,0.7472164,0.7284714,-0.018745
12,0.048746333,0.10518648,"('unsupportive', 'supportive')",-0.15678242,-0.03565228,-2.1011887,-2.1361535,-0.7364082,-0.6888731,0.0475351
13,0.26899722,0.30839303,"('impolite', 'polite')",-0.2848119,-0.21987666,-0.38260287,-0.34921658,-0.1328059,-0.0869001,0.0459058
14,1.1564187,1.163512,"('antisocial', 'social')",0.76760495,0.8098204,0.5294999,0.34324318,0.8178412,0.7721918,-0.0456494
15,0.18580988,0.08190264,"('boring', 'funny')",0.72375035,0.57559144,0.20519248,0.10932999,0.3715842,0.255608,-0.1159762
16,-0.46116796,-0.55753785,"('unpopular', 'popular')",-0.3681924,-0.4316523,0.38584757,0.32763618,-0.1478376,-0.220518,-0.0726804
17,-0.53365034,-0.5367903,"('nasty', 'nice')",-0.26478684,-0.22658598,-0.43360996,-0.42766374,-0.4106824,-0.3970133,0.0136691
18,-0.3359378,-0.36711755,"('disagreeable', 'welcoming')",0.4262159,0.42258137,-0.52077156,-0.5613233,-0.1434978,-0.1686198,-0.025122
19,-0.5981367,-0.6374415,"('inhospitable', 'hospitable')",-1.1045305,-1.1686492,-0.8605401,-0.7790148,-0.8544025,-0.8617018,-0.0072993
20,0.29308364,0.2831442,"('rough', 'thoughtful')",0.91949695,0.90793353,0.6283021,0.5905304,0.6136276,0.5938694,-0.0197582
21,0.5641804,0.55314744,"('immoral', 'moral')",0.03376846,-0.06344433,-0.35365558,-0.38159627,0.0814311,0.0360356,-0.0453955
22,0.32216766,0.34471655,"('untrustworthy', 'trustworthy')",-0.46669978,-0.529214,-0.63361484,-0.7671675,-0.2593823,-0.3172217,-0.0578394
23,-0.07294004,-0.18503821,"('insincere', 'sincere')",0.092738,-0.02429658,6.086119,6.1564484,2.0353057,1.9823712,-0.0529345
24,-0.33630788,-0.32521856,"('dishonest', 'honest')",-0.9579586,-0.94967616,0.5654376,0.5633743,-0.2429429,-0.2371735,0.0057694
25,-0.8416335,-0.8604079,"('egoistic', 'altruistic')",0.65308267,0.63913697,1.1705989,1.1714725,0.3273493,0.3167339,-0.0106154
26,-0.908758,-1.0101767,"('hardhearted', 'benevolent')",1.1982182,1.0744492,1.6948284,1.55723,0.6614296,0.5405008,-0.1209288
27,-1.3889809,-1.3336064,"('hardhearted', 'softhearted')",-0.34918743,-0.28486946,1.0219673,1.0170017,-0.2387336,-0.2004913,0.0382423
28,-0.8275218,-0.92042524,"('disloyal', 'loyal')",0.30087924,0.10976945,1.3709921,1.2683531,0.2814498,0.1525658,-0.128884
29,0.028766159,0.049230043,"('unfair', 'fair')",-0.7784438,-0.8132515,-0.6306848,-0.7802839,-0.4601208,-0.5147684,-0.0546476
30,0.820341,0.77511656,"('intolerant', 'tolerant')",1.1700832,1.1287165,1.0005635,0.9391679,0.9969959,0.947667,-0.0493289
31,-1.4879609,-1.4340371,"('evil', 'good')",-0.60599595,-0.5129176,-1.1218194,-1.117589,-1.0719255,-1.0215146,0.0504109
32,-0.13696428,-0.31960577,"('unkind', 'kind')",0.100608505,-0.008990174,1.0655477,0.8640584,0.343064,0.1784875,-0.1645765
33,0.24290846,0.23797187,"('wrong', 'right')",0.5373683,0.5263209,-0.47850883,-0.54269874,0.1005893,0.0738647,-0.0267246
34,-0.22919612,-0.1455835,"('mean', 'honorable')",0.12363805,0.21479675,5.4658356,5.7623096,1.7867592,1.943841,0.1570818
35,-0.9176601,-0.9970905,"('corrupt', 'incorrupt')",-0.20352542,-0.25668263,-0.5958577,-0.6463368,-0.5723477,-0.63337,-0.0610223
36,-0.79329777,-0.9334073,"('hostile', 'amicable')",-0.32876185,-0.4725638,-0.12200715,-0.2144359,-0.4146889,-0.5401357,-0.1254468
37,0.2872081,0.2464099,"('fake', 'genuine')",-0.2715344,-0.3317618,-0.15230988,-0.109918356,-0.0455454,-0.0650901,-0.0195447
38,-0.77005774,-0.7529446,"('untruthful', 'truthful')",-0.154715,-0.2099674,-0.3284632,-0.243497,-0.4177453,-0.4021363,0.015609
39,1.6497396,1.7140572,"('exploitative', 'cooperative')",0.9314803,1.0100856,0.59390676,0.5708407,1.0583755,1.0983278,0.0399523
40,-0.30318233,-0.2787841,"('stingy', 'generous')",0.07879678,0.09261773,-1.9756285,-2.0892594,-0.733338,-0.7584752,-0.0251372
41,-0.47321835,-0.4685091,"('unforgiving', 'forgiving')",-0.20375647,-0.19518527,0.29198834,0.14704019,-0.1283288,-0.1722181,-0.0438893
42,0.062498797,0.15277843,"('unreliable', 'reliable')",-0.3643784,-0.2536422,-3.607079,-3.6673977,-1.3029862,-1.2560871,0.0468991
43,-0.2535947,-0.16662835,"('irresponsible', 'responsible')",-0.8739694,-0.76298225,0.1282104,0.14323446,-0.3331179,-0.2621254,0.0709925
44,0.54052585,0.5588854,"('prejudiced', 'unprejudiced')",-0.21510752,-0.14420514,-1.2773174,-1.2804766,-0.3172997,-0.2885988,0.0287009
