,blouse_male,blouse_female,tuple,average_male,average_female,female-male
0,0.27951136,-0.2449665,"('unsociable', 'sociable')",0.2795114,-0.2449665,-0.5244779
1,0.8985666,1.2592683,"('unfriendly', 'friendly')",0.8985666,1.2592683,0.3607017
2,-0.14349778,0.04556837,"('unlikable', 'likable')",-0.1434978,0.0455684,0.1890662
3,0.87911797,0.6161853,"('repellent', 'pleasant')",0.879118,0.6161853,-0.2629327
4,-7.555645,-7.8056087,"('disliked', 'liked')",-7.555645,-7.8056087,-0.2499637
5,-0.806949,-0.57168925,"('distant', 'outgoing')",-0.806949,-0.5716892,0.2352598
6,-0.28490627,-0.049568348,"('distant', 'open')",-0.2849063,-0.0495683,0.235338
7,1.453069,1.0810088,"('insensitive', 'sensitive')",1.453069,1.0810088,-0.3720602
8,0.92416567,1.2612053,"('unaffectionate', 'affectionate')",0.9241657,1.2612053,0.3370396
9,1.1554831,1.5075097,"('unaffectionate', 'caring')",1.1554831,1.5075097,0.3520266
10,1.1761857,0.83827823,"('unsympathetic', 'sympathetic')",1.1761857,0.8382782,-0.3379075
11,1.5170387,1.4540418,"('unhelpful', 'helpful')",1.5170387,1.4540418,-0.0629969
12,-1.519463,-1.5499609,"('unsupportive', 'supportive')",-1.5194629,-1.5499609,-0.030498
13,-0.28639963,-0.57715076,"('impolite', 'polite')",-0.2863996,-0.5771508,-0.2907512
14,0.34719115,0.07485854,"('antisocial', 'social')",0.3471912,0.0748585,-0.2723327
15,0.48049554,0.59080744,"('boring', 'funny')",0.4804955,0.5908074,0.1103119
16,-0.9361098,-0.7678283,"('unpopular', 'popular')",-0.9361098,-0.7678283,0.1682815
17,0.16064332,0.28206283,"('nasty', 'nice')",0.1606433,0.2820628,0.1214195
18,-0.7546705,-0.911057,"('disagreeable', 'welcoming')",-0.7546705,-0.911057,-0.1563865
19,-0.85478145,-0.3397234,"('inhospitable', 'hospitable')",-0.8547814,-0.3397234,0.515058
20,0.8120573,0.59066856,"('rough', 'thoughtful')",0.8120573,0.5906686,-0.2213887
21,-0.06924756,-0.21783422,"('immoral', 'moral')",-0.0692476,-0.2178342,-0.1485866
22,-0.18220498,-0.4179888,"('untrustworthy', 'trustworthy')",-0.182205,-0.4179888,-0.2357838
23,6.3637347,6.7776275,"('insincere', 'sincere')",6.3637347,6.7776275,0.4138928
24,1.4071511,1.5058562,"('dishonest', 'honest')",1.4071511,1.5058562,0.0987051
25,0.7792312,1.1243385,"('egoistic', 'altruistic')",0.7792312,1.1243385,0.3451073
26,1.3766059,1.5585133,"('hardhearted', 'benevolent')",1.3766059,1.5585133,0.1819074
27,2.009253,1.6886377,"('hardhearted', 'softhearted')",2.009253,1.6886377,-0.3206153
28,1.3793538,1.2955197,"('disloyal', 'loyal')",1.3793538,1.2955197,-0.0838341
29,-0.31836826,-0.703079,"('unfair', 'fair')",-0.3183683,-0.703079,-0.3847107
30,0.9216403,0.7955967,"('intolerant', 'tolerant')",0.9216403,0.7955967,-0.1260436
31,-1.0712209,-0.82765895,"('evil', 'good')",-1.0712209,-0.827659,0.2435619
32,1.1146328,0.95104855,"('unkind', 'kind')",1.1146328,0.9510486,-0.1635842
33,-0.51845443,-0.36926177,"('wrong', 'right')",-0.5184544,-0.3692618,0.1491926
34,4.300774,4.9120026,"('mean', 'honorable')",4.3007741,4.9120026,0.6112285
35,-0.94253707,-0.7472232,"('corrupt', 'incorrupt')",-0.9425371,-0.7472232,0.1953139
36,-0.82484704,-0.5039489,"('hostile', 'amicable')",-0.824847,-0.5039489,0.3208981
37,1.1311926,0.9928353,"('fake', 'genuine')",1.1311926,0.9928353,-0.1383573
38,-0.7221872,-0.3125975,"('untruthful', 'truthful')",-0.7221872,-0.3125975,0.4095897
39,0.43895525,0.46274203,"('exploitative', 'cooperative')",0.4389552,0.462742,0.0237868
40,-1.2169085,-1.6187195,"('stingy', 'generous')",-1.2169085,-1.6187195,-0.401811
41,0.39707258,0.18140003,"('unforgiving', 'forgiving')",0.3970726,0.1814,-0.2156726
42,-2.2217073,-2.945753,"('unreliable', 'reliable')",-2.2217073,-2.9457531,-0.7240458
43,0.98540384,0.80876213,"('irresponsible', 'responsible')",0.9854038,0.8087621,-0.1766417
44,-1.3392303,-1.8072119,"('prejudiced', 'unprejudiced')",-1.3392303,-1.8072119,-0.4679816
45,0.6561295,0.15130962,"('incompetent', 'competent')",0.6561295,0.1513096,-0.5048199
46,-0.37597048,-0.9406375,"('uncompetitive', 'competitive')",-0.3759705,-0.9406375,-0.564667
47,4.869047,5.3961296,"('stupid', 'smart')",4.8690472,5.3961296,0.5270824
48,0.10140721,-0.022901258,"('unintelligent', 'intelligent')",0.1014072,-0.0229013,-0.1243085
49,-0.47797596,-0.5636007,"('unable', 'able')",-0.477976,-0.5636007,-0.0856247
50,-0.61626554,-0.61947215,"('clumsy', 'skillful')",-0.6162655,-0.6194721,-0.0032066
51,0.20572491,-0.15278621,"('uneducated', 'educated')",0.2057249,-0.1527862,-0.3585111
52,-0.1657655,-0.08769208,"('irrational', 'rational')",-0.1657655,-0.0876921,0.0780734
53,-0.13619313,-0.038546346,"('uncreative', 'creative')",-0.1361931,-0.0385463,0.0976468
54,0.7784638,1.1155767,"('incapable', 'capable')",0.7784638,1.1155767,0.3371129
55,0.9804486,0.46234334,"('incompetent', 'clever')",0.9804486,0.4623433,-0.5181053
56,0.27294207,0.21072482,"('impractical', 'practical')",0.2729421,0.2107248,-0.0622173
57,-2.0219715,-2.7734814,"('unimaginative', 'imaginative')",-2.0219715,-2.7734814,-0.7515099
58,0.3977472,0.23552468,"('undiscriminating', 'discriminating')",0.3977472,0.2355247,-0.1622225
59,-0.39686534,-0.31897748,"('foolish', 'wise')",-0.3968653,-0.3189775,0.0778878
60,0.15572578,-0.041418687,"('inefficient', 'efficient')",0.1557258,-0.0414187,-0.1971445
61,0.45674545,-0.007515722,"('illogical', 'logical')",0.4567454,-0.0075157,-0.4642611
62,0.54680115,0.3185526,"('incompetent', 'brilliant')",0.5468011,0.3185526,-0.2282485
63,-0.07018111,-0.15233648,"('unperceptive', 'insightful')",-0.0701811,-0.1523365,-0.0821554
64,-6.444132,-6.929971,"('shy', 'confident')",-6.4441319,-6.9299712,-0.4858393
65,0.40814847,0.04483981,"('insecure', 'secure')",0.4081485,0.0448398,-0.3633087
66,-0.11246809,-0.25227705,"('inactive', 'active')",-0.1124681,-0.252277,-0.1398089
67,-0.44695562,-0.09614016,"('doubtful', 'determined')",-0.4469556,-0.0961402,0.3508154
68,-1.2118728,-1.5627863,"('dependent', 'independent')",-1.2118728,-1.5627863,-0.3509135
69,-1.888555,-1.7070794,"('lazy', 'industrious')",-1.888555,-1.7070794,0.1814756
70,1.6119617,0.9522121,"('lethargic', 'energetic')",1.6119617,0.9522121,-0.6597496
71,0.20090021,0.33362556,"('diffident', 'self-confident')",0.2009002,0.3336256,0.1327254
72,0.7260183,0.7656761,"('unambitious', 'ambitious')",0.7260183,0.7656761,0.0396578
73,-2.9097183,-3.0717256,"('helpless', 'self-reliant')",-2.9097183,-3.0717256,-0.1620073
74,0.27492452,-0.05491926,"('undedicated', 'dedicated')",0.2749245,-0.0549193,-0.3298438
75,-0.8481888,-0.9371969,"('meek', 'impulsive')",-0.8481888,-0.9371969,-0.0890081
76,0.4490998,-0.2225639,"('anxious', 'daring')",0.4490998,-0.2225639,-0.6716637
77,-1.4943488,-1.4508563,"('unmotivated', 'motivated')",-1.4943488,-1.4508563,0.0434925
78,-1.0124274,-0.99599767,"('nonresilient', 'resilient')",-1.0124274,-0.9959977,0.0164297
79,-0.35411108,-0.07214256,"('wavering', 'unwavering')",-0.3541111,-0.0721426,0.2819685
80,0.16198027,-0.30710673,"('dominated', 'dominating')",0.1619803,-0.3071067,-0.469087
81,-0.090814926,-0.6485203,"('submissive', 'aggressive')",-0.0908149,-0.6485203,-0.5577054
82,6.2280874,6.3591733,"('poor', 'rich')",6.2280874,6.3591733,0.1310859
83,-0.39910483,-0.39778268,"('powerless', 'powerful')",-0.3991048,-0.3977827,0.0013221
84,0.55959433,0.3666113,"('inferior', 'superior')",0.5595943,0.3666113,-0.192983
85,-1.5141747,-1.1074709,"('insignificant', 'prestigious')",-1.5141747,-1.1074709,0.4067038
86,0.66841966,0.331563,"('uninfluential', 'influential')",0.6684197,0.331563,-0.3368567
87,-0.031923063,-0.1040238,"('unsuccessful', 'successful')",-0.0319231,-0.1040238,-0.0721007
88,-0.24536423,-0.35699502,"('low', 'eminent')",-0.2453642,-0.356995,-0.1116308
