,bestseller_male,bestseller_female,tuple,average_male,average_female,female-male
76,1.3144453,1.3717309,"('anxious', 'daring')",1.3144453,1.3717309,0.0572856
77,-1.079611,-0.91030115,"('unmotivated', 'motivated')",-1.0796109,-0.9103011,0.1693098
78,-0.41059268,-0.42486516,"('nonresilient', 'resilient')",-0.4105927,-0.4248652,-0.0142725
79,-0.4272307,-0.48936868,"('wavering', 'unwavering')",-0.4272307,-0.4893687,-0.062138
80,0.32683772,0.30760086,"('dominated', 'dominating')",0.3268377,0.3076009,-0.0192368
81,0.6839528,0.8060719,"('submissive', 'aggressive')",0.6839528,0.8060719,0.1221191
82,6.3887215,6.513012,"('poor', 'rich')",6.3887215,6.5130119,0.1242904
83,-0.044339895,-0.014219634,"('powerless', 'powerful')",-0.0443399,-0.0142196,0.0301203
84,0.60227776,0.55129325,"('inferior', 'superior')",0.6022778,0.5512933,-0.0509845
85,-0.74481815,-0.9150257,"('insignificant', 'prestigious')",-0.7448182,-0.9150257,-0.1702075
86,0.70953494,0.7154294,"('uninfluential', 'influential')",0.7095349,0.7154294,0.0058945
87,-0.30620533,-0.18429065,"('unsuccessful', 'successful')",-0.3062053,-0.1842906,0.1219147
88,0.71074307,0.67513496,"('low', 'eminent')",0.7107431,0.675135,-0.0356081
