,scow_male,scow_female,tuple,average_male,average_female,female-male
0,0.2520365,0.2910881,"('unsociable', 'sociable')",0.2520365,0.2910881,0.0390516
1,-0.51875865,-0.8698742,"('unfriendly', 'friendly')",-0.5187587,-0.8698742,-0.3511155
2,0.28739578,0.38235283,"('unlikable', 'likable')",0.2873958,0.3823528,0.094957
3,-0.2874397,-0.011967296,"('repellent', 'pleasant')",-0.2874397,-0.0119673,0.2754724
4,-2.8774555,-2.8865068,"('disliked', 'liked')",-2.8774555,-2.8865068,-0.0090513
5,-1.4900723,-1.645882,"('distant', 'outgoing')",-1.4900723,-1.645882,-0.1558097
6,-1.2872111,-1.508231,"('distant', 'open')",-1.2872111,-1.508231,-0.2210199
7,0.5262658,0.6108441,"('insensitive', 'sensitive')",0.5262658,0.6108441,0.0845783
8,0.043422192,-0.17394873,"('unaffectionate', 'affectionate')",0.0434222,-0.1739487,-0.2173709
9,0.26964176,0.08133881,"('unaffectionate', 'caring')",0.2696418,0.0813388,-0.188303
10,0.18821394,0.3450928,"('unsympathetic', 'sympathetic')",0.1882139,0.3450928,0.1568789
11,0.25293657,0.24651681,"('unhelpful', 'helpful')",0.2529366,0.2465168,-0.0064198
12,-1.1111627,-1.0988874,"('unsupportive', 'supportive')",-1.1111627,-1.0988874,0.0122753
13,-0.7170658,-0.5979855,"('impolite', 'polite')",-0.7170658,-0.5979855,0.1190803
14,0.71598285,0.97197545,"('antisocial', 'social')",0.7159829,0.9719754,0.2559925
15,0.4788844,0.3596363,"('boring', 'funny')",0.4788844,0.3596363,-0.1192481
16,-0.33057132,-0.4675095,"('unpopular', 'popular')",-0.3305713,-0.4675095,-0.1369382
17,-0.45341125,-0.46817082,"('nasty', 'nice')",-0.4534113,-0.4681708,-0.0147595
18,-0.8042691,-0.76105815,"('disagreeable', 'welcoming')",-0.8042691,-0.7610582,0.0432109
19,-1.5570985,-1.6632913,"('inhospitable', 'hospitable')",-1.5570985,-1.6632913,-0.1061928
20,0.09412259,0.09859948,"('rough', 'thoughtful')",0.0941226,0.0985995,0.0044769
21,-0.75339884,-0.48682174,"('immoral', 'moral')",-0.7533988,-0.4868217,0.2665771
22,0.3145842,0.29140002,"('untrustworthy', 'trustworthy')",0.3145842,0.2914,-0.0231842
23,2.3016694,2.2737057,"('insincere', 'sincere')",2.3016694,2.2737057,-0.0279637
24,0.05481933,-0.03657986,"('dishonest', 'honest')",0.0548193,-0.0365799,-0.0913992
25,0.48086798,0.30232653,"('egoistic', 'altruistic')",0.480868,0.3023265,-0.1785415
26,0.7939149,0.5316111,"('hardhearted', 'benevolent')",0.7939149,0.5316111,-0.2623038
27,0.7681796,0.49218312,"('hardhearted', 'softhearted')",0.7681796,0.4921831,-0.2759965
28,0.3937503,0.2605875,"('disloyal', 'loyal')",0.3937503,0.2605875,-0.1331628
29,-0.16141246,-0.20662042,"('unfair', 'fair')",-0.1614125,-0.2066204,-0.0452079
30,0.19668795,0.3336666,"('intolerant', 'tolerant')",0.196688,0.3336666,0.1369786
31,-1.168397,-1.3115677,"('evil', 'good')",-1.1683969,-1.3115677,-0.1431708
32,0.12465423,-0.06400962,"('unkind', 'kind')",0.1246542,-0.0640096,-0.1886638
33,-0.41668928,-0.5110077,"('wrong', 'right')",-0.4166893,-0.5110077,-0.0943184
34,1.7552967,1.7668691,"('mean', 'honorable')",1.7552967,1.7668691,0.0115724
35,-0.5361442,-0.7832966,"('corrupt', 'incorrupt')",-0.5361442,-0.7832966,-0.2471524
36,-0.47842583,-0.66996723,"('hostile', 'amicable')",-0.4784258,-0.6699672,-0.1915414
37,0.3051433,0.31835485,"('fake', 'genuine')",0.3051433,0.3183548,0.0132115
38,-0.5633284,-0.65754,"('untruthful', 'truthful')",-0.5633284,-0.65754,-0.0942116
39,0.42988247,0.53446084,"('exploitative', 'cooperative')",0.4298825,0.5344608,0.1045783
40,-0.86917156,-0.82340866,"('stingy', 'generous')",-0.8691716,-0.8234087,0.0457629
41,0.98909837,0.8940274,"('unforgiving', 'forgiving')",0.9890984,0.8940274,-0.095071
42,-0.8697691,-0.6791972,"('unreliable', 'reliable')",-0.8697691,-0.6791972,0.1905719
43,-0.49624577,-0.41161522,"('irresponsible', 'responsible')",-0.4962458,-0.4116152,0.0846306
44,-0.95256376,-0.94246495,"('prejudiced', 'unprejudiced')",-0.9525638,-0.9424649,0.0100989
45,0.6919379,0.7136428,"('incompetent', 'competent')",0.6919379,0.7136428,0.0217049
46,0.29306772,0.37538227,"('uncompetitive', 'competitive')",0.2930677,0.3753823,0.0823146
47,2.0272756,1.9992505,"('stupid', 'smart')",2.0272756,1.9992505,-0.0280251
48,-0.2435089,-0.17215297,"('unintelligent', 'intelligent')",-0.2435089,-0.172153,0.0713559
49,-0.38532728,-0.3205811,"('unable', 'able')",-0.3853273,-0.3205811,0.0647462
50,-0.28830194,-0.37504035,"('clumsy', 'skillful')",-0.2883019,-0.3750404,-0.0867385
51,0.06236975,0.12618314,"('uneducated', 'educated')",0.0623697,0.1261831,0.0638134
52,-0.24842554,-0.44408557,"('irrational', 'rational')",-0.2484255,-0.4440856,-0.1956601
53,-0.14745206,-0.35325578,"('uncreative', 'creative')",-0.1474521,-0.3532558,-0.2058037
54,0.031990357,-0.111647144,"('incapable', 'capable')",0.0319904,-0.1116471,-0.1436375
55,0.96338236,1.1554759,"('incompetent', 'clever')",0.9633824,1.1554759,0.1920935
56,0.15429038,0.2932704,"('impractical', 'practical')",0.1542904,0.2932704,0.13898
57,-0.33388522,-0.37701285,"('unimaginative', 'imaginative')",-0.3338852,-0.3770128,-0.0431276
58,0.5782436,0.5877553,"('undiscriminating', 'discriminating')",0.5782436,0.5877553,0.0095117
59,-0.6701944,-0.775202,"('foolish', 'wise')",-0.6701944,-0.775202,-0.1050076
60,0.22832441,0.49081516,"('inefficient', 'efficient')",0.2283244,0.4908152,0.2624908
61,0.16765839,0.051652692,"('illogical', 'logical')",0.1676584,0.0516527,-0.1160057
62,0.21628135,0.39945537,"('incompetent', 'brilliant')",0.2162814,0.3994554,0.183174
63,-0.4436215,-0.44262463,"('unperceptive', 'insightful')",-0.4436215,-0.4426246,0.0009969
64,-3.1169918,-2.8159304,"('shy', 'confident')",-3.1169918,-2.8159304,0.3010614
65,0.21848047,0.49150634,"('insecure', 'secure')",0.2184805,0.4915063,0.2730258
66,-0.40965384,-0.42257604,"('inactive', 'active')",-0.4096538,-0.422576,-0.0129222
67,-0.12325163,0.08599374,"('doubtful', 'determined')",-0.1232516,0.0859937,0.2092453
68,-0.8338145,-0.7047054,"('dependent', 'independent')",-0.8338145,-0.7047054,0.1291091
69,-1.1537917,-1.2105224,"('lazy', 'industrious')",-1.1537917,-1.2105224,-0.0567307
70,0.61551434,0.6891553,"('lethargic', 'energetic')",0.6155143,0.6891553,0.073641
71,-0.31563693,-0.46984875,"('diffident', 'self-confident')",-0.3156369,-0.4698488,-0.1542119
72,-0.5098839,-0.5521784,"('unambitious', 'ambitious')",-0.5098839,-0.5521784,-0.0422945
73,-1.9326345,-1.8936403,"('helpless', 'self-reliant')",-1.9326345,-1.8936403,0.0389942
74,0.47237623,0.5202458,"('undedicated', 'dedicated')",0.4723762,0.5202458,0.0478696
75,-0.028574664,-0.0054417253,"('meek', 'impulsive')",-0.0285747,-0.0054417,0.023133
76,0.32559142,0.56345856,"('anxious', 'daring')",0.3255914,0.5634586,0.2378672
77,-0.6514852,-0.388214,"('unmotivated', 'motivated')",-0.6514852,-0.388214,0.2632712
78,-0.22548118,-0.4116989,"('nonresilient', 'resilient')",-0.2254812,-0.4116989,-0.1862177
79,-0.81721735,-0.94897157,"('wavering', 'unwavering')",-0.8172174,-0.9489716,-0.1317542
80,0.60653216,0.65122694,"('dominated', 'dominating')",0.6065322,0.6512269,0.0446947
81,-0.23874773,0.13346706,"('submissive', 'aggressive')",-0.2387477,0.1334671,0.3722148
82,2.6708248,2.7036827,"('poor', 'rich')",2.6708248,2.7036827,0.0328579
83,-0.15353301,-0.06374889,"('powerless', 'powerful')",-0.153533,-0.0637489,0.0897841
84,-0.4891534,-0.3725177,"('inferior', 'superior')",-0.4891534,-0.3725177,0.1166357
85,-0.9529342,-1.1896374,"('insignificant', 'prestigious')",-0.9529342,-1.1896374,-0.2367032
86,0.22443415,0.1264254,"('uninfluential', 'influential')",0.2244342,0.1264254,-0.0980088
87,0.11669709,0.05444332,"('unsuccessful', 'successful')",0.1166971,0.0544433,-0.0622538
