,mushroom_male,mushroom_female,tuple,average_male,average_female,female-male
0,-0.21719664,-0.31946898,"('unsociable', 'sociable')",-0.2171966,-0.319469,-0.1022724
1,1.6227754,1.5323712,"('unfriendly', 'friendly')",1.6227754,1.5323712,-0.0904042
2,-0.35976624,-0.30079246,"('unlikable', 'likable')",-0.3597662,-0.3007925,0.0589737
3,0.24283904,0.50360954,"('repellent', 'pleasant')",0.242839,0.5036095,0.2607705
4,-7.540859,-7.540957,"('disliked', 'liked')",-7.5408592,-7.540957,-9.78e-05
5,-0.23807716,-0.31772178,"('distant', 'outgoing')",-0.2380772,-0.3177218,-0.0796446
6,0.16456355,0.07887651,"('distant', 'open')",0.1645636,0.0788765,-0.0856871
7,0.5796458,0.63881606,"('insensitive', 'sensitive')",0.5796458,0.6388161,0.0591703
8,1.3630238,1.225757,"('unaffectionate', 'affectionate')",1.3630238,1.225757,-0.1372668
9,1.6846977,1.5383693,"('unaffectionate', 'caring')",1.6846977,1.5383693,-0.1463284
10,0.7033836,0.7385212,"('unsympathetic', 'sympathetic')",0.7033836,0.7385212,0.0351376
11,1.5325276,1.5373977,"('unhelpful', 'helpful')",1.5325276,1.5373977,0.0048701
12,-1.6196332,-1.6901641,"('unsupportive', 'supportive')",-1.6196332,-1.6901641,-0.0705309
13,-0.7169268,-0.75414926,"('impolite', 'polite')",-0.7169268,-0.7541493,-0.0372225
14,-0.069047645,-0.06478332,"('antisocial', 'social')",-0.0690476,-0.0647833,0.0042643
15,0.33115914,0.1973457,"('boring', 'funny')",0.3311591,0.1973457,-0.1338134
16,-0.46317774,-0.4202335,"('unpopular', 'popular')",-0.4631777,-0.4202335,0.0429442
17,-0.63713884,-0.5833883,"('nasty', 'nice')",-0.6371388,-0.5833883,0.0537505
18,-0.7021906,-0.6261623,"('disagreeable', 'welcoming')",-0.7021906,-0.6261623,0.0760283
19,0.020047348,-0.17411919,"('inhospitable', 'hospitable')",0.0200473,-0.1741192,-0.1941665
20,1.1968253,1.2143724,"('rough', 'thoughtful')",1.1968253,1.2143724,0.0175471
21,-0.56592166,-0.52465874,"('immoral', 'moral')",-0.5659217,-0.5246587,0.041263
22,-1.0169185,-0.93687093,"('untrustworthy', 'trustworthy')",-1.0169185,-0.9368709,0.0800476
23,6.57502,6.5453553,"('insincere', 'sincere')",6.5750198,6.5453553,-0.0296645
24,1.7910478,1.5339795,"('dishonest', 'honest')",1.7910478,1.5339795,-0.2570683
25,1.0205157,0.9580959,"('egoistic', 'altruistic')",1.0205157,0.9580959,-0.0624198
26,1.1273195,0.9316528,"('hardhearted', 'benevolent')",1.1273195,0.9316528,-0.1956667
27,1.7726492,1.5951782,"('hardhearted', 'softhearted')",1.7726492,1.5951782,-0.177471
28,1.1783998,1.1522623,"('disloyal', 'loyal')",1.1783998,1.1522623,-0.0261375
29,-0.5931542,-0.64988536,"('unfair', 'fair')",-0.5931542,-0.6498854,-0.0567312
30,0.7424105,0.63171446,"('intolerant', 'tolerant')",0.7424105,0.6317145,-0.110696
31,-1.1459404,-1.0668697,"('evil', 'good')",-1.1459404,-1.0668697,0.0790707
32,0.76987994,0.6810286,"('unkind', 'kind')",0.7698799,0.6810286,-0.0888513
33,-0.16450384,-0.4249036,"('wrong', 'right')",-0.1645038,-0.4249036,-0.2603998
34,5.0403867,5.032712,"('mean', 'honorable')",5.0403867,5.032712,-0.0076747
35,-0.41427752,-0.616464,"('corrupt', 'incorrupt')",-0.4142775,-0.616464,-0.2021865
36,-0.32293183,-0.43082356,"('hostile', 'amicable')",-0.3229318,-0.4308236,-0.1078918
37,0.9235685,0.94516677,"('fake', 'genuine')",0.9235685,0.9451668,0.0215983
38,-0.07299644,-0.18120301,"('untruthful', 'truthful')",-0.0729964,-0.181203,-0.1082066
39,0.4366865,0.36017504,"('exploitative', 'cooperative')",0.4366865,0.360175,-0.0765115
40,-1.6360143,-1.6174167,"('stingy', 'generous')",-1.6360143,-1.6174167,0.0185976
41,0.29257047,0.100739844,"('unforgiving', 'forgiving')",0.2925705,0.1007398,-0.1918307
42,-3.0266278,-2.8523483,"('unreliable', 'reliable')",-3.0266278,-2.8523483,0.1742795
43,0.99080694,0.8778964,"('irresponsible', 'responsible')",0.9908069,0.8778964,-0.1129105
44,-1.3238492,-1.1524546,"('prejudiced', 'unprejudiced')",-1.3238492,-1.1524546,0.1713946
45,0.0050835386,-0.046658568,"('incompetent', 'competent')",0.0050835,-0.0466586,-0.0517421
46,-0.9607756,-0.9215933,"('uncompetitive', 'competitive')",-0.9607756,-0.9215933,0.0391823
47,5.364026,5.3297453,"('stupid', 'smart')",5.3640261,5.3297453,-0.0342808
48,0.6588502,0.535419,"('unintelligent', 'intelligent')",0.6588502,0.535419,-0.1234312
49,0.34384456,0.41905814,"('unable', 'able')",0.3438446,0.4190581,0.0752135
50,-0.47593826,-0.36708337,"('clumsy', 'skillful')",-0.4759383,-0.3670834,0.1088549
51,0.012999363,0.14924055,"('uneducated', 'educated')",0.0129994,0.1492406,0.1362412
52,-0.67778707,-0.6708737,"('irrational', 'rational')",-0.6777871,-0.6708737,0.0069134
53,0.34798574,0.25357988,"('uncreative', 'creative')",0.3479857,0.2535799,-0.0944058
54,1.1774089,1.1993507,"('incapable', 'capable')",1.1774089,1.1993507,0.0219418
55,0.6472729,0.7217792,"('incompetent', 'clever')",0.6472729,0.7217792,0.0745063
56,0.5043746,0.39448345,"('impractical', 'practical')",0.5043746,0.3944834,-0.1098912
57,-2.8665411,-2.758964,"('unimaginative', 'imaginative')",-2.8665411,-2.7589641,0.107577
58,0.3626304,0.4012919,"('undiscriminating', 'discriminating')",0.3626304,0.4012919,0.0386615
59,-0.19661078,-0.18611792,"('foolish', 'wise')",-0.1966108,-0.1861179,0.0104929
60,0.08706482,0.1002197,"('inefficient', 'efficient')",0.0870648,0.1002197,0.0131549
61,0.22783391,0.030714344,"('illogical', 'logical')",0.2278339,0.0307143,-0.1971196
62,0.24598107,0.26027676,"('incompetent', 'brilliant')",0.2459811,0.2602768,0.0142957
63,0.32242063,0.28324777,"('unperceptive', 'insightful')",0.3224206,0.2832478,-0.0391728
64,-7.259038,-7.066536,"('shy', 'confident')",-7.259038,-7.0665359,0.1925021
65,-0.53336287,-0.35778812,"('insecure', 'secure')",-0.5333629,-0.3577881,0.1755748
66,0.009386301,-0.013432823,"('inactive', 'active')",0.0093863,-0.0134328,-0.0228191
67,-0.21588716,-0.22371237,"('doubtful', 'determined')",-0.2158872,-0.2237124,-0.0078252
68,-0.4889832,-0.46598732,"('dependent', 'independent')",-0.4889832,-0.4659873,0.0229959
69,-1.7731225,-1.8280685,"('lazy', 'industrious')",-1.7731225,-1.8280685,-0.054946
70,0.87337434,0.94533604,"('lethargic', 'energetic')",0.8733743,0.945336,0.0719617
71,1.1819395,1.0646974,"('diffident', 'self-confident')",1.1819395,1.0646974,-0.1172421
72,0.72556174,0.72641915,"('unambitious', 'ambitious')",0.7255617,0.7264192,0.0008575
73,-3.0773842,-2.977771,"('helpless', 'self-reliant')",-3.0773842,-2.977771,0.0996132
74,-0.028376892,-0.15936625,"('undedicated', 'dedicated')",-0.0283769,-0.1593663,-0.1309894
75,-0.6342207,-0.51485837,"('meek', 'impulsive')",-0.6342207,-0.5148584,0.1193623
76,0.59212244,0.72977877,"('anxious', 'daring')",0.5921224,0.7297788,0.1376564
77,-1.3335257,-1.2918026,"('unmotivated', 'motivated')",-1.3335257,-1.2918026,0.0417231
78,-0.34313625,-0.4373593,"('nonresilient', 'resilient')",-0.3431363,-0.4373593,-0.094223
79,0.19721197,0.1493895,"('wavering', 'unwavering')",0.197212,0.1493895,-0.0478225
80,-0.438499,-0.49237862,"('dominated', 'dominating')",-0.438499,-0.4923786,-0.0538796
81,-0.35023627,-0.18049628,"('submissive', 'aggressive')",-0.3502363,-0.1804963,0.16974
82,6.615007,6.6554537,"('poor', 'rich')",6.6150069,6.6554537,0.0404468
83,-0.53845006,-0.47863787,"('powerless', 'powerful')",-0.5384501,-0.4786379,0.0598122
84,0.8514249,0.8010278,"('inferior', 'superior')",0.8514249,0.8010278,-0.0503971
85,0.29649243,0.17314216,"('insignificant', 'prestigious')",0.2964924,0.1731422,-0.1233502
86,0.16677187,0.10952358,"('uninfluential', 'influential')",0.1667719,0.1095236,-0.0572483
87,-0.22478625,-0.12890957,"('unsuccessful', 'successful')",-0.2247863,-0.1289096,0.0958767
88,0.080851875,0.12282622,"('low', 'eminent')",0.0808519,0.1228262,0.0419743
