,agilent_male,agilent_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2717273,-1.4373144,"('unsociable', 'sociable')",-0.80905634,-0.9385564,-0.3881027,-0.5641517,-0.8229621,-0.9800075,-0.1570454
1,0.5193742,0.3396228,"('unfriendly', 'friendly')",-0.09498993,-0.3237834,2.0165954,1.8583333,0.8136599,0.6247242,-0.1889357
2,0.23731269,0.3120762,"('unlikable', 'likable')",0.32334834,0.38142535,0.6873553,0.7422956,0.4160055,0.4785991,0.0625936
3,-1.9767338,-1.9012673,"('repellent', 'pleasant')",-0.09382734,0.02607073,-0.1920872,-0.10024295,-0.7542161,-0.6584798,0.0957363
4,0.64342564,0.5870256,"('disliked', 'liked')",-0.080567166,-0.11940064,-5.3420825,-5.471152,-1.5930746,-1.6678422,-0.0747676
5,1.885225,1.8715659,"('distant', 'outgoing')",0.18467294,0.1642908,0.3422377,0.35559162,0.8040452,0.7971494,-0.0068958
6,1.514266,1.5290413,"('distant', 'open')",-0.2865612,-0.34582046,0.88461953,0.8795878,0.7041081,0.6876029,-0.0165052
7,-0.35039493,-0.2907117,"('insensitive', 'sensitive')",-0.10737996,0.05656846,0.34650606,0.40906975,-0.0370896,0.0583088,0.0953984
8,-0.06372635,-0.20472245,"('unaffectionate', 'affectionate')",-0.5768076,-0.72100294,0.54981047,0.49576718,-0.0302412,-0.1433194,-0.1130782
9,-0.103252694,-0.17112565,"('unaffectionate', 'caring')",-0.014165994,-0.08426778,1.2481242,1.2619189,0.3769019,0.3355085,-0.0413934
10,-2.641216,-2.662091,"('unsympathetic', 'sympathetic')",-1.2512846,-1.1890411,-0.69861704,-0.7567732,-1.5303726,-1.5359685,-0.0055959
11,-0.0851152,-0.0138400085,"('unhelpful', 'helpful')",1.0419205,1.1450999,1.604846,1.5747839,0.8538837,0.9020146,0.0481309
12,0.5985717,0.6344283,"('unsupportive', 'supportive')",0.5698225,0.6787253,-1.6170245,-1.6370562,-0.1495434,-0.1079675,0.0415759
13,-0.58011717,-0.56877255,"('impolite', 'polite')",-0.38431528,-0.3073479,-0.46139735,-0.4875899,-0.4752766,-0.4545701,0.0207065
14,-1.7530633,-1.6893817,"('antisocial', 'social')",-0.006790369,0.08460024,-1.1576797,-1.1181611,-0.9725111,-0.9076475,0.0648636
15,0.9301352,0.8899027,"('boring', 'funny')",-0.20952079,-0.22969657,0.7557581,0.7486116,0.4921242,0.4696059,-0.0225183
16,0.37997776,0.30064124,"('unpopular', 'popular')",0.38312322,0.33683503,0.7485204,0.7643607,0.5038738,0.467279,-0.0365948
17,0.15163212,0.18463965,"('nasty', 'nice')",-0.23621374,-0.16625223,-0.24074759,-0.18429288,-0.1084431,-0.0553018,0.0531413
18,0.14320105,0.16196778,"('disagreeable', 'welcoming')",0.40255144,0.4431454,-0.20207821,-0.2663618,0.1145581,0.1129171,-0.001641
19,0.48388276,0.4777505,"('inhospitable', 'hospitable')",0.083496034,0.0008857064,0.20922275,0.23557451,0.2588672,0.2380702,-0.020797
20,0.65137434,0.626695,"('rough', 'thoughtful')",1.1416656,1.2081664,0.8588638,0.8274098,0.8839679,0.8874237,0.0034558
21,-1.2836123,-1.2966229,"('immoral', 'moral')",0.101521015,0.108055554,-1.0237875,-1.0176051,-0.7352929,-0.7353908,-9.79e-05
22,-0.8310386,-0.85893655,"('untrustworthy', 'trustworthy')",-0.5169376,-0.54038906,-1.2719939,-1.3396008,-0.8733234,-0.9129755,-0.0396521
23,-0.71118695,-0.73973346,"('insincere', 'sincere')",-0.6795713,-0.6598667,4.8988457,4.890914,1.1693625,1.1637713,-0.0055912
24,-1.8743608,-1.8250563,"('dishonest', 'honest')",-2.1942976,-2.217924,0.54551303,0.48628998,-1.1743817,-1.1855634,-0.0111817
25,0.0469943,-0.02261146,"('egoistic', 'altruistic')",0.3603171,0.33996105,1.5841132,1.5976067,0.6638082,0.6383187,-0.0254895
26,0.6439663,0.5853862,"('hardhearted', 'benevolent')",0.24818376,0.23246175,1.6812391,1.6127727,0.8577964,0.8102069,-0.0475895
27,0.29131144,0.37037304,"('hardhearted', 'softhearted')",0.12363286,0.19721733,1.6217686,1.6308371,0.6789043,0.7328091,0.0539048
28,-1.3758037,-1.4911165,"('disloyal', 'loyal')",-0.64137834,-0.72348243,0.6177686,0.48209345,-0.4664712,-0.5775018,-0.1110306
29,-0.2304051,-0.21257469,"('unfair', 'fair')",-0.74365205,-0.7205349,-0.50440437,-0.6253756,-0.4928205,-0.5194951,-0.0266746
30,-0.09306586,-0.098263726,"('intolerant', 'tolerant')",1.1591787,1.1218281,0.97732204,0.8948989,0.681145,0.6394877,-0.0416573
31,0.62898135,0.5430477,"('evil', 'good')",-0.19107613,-0.32854432,-0.4711553,-0.5558704,-0.0110834,-0.113789,-0.1027056
32,-1.290909,-1.232416,"('unkind', 'kind')",-0.57542783,-0.4897166,0.7686777,0.7072142,-0.3658864,-0.3383062,0.0275802
33,1.5422249,1.461438,"('wrong', 'right')",0.77732295,0.73683065,-0.10195547,-0.12077299,0.7391975,0.6924985,-0.046699
34,0.7062825,0.76014656,"('mean', 'honorable')",-0.33259222,-0.25623658,5.7939725,5.914357,2.0558875,2.1394224,0.0835349
35,1.3396947,1.2935284,"('corrupt', 'incorrupt')",0.08748315,-0.022923183,0.30312312,0.22662866,0.576767,0.499078,-0.077689
36,1.5848244,1.3663489,"('hostile', 'amicable')",-0.3583892,-0.62967896,0.769413,0.6022772,0.6652827,0.4463157,-0.218967
37,-0.32736892,-0.25776762,"('fake', 'genuine')",-0.3000451,-0.20525149,-0.020349126,0.010708779,-0.215921,-0.1507701,0.0651509
38,-0.74504703,-0.71258473,"('untruthful', 'truthful')",-0.55434364,-0.53353643,0.18818986,0.19620909,-0.3704003,-0.3499707,0.0204296
39,0.77725047,0.807094,"('exploitative', 'cooperative')",0.8916476,0.9341168,0.01701719,0.01377267,0.5619718,0.5849945,0.0230227
40,-0.6442788,-0.67309296,"('stingy', 'generous')",0.022089858,0.12515287,-1.381489,-1.4571618,-0.6678927,-0.6683673,-0.0004746
41,-1.120572,-1.2513363,"('unforgiving', 'forgiving')",-0.78842026,-0.77782124,0.33293784,0.18157075,-0.5253515,-0.6158623,-0.0905108
42,-0.53787124,-0.3517169,"('unreliable', 'reliable')",-0.98089373,-0.7630855,-3.1316178,-3.0938718,-1.5501277,-1.4028915,0.1472362
43,-1.0110548,-0.91675895,"('irresponsible', 'responsible')",-1.1861055,-1.0493957,-0.06836477,-0.07167388,-0.755175,-0.6792761,0.0758989
44,-0.08119181,0.028814062,"('prejudiced', 'unprejudiced')",-0.13303551,-0.050734945,-1.3585436,-1.3636439,-0.524257,-0.4618549,0.0624021
45,-2.410661,-2.428437,"('incompetent', 'competent')",-1.3684534,-1.3363907,-0.7704042,-0.79378295,-1.5165062,-1.519537,-0.0030308
46,-1.0485253,-1.0518831,"('uncompetitive', 'competitive')",0.5138176,0.63420033,-0.9964442,-1.06254,-0.510384,-0.4934076,0.0169764
47,0.39187625,0.5298596,"('stupid', 'smart')",0.8801593,0.9879864,5.2417297,5.368335,2.1712551,2.2953936,0.1241385
48,-0.6525996,-0.8051156,"('unintelligent', 'intelligent')",0.46687707,0.3883972,0.765042,0.6813706,0.1931065,0.0882174,-0.1048891
49,0.5824686,0.69762486,"('unable', 'able')",0.72426754,0.8369256,-0.006037969,0.14240316,0.4335661,0.5589845,0.1254184
50,0.8536594,1.0056689,"('clumsy', 'skillful')",0.84115463,0.97511137,-0.0047876947,0.011318639,0.5633421,0.664033,0.1006909
51,-1.3862321,-1.453734,"('uneducated', 'educated')",-0.072234005,-0.12773457,0.4477703,0.39159864,-0.3368986,-0.3966233,-0.0597247
52,1.6649033,1.5120056,"('irrational', 'rational')",0.34956768,0.09373496,0.5670878,0.44250673,0.8605196,0.6827491,-0.1777705
53,0.8615054,0.7729603,"('uncreative', 'creative')",1.2066398,1.1209397,1.2198673,1.1041284,1.0960042,0.9993428,-0.0966614
54,0.9107785,0.82709163,"('incapable', 'capable')",0.6426433,0.50105,1.1048571,1.1370865,0.886093,0.8217427,-0.0643503
55,-2.0073652,-2.0915554,"('incompetent', 'clever')",-0.40326476,-0.38766104,-0.40586168,-0.43293273,-0.9388305,-0.9707163,-0.0318858
56,-0.59621173,-0.5685674,"('impractical', 'practical')",-0.63504374,-0.6046499,-0.59530246,-0.60818434,-0.6088527,-0.5938005,0.0150522
57,-0.5611129,-0.707953,"('unimaginative', 'imaginative')",0.280221,0.19332413,-2.2976594,-2.4170244,-0.8595171,-0.9772178,-0.1177007
58,0.21525235,0.093201265,"('undiscriminating', 'discriminating')",0.65128094,0.5533333,-0.024098605,-0.120644905,0.2808115,0.1752965,-0.105515
59,1.16054,1.2069873,"('foolish', 'wise')",0.5334076,0.46351933,0.5309181,0.5732094,0.7416219,0.7479053,0.0062834
60,-1.1270037,-1.0491066,"('inefficient', 'efficient')",0.12615977,0.26498228,-0.58071893,-0.55731404,-0.5271876,-0.4471461,0.0800415
61,0.58265394,0.49156618,"('illogical', 'logical')",0.44710183,0.32145628,0.25603056,0.16139902,0.4285955,0.3248072,-0.1037883
62,-1.3791654,-1.2791156,"('incompetent', 'brilliant')",0.32533285,0.47838748,-0.2859054,-0.15121822,-0.4465793,-0.3173154,0.1292639
63,-0.17691843,-0.14670411,"('unperceptive', 'insightful')",0.7398377,0.83492744,0.74228287,0.77210194,0.4350674,0.4867751,0.0517077
64,-0.4753059,-0.4566696,"('shy', 'confident')",-0.31128818,-0.22803563,-6.280725,-6.334577,-2.355773,-2.3397608,0.0160122
65,-1.4372612,-1.4397967,"('insecure', 'secure')",-0.8257282,-0.7730394,-0.9633913,-0.9307225,-1.0754603,-1.0478528,0.0276075
66,0.28519216,0.3339762,"('inactive', 'active')",-0.13298342,-0.102090865,1.4119002,1.5036458,0.5213696,0.5785104,0.0571408
67,0.56574196,0.63385105,"('doubtful', 'determined')",0.56279826,0.5575847,-0.6138973,-0.5958483,0.1715477,0.1985292,0.0269815
68,0.30652332,0.28763166,"('dependent', 'independent')",0.25695467,0.17879371,-0.35551482,-0.36475363,0.0693211,0.0338906,-0.0354305
69,2.282379,2.3500185,"('lazy', 'industrious')",1.5180293,1.6730539,0.2159325,0.33069393,1.3387802,1.4512553,0.1124751
70,-1.6326612,-1.5721046,"('lethargic', 'energetic')",-0.7241226,-0.55993545,-0.11649187,-0.040956132,-0.8244252,-0.724332,0.1000932
71,1.4935387,1.4867618,"('diffident', 'self-confident')",1.073926,1.123396,0.7999813,0.8156269,1.1224821,1.1419283,0.0194462
72,-0.9346007,-0.94593596,"('unambitious', 'ambitious')",-1.2633535,-1.2820847,-1.5251191,-1.4351234,-1.2410244,-1.221048,0.0199764
73,1.3862237,1.4067891,"('helpless', 'self-reliant')",0.72284496,0.6560973,-3.0980124,-3.128792,-0.3296479,-0.3553019,-0.025654
74,-0.4162826,-0.3768485,"('undedicated', 'dedicated')",-0.32811126,-0.2453138,0.0049029402,-0.09554455,-0.246497,-0.2392356,0.0072614
75,-0.041530013,-0.09872177,"('meek', 'impulsive')",0.09304391,0.038877055,-0.19298354,-0.11601876,-0.0471565,-0.0586212,-0.0114647
76,-1.7144947,-1.5802504,"('anxious', 'daring')",-0.053424638,0.17620042,-0.08614166,-0.042070724,-0.6180203,-0.4820402,0.1359801
77,0.08810118,-0.0015814379,"('unmotivated', 'motivated')",1.0257329,1.0272713,-0.9633596,-0.93411195,0.0501581,0.030526,-0.0196321
78,0.16280411,0.19323179,"('nonresilient', 'resilient')",1.6025671,1.7826176,0.3377724,0.42469504,0.7010479,0.8001815,0.0991336
79,0.087066926,0.05540183,"('wavering', 'unwavering')",-1.071336,-1.1414522,0.073148035,0.111369714,-0.303707,-0.3248936,-0.0211866
80,-0.95705485,-0.7981652,"('dominated', 'dominating')",0.17593974,0.4080954,-1.2688942,-1.1282457,-0.6833364,-0.5061052,0.1772312
81,-1.9018705,-1.9200542,"('submissive', 'aggressive')",0.1035334,0.13360724,-0.9067544,-0.8646895,-0.9016972,-0.8837121,0.0179851
82,-1.8413924,-1.9087201,"('poor', 'rich')",-0.3725443,-0.42511994,5.3615627,5.4995265,1.0492086,1.0552288,0.0060202
83,0.7167133,0.6807456,"('powerless', 'powerful')",0.45133895,0.43242228,-0.9144835,-0.9745324,0.0845229,0.0462118,-0.0383111
84,1.4447229,1.3896701,"('inferior', 'superior')",0.6526625,0.6194649,0.90925044,0.8976068,1.002212,0.968914,-0.033298
85,1.6382039,1.5653154,"('insignificant', 'prestigious')",0.98524714,0.9403223,1.1741356,1.1282637,1.2658621,1.2113005,-0.0545616
86,-1.7117089,-1.9420699,"('uninfluential', 'influential')",-0.48319405,-0.6936774,-0.20299622,-0.3494561,-0.7992997,-0.9950678,-0.1957681
87,0.3418578,0.36931232,"('unsuccessful', 'successful')",0.95549035,1.0235695,0.62486666,0.7667769,0.6407382,0.7198862,0.079148
88,-0.08973325,-0.10744156,"('low', 'eminent')",-0.019389484,-0.07997565,0.11792153,0.0764741,0.0029329,-0.036981,-0.0399139
