,velocity_male,velocity_female,tuple,average_male,average_female,female-male
0,1.1038151,0.9536297,"('unsociable', 'sociable')",1.1038151,0.9536297,-0.1501854
1,0.42212605,0.5733207,"('unfriendly', 'friendly')",0.4221261,0.5733207,0.1511946
2,0.3008268,0.43030784,"('unlikable', 'likable')",0.3008268,0.4303078,0.129481
3,1.0363698,1.1462486,"('repellent', 'pleasant')",1.0363698,1.1462486,0.1098788
4,-7.650631,-7.474862,"('disliked', 'liked')",-7.650631,-7.4748621,0.1757689
5,-1.453387,-1.2462804,"('distant', 'outgoing')",-1.453387,-1.2462804,0.2071066
6,-1.0980549,-0.994229,"('distant', 'open')",-1.0980549,-0.994229,0.1038259
7,2.3820972,2.2923713,"('insensitive', 'sensitive')",2.3820972,2.2923713,-0.0897259
8,0.73345953,0.7588992,"('unaffectionate', 'affectionate')",0.7334595,0.7588992,0.0254397
9,1.2510675,1.3903362,"('unaffectionate', 'caring')",1.2510675,1.3903362,0.1392687
10,2.7288854,2.4176798,"('unsympathetic', 'sympathetic')",2.7288854,2.4176798,-0.3112056
11,2.3382359,2.3149428,"('unhelpful', 'helpful')",2.3382359,2.3149428,-0.0232931
12,-0.6830335,-0.6266557,"('unsupportive', 'supportive')",-0.6830335,-0.6266557,0.0563778
13,0.7946731,0.74247146,"('impolite', 'polite')",0.7946731,0.7424715,-0.0522016
14,0.7473379,0.8224019,"('antisocial', 'social')",0.7473379,0.8224019,0.075064
15,0.37194276,0.39049608,"('boring', 'funny')",0.3719428,0.3904961,0.0185533
16,-1.1534386,-0.97385406,"('unpopular', 'popular')",-1.1534386,-0.9738541,0.1795845
17,-0.37338582,-0.43921167,"('nasty', 'nice')",-0.3733858,-0.4392117,-0.0658259
18,-1.1238486,-0.9096686,"('disagreeable', 'welcoming')",-1.1238486,-0.9096686,0.21418
19,-0.8494919,-0.88052684,"('inhospitable', 'hospitable')",-0.8494919,-0.8805268,-0.0310349
20,1.0526583,0.9523594,"('rough', 'thoughtful')",1.0526583,0.9523594,-0.1002989
21,0.8064495,0.8448399,"('immoral', 'moral')",0.8064495,0.8448399,0.0383904
22,0.6708074,0.65404415,"('untrustworthy', 'trustworthy')",0.6708074,0.6540442,-0.0167632
23,6.7199726,6.7625966,"('insincere', 'sincere')",6.7199726,6.7625966,0.042624
24,1.9888135,2.0440426,"('dishonest', 'honest')",1.9888135,2.0440426,0.0552291
25,-0.31446928,-0.10073058,"('egoistic', 'altruistic')",-0.3144693,-0.1007306,0.2137387
26,0.5170417,0.31631795,"('hardhearted', 'benevolent')",0.5170417,0.3163179,-0.2007238
27,1.7195132,1.5309758,"('hardhearted', 'softhearted')",1.7195132,1.5309758,-0.1885374
28,1.1436696,0.9244257,"('disloyal', 'loyal')",1.1436696,0.9244257,-0.2192439
29,-0.4006155,-0.5326465,"('unfair', 'fair')",-0.4006155,-0.5326465,-0.132031
30,1.9494332,1.897739,"('intolerant', 'tolerant')",1.9494332,1.8977391,-0.0516941
31,-2.1341228,-2.0344102,"('evil', 'good')",-2.1341228,-2.0344102,0.0997126
32,1.5336586,1.365296,"('unkind', 'kind')",1.5336586,1.365296,-0.1683626
33,-1.0933954,-0.9186162,"('wrong', 'right')",-1.0933954,-0.9186162,0.1747792
34,3.9763284,4.233635,"('mean', 'honorable')",3.9763284,4.2336349,0.2573065
35,-1.712342,-1.9210285,"('corrupt', 'incorrupt')",-1.712342,-1.9210285,-0.2086865
36,-1.5752349,-1.6511399,"('hostile', 'amicable')",-1.5752349,-1.6511399,-0.075905
37,1.1334196,1.0294868,"('fake', 'genuine')",1.1334196,1.0294868,-0.1039328
38,-0.17176795,-0.104734875,"('untruthful', 'truthful')",-0.171768,-0.1047349,0.0670331
39,0.20499964,0.2811243,"('exploitative', 'cooperative')",0.2049996,0.2811243,0.0761247
40,-1.0390636,-1.1261251,"('stingy', 'generous')",-1.0390636,-1.1261251,-0.0870615
41,0.798286,0.5223925,"('unforgiving', 'forgiving')",0.798286,0.5223925,-0.2758935
42,-1.0974686,-1.1619848,"('unreliable', 'reliable')",-1.0974686,-1.1619848,-0.0645162
43,2.2264547,2.219648,"('irresponsible', 'responsible')",2.2264547,2.2196479,-0.0068068
44,-1.1817862,-1.2262754,"('prejudiced', 'unprejudiced')",-1.1817862,-1.2262754,-0.0444892
45,1.47363,1.1386764,"('incompetent', 'competent')",1.47363,1.1386764,-0.3349536
46,0.6125607,0.4994567,"('uncompetitive', 'competitive')",0.6125607,0.4994567,-0.113104
47,5.6856194,5.6720133,"('stupid', 'smart')",5.6856194,5.6720133,-0.0136061
48,1.5768394,1.4974866,"('unintelligent', 'intelligent')",1.5768394,1.4974866,-0.0793528
49,-0.24307773,-0.03664534,"('unable', 'able')",-0.2430777,-0.0366453,0.2064324
50,-0.32963142,-0.40086687,"('clumsy', 'skillful')",-0.3296314,-0.4008669,-0.0712355
51,0.89596254,0.81861055,"('uneducated', 'educated')",0.8959625,0.8186105,-0.077352
52,-1.1435403,-1.2240702,"('irrational', 'rational')",-1.1435403,-1.2240702,-0.0805299
53,0.17645146,0.11377965,"('uncreative', 'creative')",0.1764515,0.1137796,-0.0626719
54,0.8377585,1.0317919,"('incapable', 'capable')",0.8377585,1.0317919,0.1940334
55,1.9813155,2.0006423,"('incompetent', 'clever')",1.9813155,2.0006423,0.0193268
56,1.5340878,1.5516937,"('impractical', 'practical')",1.5340878,1.5516937,0.0176059
57,-1.5753313,-1.7273552,"('unimaginative', 'imaginative')",-1.5753313,-1.7273552,-0.1520239
58,0.21807528,0.09647161,"('undiscriminating', 'discriminating')",0.2180753,0.0964716,-0.1216037
59,-0.8445085,-0.7652098,"('foolish', 'wise')",-0.8445085,-0.7652098,0.0792987
60,1.5102439,1.6862816,"('inefficient', 'efficient')",1.5102439,1.6862816,0.1760377
61,1.0084455,0.7466255,"('illogical', 'logical')",1.0084455,0.7466255,-0.26182
62,2.1077847,2.2066727,"('incompetent', 'brilliant')",2.1077847,2.2066727,0.098888
63,1.4572027,1.4139054,"('unperceptive', 'insightful')",1.4572027,1.4139054,-0.0432973
64,-5.339759,-5.196596,"('shy', 'confident')",-5.3397589,-5.1965961,0.1431628
65,2.0296772,1.9190261,"('insecure', 'secure')",2.0296772,1.9190261,-0.1106511
66,-0.40658405,-0.5255623,"('inactive', 'active')",-0.4065841,-0.5255623,-0.1189782
67,-0.84100807,-0.73360145,"('doubtful', 'determined')",-0.8410081,-0.7336015,0.1074066
68,-0.5399455,-0.45022252,"('dependent', 'independent')",-0.5399455,-0.4502225,0.089723
69,-2.4686704,-2.296631,"('lazy', 'industrious')",-2.4686704,-2.2966311,0.1720393
70,2.678234,2.5724213,"('lethargic', 'energetic')",2.6782341,2.5724213,-0.1058128
71,-0.25464135,0.009363318,"('diffident', 'self-confident')",-0.2546414,0.0093633,0.2640047
72,1.2902973,1.3817134,"('unambitious', 'ambitious')",1.2902973,1.3817134,0.0914161
73,-3.2585306,-3.0048785,"('helpless', 'self-reliant')",-3.2585306,-3.0048785,0.2536521
74,0.64267874,0.512803,"('undedicated', 'dedicated')",0.6426787,0.512803,-0.1298757
75,-1.305908,-1.2536834,"('meek', 'impulsive')",-1.305908,-1.2536834,0.0522246
76,1.7937484,1.7227072,"('anxious', 'daring')",1.7937484,1.7227072,-0.0710412
77,-0.41476947,-0.40045244,"('unmotivated', 'motivated')",-0.4147695,-0.4004524,0.0143171
78,-0.24022901,-0.2971459,"('nonresilient', 'resilient')",-0.240229,-0.2971459,-0.0569169
79,-0.81326497,-1.0281285,"('wavering', 'unwavering')",-0.813265,-1.0281285,-0.2148635
80,1.1661607,0.9473737,"('dominated', 'dominating')",1.1661607,0.9473737,-0.218787
81,1.5380852,1.4061062,"('submissive', 'aggressive')",1.5380852,1.4061062,-0.131979
82,6.2906566,6.3090034,"('poor', 'rich')",6.2906566,6.3090034,0.0183468
83,-0.3562004,-0.32180476,"('powerless', 'powerful')",-0.3562004,-0.3218048,0.0343956
84,0.005443301,-0.0053072944,"('inferior', 'superior')",0.0054433,-0.0053073,-0.0107506
85,-2.5390344,-2.415309,"('insignificant', 'prestigious')",-2.5390344,-2.415309,0.1237254
86,1.043059,0.9196215,"('uninfluential', 'influential')",1.043059,0.9196215,-0.1234375
87,0.37123644,0.42520192,"('unsuccessful', 'successful')",0.3712364,0.4252019,0.0539655
88,0.029067907,0.083348095,"('low', 'eminent')",0.0290679,0.0833481,0.0542802
