,doe_male,doe_female,tuple,average_male,average_female,female-male
0,0.11625311,0.06969446,"('unsociable', 'sociable')",0.1162531,0.0696945,-0.0465586
1,1.0314295,1.0359823,"('unfriendly', 'friendly')",1.0314295,1.0359823,0.0045528
2,0.057565223,0.1971655,"('unlikable', 'likable')",0.0575652,0.1971655,0.1396003
3,0.8903221,1.00048,"('repellent', 'pleasant')",0.8903221,1.0004801,0.110158
4,-7.2556853,-7.474965,"('disliked', 'liked')",-7.2556853,-7.4749651,-0.2192798
5,-0.44944152,-0.5014394,"('distant', 'outgoing')",-0.4494415,-0.5014394,-0.0519979
6,0.12712266,0.024129122,"('distant', 'open')",0.1271227,0.0241291,-0.1029936
7,1.5312735,1.6080729,"('insensitive', 'sensitive')",1.5312735,1.6080729,0.0767994
8,1.0339941,0.94010043,"('unaffectionate', 'affectionate')",1.0339941,0.9401004,-0.0938937
9,1.3652357,1.4108936,"('unaffectionate', 'caring')",1.3652357,1.4108936,0.0456579
10,1.151117,1.2609242,"('unsympathetic', 'sympathetic')",1.151117,1.2609242,0.1098072
11,1.6236511,1.7241975,"('unhelpful', 'helpful')",1.6236511,1.7241975,0.1005464
12,-1.5455639,-1.5018783,"('unsupportive', 'supportive')",-1.5455639,-1.5018783,0.0436856
13,-0.08330707,0.025540069,"('impolite', 'polite')",-0.0833071,0.0255401,0.1088472
14,0.3931928,0.34107193,"('antisocial', 'social')",0.3931928,0.3410719,-0.0521209
15,0.45442772,0.4183075,"('boring', 'funny')",0.4544277,0.4183075,-0.0361202
16,-0.6659875,-0.6873801,"('unpopular', 'popular')",-0.6659875,-0.6873801,-0.0213926
17,0.037026048,0.015386928,"('nasty', 'nice')",0.037026,0.0153869,-0.0216391
18,-0.43887252,-0.3621645,"('disagreeable', 'welcoming')",-0.4388725,-0.3621645,0.076708
19,-0.40972131,-0.35891885,"('inhospitable', 'hospitable')",-0.4097213,-0.3589188,0.0508025
20,0.62085783,0.5113841,"('rough', 'thoughtful')",0.6208578,0.5113841,-0.1094737
21,-0.13605767,0.15797436,"('immoral', 'moral')",-0.1360577,0.1579744,0.2940321
22,-0.045120217,-0.044051282,"('untrustworthy', 'trustworthy')",-0.0451202,-0.0440513,0.0010689
23,6.385227,6.6403346,"('insincere', 'sincere')",6.3852272,6.6403346,0.2551074
24,1.6349196,1.6795428,"('dishonest', 'honest')",1.6349196,1.6795428,0.0446232
25,1.0366807,1.0042264,"('egoistic', 'altruistic')",1.0366807,1.0042264,-0.0324543
26,0.9600884,0.75596094,"('hardhearted', 'benevolent')",0.9600884,0.7559609,-0.2041275
27,1.751586,1.5835596,"('hardhearted', 'softhearted')",1.751586,1.5835596,-0.1680264
28,1.5366524,1.3944329,"('disloyal', 'loyal')",1.5366524,1.3944329,-0.1422195
29,-0.14543734,-0.30374464,"('unfair', 'fair')",-0.1454373,-0.3037446,-0.1583073
30,0.8649361,0.98792505,"('intolerant', 'tolerant')",0.8649361,0.9879251,0.122989
31,-1.2668036,-1.3680403,"('evil', 'good')",-1.2668036,-1.3680403,-0.1012367
32,1.2691764,1.2269076,"('unkind', 'kind')",1.2691764,1.2269076,-0.0422688
33,-0.2832067,-0.3149012,"('wrong', 'right')",-0.2832067,-0.3149012,-0.0316945
34,4.3209662,4.635362,"('mean', 'honorable')",4.3209662,4.6353621,0.3143959
35,-0.8385969,-1.2145672,"('corrupt', 'incorrupt')",-0.8385969,-1.2145672,-0.3759703
36,-0.77966654,-1.026493,"('hostile', 'amicable')",-0.7796665,-1.026493,-0.2468265
37,0.9870382,0.95665824,"('fake', 'genuine')",0.9870382,0.9566582,-0.03038
38,-0.3468846,-0.24652468,"('untruthful', 'truthful')",-0.3468846,-0.2465247,0.1003599
39,0.32719457,0.38774586,"('exploitative', 'cooperative')",0.3271946,0.3877459,0.0605513
40,-1.0523441,-1.1590091,"('stingy', 'generous')",-1.0523441,-1.1590091,-0.106665
41,0.5963107,0.44571522,"('unforgiving', 'forgiving')",0.5963107,0.4457152,-0.1505955
42,-2.3083663,-2.2839675,"('unreliable', 'reliable')",-2.3083663,-2.2839675,0.0243988
43,1.0451403,1.2057142,"('irresponsible', 'responsible')",1.0451403,1.2057142,0.1605739
44,-1.1993325,-1.3270837,"('prejudiced', 'unprejudiced')",-1.1993325,-1.3270837,-0.1277512
45,0.43448406,0.32062435,"('incompetent', 'competent')",0.4344841,0.3206244,-0.1138597
46,-0.5817976,-0.5050787,"('uncompetitive', 'competitive')",-0.5817976,-0.5050787,0.0767189
47,4.9737043,5.164647,"('stupid', 'smart')",4.9737043,5.1646471,0.1909428
48,0.38761583,0.51476747,"('unintelligent', 'intelligent')",0.3876158,0.5147675,0.1271517
