,compuware_male,compuware_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.0230168,-1.2790762,"('unsociable', 'sociable')",0.09342617,-0.05872163,-0.4647953,-0.6688989,-0.2041036
1,-0.40245417,-0.639889,"('unfriendly', 'friendly')",1.1571095,0.97581476,0.3773277,0.1679629,-0.2093648
2,0.3297387,0.2859233,"('unlikable', 'likable')",0.75315,0.7124537,0.5414444,0.4991885,-0.0422559
3,-1.2201192,-1.1227937,"('repellent', 'pleasant')",0.4262999,0.47023275,-0.3969097,-0.3262805,0.0706292
4,0.2011574,0.23603728,"('disliked', 'liked')",-5.9691434,-6.0573654,-2.8839929,-2.9106641,-0.0266712
5,0.15375653,0.085377105,"('distant', 'outgoing')",-0.72670937,-0.59044516,-0.2864764,-0.252534,0.0339424
6,-0.14612108,-0.23663552,"('distant', 'open')",-1.0283048,-0.91274273,-0.5872129,-0.5746891,0.0125238
7,-1.183195,-1.1144305,"('insensitive', 'sensitive')",0.11519574,0.13075745,-0.5339996,-0.4918365,0.0421631
8,-0.5920715,-0.751122,"('unaffectionate', 'affectionate')",0.16032502,0.06368738,-0.2158732,-0.3437173,-0.1278441
9,-0.49621612,-0.69963455,"('unaffectionate', 'caring')",0.8379679,0.84521294,0.1708759,0.0727892,-0.0980867
10,-2.408657,-2.5233662,"('unsympathetic', 'sympathetic')",-0.51274145,-0.63572514,-1.4606993,-1.5795457,-0.1188464
11,-0.25814575,-0.32947755,"('unhelpful', 'helpful')",2.0393302,1.9957198,0.8905922,0.8331211,-0.0574711
12,-0.8971608,-0.8827822,"('unsupportive', 'supportive')",-1.8556107,-1.8302435,-1.3763858,-1.3565128,0.019873
13,-0.74148756,-0.87691027,"('impolite', 'polite')",-0.5183129,-0.48480207,-0.6299002,-0.6808562,-0.050956
14,-0.35698324,-0.2964439,"('antisocial', 'social')",0.25620264,0.21425383,-0.0503903,-0.041095,0.0092953
15,0.88057274,0.738643,"('boring', 'funny')",-0.012987418,-0.026901618,0.4337927,0.3558707,-0.077922
16,0.09451549,0.16033153,"('unpopular', 'popular')",0.22483182,0.25960878,0.1596737,0.2099701,0.0502964
17,0.024715502,0.052638844,"('nasty', 'nice')",-0.5517047,-0.50550956,-0.2634946,-0.2264354,0.0370592
18,-0.5956365,-0.58319473,"('disagreeable', 'welcoming')",-0.5133496,-0.6183997,-0.5544931,-0.6007972,-0.0463041
19,-0.7147692,-0.83775884,"('inhospitable', 'hospitable')",-0.6069931,-0.6463783,-0.6608812,-0.7420685,-0.0811873
20,-0.117739975,-0.10968767,"('rough', 'thoughtful')",0.6733482,0.6649163,0.2778041,0.2776143,-0.0001898
21,-0.7097533,-0.8491541,"('immoral', 'moral')",-0.32406324,-0.3632521,-0.5169083,-0.6062031,-0.0892948
22,-0.55842704,-0.5982651,"('untrustworthy', 'trustworthy')",-0.81966364,-0.8482205,-0.6890453,-0.7232428,-0.0341975
23,-0.73588187,-0.83178616,"('insincere', 'sincere')",5.573981,5.577266,2.4190495,2.37274,-0.0463095
24,-0.7831315,-0.8569358,"('dishonest', 'honest')",0.9101954,0.8784196,0.063532,0.0107419,-0.0527901
